SA4_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
310,131,271,227,165,245,71,38,1149,36,80,55,38,48,13,7,274,3,3,11,9,8,0,0,30,13,6,8,7,13,0,0,43,180,358,301,216,314,85,41,1498,19,56,37,29,24,3,3,175,6,21,13,0,6,0,0,48,24,75,48,31,32,5,4,214,203,437,347,245,348,91,49,1713,150,220,151,93,99,23,15,749,4,12,12,8,4,0,0,44,358,671,512,354,452,115,61,2507,405,904,764,534,780,268,111,3761,641,1193,768,452,615,159,60,3883,100,77,35,30,29,11,7,279,35,33,26,25,27,10,0,147,1185,2207,1589,1033,1442,436,179,8073,187,356,172,100,127,29,18,985,240,292,118,91,91,21,11,856,428,648,289,185,219,46,23,1839,1609,2854,1878,1221,1659,489,201,9917,2658,2332,1170,697,736,183,85,7866,41,46,34,20,14,3,0,154,4311,5237,3085,1938,2410,671,286,17930,539,1174,990,697,1032,337,143,4908
311,136,306,239,185,255,54,39,1211,38,76,60,51,58,6,0,294,3,3,7,4,3,0,0,22,3,16,10,8,7,0,0,47,183,410,313,243,326,65,40,1578,19,39,22,14,24,4,3,131,10,16,8,3,6,0,0,39,31,55,31,16,31,4,3,171,210,466,347,262,356,69,45,1748,116,172,102,90,97,19,11,606,7,18,9,6,4,4,4,45,334,646,455,358,456,89,55,2400,468,844,675,465,712,234,102,3498,704,1191,722,470,574,136,59,3855,80,77,40,27,23,13,3,272,22,53,18,22,31,7,0,148,1271,2158,1461,985,1344,384,168,7770,184,295,165,95,111,13,13,869,213,347,165,97,87,13,3,923,398,644,330,190,196,20,16,1793,1678,2803,1787,1172,1536,409,179,9566,2639,2381,1181,686,731,189,93,7897,43,40,25,19,12,7,0,146,4358,5230,2989,1881,2284,605,272,17607,607,1150,911,645,966,290,143,4708
312,69,167,124,104,148,7,3,620,9,35,20,26,25,3,0,123,3,7,0,0,10,0,0,25,5,0,3,11,4,0,0,28,85,211,147,137,188,10,3,793,10,20,15,12,18,0,0,71,0,9,3,5,5,0,0,17,10,23,17,15,19,0,0,89,91,239,172,158,210,10,3,879,32,53,40,23,19,0,0,164,4,3,3,3,0,0,0,21,126,302,210,178,234,15,3,1065,140,326,260,208,315,26,12,1292,287,525,357,223,268,17,4,1680,29,34,16,3,14,0,0,99,7,25,4,6,8,0,0,56,470,908,635,441,609,49,19,3128,68,137,75,59,32,3,0,377,83,153,76,28,20,3,0,368,154,290,152,84,56,11,0,747,623,1193,787,526,668,60,14,3869,960,752,344,180,156,11,0,2401,8,17,13,10,3,0,0,53,1596,1962,1144,708,826,68,14,6324,209,495,376,308,469,34,16,1908
313,74,194,143,132,198,48,23,802,18,54,32,43,44,14,4,215,0,10,4,0,4,0,0,19,4,4,4,8,4,0,0,29,94,263,183,184,253,67,30,1072,11,25,32,14,23,3,3,104,3,29,13,8,3,0,0,56,11,54,43,22,31,3,0,162,108,312,227,212,283,64,32,1233,72,136,86,61,80,12,3,468,3,8,6,3,0,0,0,27,183,466,322,279,360,83,35,1723,203,490,417,327,510,136,59,2135,475,907,678,408,516,89,37,3103,81,54,42,35,52,10,5,273,18,25,17,8,13,5,0,93,773,1480,1155,777,1086,238,102,5610,104,177,111,67,78,12,4,547,151,256,131,54,61,10,8,664,251,433,245,120,137,16,11,1213,1025,1911,1397,892,1223,258,116,6819,1804,1621,877,457,453,76,38,5334,24,29,19,7,0,0,0,77,2848,3556,2293,1354,1679,337,155,12230,272,682,555,455,702,184,88,2936
314,89,180,155,118,185,46,16,786,13,33,15,12,15,10,6,106,0,8,3,0,0,0,0,20,11,13,0,3,9,0,0,28,107,224,175,142,210,52,25,937,4,9,13,7,13,3,0,42,0,3,0,6,3,0,0,12,4,11,10,5,12,3,0,58,115,239,187,149,218,58,28,988,25,53,40,16,27,12,3,179,0,0,0,0,0,0,0,0,143,292,233,166,249,64,29,1172,214,469,420,316,451,156,63,2093,376,783,468,273,394,110,45,2455,48,40,20,16,18,0,3,150,14,21,14,4,6,3,4,65,655,1302,921,620,873,272,116,4759,45,89,45,28,41,16,0,269,80,117,52,34,33,6,3,320,130,205,94,62,71,22,4,587,784,1509,1017,675,945,294,123,5344,834,768,392,233,205,66,33,2521,13,15,4,3,3,0,0,45,1632,2301,1414,912,1151,362,153,7907,306,642,573,440,633,205,80,2878
315,32,59,49,35,42,5,3,229,5,21,16,9,10,0,0,62,4,3,0,0,0,0,0,9,3,6,0,0,0,0,0,9,46,87,69,43,52,3,3,304,7,16,13,3,9,0,0,44,3,4,8,3,3,0,0,20,13,23,22,4,12,0,0,66,56,113,90,48,66,3,3,374,41,61,32,21,14,0,0,177,6,10,3,7,0,0,0,32,104,186,121,77,78,7,4,575,134,280,166,99,93,3,0,781,116,244,130,76,77,0,0,647,19,17,11,10,5,0,0,57,10,18,11,4,3,0,0,43,281,554,314,188,175,5,0,1530,54,71,38,21,8,0,0,193,43,43,21,12,12,0,0,137,97,117,63,33,21,0,0,328,377,674,383,227,201,4,0,1861,808,651,332,193,109,3,0,2095,35,34,21,19,4,0,0,117,1222,1358,734,438,315,11,4,4075,173,334,219,128,141,5,3,1004
316,82,228,220,165,244,44,23,1009,35,96,89,53,89,14,7,377,3,9,8,4,4,0,3,28,4,6,9,5,6,0,0,28,128,344,324,225,336,54,34,1440,14,26,14,21,13,3,5,94,11,16,3,7,4,0,3,48,23,45,22,31,21,3,5,141,147,384,347,251,361,57,38,1583,62,96,86,81,72,15,11,422,3,0,8,7,3,0,0,13,211,481,436,331,429,75,45,2016,190,575,537,459,708,160,61,2689,601,1480,1050,697,861,144,72,4910,44,58,40,29,35,12,4,222,15,27,27,20,30,3,4,121,847,2146,1654,1207,1628,322,145,7947,53,122,76,43,74,17,3,392,88,224,122,65,75,9,12,600,144,345,203,111,158,31,15,993,988,2486,1849,1311,1789,347,161,8939,1151,1254,630,447,467,74,39,4065,7,21,18,10,15,3,0,75,2149,3760,2497,1768,2266,426,201,13074,274,809,757,624,954,200,79,3700
317,50,92,85,71,113,21,8,443,17,34,28,15,17,3,0,118,0,3,3,3,3,0,0,15,3,0,0,0,3,0,0,7,65,131,123,88,134,23,9,579,11,7,4,11,16,0,0,50,0,8,4,5,0,0,0,20,15,13,11,13,15,0,0,65,81,139,137,104,152,25,6,648,41,49,33,19,27,7,4,174,0,0,4,0,0,0,0,5,123,192,175,124,178,28,9,825,105,306,236,236,348,61,29,1323,286,557,376,259,330,30,15,1849,31,37,20,8,12,3,0,110,5,16,13,14,11,6,3,68,424,908,646,519,698,102,52,3348,46,91,46,26,33,12,4,260,39,123,43,39,27,9,0,274,87,216,89,61,59,17,3,540,515,1122,739,582,757,118,53,3883,862,815,372,238,268,58,24,2639,12,10,7,0,7,0,0,34,1386,1945,1115,821,1027,173,77,6552,155,395,325,306,464,89,32,1762
318,91,189,139,121,158,37,11,744,21,54,36,25,35,3,3,172,7,6,7,5,6,0,0,31,4,3,3,0,0,0,0,12,129,248,185,144,200,35,15,958,20,49,26,11,27,3,0,130,9,21,13,6,0,0,0,40,25,69,40,12,27,3,0,171,154,315,221,164,224,39,13,1130,81,141,83,54,55,22,7,447,3,5,4,3,0,0,0,15,245,460,308,219,277,59,25,1596,291,632,456,397,537,154,67,2535,371,723,498,322,410,83,39,2442,35,45,17,19,37,4,3,156,17,34,19,20,19,0,0,108,711,1430,991,755,999,239,114,5247,88,183,106,81,69,10,0,543,118,205,103,62,52,11,0,553,211,394,205,147,122,18,0,1098,923,1821,1196,905,1125,253,111,6341,1498,1302,601,397,339,76,27,4234,21,30,18,18,4,0,0,88,2435,3153,1815,1317,1466,330,142,10663,380,813,604,517,701,189,79,3281
319,74,152,135,103,174,21,4,665,21,73,67,44,54,10,6,272,0,12,6,4,8,0,0,24,13,7,11,6,6,0,0,42,109,241,213,158,241,32,10,1006,27,64,74,30,43,3,0,237,3,31,22,13,11,3,0,85,32,93,94,44,51,3,0,321,132,338,305,200,295,37,16,1323,122,247,145,119,119,15,3,775,12,30,15,8,3,0,0,67,265,610,471,331,421,47,21,2166,174,440,430,320,477,50,17,1906,491,1063,673,464,565,57,13,3330,43,51,35,13,22,3,3,161,15,33,22,12,22,0,3,103,726,1586,1157,810,1090,106,37,5507,95,227,151,88,117,14,4,701,167,252,140,85,71,6,0,723,265,476,288,181,181,22,7,1419,989,2058,1448,986,1274,127,44,6929,2174,2023,1045,633,579,67,33,6557,52,39,28,14,6,0,3,141,3213,4127,2518,1638,1867,187,84,13629,245,589,564,427,655,71,23,2570
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,52,155,145,120,219,104,70,864,19,45,33,29,51,21,16,223,0,11,3,4,8,0,3,30,0,3,0,3,0,3,0,16,70,215,190,159,279,133,94,1130,4,14,8,9,17,5,0,56,0,0,7,3,4,0,5,19,7,13,14,13,17,8,6,72,74,233,199,164,295,142,97,1208,22,41,34,36,40,24,15,211,4,5,0,0,0,0,0,14,101,278,232,208,341,164,114,1435,132,387,336,276,536,327,213,2198,303,639,479,316,493,247,148,2619,37,26,24,16,31,12,10,154,3,14,7,10,8,7,0,51,477,1066,843,616,1066,596,373,5028,17,31,24,20,24,18,7,142,38,83,42,34,48,13,10,271,56,112,66,49,71,30,13,414,533,1176,914,663,1139,624,384,5439,468,505,294,201,284,127,84,1961,13,10,8,7,7,7,0,42,1013,1691,1209,871,1432,760,473,7445,181,548,478,395,750,435,284,3067
402,135,249,206,180,300,121,61,1260,57,103,95,64,84,26,20,452,7,16,4,0,4,3,0,33,10,15,10,3,9,3,3,49,212,388,310,252,394,153,77,1794,34,60,37,18,38,11,12,210,7,29,24,16,9,0,0,82,40,88,62,34,44,17,9,297,254,473,368,292,437,169,88,2085,152,235,164,140,159,41,29,919,16,9,10,0,0,0,0,36,417,717,539,432,601,213,119,3034,333,759,576,478,860,425,208,3635,838,1579,1041,732,966,325,143,5624,139,64,38,22,42,19,9,333,40,42,35,8,32,14,4,165,1337,2448,1682,1238,1904,781,372,9760,131,261,145,110,138,53,14,849,232,355,206,98,98,36,12,1032,362,618,344,208,235,92,29,1884,1704,3063,2030,1444,2139,870,402,11642,3186,2706,1300,859,969,394,184,9600,52,64,31,17,14,6,6,194,4940,5833,3360,2327,3126,1263,587,21436,470,1011,777,658,1165,544,269,4896
403,87,232,190,145,246,110,59,1078,40,78,58,49,62,27,15,331,3,4,0,3,5,0,3,23,6,0,3,5,4,3,0,25,138,323,257,196,322,141,74,1451,10,29,19,16,17,12,3,97,5,8,7,5,5,0,3,44,21,38,26,23,21,14,4,143,160,357,276,219,341,154,81,1592,65,97,88,61,82,39,15,454,3,15,0,3,0,0,0,21,225,473,368,278,427,193,98,2068,188,495,441,388,722,333,202,2769,587,1195,807,557,800,292,156,4385,104,64,46,28,45,10,16,309,8,29,12,13,13,3,3,91,887,1779,1301,989,1583,642,375,7554,36,140,79,54,59,20,6,397,94,183,99,53,68,19,9,522,125,329,184,114,122,33,10,919,1012,2108,1483,1101,1707,678,385,8471,1383,1313,687,479,495,150,83,4597,22,36,21,8,9,0,0,99,2420,3460,2187,1593,2210,831,470,13171,277,728,637,533,968,442,258,3844
404,42,119,105,82,146,89,41,614,10,43,37,28,42,19,9,193,0,9,6,0,3,0,0,19,0,0,3,3,0,0,0,12,53,169,148,119,193,107,47,844,3,15,10,5,9,3,3,49,0,10,8,8,5,7,4,40,7,19,16,15,14,11,5,91,56,188,166,136,205,116,60,928,43,63,54,39,69,34,17,320,5,3,0,3,0,0,0,12,108,256,223,175,278,153,70,1260,128,321,297,218,433,254,122,1774,314,573,424,311,412,203,103,2343,42,22,12,12,21,7,3,124,7,17,11,4,6,4,0,59,493,933,747,547,873,474,229,4300,15,61,29,28,43,22,15,220,55,93,61,28,43,16,7,306,70,152,89,58,87,39,24,526,564,1088,834,607,966,511,247,4824,773,783,428,284,358,192,111,2934,19,13,7,8,3,3,0,59,1359,1883,1270,903,1325,708,361,7816,168,443,397,303,582,341,161,2385
405,16,49,47,45,86,18,0,264,5,23,28,23,29,0,0,109,0,0,0,0,5,0,0,3,0,4,0,5,3,3,0,12,28,79,74,72,121,20,0,384,3,8,12,13,8,0,0,51,0,10,7,5,9,0,0,27,3,16,23,19,14,0,0,72,25,95,88,89,135,20,0,462,33,48,31,40,46,6,3,196,5,4,0,3,0,0,0,16,65,146,119,130,183,30,3,675,46,115,118,110,177,34,9,607,118,332,258,172,248,42,16,1193,16,20,16,11,13,3,0,81,6,9,4,3,6,0,0,33,183,484,392,296,451,74,28,1915,11,45,35,16,20,3,0,128,28,57,45,29,26,3,0,193,38,100,77,48,47,3,0,318,220,583,473,342,498,84,25,2229,531,479,241,181,183,24,13,1646,3,11,0,3,3,0,0,29,763,1071,718,531,684,106,41,3906,60,162,165,156,264,52,9,870
406,34,45,43,37,54,3,0,216,13,26,19,16,18,0,0,91,0,4,3,0,3,0,0,11,0,3,3,0,0,0,0,9,41,80,69,48,78,7,0,333,8,15,15,3,21,0,0,64,3,9,8,0,0,0,0,25,9,26,21,9,22,4,0,89,58,110,95,57,96,12,3,423,22,45,29,25,28,3,0,151,3,8,11,4,0,0,0,27,83,166,134,82,127,11,3,601,47,120,103,87,136,19,5,510,167,266,191,111,170,23,0,927,33,16,5,6,8,0,0,69,9,9,3,6,4,0,0,36,255,408,300,214,316,39,11,1540,23,50,38,16,21,0,0,148,33,45,32,15,17,0,0,157,61,96,71,32,40,4,0,303,311,504,373,248,356,42,10,1843,597,519,272,157,109,23,3,1681,16,26,19,13,0,0,0,82,928,1053,666,415,469,71,10,3609,73,173,149,122,187,21,10,728
407,34,96,96,106,134,19,10,484,15,50,57,35,41,6,4,200,0,3,3,0,4,0,0,17,0,3,0,0,0,0,0,7,46,151,155,139,175,25,8,708,12,24,22,16,25,3,0,91,3,11,4,0,4,0,0,24,18,33,23,18,28,3,0,117,64,188,181,155,202,26,8,824,51,102,61,38,46,14,0,320,5,6,3,4,3,0,0,18,118,299,241,196,253,42,16,1158,72,217,186,182,281,47,12,1013,260,669,473,326,385,78,22,2216,35,36,8,12,14,3,3,116,5,14,7,3,17,0,0,47,372,935,682,530,694,125,42,3385,28,77,46,39,33,17,0,240,62,105,57,17,36,3,3,279,89,177,98,57,64,21,4,515,466,1114,779,589,759,143,43,3900,903,795,435,267,279,51,9,2741,24,26,5,9,10,0,0,68,1391,1939,1224,864,1051,196,57,6716,104,311,285,291,417,65,19,1491
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,51,89,98,92,129,11,4,479,7,38,36,29,31,3,3,155,0,7,7,7,8,0,0,28,0,0,0,3,4,0,0,11,61,144,138,134,168,16,5,668,5,15,13,13,12,0,0,61,3,20,7,5,4,0,0,36,10,40,16,15,16,3,0,104,66,176,159,148,190,23,5,768,31,58,31,33,51,8,0,219,0,4,5,0,0,0,0,10,103,239,191,184,242,26,7,992,61,237,242,232,358,46,13,1189,284,702,520,326,449,37,18,2334,34,44,26,20,19,3,3,152,4,10,10,12,7,3,0,39,378,989,798,594,841,87,33,3718,17,70,46,45,33,4,3,220,52,143,53,34,39,0,0,321,72,215,102,79,75,5,3,547,447,1207,902,666,913,97,37,4265,941,764,351,248,228,18,6,2559,10,20,14,5,6,3,0,51,1395,1991,1264,922,1143,119,42,6875,106,324,336,329,486,59,22,1666
502,21,48,50,28,52,13,9,225,13,14,16,9,16,4,0,73,3,5,3,7,0,0,3,20,3,3,7,4,3,0,0,15,42,71,75,44,70,15,8,328,3,7,10,11,14,0,3,43,6,3,6,5,0,0,0,21,10,12,15,13,13,0,3,63,51,82,85,57,85,15,10,388,26,44,23,17,22,4,0,143,3,0,0,0,0,0,0,3,74,126,111,79,106,25,11,536,52,158,144,122,176,53,22,726,148,335,228,165,224,45,13,1153,15,17,8,11,13,0,3,60,8,8,0,0,3,3,0,28,223,516,385,295,414,100,38,1967,21,52,26,32,36,6,0,179,59,103,51,33,29,0,0,271,80,158,78,62,61,5,3,450,308,673,460,356,474,103,39,2414,688,589,288,166,184,17,5,1941,11,0,6,3,0,0,0,16,1005,1266,759,527,657,121,49,4375,78,205,199,153,231,61,28,952
503,27,44,68,59,96,42,33,372,3,18,12,15,17,14,10,89,0,0,3,3,3,0,0,5,0,0,0,3,0,0,0,6,29,61,82,79,115,60,46,471,5,5,5,0,3,8,0,28,0,3,4,0,0,0,0,4,5,7,13,4,3,8,0,33,29,69,92,88,112,61,46,502,3,24,11,15,20,5,8,89,0,0,0,0,0,0,0,0,35,95,104,101,132,65,52,593,65,164,183,151,256,147,74,1041,114,274,187,139,204,109,67,1084,20,15,9,0,13,9,3,65,4,3,3,0,3,0,0,17,202,455,376,292,473,265,148,2208,9,18,16,9,12,8,3,80,18,36,30,17,22,8,14,142,25,56,44,26,33,22,18,224,222,518,423,318,505,287,164,2428,145,179,123,111,122,71,57,800,0,0,0,0,0,0,0,3,370,696,546,425,628,352,220,3239,89,212,250,211,354,193,106,1411
