SA4_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
306,870,2813,8104,9157,9737,6877,1504,187,26,39277,1835,1208,1731,1647,1864,2032,1044,193,17,11566,80,106,337,357,382,388,130,22,9,1818,100,125,267,250,252,144,68,28,4,1236,2882,4257,10439,11409,12237,9436,2749,429,56,53894,352,518,750,626,794,657,63,8,0,3773,401,171,192,138,136,201,82,10,3,1337,754,695,938,762,931,862,143,13,3,5106,3640,4954,11379,12170,13166,10301,2890,444,62,59001,3194,920,1414,1458,2089,4074,7685,4125,1162,26118,587,699,1590,1455,1677,1508,1161,646,210,9531,7422,6574,14383,15080,16939,15880,11737,5215,1425,94652,557,2155,5375,5865,6856,4343,678,50,8,25892,2444,1624,3854,5179,5007,3936,1117,113,9,23283,97,140,614,410,375,393,87,18,0,2130,75,96,188,200,190,107,60,22,8,945,3175,4006,10041,11645,12424,8777,1944,204,31,52249,196,282,441,410,434,284,12,0,0,2056,404,214,344,347,291,232,42,0,0,1866,596,489,782,757,725,522,57,0,3,3925
307,769,1893,4544,4696,5404,4235,1341,270,42,23193,913,467,575,538,668,881,642,189,39,4912,69,58,132,157,172,236,105,10,4,936,66,70,109,113,135,126,79,37,16,751,1828,2486,5355,5495,6384,5475,2166,506,96,29786,179,205,289,216,224,197,13,0,0,1329,125,51,43,49,42,59,18,4,0,395,303,258,332,268,263,255,29,4,3,1721,2131,2748,5687,5759,6650,5733,2198,512,96,31508,1635,343,478,644,1095,2095,4336,2704,783,14107,268,267,708,659,794,757,709,386,146,4699,4035,3355,6869,7065,8540,8583,7245,3606,1025,50315,361,1101,2147,2366,3084,2194,526,113,10,11905,1170,752,1880,2465,2461,2003,660,105,13,11523,64,85,308,188,193,199,65,14,3,1112,66,37,73,77,109,92,59,23,5,541,1661,1983,4407,5095,5843,4481,1315,252,33,25074,115,161,145,161,159,96,8,3,0,832,123,86,122,119,97,80,11,0,0,640,239,240,265,276,253,168,20,7,0,1478
308,1034,3494,9569,9680,9909,6620,1165,152,18,41643,1822,993,1167,1002,1101,1263,609,134,10,8099,115,124,387,369,390,457,108,16,3,1973,78,103,240,235,221,129,48,26,5,1072,3047,4717,11362,11291,11619,8472,1926,317,33,52788,472,746,902,727,803,654,33,4,0,4339,383,152,126,88,59,137,32,7,0,987,846,902,1031,814,868,786,63,14,0,5320,3895,5613,12390,12098,12490,9258,1989,333,33,58111,2918,742,1174,1173,1699,3441,6003,3307,960,21407,464,588,1436,1443,1627,1285,739,454,209,8234,7277,6941,14999,14723,15811,13982,8735,4090,1202,87751,585,2331,4824,4703,5594,3187,461,50,3,21740,2484,1626,3757,4493,4319,2882,686,101,10,20359,107,174,689,340,343,318,60,4,4,2032,80,72,123,166,156,84,32,18,7,739,3253,4206,9397,9701,10415,6464,1239,175,20,44867,275,290,449,437,479,207,7,4,0,2152,363,190,401,367,276,200,18,0,0,1812,636,487,852,800,752,404,28,5,0,3963
309,1872,7081,22860,25494,23708,14675,3205,236,18,99151,4885,4778,5428,4169,4337,4588,2962,472,41,31658,208,271,621,640,655,637,206,26,3,3281,167,343,621,528,462,327,125,42,7,2623,7132,12481,29532,30832,29164,20229,6503,781,70,136715,709,1101,1451,1190,1242,1039,110,8,8,6857,1377,616,426,244,245,343,175,23,3,3448,2085,1720,1871,1430,1488,1379,284,36,8,10305,9216,14197,31402,32259,30650,21612,6792,810,71,147018,7304,2938,3014,2822,3730,7225,17632,10992,3614,59263,1179,1473,3169,2767,2757,2452,2096,1239,772,17906,17701,18611,37585,37858,37138,31290,26511,13041,4457,224184,1026,5673,14473,13474,15375,9198,1372,52,8,60652,6909,6432,11028,13625,12365,9022,2897,251,13,62557,235,360,1556,997,679,680,210,25,4,4735,222,275,478,445,386,289,86,33,20,2227,8389,12744,27533,28540,28804,19193,4563,358,45,130176,474,674,875,779,880,563,24,6,4,4287,1356,720,936,944,736,604,99,5,3,5397,1823,1391,1817,1725,1613,1169,125,12,6,9684
310,1196,4621,13744,13705,12571,7515,1187,120,11,54661,2277,2174,2435,1967,1886,1821,872,124,18,13572,141,145,401,331,396,392,102,12,0,1925,108,220,387,350,279,160,42,23,7,1583,3717,7156,16972,16350,15132,9884,2206,283,35,71745,666,962,1137,840,754,540,31,7,3,4945,838,367,252,162,156,158,53,3,0,1993,1509,1330,1390,1003,911,696,87,10,3,6939,5229,8488,18360,17355,16040,10584,2295,290,41,78682,5481,1970,3129,2947,3330,5133,8240,4544,1316,36095,701,827,1591,1460,1381,1157,900,503,188,8704,11409,11285,23079,21763,20748,16882,11430,5336,1548,123476,627,3156,8143,7648,8117,4261,456,28,8,32440,3314,3058,5541,6158,5344,3494,859,76,4,27848,123,255,1005,542,432,390,82,6,0,2833,119,132,248,214,204,113,49,14,4,1099,4183,6598,14942,14556,14090,8262,1450,118,19,64224,456,639,843,651,604,261,0,3,5,3457,862,397,624,473,372,228,20,0,0,2969,1326,1032,1464,1126,968,480,22,3,5,6430
311,1493,5003,13255,13952,12595,8368,1405,72,10,56154,2297,2076,2445,2039,1930,1911,942,114,6,13759,118,166,352,344,359,375,102,4,0,1820,120,264,476,363,288,169,59,18,0,1765,4023,7509,16523,16696,15180,10826,2511,207,24,73494,702,995,1168,865,657,554,43,7,3,4987,772,306,231,144,124,152,74,6,0,1821,1476,1305,1402,1011,781,709,121,12,3,6808,5502,8816,17927,17702,15962,11532,2628,217,26,80301,5339,1534,2105,2037,2536,4285,8858,4210,1224,32125,643,720,1418,1325,1346,1036,873,411,148,7928,11479,11072,21452,21062,19844,16853,12362,4836,1392,120357,725,3146,7424,7584,8113,4682,559,25,0,32262,3351,2811,5222,5932,5402,3999,980,77,3,27781,117,198,889,531,397,350,66,6,0,2558,113,155,257,274,223,126,51,15,3,1222,4309,6316,13798,14317,14133,9156,1657,114,12,63817,467,707,805,591,564,276,8,3,0,3420,876,412,594,517,370,245,33,0,0,3047,1343,1119,1400,1107,933,522,37,3,0,6468
312,894,2722,8059,7954,8103,5512,947,126,17,34340,1207,626,906,793,933,1014,504,90,12,6086,64,78,301,323,342,339,83,8,3,1541,58,112,212,201,211,129,30,14,3,980,2227,3535,9472,9269,9592,7003,1570,242,29,42940,304,475,552,461,502,488,36,0,0,2813,248,102,71,58,47,114,47,3,0,689,545,574,628,517,551,598,81,9,0,3501,2773,4108,10101,9786,10141,7605,1649,245,29,46435,1992,366,581,638,978,2303,4474,2378,697,14404,371,606,1771,1552,1566,1237,698,324,102,8234,5135,5083,12448,11975,12677,11145,6824,2951,830,69072,497,2007,4132,3709,4287,2488,348,36,4,17508,1644,1083,2948,3640,3426,2380,519,61,7,15702,81,103,575,268,269,197,61,4,0,1560,69,70,124,130,130,94,40,20,5,678,2293,3252,7777,7748,8104,5160,967,129,20,35450,161,224,364,321,353,198,6,0,0,1631,299,121,328,300,243,150,23,0,0,1465,463,347,690,619,595,350,26,0,0,3097
313,1005,3058,7595,8766,9282,5922,999,59,6,36695,1932,1336,1487,1306,1585,1674,796,112,9,10230,80,105,228,274,326,375,88,6,4,1493,89,138,218,250,226,149,43,22,4,1142,3107,4640,9532,10594,11414,8119,1918,205,20,49561,463,693,746,569,599,472,37,4,0,3587,553,171,176,101,97,172,56,7,0,1327,1016,856,922,670,699,642,95,14,0,4920,4124,5500,10456,11269,12117,8763,2020,216,23,54480,3118,1025,1653,1787,2206,4467,9868,5394,1585,31108,406,387,809,849,957,923,977,617,446,6361,7645,6910,12914,13907,15283,14148,12863,6225,2054,91942,502,1948,4026,4840,5851,3365,384,21,0,20934,2808,2025,3525,4484,4756,3416,841,56,3,21921,98,147,516,364,382,353,84,6,0,1949,106,99,147,148,189,110,38,19,8,862,3518,4220,8219,9829,11180,7242,1341,100,13,45661,309,412,456,409,407,253,13,0,0,2265,605,245,410,405,326,218,34,4,0,2249,914,660,861,816,735,468,50,3,0,4511
314,780,2981,8835,10758,9714,5326,792,45,6,39227,1935,1446,1257,1151,1051,1180,624,74,4,8726,59,105,282,273,294,221,78,3,0,1312,64,123,187,180,135,94,40,0,0,822,2842,4651,10555,12363,11196,6820,1531,126,14,50087,283,452,473,348,391,282,25,0,0,2257,609,160,96,57,55,80,29,7,0,1092,892,613,571,408,447,361,47,4,0,3350,3733,5262,11127,12776,11645,7176,1581,130,14,53440,2687,613,738,777,915,2196,5087,2284,627,15933,196,289,673,644,609,425,349,202,123,3509,6618,6161,12539,14202,13166,9797,7017,2621,759,72884,394,2166,5261,5636,5922,2965,312,4,3,22663,2634,2104,3586,5239,4355,2733,629,29,7,21323,90,158,772,425,254,236,48,4,0,1999,66,63,126,117,120,65,24,4,6,594,3188,4500,9747,11420,10656,6002,1014,46,14,46579,205,275,338,277,274,130,7,0,0,1507,600,167,294,310,207,138,17,6,0,1740,801,437,627,594,485,268,25,3,0,3240
315,488,1269,3403,3055,3220,2438,583,115,7,14578,339,254,392,369,415,412,208,50,5,2431,30,38,126,124,126,168,52,7,3,672,39,70,113,97,98,81,46,10,3,554,900,1635,4033,3644,3854,3095,886,185,21,18241,143,206,291,254,230,184,18,6,0,1325,64,40,61,49,47,44,18,4,0,319,198,242,355,296,276,231,33,13,0,1647,1097,1877,4385,3944,4125,3323,916,192,21,19883,1162,662,997,805,832,1142,1785,856,237,8460,275,338,736,526,566,547,365,149,35,3546,2537,2878,6121,5275,5526,5007,3069,1192,288,31893,278,931,2236,1867,2240,1415,313,43,6,9338,460,412,1069,1110,990,800,216,24,5,5097,22,50,227,128,102,114,28,6,0,675,41,38,83,81,73,56,25,8,0,411,810,1433,3613,3189,3413,2384,591,80,15,15522,69,137,196,167,148,84,3,0,0,809,71,65,106,88,61,50,3,0,0,441,143,202,306,252,201,135,7,0,0,1246
316,1213,3751,10456,13533,14170,9170,1613,110,15,54041,3121,2006,2331,2483,3073,3632,1923,255,20,18845,143,137,407,437,552,528,157,22,4,2384,122,148,271,333,280,191,63,24,6,1435,4599,6039,13465,16787,18076,13523,3752,416,46,76699,438,591,678,688,753,763,73,8,0,3993,829,288,188,140,163,291,121,13,3,2034,1268,883,868,827,917,1057,187,22,3,6033,5866,6917,14340,17613,18985,14581,3943,434,51,82735,4050,1088,1383,1719,2425,6297,14834,9174,3021,43995,464,586,1155,1359,1460,1331,1304,774,432,8852,10386,8587,16875,20690,22871,22209,20076,10388,3501,135585,586,2473,5784,6762,9243,5304,669,31,4,30859,4442,3146,5742,8738,9237,6881,1740,140,15,40069,156,191,787,511,531,557,124,16,3,2875,121,126,187,202,228,184,58,26,12,1139,5301,5934,12499,16212,19232,12922,2584,215,34,74943,272,334,389,392,566,377,16,3,0,2362,802,333,447,559,512,429,75,3,0,3168,1075,672,835,956,1077,813,95,12,0,5528
317,722,2383,6134,5840,6000,4193,768,70,12,26135,1384,903,1091,748,754,982,632,84,9,6584,67,70,176,164,185,203,75,7,0,942,54,80,130,105,100,75,34,13,3,588,2224,3434,7531,6851,7043,5447,1514,175,22,34244,256,374,422,302,292,201,17,4,0,1863,348,158,129,66,55,82,20,7,0,862,600,529,547,368,346,281,41,7,0,2728,2823,3968,8076,7221,7392,5734,1554,187,22,36970,2018,736,873,843,1021,2019,4439,2932,967,15854,316,371,640,581,575,572,492,351,208,4110,5152,5076,9595,8649,8996,8323,6490,3472,1197,56937,398,1711,3278,3058,3929,2462,309,20,4,15163,1863,1423,2664,3132,3021,2323,639,54,5,15123,83,120,497,183,214,248,62,10,0,1419,50,30,80,84,79,71,32,20,3,444,2394,3289,6528,6457,7234,5096,1031,101,8,32145,160,233,245,177,205,89,3,0,0,1111,323,166,214,206,158,91,13,0,0,1184,486,395,463,380,365,182,16,0,0,2296
318,1049,4324,9843,9315,9210,6243,1139,124,13,41263,2029,1552,1495,1133,1278,1316,683,133,8,9619,145,159,320,332,330,345,103,12,6,1741,97,144,227,226,169,149,58,21,4,1101,3327,6173,11880,10997,10988,8048,1988,289,31,53722,399,662,850,693,751,673,39,8,0,4067,568,275,170,107,79,167,58,6,0,1426,973,935,1018,797,830,837,93,14,0,5498,4294,7108,12903,11794,11817,8883,2076,302,36,59218,3491,1256,1505,1537,1828,3352,6607,3598,1109,24273,526,975,1404,1135,1192,1021,824,410,155,7654,8305,9342,15814,14466,14838,13261,9509,4312,1295,91141,534,2672,6016,5628,6407,3788,472,42,5,25564,2764,2423,3721,4506,4154,3100,793,86,11,21566,149,225,789,380,355,318,83,7,4,2312,91,89,141,140,122,115,37,23,7,757,3540,5412,10670,10658,11029,7321,1391,153,29,50200,272,363,514,462,392,238,9,3,0,2251,639,325,374,316,253,199,18,0,0,2122,912,682,880,778,640,442,27,3,0,4369
319,996,2770,6751,7920,9205,7029,1373,241,32,36304,1925,1123,1573,1544,1973,2330,1132,191,35,11828,92,102,260,270,413,488,136,30,6,1786,108,119,215,214,246,185,88,42,7,1228,3121,4108,8802,9948,11829,10038,2728,503,75,51147,587,828,951,829,865,879,35,6,3,4986,511,166,203,156,200,266,47,8,0,1558,1097,993,1152,983,1062,1149,84,16,3,6545,4219,5106,9955,10934,12894,11190,2808,517,80,57695,3772,1122,1820,2438,3848,7851,16544,8767,2353,48515,514,513,1049,1161,1500,1671,1773,1077,413,9665,8508,6743,12822,14530,18236,20706,21125,10357,2842,115869,546,1740,3596,4568,6074,3944,599,84,3,21157,2788,1657,3604,5039,5677,4552,1111,118,17,24565,131,139,488,315,394,454,121,11,3,2051,103,85,124,168,187,147,78,37,9,937,3568,3618,7811,10093,12339,9099,1912,252,32,48715,386,378,517,481,612,389,7,0,0,2781,513,233,406,386,359,345,26,4,3,2272,905,607,924,862,970,740,38,3,3,5055
397,0,3,3,9,4,6,0,0,0,23,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,9,8,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,11,5,0,0,0,30,0,0,0,0,3,0,15,9,0,27,0,0,0,0,0,0,3,0,0,8,3,3,4,7,10,7,13,7,0,65,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,4,0,0,0,11,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,6,4,4,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,23,125,370,235,207,125,18,4,0,1106,23,79,136,52,66,57,25,0,0,428,3,10,23,18,19,28,6,0,0,107,3,17,36,24,15,6,5,0,0,100,52,223,564,324,310,212,59,3,0,1743,26,69,118,108,90,68,4,0,0,490,14,19,28,27,17,18,4,0,0,120,43,87,151,130,106,89,10,0,0,612,89,315,711,455,417,300,63,6,0,2360,80,136,248,196,280,606,888,187,11,2632,39,113,329,313,273,246,171,36,8,1521,212,559,1288,964,975,1147,1120,225,19,6509,13,133,244,54,96,89,5,0,0,640,30,107,171,63,79,95,14,0,0,552,4,6,15,13,17,25,0,0,0,91,8,4,17,16,5,7,0,0,0,56,50,252,444,147,202,217,24,0,0,1336,22,41,70,44,48,49,3,0,0,270,17,14,19,14,18,17,8,0,0,106,42,53,90,58,58,69,8,0,0,375
401,462,2716,10684,12124,13109,8841,1948,188,33,50102,2124,3111,2943,2128,2184,2533,1945,351,36,17361,83,165,320,293,391,404,162,40,3,1858,60,125,232,170,179,116,68,12,5,973,2731,6125,14172,14711,15867,11898,4120,592,78,70295,132,380,735,605,581,438,41,3,3,2921,644,593,315,126,145,169,52,11,0,2053,773,973,1045,729,730,606,91,13,3,4972,3505,7103,15223,15437,16592,12501,4212,609,83,75271,5538,3313,2202,1431,1873,3845,8407,6173,2786,35561,321,544,1000,885,1017,876,680,459,238,6027,9364,10958,18424,17756,19488,17225,13303,7243,3109,116855,203,1971,7508,6045,7897,5310,783,49,6,29771,3134,3991,4802,7048,7128,5632,1854,180,21,33787,136,232,888,661,420,486,160,13,3,2990,69,110,169,155,151,116,49,20,5,849,3537,6306,13375,13904,15600,11541,2840,264,33,67401,93,232,467,388,309,154,12,0,0,1659,748,544,404,415,321,219,40,3,0,2703,843,774,874,805,638,373,53,4,3,4359
402,1000,5447,18041,17402,16326,10596,1375,85,13,70282,2913,3390,4118,3111,2976,2696,1214,151,12,20585,138,225,513,486,513,517,133,11,5,2546,111,258,485,394,303,201,53,15,9,1826,4162,9326,23166,21395,20120,14009,2779,262,33,95236,590,1425,1975,1460,1286,845,20,6,0,7603,1149,630,392,263,232,246,57,4,0,2971,1741,2055,2364,1724,1512,1091,81,6,4,10574,5902,11375,25528,23118,21629,15101,2854,263,32,105812,7261,3104,3828,3576,4471,6853,13050,7998,2688,52827,506,668,1583,1423,1349,1141,906,631,297,8510,13666,15155,30944,28119,27443,23093,16815,8896,3017,167148,457,3464,9895,8062,9527,5660,611,24,9,37710,4128,4516,8345,9027,8686,6103,1283,80,7,42168,146,270,1426,740,538,514,122,8,0,3772,117,175,323,233,248,126,46,19,10,1293,4847,8425,19988,18063,18999,12398,2056,140,24,84946,360,727,1000,766,692,312,5,4,0,3862,1137,631,817,686,541,315,16,6,3,4152,1494,1355,1814,1447,1234,626,24,8,3,8015
403,801,3839,13217,15064,14769,10297,1606,89,19,59692,2847,3420,3329,2485,2701,3122,1695,243,23,19870,144,217,454,459,530,521,159,12,3,2487,81,153,279,245,240,147,61,16,3,1224,3871,7628,17285,18257,18244,14081,3515,360,47,83272,363,780,1044,851,828,713,54,3,5,4642,907,458,294,178,154,230,65,10,0,2301,1274,1239,1342,1028,984,943,117,15,5,6944,5145,8859,18624,19281,19225,15024,3632,376,49,90216,5395,1980,2205,2068,2673,5791,12681,7525,3209,43527,343,468,1037,989,1019,1067,865,641,342,6777,10890,11307,21866,22338,22914,21886,17180,8540,3605,140522,349,2710,7978,7044,9014,6119,717,38,8,33980,4041,4609,6716,9160,8858,6884,1764,135,24,42181,149,327,1368,745,588,637,161,12,0,3990,108,128,228,176,181,148,55,25,15,1066,4647,7780,16298,17130,18636,13789,2693,206,39,81221,199,373,516,423,419,247,10,6,0,2192,1002,486,485,522,386,289,34,6,0,3206,1203,855,1005,941,806,539,41,6,0,5399
404,425,2433,9836,9462,9349,5854,925,69,6,38374,1531,2303,2747,1827,1792,1763,864,165,16,13015,83,130,325,268,306,294,93,14,3,1518,48,117,260,170,180,107,43,16,7,932,2088,4983,13165,11733,11620,8027,1923,262,31,53842,208,478,851,665,634,453,19,4,0,3314,514,390,259,123,135,182,40,5,0,1665,725,869,1110,788,767,634,61,11,4,4977,2819,5851,14280,12523,12394,8659,1982,276,36,58821,3496,1854,1717,1544,2425,4177,7172,5134,2319,29845,259,372,839,711,780,635,563,370,292,4812,6568,8080,16840,14775,15598,13473,9721,5776,2646,93475,189,1883,6589,4964,5969,3642,396,18,3,23645,2262,2914,4417,4991,4958,3663,909,79,10,24196,105,163,794,469,298,345,89,10,0,2274,46,99,186,122,128,84,44,22,7,729,2599,5052,11987,10540,11354,7730,1428,121,18,50843,114,273,517,331,321,178,5,0,0,1729,486,382,374,313,298,196,16,6,0,2071,595,661,894,640,618,374,16,6,0,3809
405,402,1312,3272,3710,4550,3812,831,119,33,18051,724,425,572,543,833,1162,688,139,17,5105,40,57,114,134,180,264,101,16,6,912,49,41,89,69,100,74,35,31,11,501,1215,1837,4050,4462,5655,5315,1656,319,67,24567,144,230,268,205,251,245,9,3,0,1361,129,45,38,37,69,106,15,3,0,444,275,275,311,245,319,345,30,5,0,1804,1484,2114,4358,4703,5976,5656,1681,319,67,26372,1641,297,455,648,1172,2591,5313,3002,994,16120,158,113,308,329,484,546,526,301,144,2904,3288,2520,5125,5681,7634,8791,7522,3629,1199,45391,131,621,1383,1619,2363,1754,285,39,10,8205,965,768,1615,2370,2846,2431,612,73,14,11693,36,83,297,180,167,265,80,11,3,1124,37,38,54,63,60,76,42,23,9,392,1171,1501,3348,4234,5429,4529,1018,151,26,21415,73,105,136,116,164,102,3,3,3,704,137,71,114,116,129,83,13,0,0,663,212,173,251,232,292,185,13,3,3,1364
406,273,1080,3142,3047,3468,2482,451,46,12,13994,535,356,505,457,554,647,324,54,8,3438,28,57,119,129,168,189,63,10,4,775,36,48,79,82,106,78,21,18,6,459,871,1534,3848,3714,4295,3393,854,134,29,18670,122,221,302,236,293,248,10,0,0,1425,95,64,55,44,53,75,11,0,0,404,213,281,359,281,349,323,21,0,0,1832,1084,1811,4204,3998,4645,3718,872,134,27,20497,1109,406,795,712,968,1599,2892,1674,515,10683,171,216,522,432,548,527,398,199,81,3099,2365,2438,5523,5149,6156,5847,4165,2012,627,34274,113,629,1466,1362,1910,1223,200,21,8,6929,669,616,1447,1685,1783,1397,301,29,8,7932,40,63,261,127,136,140,37,3,0,800,33,24,59,51,60,54,17,11,0,318,853,1332,3236,3223,3893,2819,550,65,12,15985,60,126,127,137,118,65,3,0,0,629,106,57,124,108,69,60,10,3,0,535,165,182,249,243,195,123,8,4,0,1164
407,783,2307,5550,6163,7421,6051,1347,196,29,29847,1207,772,1073,1087,1473,1806,1176,271,29,8894,69,97,207,255,339,425,162,30,8,1591,76,86,147,136,160,124,68,33,15,839,2139,3263,6977,7633,9388,8402,2747,532,86,41173,190,317,439,352,414,362,20,0,0,2106,201,92,90,61,101,146,40,8,0,757,391,415,532,418,521,511,56,13,3,2861,2532,3671,7510,8057,9910,8913,2799,550,84,44030,2481,650,1175,1421,1917,3853,8759,5200,1776,27219,272,281,524,616,779,851,882,558,268,5030,5290,4603,9214,10094,12597,13618,12441,6305,2128,76287,320,1196,2385,2737,4072,2826,502,66,12,14120,1844,1344,2949,3925,4547,3985,1164,153,23,19937,93,135,420,287,325,414,136,21,0,1834,62,57,98,89,132,94,61,21,7,618,2317,2724,5856,7032,9078,7320,1864,268,44,36505,106,176,184,221,225,142,5,0,0,1061,242,109,171,179,172,157,21,3,0,1051,355,289,360,395,392,299,24,3,0,2117
