SA4_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
308,1374,135,19,11,1541,43,7,46,1593,97,0,1692,2805,237,63,23,3130,73,6,78,3211,76,0,3284,655,51,81,7,801,18,0,17,815,16,0,832,42,3,3,44,93,4,0,4,95,4,3,106,4879,427,174,90,5570,131,18,145,5720,193,7,5913,93,11,6,3,114,23,3,30,143,11,0,161,187,18,8,6,217,28,8,39,252,0,0,256,283,30,11,7,334,54,10,65,397,14,0,414,5169,459,185,95,5899,189,23,214,6112,206,7,6331,3310,326,142,110,3889,274,23,296,4189,317,14,4517,23,0,0,3,27,0,0,0,30,0,28,56,8500,781,328,205,9819,461,55,515,10333,523,42,10904,2207,169,46,17,2440,64,6,71,2516,126,4,2640,3627,298,81,52,4059,98,6,111,4172,107,3,4282,183,20,29,0,232,5,0,6,241,11,0,255,50,8,0,67,124,3,0,3,128,5,0,130,6065,489,164,139,6857,177,16,191
309,3435,463,60,25,3987,93,18,110,4099,232,3,4336,7655,1030,93,58,8837,109,26,137,8972,217,8,9199,1528,152,134,16,1823,36,0,36,1859,62,0,1927,132,6,0,69,208,0,0,3,215,4,9,231,12747,1658,282,172,14860,233,51,283,15144,517,30,15690,143,25,8,3,180,38,3,44,223,17,0,241,409,75,4,10,505,44,9,51,556,28,0,590,556,104,13,9,682,81,9,97,777,53,0,827,13307,1757,294,179,15541,317,60,378,15919,566,31,16517,6193,953,183,149,7478,273,41,310,7789,703,13,8508,19,14,0,24,59,0,0,0,59,4,75,141,19516,2730,479,350,23076,590,97,689,23772,1279,110,25159,5288,670,66,40,6060,156,36,194,6257,329,0,6590,8584,1155,98,72,9910,158,41,196,10105,301,12,10425,294,40,60,3,390,13,0,13,403,16,0,421,106,14,3,95,215,3,0,3,215,5,6,229,14272,1870,224,209,16579,323,79,401
310,2483,260,48,32,2819,71,17,90,2913,207,0,3115,3939,476,62,27,4507,89,18,107,4618,172,5,4790,1015,116,92,8,1229,18,0,18,1251,45,3,1298,63,10,0,48,120,3,0,3,128,5,10,145,7500,863,196,120,8676,192,30,226,8902,431,15,9348,207,61,3,4,275,68,0,68,345,20,0,369,268,45,0,9,322,34,13,50,373,10,0,381,475,106,4,19,601,102,16,120,718,26,3,752,7971,966,205,133,9276,292,48,342,9620,455,21,10096,4738,820,139,170,5863,343,74,416,6283,912,25,7221,22,7,0,19,47,0,0,0,47,3,57,111,12731,1792,348,322,15191,642,120,761,15956,1372,100,17427,3320,396,42,30,3793,151,37,187,3981,264,4,4247,4354,598,56,38,5048,110,18,132,5179,213,10,5396,246,33,43,3,323,8,0,8,330,19,0,351,54,11,0,64,130,10,5,14,138,18,8,170,7966,1039,141,138,9292,275,64,333
311,2385,233,37,17,2678,75,13,95,2766,187,4,2957,3600,517,54,40,4213,90,11,102,4313,145,3,4456,970,115,98,7,1191,17,0,15,1203,32,0,1239,76,16,0,74,172,0,0,0,171,11,6,184,7038,872,195,142,8248,184,31,210,8460,371,11,8844,209,35,5,3,248,61,0,61,313,26,0,342,244,58,7,11,318,27,8,43,359,20,0,379,449,97,12,11,573,89,8,102,670,44,0,723,7490,971,202,154,8816,273,41,314,9132,420,13,9563,4631,849,106,189,5774,376,61,435,6207,895,19,7122,12,0,0,18,31,4,0,7,35,7,66,106,12125,1825,309,360,14623,662,100,757,15374,1316,99,16791,3447,372,48,16,3885,86,23,112,4001,246,11,4251,4328,560,52,51,4999,105,30,133,5129,169,4,5301,265,33,45,5,346,6,3,9,353,13,0,371,74,10,0,80,170,4,0,4,172,10,4,184,8118,981,140,156,9402,201,56,260
312,987,78,25,3,1096,31,3,33,1128,61,0,1188,2188,190,27,25,2427,23,3,28,2455,49,0,2506,493,19,83,10,608,13,0,13,624,5,0,634,31,6,0,30,65,0,0,0,65,0,4,71,3693,296,136,67,4196,73,7,73,4275,119,4,4393,79,4,0,0,87,22,0,25,109,12,0,125,182,15,0,3,202,21,0,17,225,4,3,236,263,19,3,9,289,40,3,46,333,17,6,355,3959,317,142,73,4491,114,9,122,4610,138,8,4754,2397,248,113,60,2822,143,15,158,2979,150,4,3134,28,4,0,0,27,3,0,3,31,0,23,56,6380,565,253,136,7340,257,19,278,7618,286,35,7942,1554,134,25,15,1731,54,9,63,1796,70,0,1866,2842,240,67,36,3177,64,0,63,3243,71,5,3320,122,8,30,5,160,3,0,3,168,6,0,173,29,0,0,51,78,4,0,4,81,3,4,90,4549,378,121,108,5154,126,9,134
313,1173,116,22,13,1325,35,13,51,1374,84,0,1453,2361,285,36,19,2713,59,22,78,2784,99,0,2883,518,73,60,9,657,8,3,14,673,22,0,691,36,3,0,34,71,3,0,3,75,5,4,92,4093,480,120,73,4768,102,41,140,4906,208,9,5120,76,18,4,0,100,26,3,25,122,23,0,148,185,42,4,6,233,30,0,28,262,28,0,287,255,56,11,12,332,52,4,55,384,45,0,432,4347,542,129,83,5099,149,45,199,5289,257,9,5552,2662,421,81,87,3242,189,48,238,3482,413,7,3906,15,0,0,7,22,0,0,0,22,0,24,44,7027,962,208,174,8363,342,91,436,8798,667,38,9501,1962,204,48,18,2238,55,23,75,2313,167,4,2490,2992,398,44,33,3473,62,16,82,3553,143,7,3703,148,27,34,3,211,5,3,4,221,12,0,227,29,6,0,51,86,7,0,8,94,11,3,107,5135,640,129,105,6011,129,45,175
314,1789,206,18,11,2017,50,13,64,2078,104,5,2184,3417,261,58,19,3759,38,8,45,3801,76,3,3880,908,71,111,3,1101,6,0,12,1106,30,0,1137,39,3,4,28,81,0,0,0,82,0,0,83,6159,542,189,65,6950,99,21,120,7072,205,8,7287,112,8,3,0,122,24,0,24,146,0,0,146,176,25,3,0,207,15,0,15,219,4,0,227,282,36,7,0,329,38,0,38,372,4,0,372,6442,580,194,65,7283,137,21,160,7437,211,8,7659,2857,318,119,82,3379,105,8,116,3496,190,7,3690,25,0,0,14,33,0,0,0,33,0,20,54,9320,894,321,161,10700,236,31,273,10970,404,26,11406,2592,278,36,15,2913,64,22,88,2999,135,0,3137,4265,364,51,31,4705,57,11,70,4775,119,8,4899,184,21,29,0,232,5,0,5,236,7,0,246,31,5,0,36,70,3,0,3,78,8,5,83,7066,661,107,82,7923,131,32,163
315,747,64,11,14,836,22,3,26,856,79,3,937,813,86,13,9,925,16,0,13,941,45,3,988,228,13,44,0,282,0,0,0,279,3,0,284,19,3,3,16,40,0,0,0,40,0,0,47,1798,169,68,41,2077,36,8,44,2122,130,5,2255,31,6,0,0,39,49,3,48,90,9,0,100,36,5,0,0,40,10,10,21,63,7,0,75,68,10,0,0,82,60,9,69,151,20,0,174,1869,180,68,40,2160,92,21,110,2272,146,5,2425,936,157,31,40,1158,116,48,163,1322,386,7,1715,3,0,0,3,5,0,0,0,8,3,21,37,2806,329,98,91,3323,212,65,282,3604,534,37,4179,1034,76,5,14,1135,27,6,33,1165,85,3,1259,867,132,14,35,1049,15,4,23,1074,63,0,1135,53,9,16,3,75,4,0,4,80,0,3,84,23,6,0,17,45,3,0,7,52,8,0,57,1976,223,38,69,2304,49,16,65
316,1425,269,28,8,1731,32,14,45,1777,110,0,1890,4275,688,52,45,5057,67,6,79,5132,137,16,5279,773,105,90,4,971,17,0,23,992,29,0,1021,68,5,4,53,133,0,0,0,132,3,0,140,6546,1068,173,110,7889,116,20,138,8032,277,13,8321,58,14,3,7,80,11,5,15,94,8,0,106,236,46,5,3,292,21,3,21,319,9,0,331,293,60,4,10,378,27,8,37,410,20,0,431,6839,1126,178,124,8265,147,30,178,8438,298,13,8754,3324,547,96,104,4070,144,22,166,4237,334,5,4579,17,0,0,9,30,0,0,0,30,0,18,47,10178,1677,274,233,12365,294,53,344,12705,638,44,13384,2742,446,42,14,3245,58,16,72,3315,201,4,3523,5666,846,74,46,6640,105,21,125,6762,240,11,7016,202,30,36,3,269,6,0,6,277,12,0,290,58,13,3,50,126,0,0,4,130,9,0,134,8671,1331,151,123,10280,171,44,210
317,841,109,13,5,973,29,0,29,1000,73,0,1074,2062,212,22,16,2315,24,6,29,2345,56,0,2398,463,46,45,3,568,6,0,8,575,11,0,582,23,8,3,20,51,0,0,0,51,3,0,50,3395,374,80,51,3897,62,4,67,3965,138,0,4103,43,15,3,4,63,4,0,6,65,11,0,79,92,8,5,9,111,16,12,27,135,3,0,137,128,28,7,10,170,22,14,32,203,11,0,219,3527,401,84,56,4071,82,16,97,4166,154,0,4323,1845,282,52,34,2218,123,34,152,2376,301,3,2678,8,0,0,0,9,0,0,0,9,0,19,22,5374,682,140,94,6294,205,47,250,6546,454,23,7029,1422,163,22,14,1611,35,8,45,1657,94,0,1751,2552,216,40,29,2835,36,4,39,2872,87,4,2963,101,14,25,0,139,3,0,3,138,0,0,144,19,0,0,20,39,0,0,0,42,3,0,45,4088,395,85,58,4627,74,10,84
318,1659,179,42,16,1895,44,15,62,1958,134,0,2091,2700,287,39,28,3053,73,16,90,3140,97,4,3238,763,104,83,5,952,10,3,14,963,33,0,999,31,4,0,28,64,3,0,3,66,3,0,73,5154,569,165,70,5956,130,39,167,6128,264,3,6394,90,14,4,3,107,41,3,44,149,16,0,167,163,17,0,0,185,24,10,35,221,13,0,228,258,30,4,3,295,64,17,75,372,26,0,397,5411,600,166,78,6255,193,48,240,6497,292,3,6789,2161,312,84,59,2616,200,48,254,2870,418,9,3293,19,0,0,6,24,0,0,0,24,0,31,54,7596,916,250,143,8895,395,103,497,9391,712,41,10139,2355,246,53,17,2662,82,11,94,2755,194,0,2957,3070,312,55,30,3465,74,10,84,3554,127,6,3680,128,32,16,0,184,3,3,5,187,18,0,200,34,3,0,38,78,3,0,3,76,0,5,84,5593,585,125,85,6388,162,28,190
319,1048,176,23,8,1254,38,10,45,1306,96,0,1404,2294,379,54,23,2747,55,14,73,2822,156,7,2979,486,67,52,5,610,17,3,18,633,18,0,643,35,4,0,17,56,7,0,7,59,11,0,75,3856,630,136,52,4666,112,35,146,4816,279,4,5099,65,14,0,0,80,41,8,44,119,18,0,144,114,26,3,9,154,32,0,33,183,15,0,199,179,42,3,9,230,65,7,75,302,37,0,342,4035,669,137,57,4895,183,45,225,5124,313,4,5443,2169,526,95,80,2876,301,74,378,3256,751,13,4011,24,0,0,6,33,3,0,3,36,7,45,82,6227,1195,233,142,7805,488,119,607,8410,1068,63,9541,2037,303,24,16,2380,71,20,91,2474,165,0,2638,2953,502,73,38,3561,102,16,115,3675,265,10,3954,136,27,16,3,180,0,5,5,184,28,0,214,35,7,0,41,80,10,0,12,88,4,3,101,5155,841,111,92,6200,178,39,222
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,1315,248,19,13,1594,41,4,50,1640,96,0,1737,3954,536,46,21,4564,70,13,80,4642,111,6,4752,1032,97,123,10,1261,11,0,11,1267,21,0,1293,45,7,0,24,76,0,3,3,75,0,0,77,6346,885,190,62,7486,119,22,137,7627,225,4,7859,98,16,0,6,116,24,3,28,144,7,0,149,182,40,5,3,231,25,6,32,259,9,0,268,277,55,6,6,342,44,7,56,403,17,0,416,6627,941,194,70,7831,165,29,198,8027,238,4,8274,2518,439,54,34,3048,122,24,148,3195,273,7,3475,14,4,0,3,25,0,0,0,25,4,10,38,9158,1379,251,111,10904,291,56,346,11246,514,24,11790,2399,373,21,11,2805,76,29,104,2913,154,4,3063,5151,640,41,28,5860,70,16,84,5946,125,7,6073,206,18,55,0,285,5,0,4,291,7,0,295,30,11,0,44,90,0,3,4,90,3,0,95,7794,1046,115,90,9046,146,48,194
402,2134,326,48,17,2527,62,16,72,2605,229,0,2831,5552,768,79,34,6429,96,29,129,6562,210,4,6768,1381,190,150,16,1742,25,6,32,1771,32,0,1803,70,26,0,60,158,6,0,6,162,13,10,185,9137,1313,279,127,10858,193,45,236,11095,484,10,11590,172,51,11,5,234,65,4,74,313,32,0,338,290,61,5,9,357,40,13,59,415,28,3,444,465,110,13,12,595,114,18,131,728,56,4,786,9600,1425,288,135,11450,301,64,366,11821,539,14,12374,5228,1121,164,145,6659,491,83,577,7233,1453,26,8713,38,5,0,21,58,3,0,3,65,3,68,133,14862,2552,447,303,18164,796,155,949,19118,1995,108,21215,2911,472,50,22,3460,86,33,121,3582,261,0,3838,6005,773,75,40,6896,114,30,144,7038,254,6,7294,258,52,60,9,374,8,3,9,384,18,0,404,42,12,3,63,126,3,0,3,130,7,7,137,9212,1314,190,145,10854,211,68,279
403,1539,291,26,6,1862,45,17,58,1921,155,0,2071,5466,721,82,37,6308,64,11,78,6388,181,3,6575,1363,214,159,14,1745,17,0,15,1766,40,0,1805,79,9,3,52,147,3,0,4,148,3,4,156,8450,1237,273,106,10068,125,26,151,10215,373,7,10599,58,17,3,0,81,27,3,29,114,9,0,118,216,37,7,0,257,12,7,18,282,14,0,294,273,54,6,3,337,38,12,51,390,22,0,415,8720,1294,279,110,10406,166,36,209,10610,394,7,11013,3339,588,124,64,4115,214,43,258,4378,554,4,4935,17,4,3,3,25,0,0,0,25,3,28,57,12076,1883,407,175,14547,386,84,467,15012,951,40,16007,2509,405,30,18,2970,87,15,104,3071,221,0,3290,6276,721,93,51,7145,103,26,129,7272,186,5,7459,224,48,53,4,327,0,0,0,329,16,0,349,63,4,3,64,136,0,0,0,136,3,6,138,9080,1181,181,138,10569,190,41,230
404,1022,183,8,11,1224,36,7,47,1263,93,0,1358,2959,429,28,19,3437,64,16,78,3514,111,0,3626,757,99,93,7,957,11,4,16,973,29,3,1005,30,15,0,33,74,0,0,3,76,6,4,85,4764,722,132,71,5691,115,28,143,5831,238,8,6080,81,14,0,3,105,27,5,29,130,15,4,148,153,34,0,7,194,17,0,22,213,11,3,230,234,57,0,7,298,40,5,47,342,24,7,379,5001,776,136,73,5989,157,34,187,6175,267,14,6452,1982,481,51,61,2569,165,32,195,2765,388,3,3150,21,8,0,4,31,0,0,0,31,4,30,68,7005,1264,190,134,8590,317,67,379,8974,653,48,9671,1464,228,17,14,1728,50,12,61,1792,113,0,1904,3062,455,37,22,3568,71,26,94,3662,124,3,3795,149,20,34,0,210,3,0,3,209,10,0,222,23,15,0,25,61,3,0,3,64,5,3,70,4699,713,89,60,5564,128,39,165
405,349,53,3,0,409,8,0,9,415,34,0,444,1476,160,7,11,1648,15,0,16,1669,31,0,1700,316,40,41,0,399,0,3,3,398,12,0,417,23,6,0,15,47,0,0,0,47,0,0,45,2164,250,57,24,2499,25,5,32,2523,80,3,2608,14,0,0,0,14,12,0,12,28,3,0,34,38,7,3,3,52,7,3,10,65,3,0,71,53,10,3,3,72,20,3,24,92,9,0,100,2219,260,58,29,2565,42,10,55,2619,90,3,2710,1137,176,58,26,1403,59,16,79,1475,173,3,1652,6,0,0,0,6,0,0,0,6,0,8,21,3360,444,118,60,3979,102,23,126,4105,264,19,4382,727,101,13,3,839,15,6,16,849,33,3,888,1853,237,37,21,2137,17,3,23,2166,57,8,2230,88,17,27,0,132,4,0,4,134,10,0,148,12,0,0,11,32,0,0,0,28,0,0,36,2676,349,76,38,3135,37,9,45
406,357,32,11,5,398,10,3,17,410,40,0,446,1069,134,13,7,1219,15,3,14,1236,46,3,1289,230,26,39,0,288,3,0,3,295,11,0,306,23,0,3,16,40,0,0,0,43,3,0,43,1678,187,63,25,1949,33,8,37,1987,97,3,2087,18,3,3,3,29,15,0,15,41,9,0,44,48,3,3,0,51,6,4,10,64,3,0,63,68,6,3,3,82,16,4,24,104,7,0,111,1742,187,64,28,2024,47,10,57,2082,108,3,2193,874,122,22,39,1058,81,3,87,1139,178,9,1320,3,3,0,0,9,0,0,0,9,0,32,41,2617,319,85,67,3088,129,16,144,3233,279,45,3559,588,59,8,7,658,19,3,22,677,47,0,722,1345,141,33,14,1536,20,4,23,1554,41,0,1598,69,14,17,3,93,3,0,3,97,4,0,101,8,0,0,15,25,4,0,4,27,8,0,35,2011,209,54,42,2310,42,4,50
407,591,99,7,11,706,14,3,13,723,54,0,776,2294,295,36,11,2641,25,3,27,2666,83,5,2762,411,51,61,4,530,9,0,10,540,12,0,553,41,10,0,22,69,0,0,0,76,5,0,79,3337,460,106,48,3954,47,7,54,4003,158,10,4172,25,4,0,0,35,7,0,7,40,10,0,45,66,13,0,3,76,11,3,12,92,3,0,97,93,15,0,3,114,19,3,23,134,18,0,148,3431,471,106,54,4059,66,12,78,4134,168,12,4314,1824,340,79,47,2289,121,22,143,2437,327,3,2771,15,3,4,0,20,0,0,0,20,0,14,40,5266,819,189,104,6374,189,31,222,6592,505,28,7125,1195,176,18,16,1404,19,3,29,1432,91,0,1527,2942,366,56,25,3389,31,3,38,3432,119,4,3560,119,18,40,0,185,0,0,0,185,4,0,188,22,8,0,28,52,0,0,0,52,6,0,62,4275,564,120,73,5038,56,12,64
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,541,90,18,6,651,16,11,26,672,54,3,736,2281,292,70,32,2672,45,4,53,2722,51,4,2778,354,45,65,4,462,3,3,8,467,9,0,475,42,6,3,20,65,0,0,0,65,3,3,71,3208,439,148,57,3848,67,20,83,3935,123,9,4067,27,9,0,0,36,18,0,21,62,8,0,66,140,20,0,0,162,16,3,17,178,18,0,198,167,27,3,0,197,39,3,36,237,30,0,268,3375,467,154,53,4048,101,23,127,4172,146,11,4333,2415,316,152,68,2955,162,8,172,3129,213,3,3347,11,4,0,3,16,0,0,0,19,0,15,27,5799,786,307,132,7020,262,31,292,7315,362,30,7709,1084,161,36,13,1295,33,15,48,1347,71,0,1415,3165,426,108,45,3740,75,10,87,3830,101,6,3936,92,12,36,0,141,3,0,4,149,4,0,148,36,0,3,22,63,0,0,0,63,0,0,61,4379,597,187,79,5243,113,26,143
