SA4_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
312,2227,3535,9472,9269,9592,7003,1570,242,29,42940,24,117,211,252,255,258,157,44,5,1321,30,153,594,396,316,101,8,0,0,1599,62,84,194,229,247,154,16,4,0,997,6,9,35,31,40,20,4,0,0,149,22,62,189,195,239,134,25,0,0,856,30,43,139,135,166,89,8,0,0,607,747,525,878,903,1050,689,109,5,0,4906,724,609,860,648,596,397,76,4,0,3910,16,81,308,280,327,206,39,9,0,1265,24,40,53,40,35,16,7,0,0,221,16,55,176,172,157,72,7,0,0,660,33,73,164,146,143,110,10,0,3,687,55,141,468,361,300,151,41,3,0,1519,38,141,362,377,393,225,40,7,0,1586,26,105,369,390,431,221,25,3,0,1574,65,241,858,1290,1243,703,102,9,0,4513,169,470,1277,1248,1550,1235,169,7,0,6128,46,39,85,80,59,41,8,0,0,363,107,172,333,331,269,161,45,4,0,1421
313,3107,4640,9532,10594,11414,8119,1918,205,20,49561,29,148,298,147,188,127,55,9,0,1012,0,9,47,50,38,20,0,0,0,157,118,147,298,444,512,303,52,0,0,1883,5,8,49,69,59,29,6,0,0,220,37,88,286,330,348,200,40,3,0,1332,30,65,132,202,232,108,20,3,0,787,1052,892,1074,1077,1323,792,121,5,0,6337,1318,589,548,420,426,263,56,3,0,3620,32,94,236,337,404,281,67,4,0,1455,37,33,67,79,65,38,9,0,0,331,9,84,284,287,306,144,27,0,0,1128,48,104,203,215,205,162,43,4,0,987,68,157,419,518,476,318,85,9,0,2050,50,137,311,427,501,311,65,4,0,1809,26,107,452,671,755,431,46,4,0,2486,90,270,870,1456,1582,983,146,7,0,5400,244,854,1887,2231,2888,2189,344,9,0,10641,77,79,103,125,113,70,27,0,0,588,117,204,377,395,378,230,67,3,0,1775
314,2842,4651,10555,12363,11196,6820,1531,126,14,50087,12,14,30,42,32,21,12,4,0,168,0,6,60,70,46,20,0,0,0,204,86,100,251,380,418,210,43,0,0,1498,5,7,56,91,71,32,3,0,0,270,28,94,270,345,311,130,29,0,0,1205,20,74,200,231,255,122,19,0,0,915,965,944,1137,1034,958,671,103,7,0,5809,1212,626,496,328,300,165,18,3,0,3159,19,126,354,386,348,192,32,0,0,1452,45,69,92,103,88,51,7,0,0,457,19,94,506,583,446,217,22,0,0,1898,17,109,233,192,190,107,26,4,0,885,79,259,753,861,662,299,76,0,0,2989,34,143,346,415,440,240,57,4,0,1686,10,151,800,993,890,457,55,0,3,3358,140,309,1127,1852,1803,1000,134,7,0,6363,233,931,2148,2580,2577,1635,234,4,0,10339,88,101,154,173,120,62,33,0,0,722,97,203,489,411,390,216,42,0,0,1848
315,900,1635,4033,3644,3854,3095,886,185,21,18241,64,145,284,248,323,319,159,36,3,1580,17,66,282,188,141,50,8,0,0,748,25,28,51,50,51,20,6,0,0,224,0,5,15,7,12,4,0,0,0,46,9,21,74,54,65,36,4,0,0,262,4,21,43,30,41,16,5,0,0,172,212,160,264,279,282,216,54,5,0,1479,160,138,223,180,236,172,51,3,0,1153,8,16,78,90,98,65,22,0,0,396,8,14,18,11,17,10,3,0,4,84,3,18,58,31,31,15,0,0,0,161,3,15,32,41,27,23,8,5,0,145,4,26,82,88,71,48,14,0,0,333,25,46,112,109,133,83,28,3,0,522,50,117,417,413,420,211,32,3,0,1660,50,263,685,559,540,353,45,3,3,2494,72,227,640,544,699,545,90,6,0,2823,5,7,18,27,29,39,3,0,0,134,56,62,146,129,103,69,11,0,0,583
316,4599,6039,13465,16787,18076,13523,3752,416,46,76699,25,73,143,172,197,207,102,27,3,951,3,7,58,54,50,24,8,0,0,204,190,145,306,423,570,390,72,4,0,2102,8,15,60,84,65,51,9,0,0,285,32,79,436,580,642,390,77,0,0,2245,52,76,181,276,309,192,40,3,0,1136,1626,1265,1458,1597,2105,1458,347,16,3,9887,2120,1202,1334,1114,1173,785,147,13,4,7901,18,61,169,203,353,249,59,7,0,1117,55,81,133,138,153,101,20,5,0,678,33,161,453,554,551,279,38,3,0,2062,57,145,314,407,525,370,120,9,0,1946,89,277,812,1200,1065,629,173,13,0,4261,79,224,537,741,936,615,128,10,0,3265,19,92,464,737,885,526,59,3,0,2797,137,313,1355,2564,3055,1904,265,15,0,9612,269,1057,2944,3751,4923,3776,621,28,4,17379,157,172,271,318,280,152,53,8,0,1418,163,307,632,695,734,398,92,4,0,3028
317,2224,3434,7531,6851,7043,5447,1514,175,22,34244,43,136,287,166,167,139,87,17,5,1043,3,8,39,27,37,15,0,0,0,123,83,95,198,240,240,172,25,3,0,1061,0,4,29,26,35,14,0,0,0,110,19,64,200,176,184,111,19,0,0,777,22,46,98,113,139,78,6,3,0,505,637,537,618,633,711,486,114,3,0,3743,899,416,393,273,254,177,36,4,0,2458,19,44,91,111,124,125,28,3,0,540,18,31,43,26,30,20,6,0,0,175,25,135,339,269,216,105,11,0,0,1101,27,76,107,101,113,77,29,5,0,541,67,209,414,381,292,184,53,0,0,1604,21,68,189,187,248,186,52,0,0,949,31,128,416,449,487,262,32,0,0,1811,102,284,902,1296,1564,1073,181,17,0,5419,179,715,1637,1569,1938,1526,238,5,0,7806,49,50,75,54,64,31,14,3,0,332,94,183,297,201,235,172,48,9,0,1234
318,3327,6173,11880,10997,10988,8048,1988,289,31,53722,34,71,130,165,200,167,100,24,9,899,3,23,66,76,77,32,7,0,0,286,93,105,263,245,303,196,37,0,0,1254,0,23,110,136,101,39,0,0,0,407,21,62,225,301,272,181,38,3,0,1103,15,45,158,143,154,93,23,0,0,627,1123,1062,1106,1000,1082,717,128,14,0,6228,1234,896,783,581,589,334,67,6,0,4495,23,56,212,221,276,187,35,6,0,1019,51,63,109,95,69,36,9,0,0,429,25,89,300,254,217,119,14,0,0,1035,49,102,215,173,178,128,38,3,0,887,60,253,566,535,425,273,68,10,0,2182,48,143,339,347,421,321,56,3,0,1674,79,419,1158,1202,1138,585,63,11,0,4653,136,501,1483,1857,1999,1280,217,16,3,7491,245,1066,2656,2523,2772,2108,346,19,4,11730,77,88,132,113,108,63,20,7,0,605,119,244,454,387,362,216,62,6,0,1861
319,3121,4108,8802,9948,11829,10038,2728,503,75,51147,78,178,421,440,581,529,357,96,7,2685,0,6,36,51,59,23,0,0,0,176,131,116,251,283,385,281,39,7,0,1496,5,9,39,53,62,41,7,0,0,205,25,46,174,224,269,190,47,0,0,980,29,53,95,103,175,92,28,0,0,584,1281,758,1047,1195,1418,909,163,11,3,6790,1134,540,660,673,726,490,93,10,0,4327,17,35,94,174,243,189,54,5,0,823,35,60,79,63,67,48,9,0,0,364,24,66,213,178,226,123,25,4,0,848,39,76,128,175,209,174,37,3,0,845,57,147,384,417,424,316,79,6,0,1841,49,85,279,393,484,348,88,12,0,1728,25,87,406,594,632,448,55,5,0,2255,72,272,997,1782,2150,1382,203,18,0,6888,259,759,1880,2496,3392,2928,390,16,3,12122,46,45,61,88,93,56,19,6,0,411,137,175,337,397,400,266,65,4,0,1778
397,3,3,3,9,8,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,52,223,564,324,310,212,59,3,0,1743,10,85,93,3,3,20,3,0,0,216,0,0,4,3,10,3,0,0,0,19,3,3,16,5,6,3,0,0,0,37,0,0,0,0,3,0,0,0,0,3,0,3,4,0,6,3,0,0,0,23,0,3,7,0,0,3,0,0,0,12,5,20,23,9,16,20,0,0,0,89,21,56,85,15,20,27,3,0,0,230,0,3,3,3,10,10,0,0,0,28,3,0,6,0,3,0,0,0,0,9,0,0,0,7,0,3,0,0,0,17,0,0,4,0,3,6,0,0,0,16,0,6,23,8,7,14,0,0,0,63,0,19,28,7,17,15,0,0,0,85,3,6,16,10,13,9,3,0,0,56,0,3,30,23,12,14,3,0,0,88,0,14,55,28,39,38,8,0,0,171,0,7,15,7,3,4,0,0,0,33,3,10,15,9,5,12,0,0,0,50
401,2731,6125,14172,14711,15867,11898,4120,592,78,70295,31,39,78,103,132,122,97,21,7,627,0,8,104,94,63,25,8,0,0,305,181,200,417,494,531,324,103,11,0,2261,0,9,112,129,108,48,11,0,0,417,26,97,254,293,372,250,79,8,0,1383,30,83,232,274,297,186,62,3,0,1162,1177,1345,1173,983,1263,869,210,24,0,7032,1288,1328,1033,521,473,298,76,3,0,5022,16,50,161,181,224,154,34,3,0,824,50,93,249,202,167,107,48,3,0,917,15,116,548,692,663,348,77,10,0,2471,24,98,214,247,281,195,104,12,0,1172,57,421,1369,1454,1292,856,237,22,0,5721,28,141,458,456,543,370,103,11,0,2117,15,162,993,1348,1411,961,119,4,0,5021,168,546,1651,2162,2727,2274,469,35,6,10043,159,1016,3309,3262,3987,3333,730,32,0,15826,108,166,219,192,195,133,38,10,0,1056,93,270,482,461,535,394,107,10,0,2363
402,4162,9326,23166,21395,20120,14009,2779,262,33,95236,17,76,163,221,286,153,41,11,0,966,0,11,55,52,41,20,3,0,0,194,146,297,947,1021,1232,714,103,8,0,4465,3,35,200,161,122,69,5,3,0,597,37,144,426,430,460,264,57,3,0,1823,26,109,389,407,447,252,44,7,0,1678,1711,2032,2481,1776,2079,1287,208,9,0,11577,1872,1260,1214,757,683,385,75,0,0,6255,23,117,356,396,436,287,45,6,0,1676,57,115,284,174,124,85,14,0,0,860,27,198,820,737,663,382,41,0,0,2867,29,124,304,222,252,152,30,0,0,1112,46,337,1117,947,722,425,89,10,0,3690,60,289,922,858,1072,740,145,4,3,4089,33,286,1570,1619,1678,947,97,3,0,6230,151,581,2107,2306,2276,1646,279,14,0,9361,256,1645,5043,4630,5110,3762,553,20,3,21014,120,172,209,176,185,90,37,3,0,987,112,385,843,708,633,463,96,3,0,3237
403,3871,7628,17285,18257,18244,14081,3515,360,47,83272,9,19,53,77,81,88,60,5,0,395,0,6,60,49,56,25,6,0,0,196,212,196,442,617,694,509,101,5,3,2778,0,23,148,137,123,64,8,0,0,508,29,129,345,359,385,267,87,7,0,1610,29,81,219,270,306,200,41,3,0,1148,1581,1954,1877,1472,1723,1187,252,18,0,10070,1788,1363,1024,641,576,347,67,10,0,5815,12,108,247,244,349,179,42,0,0,1189,57,94,230,186,161,119,29,3,0,882,23,176,827,914,865,483,68,10,0,3353,27,102,289,251,266,204,58,12,0,1207,70,277,1003,1209,964,627,176,12,4,4329,52,216,593,684,783,573,133,6,0,3043,21,181,1118,1652,1471,1079,137,7,3,5673,158,613,1989,2429,2809,2234,430,25,0,10686,228,1532,4520,4673,5716,4706,725,30,8,22134,154,203,245,257,213,166,50,4,0,1294,137,359,718,628,693,441,129,15,0,3122
404,2088,4983,13165,11733,11620,8027,1923,262,31,53842,6,13,33,52,52,35,13,4,0,199,0,4,55,50,39,16,3,0,0,164,110,157,407,473,612,375,60,10,0,2203,0,25,139,105,95,32,4,0,0,404,26,91,232,247,258,171,41,3,0,1065,15,68,194,230,282,141,34,0,0,963,1027,1163,1165,885,1145,642,156,10,0,6193,901,944,929,523,470,279,64,3,0,4115,17,82,273,272,291,187,29,5,0,1160,32,67,196,141,102,56,16,0,0,603,9,104,514,485,471,246,29,0,0,1864,17,63,163,149,169,136,33,4,0,732,27,240,885,744,628,359,91,6,0,2977,24,144,504,436,534,337,87,7,0,2071,18,189,955,1124,1056,700,95,0,0,4131,90,367,1359,1348,1457,1171,168,11,3,5970,92,872,2897,2463,2757,2232,339,20,3,11679,82,134,221,186,169,112,25,3,0,933,75,219,572,410,503,303,68,6,0,2164
405,1215,1837,4050,4462,5655,5315,1656,319,67,24567,32,68,158,281,374,420,269,82,8,1695,0,3,8,16,14,5,4,0,0,49,95,110,251,341,365,290,52,4,0,1511,0,3,3,13,7,15,0,0,0,52,3,20,61,83,103,69,18,0,0,368,15,27,59,63,91,44,8,0,0,306,399,273,400,488,642,450,80,3,3,2743,413,248,292,317,398,289,54,3,3,2018,4,18,53,70,122,107,30,7,0,410,6,15,33,18,30,26,3,0,0,129,7,23,83,85,95,59,12,0,0,368,0,13,41,60,69,40,10,0,0,226,11,57,148,153,151,131,25,0,0,674,10,30,129,166,254,195,40,3,0,836,12,48,164,245,275,170,24,3,0,942,21,135,492,625,714,626,102,3,0,2725,77,287,746,901,1419,1344,161,10,3,4952,16,24,25,39,42,21,10,3,0,179,19,65,119,161,142,98,27,7,0,636
406,871,1534,3848,3714,4295,3393,854,134,29,18670,18,41,142,182,208,231,92,12,3,930,3,35,135,78,87,41,3,3,0,388,37,34,70,75,116,58,11,0,0,393,0,4,11,8,12,3,3,0,0,51,4,9,67,70,85,61,6,0,0,304,12,14,39,54,64,39,3,0,0,227,340,228,394,397,473,297,51,12,0,2194,252,236,281,241,301,221,35,7,0,1564,4,22,28,56,86,59,24,0,0,282,8,12,24,17,8,15,0,0,0,82,13,24,78,80,71,26,5,0,0,299,6,11,49,56,59,37,9,0,0,213,10,40,104,89,100,56,21,0,0,417,13,53,133,110,189,119,34,3,0,649,15,66,237,267,293,180,23,5,3,1083,23,170,535,588,534,401,82,7,0,2332,46,245,677,626,942,822,107,3,0,3472,14,16,30,36,42,30,6,3,0,176,18,46,122,117,124,61,17,0,0,519
407,2139,3263,6977,7633,9388,8402,2747,532,86,41173,83,172,420,543,760,740,477,139,11,3342,0,3,14,18,24,17,3,0,0,77,149,152,351,430,492,310,57,14,8,1956,0,5,15,18,40,27,4,0,0,120,21,20,117,160,199,157,36,6,0,718,28,55,144,143,156,112,24,4,0,658,735,564,797,878,1164,819,160,4,0,5124,833,426,515,468,598,409,105,3,0,3369,7,48,80,138,242,183,52,9,0,758,18,45,51,50,44,35,9,0,0,259,10,55,174,178,178,117,15,0,0,727,18,44,77,101,128,91,23,8,0,502,31,88,261,277,295,222,67,10,0,1244,29,77,227,269,418,326,73,9,0,1433,17,50,273,478,504,309,52,0,0,1682,50,175,722,958,1116,939,189,14,3,4174,112,524,1197,1430,2178,2073,334,8,3,7851,25,43,52,61,62,58,25,3,0,333,64,115,217,244,278,188,48,10,0,1158
497,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,13,52,160,87,76,62,14,0,0,465,3,15,17,3,3,0,0,0,0,40,0,0,0,0,0,3,0,0,0,3,0,0,11,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,3,3,0,6,4,0,0,0,23,5,4,8,5,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,3,4,3,0,0,0,0,0,15,0,0,3,3,5,7,0,0,0,17,0,0,5,7,6,4,0,0,0,19,0,0,12,6,16,13,0,0,0,51,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3
501,2311,2906,7472,8961,9467,7334,2165,342,40,40997,42,80,200,249,310,319,233,57,3,1501,7,27,129,132,138,56,5,0,0,495,115,133,415,391,327,237,34,5,0,1645,0,13,59,38,61,24,3,0,0,205,14,70,252,274,282,182,34,0,0,1110,21,21,69,103,97,58,12,3,0,381,920,517,879,990,1231,791,130,10,3,5478,758,419,709,610,608,389,96,6,4,3600,13,35,89,126,177,158,37,3,0,641,21,34,49,52,42,33,5,0,0,232,24,44,182,171,163,71,10,0,0,673,21,84,108,149,165,125,33,8,0,693,31,76,270,398,301,242,58,3,0,1393,43,84,240,348,409,268,66,4,0,1467,28,95,310,475,531,313,44,3,0,1805,49,146,703,1364,1613,1085,157,11,0,5122,131,416,1098,1552,1912,1673,265,13,0,7056,45,53,117,106,111,84,19,3,0,528,99,159,313,326,329,191,49,3,0,1468
502,1102,1739,3731,3997,4624,3388,905,128,18,19636,3,12,19,28,36,34,31,3,0,175,3,27,124,138,115,63,3,0,0,475,46,44,97,110,163,89,7,0,0,550,0,4,17,16,16,14,3,0,0,74,8,41,123,128,166,96,18,0,0,583,8,22,27,50,54,24,9,0,0,195,446,399,428,472,577,384,67,11,0,2784,453,228,295,228,191,113,19,0,0,1534,4,25,53,68,109,102,23,0,0,388,12,18,17,18,25,16,4,3,0,113,3,30,72,77,82,59,4,3,0,338,5,30,76,88,119,91,21,3,0,436,18,44,121,156,179,111,39,4,0,665,4,45,109,173,187,117,34,0,0,672,5,39,160,215,279,171,24,3,0,901,34,103,355,605,746,508,73,8,0,2434,60,282,629,726,991,824,129,8,0,3644,27,32,40,48,57,53,17,0,0,278,52,90,151,140,145,77,20,0,0,683
503,1360,3881,12279,9283,8631,6402,2332,425,42,44633,4,12,29,27,37,38,32,7,0,177,0,75,540,413,265,73,7,0,0,1378,67,72,212,193,135,91,35,3,0,802,0,8,90,89,83,24,3,0,0,289,10,53,290,222,190,102,28,3,0,896,15,38,146,106,122,74,27,3,0,525,485,753,834,408,462,322,98,12,0,3374,572,884,1094,337,219,126,41,8,0,3280,6,37,147,128,113,57,25,0,0,512,22,59,160,109,91,46,13,5,0,502,13,82,423,325,299,161,34,6,0,1346,10,46,224,168,209,152,83,16,0,902,30,404,1556,1143,951,519,149,21,0,4771,18,144,547,308,246,161,50,14,0,1485,3,110,654,558,589,391,96,0,0,2393,183,374,1134,1020,1466,1242,325,29,0,5771,76,619,2298,1685,1796,1469,412,39,3,8398,82,159,232,156,147,81,35,8,0,909,50,157,403,203,224,178,37,3,3,1273
504,2800,5751,15252,14154,13597,9302,2359,230,26,63457,16,29,48,65,101,75,34,8,0,374,3,81,422,361,248,106,9,0,0,1224,106,161,412,514,530,318,43,3,0,2090,0,27,100,89,84,48,7,0,0,358,36,129,516,490,396,215,50,3,0,1833,23,95,287,243,292,170,31,4,0,1146,976,1191,1439,1153,1261,837,154,11,0,7014,1155,783,939,566,487,291,49,4,0,4277,27,173,407,385,443,280,53,3,0,1781,25,57,135,97,86,57,13,0,0,464,17,128,515,417,346,187,27,0,0,1649,31,139,273,221,246,154,45,6,0,1114,32,222,941,849,678,356,95,8,0,3177,33,161,500,533,472,329,61,8,0,2103,36,234,941,999,1193,767,113,3,3,4278,119,345,1212,1721,1960,1318,233,16,3,6928,188,875,2573,2419,2569,2043,445,25,0,11139,94,153,260,208,177,113,38,4,0,1051,129,298,690,513,476,285,67,10,0,2460
505,6368,12398,32980,31288,29250,19337,5078,562,62,137326,14,59,190,130,159,121,41,9,0,732,12,96,931,673,458,172,16,4,0,2355,272,229,708,806,895,541,101,12,0,3565,0,44,275,232,178,99,9,0,0,848,73,325,1222,1162,989,555,121,8,0,4456,46,172,496,521,561,338,57,9,0,2188,2501,2749,2730,2321,2727,1832,360,27,3,15247,2488,1668,1808,985,910,513,79,8,3,8462,53,162,461,482,478,317,53,3,0,2013,84,172,308,233,193,152,44,4,0,1186,35,299,1289,1163,1068,596,88,8,0,4541,52,244,693,589,559,390,110,16,4,2650,102,638,2413,2171,1768,849,235,18,3,8200,88,378,1177,1128,1091,719,170,16,0,4769,55,344,1776,1895,1996,1256,209,6,5,7541,275,937,3198,4297,4911,3214,539,42,3,17412,367,2204,6277,5814,6291,4708,975,42,6,26680,240,299,505,411,375,215,52,4,0,2093,276,634,1590,1114,1088,573,146,13,0,5436
506,5322,12290,32563,27741,23975,16521,4617,478,44,123549,30,50,146,150,154,115,60,17,3,716,13,154,831,638,465,185,22,0,0,2295,161,293,918,811,787,540,87,12,0,3605,3,27,231,213,166,95,12,0,0,749,55,255,963,789,623,388,74,6,0,3148,51,230,627,510,563,332,57,8,0,2374,1801,2370,2684,2004,2120,1336,327,12,3,12655,2005,1768,1956,1020,835,487,91,7,0,8161,69,321,877,735,797,521,85,11,0,3412,85,111,230,155,121,79,25,0,0,815,20,205,952,787,678,378,63,4,0,3084,44,223,523,420,443,336,86,6,4,2086,80,523,2112,1484,1127,684,185,10,0,6202,76,356,1026,847,831,558,135,3,0,3832,53,312,1512,1636,1664,1288,195,7,0,6674,228,828,2492,3181,3585,2508,461,21,0,13299,350,1887,5579,4646,4437,3701,713,27,3,21346,199,301,477,405,299,201,65,8,0,1957,228,525,1152,825,848,533,119,11,0,4229
507,4789,9014,22707,22766,21300,14184,3594,395,44,98801,13,45,89,116,136,83,25,7,0,516,12,93,628,480,356,136,23,3,0,1731,186,251,649,714,716,400,69,3,0,2976,0,31,182,171,146,68,3,0,0,605,38,196,736,687,644,348,60,4,0,2717,28,127,373,361,369,230,52,3,0,1543,1812,1998,2090,1830,2127,1254,241,20,0,11372,1887,1284,1299,734,621,359,54,6,0,6248,39,163,475,431,462,322,68,3,0,1958,82,88,176,154,131,69,26,5,0,725,21,180,700,612,578,264,39,3,0,2400,47,190,409,399,417,258,94,9,0,1823,79,470,1518,1385,1128,634,149,13,0,5382,52,262,724,704,696,467,104,3,0,3014,52,371,1372,1466,1495,954,137,5,5,5855,226,699,2331,3243,3884,2485,423,17,3,13312,297,1569,4205,4145,4616,3444,617,29,5,18925,179,276,353,301,261,173,47,6,0,1593,175,447,892,734,704,375,74,10,6,3410
