SA4_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
310,135,223,464,525,494,282,86,20,8,2236,4183,6598,14942,14556,14090,8262,1450,118,19,64224,120,264,497,468,610,533,325,111,18,2946,4,47,367,357,326,158,23,0,3,1281,383,1133,2891,3268,3330,1858,275,13,0,13144,20,91,385,458,418,266,23,7,0,1675,509,1261,2966,2554,2158,1271,238,10,0,10967,142,354,1102,1165,1052,571,100,14,0,4509,1916,2437,3206,2469,2140,1258,247,25,10,13703,2621,1458,1377,906,805,457,88,5,0,7717,151,550,1822,2042,2271,1617,398,22,0,8874,136,172,355,269,277,135,20,3,0,1367,49,256,1074,897,600,291,33,4,3,3203,62,219,556,462,430,284,86,19,0,2115,132,581,1773,1653,1269,782,189,20,0,6403,167,458,1070,1038,985,725,141,11,3,4595,94,664,2859,2941,2731,1539,216,10,4,11049,215,699,2278,2852,2944,1950,356,17,0,11316,376,1552,3992,4029,4126,2791,483,35,0,17381,136,203,313,295,268,149,43,9,0,1417
311,135,258,530,612,574,383,114,21,8,2625,4309,6316,13798,14317,14133,9156,1657,114,12,63817,66,120,271,318,414,293,149,36,3,1661,6,39,243,275,222,143,26,3,0,954,462,1177,2845,3175,3169,2079,333,21,3,13264,9,65,294,331,370,223,39,4,0,1338,704,1845,4251,3860,3236,2048,404,17,0,16361,148,402,1156,1410,1226,857,150,7,0,5360,2072,2329,3003,2591,2399,1597,340,17,3,14346,2568,1308,1286,899,752,466,95,11,0,7381,163,647,1904,2171,2697,1963,482,25,0,10044,73,166,361,317,263,180,21,4,0,1391,33,213,830,830,653,351,58,7,0,2974,74,231,565,516,496,380,111,10,0,2392,127,526,1524,1646,1236,752,209,18,4,6032,164,474,1136,1154,1090,797,183,12,0,5012,110,381,1531,1962,1820,1199,161,10,0,7172,237,665,2015,2585,2573,1903,350,17,0,10348,338,1331,3488,3576,3707,2716,526,20,0,15705,242,227,348,339,256,182,56,9,0,1659
312,68,100,224,228,281,171,67,24,6,1175,2293,3252,7777,7748,8104,5160,967,129,20,35450,138,341,673,686,877,962,498,157,14,4348,126,634,3113,3236,2768,1308,102,4,4,11300,235,380,872,921,1007,772,132,16,3,4345,19,52,154,145,199,150,18,0,0,736,218,517,1291,1216,1208,823,161,14,3,5449,93,187,552,530,575,366,45,9,0,2359,1233,920,1312,1250,1376,947,204,18,0,7259,1288,943,1466,998,917,653,159,15,0,6429,72,266,899,1055,1362,1096,196,13,0,4959,31,66,92,76,59,51,10,3,0,397,24,60,204,218,218,114,21,3,0,860,48,105,253,274,287,192,46,7,5,1223,78,247,778,661,560,346,109,7,0,2789,77,233,627,592,630,423,80,14,0,2678,65,210,707,712,906,574,77,8,0,3256,85,279,1104,1517,1485,915,158,7,0,5557,182,551,1499,1471,1776,1437,225,9,0,7146,80,61,135,139,100,81,25,0,0,622
313,121,148,279,356,390,244,86,30,8,1659,3518,4220,8219,9829,11180,7242,1341,100,13,45661,102,318,646,348,421,320,176,43,4,2375,4,33,252,313,291,158,16,0,0,1060,300,610,1402,1737,1806,1146,199,9,4,7211,12,42,205,340,328,250,27,0,0,1203,532,1218,2700,2544,2429,1467,257,13,0,11163,95,192,425,617,681,397,76,15,0,2498,1708,1524,1869,1811,2023,1332,269,18,0,10560,2214,1014,972,671,657,435,101,11,0,6079,92,321,886,1339,1773,1376,327,15,0,6127,62,95,191,211,209,125,21,3,0,912,20,121,426,479,465,242,42,4,3,1799,72,141,307,373,407,326,126,14,0,1762,116,268,764,988,943,661,192,23,0,3967,111,290,612,767,880,571,136,12,0,3382,40,253,883,1358,1587,1067,118,14,0,5322,168,378,1091,1793,2016,1387,246,10,3,7095,277,983,2213,2646,3446,2649,473,19,0,12698,153,164,200,235,229,135,53,6,0,1179
314,88,129,255,352,314,159,57,7,6,1370,3188,4500,9747,11420,10656,6002,1014,46,14,46579,21,38,71,95,85,70,30,13,0,414,5,23,239,359,295,119,14,0,3,1054,234,417,1176,1479,1553,863,166,12,3,5906,8,43,217,377,309,165,27,0,0,1151,421,1083,2389,2391,1939,990,187,15,0,9420,48,220,567,738,702,409,87,8,0,2779,1591,1685,2120,1886,1654,1107,218,9,0,10272,2122,1063,875,616,506,275,43,8,0,5512,54,324,1134,1428,1439,1051,235,11,3,5680,78,143,223,332,318,173,27,0,0,1299,34,156,765,1020,831,358,46,3,0,3198,45,153,364,349,345,249,84,10,0,1598,129,442,1413,1946,1512,780,215,10,3,6454,81,291,629,785,779,461,124,12,0,3167,41,445,1949,2275,2030,1088,152,6,3,7987,215,486,1453,2340,2333,1415,241,15,0,8501,281,1097,2627,3233,3224,2081,343,8,0,12888,180,190,300,322,234,126,50,6,0,1408
315,37,38,99,109,99,86,39,12,3,527,810,1433,3613,3189,3413,2384,591,80,15,15522,193,408,783,694,927,877,433,139,12,4474,66,309,1369,1141,978,488,73,7,0,4422,74,105,216,166,162,91,21,3,0,847,3,14,75,69,75,74,9,0,0,319,122,217,482,382,387,315,68,3,0,1972,20,44,118,110,104,66,20,3,0,480,401,276,419,399,424,339,100,18,0,2379,252,206,343,266,337,284,92,15,0,1782,29,67,235,261,358,327,107,10,0,1403,10,17,28,26,22,28,7,0,4,145,8,23,63,43,45,24,0,0,0,209,6,24,57,67,46,37,11,6,0,257,13,43,131,110,122,89,34,4,0,540,45,86,167,174,203,157,40,5,0,881,115,295,850,931,1002,638,120,17,0,3957,69,317,844,700,656,455,62,8,8,3110,79,254,802,711,886,696,129,6,0,3569,14,30,49,52,76,79,11,3,0,313
316,166,186,431,589,663,428,144,48,11,2672,5301,5934,12499,16212,19232,12922,2584,215,34,74943,91,201,403,444,543,575,301,75,16,2644,4,59,528,675,582,267,39,3,0,2168,436,582,1236,1539,1810,1235,274,24,6,7145,16,57,226,372,409,288,33,0,0,1403,692,1524,4066,4514,4142,2682,466,28,4,18115,119,207,455,772,898,596,149,13,0,3209,2683,2166,2667,2755,3317,2425,668,40,6,16728,3535,2001,2390,1989,1922,1377,361,29,10,13614,67,205,634,941,1482,1339,408,29,0,5110,95,137,275,362,392,267,75,5,0,1615,59,293,871,1036,1036,568,145,18,0,4018,97,209,497,728,929,767,328,39,4,3599,163,489,1496,2263,2142,1472,520,59,0,8609,174,418,951,1326,1644,1181,283,20,0,5998,58,222,902,1626,2030,1252,183,15,0,6293,248,477,1821,3433,4127,2821,494,32,0,13460,329,1250,3734,4833,6277,4919,865,62,5,22276,329,320,480,601,560,344,137,28,3,2812
317,49,59,156,170,159,138,44,22,3,801,2394,3289,6528,6457,7234,5096,1031,101,8,32145,122,337,761,511,498,420,239,73,3,2965,7,58,289,274,295,113,20,0,0,1065,224,413,945,1014,926,658,118,10,0,4313,7,23,183,171,210,124,16,0,0,741,317,735,1539,1147,1063,755,157,14,0,5735,75,167,392,455,505,313,71,7,0,1979,1053,980,1240,1075,1124,818,227,17,3,6531,1591,728,706,428,386,285,74,6,4,4206,61,142,465,557,704,683,182,9,0,2803,31,76,109,79,88,104,17,0,0,516,41,183,539,456,361,211,40,7,4,1836,40,115,185,210,216,168,69,14,0,1022,105,324,758,721,597,443,140,5,0,3101,52,148,354,331,444,308,94,3,0,1736,72,340,931,1049,1174,748,113,10,0,4432,176,391,1243,1740,2124,1577,335,26,3,7615,203,848,2112,2050,2477,1966,364,15,3,10028,97,90,123,104,117,83,28,9,0,651
318,100,108,214,307,282,225,66,28,6,1329,3540,5412,10670,10658,11029,7321,1391,153,29,50200,130,255,516,649,801,737,382,137,18,3627,14,118,687,840,699,375,41,0,0,2780,269,470,1183,1285,1284,983,184,12,0,5679,20,74,344,412,409,237,28,0,0,1524,296,804,1909,1858,1653,1217,231,14,3,7987,58,194,469,495,507,352,70,10,0,2149,1843,1761,1925,1601,1626,1088,244,33,3,10120,2254,1503,1307,916,869,524,141,13,3,7525,72,219,811,947,1290,1047,246,24,0,4657,91,152,289,221,201,134,24,3,0,1119,37,122,403,354,374,220,32,3,0,1545,62,144,309,327,331,247,92,13,3,1520,112,404,1073,1016,882,609,184,18,0,4290,95,290,623,643,750,581,101,10,0,3103,341,2007,3533,2759,2613,1413,193,14,0,12876,229,697,1991,2400,2557,1765,357,29,3,10019,273,1302,3292,3164,3471,2609,458,28,4,14597,185,176,279,236,218,120,33,4,0,1251
319,119,108,219,306,352,266,132,48,11,1555,3568,3618,7811,10093,12339,9099,1912,252,32,48715,275,602,1324,1342,1795,1714,1070,334,43,8499,15,93,479,635,626,329,45,0,0,2220,397,639,1291,1320,1574,1256,202,19,6,6709,28,71,247,328,410,289,28,0,0,1394,313,703,1547,1697,1891,1507,275,16,0,7942,100,158,314,374,485,331,77,6,4,1851,2119,1347,1908,1973,2178,1490,332,39,3,11389,1831,940,1084,1025,1119,817,206,21,5,7056,54,129,444,675,1112,1065,331,28,3,3836,67,98,166,140,151,136,34,0,0,795,30,77,263,258,340,204,45,10,0,1225,64,105,198,273,351,355,110,19,3,1472,89,229,611,718,729,630,192,23,4,3225,129,184,515,668,841,671,152,17,0,3174,80,233,853,1359,1538,1206,133,10,0,5407,115,357,1314,2289,2813,1958,338,41,0,9209,313,933,2443,3170,4218,3637,546,34,3,15290,83,72,128,157,187,147,49,14,0,829
397,0,0,0,0,0,0,0,0,0,5,4,0,6,4,4,6,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0
399,3,9,20,10,14,7,0,0,0,74,50,252,444,147,202,217,24,0,0,1336,14,150,177,13,18,40,8,0,0,420,0,0,28,24,24,13,0,0,0,92,3,13,60,31,24,17,3,0,0,153,0,0,6,3,8,3,0,0,0,29,11,25,91,64,63,35,7,0,0,298,0,5,12,14,12,5,0,0,0,55,11,37,37,24,38,27,8,0,0,177,36,86,146,31,33,43,4,0,0,381,0,13,34,32,37,30,4,0,0,154,3,4,6,7,5,3,0,0,0,26,0,3,7,10,3,3,3,0,0,28,0,0,8,4,12,10,0,0,0,42,0,15,53,23,19,29,0,0,0,129,3,20,59,24,32,21,4,0,0,162,10,15,29,20,26,23,3,0,0,131,0,11,44,28,29,24,3,0,0,140,0,19,86,38,47,44,15,0,0,244,0,8,28,11,13,9,0,0,0,72
401,78,122,318,358,338,293,122,34,11,1666,3537,6306,13375,13904,15600,11541,2840,264,33,67401,59,135,265,330,414,395,293,90,18,1998,3,43,369,435,389,202,42,6,0,1488,297,519,1318,1706,1893,1229,377,38,3,7381,12,63,312,400,446,234,45,4,3,1533,269,855,1954,1867,2156,1439,433,48,7,9024,91,248,610,880,934,632,206,23,3,3619,1952,2438,2437,1910,2223,1570,466,64,3,13064,2081,2425,2214,1165,955,617,182,27,0,9676,61,171,698,754,1012,819,208,16,0,3750,92,203,600,574,463,311,105,9,3,2368,29,231,1037,1341,1308,731,212,32,10,4918,43,180,442,487,567,461,251,48,7,2491,108,826,3009,3253,3124,2168,844,87,8,13429,71,333,849,890,1060,728,223,25,3,4183,33,412,1983,2617,2999,2081,302,15,10,10445,304,893,2540,3166,3790,3423,849,68,10,15047,207,1296,4608,4630,5348,4559,1247,111,6,22002,211,372,504,415,383,295,92,22,0,2294
402,122,225,543,472,482,283,92,28,12,2261,4847,8425,19988,18063,18999,12398,2056,140,24,84946,50,223,565,704,730,478,128,24,3,2904,0,49,324,313,277,131,16,0,0,1122,399,1219,3965,4449,4667,2821,408,23,3,17951,33,134,607,554,605,385,44,5,3,2365,474,1735,3996,3128,3193,1933,409,30,4,14904,106,455,1343,1446,1484,953,160,18,0,5960,2864,3689,4886,3482,3420,2228,387,28,4,20983,3106,2169,2289,1379,1153,696,138,12,0,10939,106,522,1978,2192,2416,1954,400,29,3,9604,104,240,701,507,368,239,43,0,0,2202,39,283,1246,1157,984,609,108,9,3,4427,52,193,530,429,458,312,89,7,0,2071,96,606,2299,2043,1507,976,240,27,0,7799,132,617,1699,1604,1794,1267,278,17,3,7417,97,821,3568,3620,3637,2293,255,9,0,14308,239,907,2997,3208,3005,2373,455,29,0,13214,322,1946,6252,5864,6208,4545,705,32,3,25881,235,334,440,352,333,211,66,7,0,1989
403,64,157,349,366,409,288,104,34,12,1790,4647,7780,16298,17130,18636,13789,2693,206,39,81221,27,90,195,251,280,275,176,37,3,1325,0,51,384,414,348,193,35,0,0,1424,378,685,1891,2572,2846,1981,413,32,9,10798,33,90,489,530,593,410,46,0,0,2190,484,1523,3665,2998,2911,1941,415,31,9,13970,98,287,738,998,1058,751,185,21,8,4137,2568,3468,3605,2777,2915,2077,526,44,5,17970,3093,2366,2033,1320,1026,646,157,20,3,10670,69,309,979,1196,1540,1327,297,21,0,5737,127,228,597,562,534,350,73,7,0,2472,44,277,1307,1565,1400,910,157,23,4,5685,50,196,500,474,503,461,154,40,5,2376,129,589,2181,2627,2139,1528,501,42,3,9737,116,416,1207,1358,1536,1114,307,24,0,6076,45,430,2210,3383,3227,2410,326,6,3,12038,278,983,2893,3441,3899,3332,726,43,0,15597,275,1864,5769,6048,7144,6040,1013,61,12,28233,290,430,526,472,426,296,101,19,0,2571
404,49,113,293,226,276,198,72,29,6,1263,2599,5052,11987,10540,11354,7730,1428,121,18,50843,11,43,122,151,145,111,47,10,3,644,7,28,229,202,150,86,12,0,0,721,210,539,1693,1944,2289,1500,246,40,3,8461,13,71,368,321,382,190,35,0,0,1379,222,840,2028,1560,1631,1050,241,23,6,7601,55,220,640,792,918,523,110,9,0,3273,1684,2026,2359,1740,1924,1116,292,28,5,11169,1486,1707,1966,1063,883,526,142,17,3,7784,49,286,1143,1139,1418,963,231,27,3,5260,56,142,515,415,291,164,47,4,0,1638,14,178,853,878,801,453,69,7,3,3255,39,115,342,272,333,258,73,22,0,1463,49,455,1855,1676,1265,793,248,34,0,6374,50,312,921,838,931,614,162,13,4,3846,36,381,1942,2161,2104,1423,185,3,0,8230,140,544,1949,1934,1971,1694,306,20,3,8562,129,1095,3804,3313,3477,2829,501,35,3,15183,165,314,518,349,321,230,56,7,0,1958
405,33,35,76,99,129,121,71,24,5,598,1171,1501,3348,4234,5429,4529,1018,151,26,21415,174,369,874,1133,1382,1504,872,259,50,6613,9,33,176,185,249,135,21,0,3,807,197,452,993,1235,1368,1069,189,18,3,5526,13,32,102,106,135,119,13,0,0,519,143,313,619,600,711,553,118,4,5,3076,50,95,204,202,306,216,45,3,0,1130,700,477,682,753,957,777,175,22,4,4554,651,351,421,438,552,453,109,15,0,2991,25,87,227,329,546,511,157,25,0,1914,15,25,62,47,62,53,8,0,0,280,7,30,113,130,153,90,28,7,0,554,5,18,55,80,111,91,18,4,0,381,18,84,237,251,262,268,97,9,0,1223,30,83,260,290,426,364,100,5,0,1559,17,92,314,487,620,477,76,7,6,2098,40,171,641,792,892,899,173,8,0,3618,92,321,836,1015,1608,1604,208,13,3,5703,35,39,54,63,86,59,23,0,0,356
406,19,23,79,63,97,69,30,14,3,395,853,1332,3236,3223,3893,2819,550,65,12,15985,110,250,703,735,866,800,337,66,15,3888,24,188,861,771,685,353,32,8,0,2926,82,193,436,440,611,353,37,0,0,2160,3,19,97,60,111,77,15,0,0,381,89,221,498,507,530,428,74,3,0,2349,28,51,158,176,188,148,22,3,0,767,559,388,633,592,671,490,107,16,0,3452,464,378,429,345,412,354,67,8,0,2451,19,82,182,274,439,359,100,8,0,1463,17,21,45,28,27,27,3,0,0,168,14,26,103,96,94,58,8,0,0,405,6,12,71,75,95,74,13,3,0,352,15,66,181,175,183,122,51,0,0,786,27,95,226,199,298,207,54,4,0,1106,26,115,464,503,582,433,67,5,4,2199,31,223,700,711,680,555,131,9,3,3032,58,279,783,772,1114,953,144,5,0,4112,25,31,42,45,65,51,23,3,0,293
407,79,71,152,179,212,190,96,28,9,1018,2317,2724,5856,7032,9078,7320,1864,268,44,36505,333,743,1830,2200,2857,2646,1522,425,56,12611,0,28,149,183,206,123,19,0,0,717,333,599,1332,1607,1831,1299,213,31,11,7243,13,46,136,132,247,179,33,4,0,791,260,563,1181,1067,1223,1076,227,28,7,5637,92,172,490,478,520,423,89,12,0,2279,1247,1020,1413,1408,1742,1326,306,24,8,8496,1310,660,756,717,860,651,203,17,7,5172,34,138,377,583,887,815,274,45,0,3158,26,60,99,92,113,89,32,3,0,510,19,56,210,233,273,203,46,0,0,1038,24,55,106,145,209,186,64,20,4,820,58,123,395,436,456,442,196,27,3,2127,62,154,406,487,701,588,135,21,0,2546,37,117,527,877,1045,825,124,7,0,3558,74,234,945,1177,1418,1243,293,13,3,5403,124,596,1396,1692,2532,2503,439,19,6,9308,48,72,102,129,127,128,53,13,3,674
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,3,3,3,0,0,0,0,10,9,36,83,37,54,37,3,0,0,263,3,31,38,6,10,18,0,0,0,105,0,0,4,4,0,3,0,0,0,16,0,6,30,14,3,3,0,0,0,61,0,0,3,0,0,0,0,0,0,12,0,3,27,12,20,6,0,0,0,70,0,0,9,4,4,0,0,0,0,19,7,6,20,0,6,7,0,0,0,42,6,13,20,6,13,6,0,0,0,60,0,6,10,13,9,10,0,0,0,46,0,0,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,11,3,11,4,3,0,0,31,0,8,16,7,5,3,0,0,0,33,0,3,11,10,13,5,0,0,0,40,0,3,8,12,9,3,0,0,0,32,0,0,19,11,19,16,3,0,0,64,0,0,4,3,3,0,0,0,0,14
501,68,85,197,229,267,223,67,20,3,1157,2454,2581,6379,8093,9091,6515,1365,162,22,36663,142,258,690,796,947,1008,720,221,25,4810,37,200,1077,1434,1404,745,91,3,0,4997,290,532,1499,1635,1509,1024,188,18,3,6698,19,51,254,325,393,271,29,0,0,1338,391,770,1823,1963,1913,1260,218,19,0,8362,63,74,199,278,316,207,64,8,0,1209,1440,875,1398,1466,1713,1202,251,24,8,8374,1320,641,1116,927,884,588,183,20,3,5694,44,100,321,513,727,690,273,23,0,2684,45,67,106,103,96,73,13,0,0,502,23,59,226,258,273,130,28,6,0,999,37,109,188,257,297,244,100,13,0,1233,52,133,477,691,608,508,153,15,4,2643,81,154,434,585,651,519,148,15,0,2588,68,169,529,848,1025,719,111,14,3,3489,77,168,859,1647,1966,1451,240,19,0,6435,143,464,1307,1843,2259,1988,372,27,0,8405,82,84,182,193,233,216,50,4,0,1052
502,45,41,108,108,130,100,39,10,3,571,1241,1547,3034,3591,4375,3049,587,62,3,17483,17,29,60,80,80,105,89,19,6,490,19,139,904,925,961,555,40,8,0,3554,116,161,418,558,805,550,89,7,0,2706,0,23,100,123,110,83,10,0,0,453,192,503,999,948,1045,638,123,7,0,4463,28,55,117,126,145,106,40,7,0,624,695,664,661,699,806,576,129,20,7,4265,765,415,456,356,293,173,56,0,0,2515,17,60,175,242,378,364,112,6,0,1361,23,51,49,61,64,40,12,3,0,292,6,43,101,106,144,102,23,7,0,532,13,41,110,129,182,158,55,9,0,694,31,81,248,290,351,214,92,9,3,1311,28,87,217,294,310,242,58,3,0,1252,25,96,313,413,540,383,77,4,0,1860,48,135,441,729,920,671,120,15,0,3081,67,308,703,859,1120,939,161,16,0,4176,56,68,87,79,96,84,41,10,0,507
503,65,129,376,312,275,156,84,19,3,1419,1722,4207,11374,7894,7912,5465,1614,201,17,40404,16,43,85,68,89,94,96,22,0,520,6,166,1620,1389,1166,539,110,12,0,5002,107,179,653,574,519,414,131,16,0,2591,3,20,211,232,204,108,22,0,0,809,75,379,1611,1079,947,579,149,31,3,4847,30,113,359,308,334,235,82,19,3,1481,819,1324,1639,845,836,615,219,40,0,6335,993,1722,2346,727,446,304,106,14,4,6660,33,115,549,411,428,283,89,12,0,1928,36,131,380,255,220,130,51,5,0,1204,18,161,865,790,804,437,132,23,3,3235,21,128,450,398,439,399,214,51,4,2103,59,772,3516,2868,2457,1544,554,94,5,11875,43,263,954,597,463,305,109,27,0,2761,19,222,1320,1089,1156,875,226,18,0,4934,330,661,1746,1577,1991,1805,525,49,3,8685,116,822,3233,2518,2660,2212,720,97,7,12391,174,312,491,322,258,180,78,14,0,1843
504,86,181,514,436,487,250,74,23,3,2052,3138,5449,13125,12277,12544,8211,1651,135,13,56537,31,66,151,166,238,192,109,33,0,984,28,254,1735,1731,1422,661,84,6,0,5918,253,580,1644,1850,1811,1219,241,24,3,7633,8,62,279,293,327,209,38,0,0,1215,422,1139,3316,2615,2313,1391,328,21,0,11551,78,279,845,866,891,590,112,10,0,3669,1622,2144,2618,1983,2001,1339,296,25,4,12035,1977,1420,1717,1043,845,560,102,16,0,7672,100,458,1589,1526,1719,1257,304,16,0,6965,51,127,343,314,273,168,37,6,0,1322,31,182,797,752,641,343,63,5,3,2811,49,186,437,381,465,305,128,14,3,1964,59,455,1997,1936,1498,819,254,28,0,7035,95,357,948,925,894,639,161,17,0,4043,78,462,1855,2036,2351,1676,282,17,3,8763,191,513,1643,2267,2533,1854,401,28,3,9436,216,1031,3164,2975,3137,2526,583,36,0,13669,175,272,508,386,352,246,88,13,0,2028
