SA4_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
602,1155,1067,862,489,143,69,5373,433,863,981,1079,982,439,96,35,4915,78,179,201,192,171,122,45,14,1000,379,591,480,389,242,212,45,15,2353,12,9,10,7,21,26,18,8,103,14,40,57,65,62,27,28,3,286,800,617,641,783,854,1015,722,400,5825,2796,5257,5554,5798,5494,3800,1794,750,31243,43,183,263,231,234,181,52,16,1199,109,271,212,164,116,46,11,0,925,633,1317,1458,1803,1919,1513,702,206,9561,395,754,552,703,711,471,255,62,3900,182,419,493,464,331,205,92,28,2211,408,1120,1056,1289,1451,843,367,120,6654,134,731,953,1050,1179,864,402,116,5426,660,1631,1705,1687,1425,868,272,108,8364,560,1097,1261,1390,1321,706,184,48,6573,148,318,350,295,285,219,83,23,1722,541,855,757,662,439,346,108,26,3733,25,12,19,15,37,43,30,9,197,32,95,118,155,150,86,56,8,702,1695,1280,1310,1668,1755,1976,1294,626,11608,5571,10088,10502,11589
603,272,272,238,151,28,7,1303,87,187,259,325,339,174,29,7,1401,11,58,66,85,70,57,18,6,362,67,135,135,93,97,53,5,3,591,0,3,0,3,4,6,3,3,28,0,20,19,20,22,14,3,0,102,186,124,200,233,305,333,195,74,1651,525,1064,1380,1599,1764,1267,439,133,8177,3,44,74,103,107,86,27,3,451,19,31,48,41,35,18,0,0,197,111,296,368,509,635,501,192,47,2660,79,149,156,208,254,180,60,4,1100,77,169,213,209,152,76,27,5,929,38,130,174,307,394,236,84,19,1392,18,93,201,222,332,330,98,15,1298,113,309,382,387,406,288,56,19,1951,98,233,330,417,459,281,61,10,1896,23,76,107,117,123,115,28,7,588,95,207,230,179,166,96,23,8,1001,8,3,0,7,12,17,9,3,56,3,28,40,56,50,39,10,3,229,416,276,405,509,646,664,378,141,3444,1108,2055,2721,3271
604,847,896,705,311,107,35,4176,388,708,741,936,743,255,49,12,3836,50,98,96,107,94,54,26,10,535,350,517,406,289,192,106,33,11,1901,13,11,4,9,10,23,20,13,92,10,26,30,45,43,25,6,8,196,515,396,431,618,674,804,669,324,4420,2111,3805,3828,4352,4078,2684,1414,561,22833,26,112,122,121,108,109,35,17,641,86,154,122,108,87,37,11,0,613,532,1246,1406,1619,1615,1124,570,146,8260,258,519,396,543,655,403,229,45,3049,186,324,350,340,213,120,52,7,1598,213,643,607,835,1020,643,247,89,4298,107,527,654,697,871,632,327,75,3892,529,1153,1235,1309,1076,555,182,45,6079,489,854,909,1178,958,411,105,19,4933,76,158,154,147,143,112,44,13,854,469,719,622,454,367,228,78,14,2958,22,11,7,9,31,39,26,17,159,24,68,71,112,103,73,22,11,490,1100,840,899,1319,1419,1531,1173,505,8788,4122,7333,7569,8791
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,3,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,19,6,5
699,13,4,5,0,0,0,29,3,9,4,3,7,3,0,0,27,0,7,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,12,7,17,6,11,0,0,60,20,47,35,38,46,18,7,0,208,0,7,0,0,3,8,0,0,12,0,3,0,0,0,0,0,0,4,9,17,11,10,9,7,0,0,59,0,3,6,0,6,4,0,0,20,4,3,0,3,0,0,0,0,16,3,7,8,10,11,0,0,0,42,0,3,0,3,4,3,0,0,19,8,11,10,5,7,4,0,0,47,3,9,10,12,12,3,0,0,47,0,10,6,4,0,4,0,0,21,9,12,0,3,0,0,0,0,28,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,34,44,34,37,18,13,6,0,186,67,127,93,80
701,1845,1335,731,268,56,13,7200,404,1454,1193,962,710,226,55,7,5002,86,336,222,128,81,34,7,3,895,349,694,429,297,127,54,22,6,1976,15,22,11,11,7,8,3,0,80,19,87,95,95,40,23,3,0,368,1076,1633,1177,1024,874,470,201,89,6544,3293,9753,7696,5894,4092,1743,530,150,33137,102,385,447,342,229,106,23,8,1636,175,513,469,214,131,35,3,0,1540,1003,3557,2813,2513,1673,801,254,44,12654,261,1243,832,662,506,276,103,17,3888,106,343,394,277,182,68,13,3,1392,388,2036,1437,1082,840,351,109,31,6271,135,987,1094,1011,884,457,110,18,4696,946,3423,2825,2200,1257,493,100,20,11258,608,2072,1770,1456,1077,407,107,12,7498,151,496,369,219,150,80,15,8,1487,478,1116,732,543,248,107,33,7,3262,39,47,25,21,24,18,4,0,182,74,261,254,220,112,55,11,4,995,2520,4127,3108,2679,2056,1097,406,146,16144,6996,20607,16577,13429
702,533,520,339,94,20,7,2333,156,635,482,484,350,78,20,3,2216,37,110,84,60,50,20,4,0,371,157,237,154,129,64,28,4,3,785,3,12,8,11,8,6,4,0,48,16,41,39,46,19,3,0,0,165,1468,1557,1163,1098,751,364,115,42,6565,2312,4627,3686,3487,2535,898,256,74,17874,29,123,120,85,70,35,5,0,470,27,109,76,53,42,7,3,0,315,319,940,779,842,675,298,68,18,3944,87,358,291,257,213,110,29,3,1358,183,310,286,232,113,33,10,0,1173,146,817,717,680,544,183,59,13,3153,70,588,565,620,602,241,57,5,2744,227,959,821,778,562,165,33,10,3558,229,969,817,777,573,143,37,3,3541,74,182,153,112,94,34,9,0,653,253,409,264,251,137,55,10,3,1373,15,14,14,22,14,11,4,0,90,41,114,112,112,58,18,3,0,455,3251,3349,2464,2306,1604,798,263,72,14110,4936,9247,7477,7121
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,15,3,27,21,7
799,15,12,18,3,0,0,73,10,15,15,9,9,4,0,0,62,5,4,0,3,3,3,0,0,20,3,10,8,4,5,0,0,0,34,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,41,93,73,87,44,32,5,0,368,80,192,144,141,123,62,8,0,740,3,4,8,3,0,3,0,0,20,0,3,0,0,5,0,0,0,13,3,27,24,41,46,34,4,0,179,8,14,11,8,9,16,0,0,70,8,10,8,9,3,0,3,0,36,0,22,15,18,28,6,0,0,92,0,19,6,9,22,14,0,0,72,15,22,27,23,25,14,0,0,123,12,23,22,17,13,9,0,0,89,9,16,3,8,3,3,0,0,28,8,15,11,4,14,7,0,0,51,18,0,0,0,0,0,0,0,20,3,0,0,4,0,3,0,0,9,76,198,156,195,110,72,11,0,823,162,376,295,324
801,6013,4718,3128,1786,562,222,24736,2024,6857,5753,4511,3521,2047,603,147,25467,540,1634,1297,908,498,274,115,49,5322,724,1271,944,638,387,225,82,24,4296,51,14,15,16,19,28,22,11,178,89,433,490,393,249,154,64,29,1903,1650,2136,1651,1466,1353,1123,974,931,11276,9400,27797,24365,19403,14981,9320,4048,1923,111238,1043,2836,2555,2357,1897,1332,470,181,12666,974,3917,4082,2746,1602,470,48,0,13844,1076,4133,3950,3614,3072,2253,1142,422,19665,789,2320,1789,1460,1141,826,449,135,8913,249,819,873,702,510,292,144,34,3625,934,4423,3605,3023,2744,1500,796,269,17299,547,2784,2989,2532,2704,2140,949,229,14881,3168,10616,10207,8190,5521,3125,968,362,42162,3153,11022,9343,7503,6220,4189,1335,382,43147,983,2787,2153,1480,884,455,173,68,8985,1064,2220,1676,1120,667,384,145,44,7313,111,31,29,20,39,45,42,22,340,186,757,883,748,508,347,177,78,3682,3423,4693,3675,3167,2621,2161,1740,1324,22796,17702,53358,47794,38658
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,7,3,3,0,0,0,30,3,11,9,7,7,0,0,0,37,0,3,7,0,0,0,0,0,6,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,9,5,3,0,0,0,31,34,36,30,18,25,8,0,0,151,0,3,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,11,9,6,6,3,9,0,0,0,31,0,0,0,0,0,0,0,0,6,4,3,0,4,0,0,0,0,13,0,5,7,3,3,0,0,0,20,3,0,0,0,5,4,0,0,15,10,8,8,0,3,0,0,0,37,9,14,10,8,5,3,0,0,55,0,3,3,0,0,0,0,0,11,0,7,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,16,31,20,20,8,0,0,115,58,68,75,54
901,59,48,42,22,4,0,235,3,26,23,19,13,7,0,0,95,0,4,6,3,3,0,0,0,27,7,15,14,13,11,0,0,0,60,0,0,0,0,3,0,0,0,5,0,0,0,3,4,0,0,0,15,38,27,34,57,51,33,21,6,267,76,170,201,190,179,88,44,9,965,0,12,18,7,9,4,3,0,55,0,11,6,4,3,0,0,0,22,17,45,62,76,70,44,15,5,336,7,16,17,29,42,13,11,0,132,4,9,18,11,13,3,0,0,57,7,16,20,17,33,17,8,0,116,5,21,35,28,26,16,9,0,147,13,56,86,68,51,33,5,0,314,15,41,38,29,23,16,6,0,163,4,5,9,11,3,6,0,0,35,9,28,33,24,18,4,0,0,112,0,0,0,0,3,0,0,0,3,3,0,6,7,3,3,0,0,26,113,174,127,140,120,77,40,11,809,192,435,476,457
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
999,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,5,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,6,0,7,5
