SUA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
2011,3,0,5,14,33,3,53,0,0,3,6,27,0,39,19,9,78,121,675,34,935,3,3,12,21,101,3,151,3,0,49,96,1309,83,1533,10,4,44,45,209,13,324,23,10,84,83,311,27,541,13,0,25,53,119,14,225,34,11,106,160,617,80,1008,11,4,40,31,46,4,134,25,9,55,50,34,6,172,0,0,14,15,62,4,100,48,13,130,84,87,14,371,9,3,28,49,131,5,219,41,17,99,132,271,30,593,39,40,132,48,60,6,321,33,13,96,64,104,11,312,9,0,29,16,63,7,130,21,3,20,38,359,12,453,8,0,38,54,239,93,426,354,124,1088,1184,4853,444,8041,0,3,4,6,9,0,23,0,0,3,3,0,0,4,11,3,41,50,100,17,224,5,0,9,12,18,0,48,0,3,31,39,67,11,154,5,3,19,25,68,0,134,17,10,105,132,296,42,602,7,3,39,59
2012,9,5,86,90,319,57,567,4,0,11,6,89,3,115,7,4,57,48,411,29,561,3,0,17,22,120,6,172,0,5,19,34,789,33,875,0,4,25,23,153,10,216,9,0,45,49,329,31,460,0,0,31,38,182,15,274,0,0,11,36,234,27,313,0,0,19,5,45,4,78,4,3,29,38,18,0,98,0,0,10,5,46,9,78,13,19,134,46,64,10,289,3,0,17,32,110,8,175,23,12,78,134,170,20,428,34,48,197,69,67,9,423,46,17,161,83,130,14,462,3,0,12,12,39,3,64,0,3,19,29,281,20,352,5,5,19,22,190,63,300,174,132,990,830,3799,372,6295,9,4,45,35,65,23,177,0,0,3,4,6,0,12,0,5,34,34,67,13,157,0,0,8,8,16,3,34,0,0,16,27,39,3,86,0,0,16,12,37,3,77,0,4,65,85,322,63,547,3,3,36,63
2013,0,0,0,3,34,4,41,0,0,0,3,48,7,65,0,0,12,16,172,17,214,0,3,16,41,220,17,306,0,0,3,11,352,12,377,0,0,0,6,27,3,40,0,0,14,13,76,12,112,0,0,10,4,42,3,61,0,0,0,3,66,5,75,0,0,3,4,9,0,20,0,0,3,6,3,0,20,0,0,0,3,17,3,24,7,3,19,16,42,0,85,0,3,3,3,41,4,54,0,4,19,21,51,4,99,5,5,29,23,25,6,92,6,3,15,22,47,7,98,0,0,0,9,8,4,22,0,0,4,11,89,3,109,0,0,3,10,75,16,115,28,25,168,230,1439,125,2014,0,0,3,0,8,0,11,0,0,0,0,0,0,3,0,0,5,3,16,3,29,0,0,11,4,8,0,24,0,0,0,7,19,0,32,0,0,0,3,5,0,8,0,4,12,23,88,14,138,0,0,11,12
2014,0,0,3,7,45,3,65,0,0,0,0,9,0,9,12,3,34,23,304,18,388,0,0,0,3,15,6,26,0,0,0,3,161,3,171,0,0,6,7,21,3,38,0,0,5,7,32,7,49,0,0,4,6,38,6,53,0,0,8,14,96,18,136,0,0,3,0,8,0,11,0,0,0,3,0,0,3,0,0,3,0,11,0,17,3,0,17,6,26,3,53,0,0,3,0,14,0,19,4,3,15,28,22,3,80,6,7,37,4,18,0,73,10,0,25,13,26,6,78,0,0,0,3,11,0,12,0,0,3,6,54,5,67,0,0,0,3,42,13,63,31,22,172,133,945,96,1398,0,3,0,5,9,0,25,0,0,0,0,0,0,0,0,4,8,10,22,7,44,0,0,0,0,0,0,4,0,0,0,0,10,0,11,0,0,3,4,5,0,15,0,0,6,16,56,6,85,0,0,3,10
2015,3,0,8,23,37,8,75,5,3,20,19,104,3,156,0,0,13,14,108,5,139,0,5,4,11,44,0,65,0,0,27,16,284,13,348,0,0,3,8,22,0,32,3,0,13,14,75,11,126,0,0,9,10,77,3,106,3,0,8,13,36,6,64,0,0,5,0,3,0,8,0,0,9,10,11,0,30,0,0,3,0,16,0,22,0,7,41,12,28,4,93,0,0,3,7,20,4,41,25,11,92,103,106,10,350,16,22,45,18,14,3,126,22,13,56,20,37,7,154,3,0,0,0,7,0,11,0,3,8,0,60,3,70,0,0,7,8,56,14,84,93,71,374,327,1160,89,2114,0,0,4,11,14,12,42,0,0,4,0,3,0,7,0,0,7,5,16,3,32,0,0,6,0,3,0,11,0,0,7,14,20,0,45,0,0,3,6,3,3,20,0,0,16,31,75,10,131,0,0,10,12
2016,6,3,44,52,117,25,246,0,0,0,0,16,0,20,18,8,67,105,615,41,853,25,9,56,43,105,5,252,3,3,31,54,878,43,1017,5,0,19,23,96,9,149,10,3,45,54,291,15,425,7,0,18,43,134,20,224,7,3,19,30,184,25,269,4,0,23,18,37,3,92,3,3,31,46,19,4,107,0,0,9,6,43,0,66,25,18,159,75,72,9,349,3,0,16,20,91,13,139,25,19,61,71,116,10,301,42,91,186,52,52,11,427,117,43,212,88,129,27,616,0,0,3,12,38,0,56,3,3,20,44,277,10,364,7,5,21,22,160,70,283,328,216,1044,873,3464,329,6243,8,0,36,25,27,16,109,0,0,0,0,0,0,0,11,8,57,41,84,15,216,7,6,28,22,30,3,95,4,0,24,19,49,3,98,0,0,9,4,24,9,50,4,10,59,91,248,55,474,4,0,35,63
2017,0,0,18,36,65,10,127,0,0,0,0,8,0,11,0,0,3,13,112,20,154,0,0,3,0,19,3,27,0,0,6,7,190,7,211,0,0,5,10,45,6,60,0,0,10,27,68,3,104,0,0,5,13,32,3,61,0,0,3,7,49,3,63,0,0,7,0,10,0,15,0,0,9,10,0,4,22,0,0,3,0,9,0,12,3,3,37,8,14,4,70,0,0,4,4,17,0,24,0,0,17,29,35,0,84,3,13,53,4,22,0,102,11,13,37,20,21,0,101,0,0,3,3,21,0,23,0,0,7,3,75,3,90,0,0,7,4,42,10,61,27,33,229,199,855,84,1433,0,0,10,6,7,3,22,0,0,0,0,0,0,0,0,0,3,3,20,3,39,0,0,0,0,3,0,3,0,0,3,7,11,0,18,0,0,0,3,9,0,16,0,0,18,13,58,10,98,0,0,14,16
2018,0,0,11,9,86,11,128,0,0,17,21,134,7,177,21,4,65,62,531,15,696,20,11,103,107,388,19,642,4,3,30,51,798,30,913,0,0,5,9,74,13,102,5,4,48,45,221,13,345,7,4,15,34,134,11,211,0,3,28,28,149,18,228,4,0,10,10,28,6,58,3,0,22,35,15,0,81,0,0,9,10,41,3,63,13,11,106,52,81,11,274,0,3,5,17,78,10,107,20,13,85,91,135,7,351,37,34,103,25,38,3,240,80,26,152,63,85,12,410,0,0,9,5,23,0,43,5,0,16,20,206,7,252,3,0,21,10,151,52,227,214,126,861,695,3396,265,5557,0,0,7,7,16,6,30,0,0,4,0,0,0,12,0,0,25,19,38,0,87,5,3,26,21,24,0,75,0,0,16,23,31,0,78,0,0,5,3,21,0,33,7,5,52,77,235,28,396,6,3,28,40
2019,0,0,11,10,45,6,73,0,0,0,0,10,0,9,10,7,33,48,233,19,341,0,0,3,3,29,0,41,0,3,8,19,347,11,392,0,0,9,7,39,3,58,0,3,15,28,140,9,200,0,0,8,21,58,3,99,0,0,8,12,74,14,105,0,0,4,8,17,3,30,4,4,5,18,3,0,41,0,0,4,8,20,0,36,11,0,44,14,19,4,96,0,0,8,7,66,7,90,13,3,35,52,83,0,186,17,30,73,18,21,4,167,33,26,97,37,62,10,261,0,3,4,6,19,0,30,0,3,12,16,102,4,136,0,0,6,17,67,19,119,100,80,391,350,1466,120,2508,0,0,5,10,3,0,16,0,0,0,0,0,0,0,4,0,19,25,37,4,82,0,0,0,0,3,0,6,0,0,3,10,14,0,27,0,0,3,5,7,0,19,4,0,31,34,135,6,206,0,0,15,34
2020,13,7,49,58,233,29,383,0,0,3,3,37,0,41,5,9,49,70,414,13,563,12,3,27,17,102,0,159,3,3,27,54,985,39,1114,3,3,15,21,129,5,174,9,0,34,50,154,18,257,0,0,17,22,80,3,117,3,0,8,26,181,16,231,0,7,18,10,30,10,73,3,4,25,27,11,9,77,0,0,8,6,32,3,49,25,15,121,64,56,9,288,0,4,9,18,60,10,102,21,15,70,77,96,17,305,64,56,162,30,53,6,367,38,21,86,43,68,4,262,0,0,5,14,18,3,47,9,3,21,27,227,12,297,4,0,22,23,143,25,217,218,152,772,655,3104,223,5123,7,7,64,41,70,21,206,0,0,0,0,3,0,5,0,3,17,27,70,0,118,0,0,8,0,6,0,19,0,0,14,26,42,3,91,0,3,9,23,18,4,59,5,3,61,67,180,28,339,0,0,28,40
2021,4,0,21,39,131,6,217,0,0,0,9,32,0,50,15,8,88,60,377,32,574,9,8,30,16,79,3,140,3,3,21,41,733,34,830,7,0,18,17,128,18,188,3,4,47,46,215,17,329,3,0,29,35,133,19,215,5,0,20,23,128,12,185,0,3,11,8,27,0,48,5,7,33,39,18,3,102,0,3,16,4,38,8,64,21,8,148,46,39,3,265,3,3,14,23,49,9,100,5,17,65,63,101,3,264,56,48,195,52,62,11,423,51,36,186,56,110,17,460,6,0,10,15,36,3,77,10,8,16,7,151,9,194,3,0,20,19,108,28,178,203,163,980,625,2701,228,4904,3,0,20,10,23,7,62,0,0,0,0,0,0,0,7,9,57,38,70,10,190,4,5,10,10,16,3,38,0,0,7,18,21,3,51,0,0,9,9,20,4,46,0,8,57,89,232,22,412,3,0,47,58
3000,195,82,1536,1733,7316,1138,12003,165,86,833,770,7537,436,9836,86,43,490,669,6720,476,8477,39,13,171,315,2015,88,2642,51,24,368,754,12517,750,14468,25,23,187,271,1779,148,2429,61,31,443,407,3246,378,4565,73,32,451,637,2392,254,3843,43,40,276,673,3992,450,5473,15,3,86,78,316,38,534,33,16,161,193,184,25,610,14,13,109,142,733,62,1069,282,110,1247,543,1086,146,3417,38,12,167,287,1449,159,2117,265,179,1042,1650,3744,418,7295,529,451,1928,509,998,129,4546,327,163,1231,750,1168,175,3815,40,10,152,178,515,59,945,65,27,210,266,4213,242,5029,56,27,281,409,2956,934,4666,2415,1387,11368,11232,64878,6504,97784,137,127,1765,1430,2099,621,6174,57,31,387,245,674,64,1458,39,33,372,428,1110,171,2151,22,12,97,108,209,12,457,22,27,288,394,910,99,1741,22,16,161,209,484,60,946,65,63,806,1065,3316,527,5840,91,44,873,1087
3001,171,49,524,356,880,140,2121,1181,275,2708,722,2527,157,7566,1475,403,4838,3908,18679,1023,30322,693,217,1585,1071,2657,155,6375,1117,334,5655,4738,42070,1731,55641,903,216,2615,1891,5900,423,11941,1143,284,5209,3548,10530,816,21524,868,130,3619,2963,6371,659,14613,1476,455,4653,4612,11862,1239,24294,560,159,2252,1269,1949,177,6363,1687,621,5190,2701,1775,273,12252,612,218,2294,1116,2600,291,7124,7374,2022,20075,5057,4686,898,40111,678,215,2723,1702,4607,501,10425,3353,1778,9048,6570,8678,717,30138,6525,2020,9170,2148,3158,414,23437,4438,1296,11485,3518,4492,744,25984,378,157,1667,862,1802,196,5069,724,266,1962,1655,10470,425,15508,1081,210,3058,1992,8035,2275,16653,36427,11329,100326,52407,153724,13246,367450,108,45,453,275,405,103,1395,406,157,1068,285,326,50,2293,583,192,2481,1953,3213,450,8872,274,113,820,423,450,50,2133,311,190,1980,1642,2632,266,7029,442,165,1649,1165,1863,217,5506,972,371,6507,5134,9616,1120,23719,816,216,4197,3341
3002,18,7,77,69,268,52,482,0,0,3,23,193,3,221,8,8,44,53,651,19,774,0,3,13,18,124,8,165,3,0,25,52,1125,36,1239,0,0,15,19,139,6,177,7,0,53,55,402,31,555,0,0,26,32,218,13,299,3,3,15,32,229,31,315,0,0,13,4,53,0,78,7,0,23,44,26,0,100,3,3,13,14,49,7,93,26,11,144,39,101,20,336,0,3,13,19,156,12,200,26,22,123,126,241,21,552,67,47,287,64,93,10,563,118,34,302,129,269,26,869,0,0,6,6,31,0,43,12,3,22,23,340,12,410,5,0,15,25,261,62,371,312,151,1218,842,4966,362,7855,7,4,75,37,86,21,223,0,0,0,3,0,0,9,7,0,34,32,81,8,165,0,0,8,3,9,0,23,0,3,22,24,52,4,104,0,0,10,10,38,0,65,0,3,65,100,383,37,586,3,0,34,58
3003,7,3,58,25,147,18,262,15,11,62,69,432,18,603,14,3,90,147,1017,60,1333,11,3,55,71,238,15,393,22,3,154,204,2940,119,3446,8,11,49,66,387,22,550,29,12,205,205,908,88,1439,44,9,282,362,896,107,1701,57,23,297,446,1014,104,1943,3,4,61,31,117,11,224,24,7,69,100,49,11,252,9,4,85,51,226,10,386,111,60,633,213,248,54,1330,19,8,136,140,468,43,808,127,90,518,595,919,86,2327,239,151,555,131,226,41,1338,259,95,765,270,450,73,1900,14,3,93,75,206,20,411,36,15,113,92,789,47,1085,35,7,98,129,582,149,998,1074,522,4369,3434,12239,1088,22728,15,12,59,35,61,3,185,5,0,19,30,33,5,88,11,7,57,64,104,17,256,3,5,25,29,21,0,72,7,14,70,93,197,26,396,3,0,51,53,114,13,238,29,24,336,380,828,112,1703,59,14,399,446
3004,3,0,13,19,45,9,94,18,13,65,74,604,30,802,0,0,8,5,72,0,86,3,0,0,8,53,0,59,0,0,5,12,187,12,213,0,0,6,8,85,6,112,3,0,16,5,57,5,85,0,0,7,12,33,6,60,0,0,3,6,74,8,89,0,0,0,3,10,0,13,3,0,5,3,3,0,13,0,0,3,4,29,3,43,6,4,36,13,27,0,77,0,0,3,3,34,0,40,7,0,43,22,46,4,133,5,11,49,8,20,3,97,8,3,26,3,10,0,51,0,0,0,4,3,0,4,0,3,11,7,142,7,174,0,0,4,13,51,10,80,67,35,305,234,1587,107,2341,0,0,9,8,12,4,33,0,7,12,7,33,4,57,0,0,0,5,13,0,18,0,0,0,0,3,0,5,0,0,5,8,26,0,41,0,0,0,7,16,0,28,0,3,29,31,77,19,153,3,0,25,19
3005,0,0,3,0,16,5,31,22,12,78,61,295,10,479,58,22,234,149,1257,47,1775,16,5,42,53,216,16,346,6,10,64,76,1108,50,1318,4,3,17,12,115,9,151,8,3,45,35,183,18,279,4,3,19,35,117,7,180,15,17,68,109,496,40,740,0,0,3,7,12,0,23,0,4,8,18,12,4,36,0,0,9,15,53,3,84,29,11,121,58,332,34,587,5,0,14,17,88,8,130,16,16,71,70,142,3,318,23,42,111,23,47,3,247,24,11,98,22,25,6,184,0,0,6,4,16,3,28,3,0,12,20,213,5,257,4,3,28,27,232,50,352,245,160,1062,804,4952,326,7545,0,0,0,8,3,0,10,5,5,34,12,24,3,80,17,7,89,40,118,3,277,0,4,23,4,30,0,56,3,0,30,33,89,6,161,3,0,13,8,21,3,45,5,4,49,59,270,29,419,4,4,36,50
3006,42,7,95,88,334,40,610,48,27,173,177,850,25,1300,156,46,727,826,4801,249,6805,48,10,102,175,662,24,1022,186,80,1259,1805,16287,716,20332,104,34,489,406,1316,91,2449,254,53,1242,1115,3543,321,6526,300,67,1401,1291,3213,304,6582,126,44,601,772,2400,250,4189,69,27,432,328,663,65,1584,235,92,819,764,456,78,2446,157,44,671,492,1215,132,2709,850,273,3301,1259,1364,264,7310,151,45,606,545,1662,144,3157,377,229,1153,1389,1932,174,5250,1125,486,2403,641,893,129,5680,1209,290,2662,1038,1345,206,6748,97,30,557,465,1233,121,2506,107,35,396,432,3110,128,4215,171,39,748,630,2687,701,4971,5798,1967,19837,14651,49949,4183,96391,25,7,79,80,122,17,330,22,4,38,30,36,13,151,60,45,446,515,796,119,1981,17,7,60,37,56,6,184,74,40,547,737,1018,117,2531,47,35,333,346,490,63,1310,320,121,1645,2024,3487,495,8099,305,75,1767,1862
3007,4,0,4,12,42,4,64,0,0,0,3,57,0,64,3,0,23,35,260,11,331,0,0,3,3,35,0,43,0,0,7,20,371,21,414,0,0,6,0,55,3,65,0,3,12,10,139,7,174,0,0,4,9,58,7,70,0,0,6,10,89,7,106,0,0,4,3,10,0,18,0,0,7,5,8,0,16,0,0,3,5,12,3,28,3,4,31,15,37,0,86,0,0,3,9,49,3,66,14,8,34,38,71,6,163,20,15,80,12,27,4,153,11,0,38,27,37,0,121,0,0,4,5,7,0,20,7,0,7,17,111,8,149,0,0,4,10,90,19,127,60,37,276,242,1562,102,2286,0,3,6,8,17,3,38,0,0,0,0,3,0,4,0,0,9,11,42,3,65,0,0,0,0,6,0,6,0,0,6,7,25,0,36,0,0,9,3,16,0,31,0,0,24,45,145,5,220,0,0,11,21
3008,0,0,5,6,38,5,55,0,0,6,26,128,5,175,3,7,17,27,225,10,283,3,0,17,24,82,4,133,3,3,22,48,780,41,895,0,0,6,11,62,0,78,8,0,59,48,323,15,458,4,4,30,55,268,23,380,3,0,0,32,140,12,186,0,0,6,11,22,0,46,0,0,11,29,16,0,62,0,0,13,20,62,6,101,7,14,85,48,75,16,239,3,3,10,18,113,3,154,12,17,77,144,175,11,432,45,35,177,48,81,13,396,96,37,244,89,192,24,684,0,0,4,15,31,8,54,5,3,13,23,218,9,267,3,0,21,30,150,43,244,210,131,815,745,3167,238,5312,0,0,8,8,6,4,19,0,0,0,0,0,0,4,4,0,8,11,30,0,55,0,0,3,8,3,0,16,0,4,8,28,54,3,100,0,0,3,3,15,0,28,3,7,48,80,295,30,459,7,3,40,82
3009,0,0,5,11,31,4,48,0,3,13,15,86,0,117,0,0,12,5,129,14,166,3,5,20,19,89,0,136,0,0,3,6,129,7,144,0,0,0,0,19,4,28,0,0,13,3,92,7,112,0,0,10,3,17,3,39,0,0,3,3,27,0,30,0,0,0,3,9,0,14,0,0,3,9,7,0,11,0,0,0,0,0,0,3,0,0,13,6,9,0,29,3,0,3,0,15,3,25,4,0,20,28,39,6,89,7,3,43,9,16,0,79,7,3,32,25,28,3,99,0,0,0,4,3,0,8,0,0,4,8,42,4,61,3,0,0,8,36,5,50,34,23,194,171,812,63,1294,0,0,3,0,4,3,12,0,0,3,3,3,0,12,0,0,12,8,34,0,56,0,0,0,3,3,0,14,0,0,3,0,5,0,11,0,0,0,0,8,0,10,0,0,10,28,77,12,123,0,0,7,20
3010,4,0,17,16,68,8,116,32,30,194,207,2092,68,2618,24,9,99,95,918,37,1187,3,0,17,27,129,6,185,12,11,87,105,1422,65,1696,3,3,43,58,534,14,654,16,0,64,56,397,19,548,12,0,38,56,233,22,364,27,20,82,151,588,49,912,3,0,8,18,50,4,71,10,10,37,40,23,7,117,3,6,30,20,128,10,197,44,13,306,81,199,13,657,4,3,22,26,205,6,266,36,25,163,155,267,21,656,55,51,249,57,87,7,502,113,31,268,64,102,35,615,0,0,8,8,37,11,60,7,3,46,46,722,25,838,9,7,43,38,414,86,589,398,223,1823,1308,8608,501,12856,0,4,11,11,12,3,34,8,7,70,56,151,4,297,3,0,43,37,122,12,217,0,0,6,16,28,0,51,4,4,33,44,114,10,214,0,0,23,21,81,9,140,12,11,115,136,483,56,804,11,3,108,103
3011,0,0,3,11,42,3,67,0,0,3,0,56,4,67,4,0,16,42,358,22,442,0,0,7,21,55,3,86,3,0,7,18,356,17,405,0,0,4,5,48,0,59,3,0,8,20,147,14,184,0,0,4,10,92,11,116,0,0,4,22,114,11,150,0,0,3,9,18,0,34,0,0,3,8,3,0,18,0,0,0,3,19,0,31,3,5,27,15,21,3,73,0,0,3,13,55,7,75,6,11,28,55,130,9,240,23,18,101,26,39,10,209,26,9,38,31,102,4,210,0,0,3,5,10,0,24,3,0,3,12,99,8,120,0,0,10,10,84,19,124,66,53,272,336,1852,144,2725,0,0,0,8,10,0,17,0,0,3,0,0,0,3,3,0,13,10,38,4,68,0,0,3,5,10,3,25,0,0,0,9,15,0,29,0,0,0,5,9,0,13,0,0,12,31,126,25,192,0,0,10,11
3012,0,0,3,0,11,0,12,28,11,190,96,1177,41,1545,4,0,8,7,107,0,127,0,0,8,11,37,3,58,0,0,4,9,218,13,248,3,0,7,3,63,9,77,3,0,5,0,83,5,97,0,0,16,8,40,9,68,0,0,3,12,78,4,102,0,0,0,0,10,0,6,0,0,0,3,6,0,7,0,0,4,0,25,0,36,7,3,22,9,22,0,55,0,0,0,3,47,4,64,9,3,36,44,70,7,168,14,9,52,7,17,3,104,28,5,48,21,25,4,128,0,0,0,3,9,0,13,0,0,3,8,123,3,139,0,0,9,5,81,24,119,99,43,420,249,2235,125,3177,0,0,0,0,6,0,11,10,9,77,37,114,9,252,0,0,0,3,25,0,35,0,0,5,3,8,0,13,0,0,5,8,14,0,30,0,0,0,3,14,0,15,3,0,26,16,82,9,146,7,0,20,18
3013,5,3,10,6,69,9,105,10,9,40,58,861,32,1011,9,5,55,53,589,45,753,34,16,106,115,241,8,526,7,4,36,58,1276,45,1431,0,0,30,27,327,16,403,14,3,56,41,416,24,553,9,3,36,47,252,25,372,26,12,86,91,624,44,883,3,0,14,13,63,7,99,5,5,45,37,22,8,133,0,0,24,6,97,3,128,28,26,225,66,103,13,456,6,0,24,23,142,11,210,44,37,195,189,384,21,862,135,75,283,60,131,15,706,141,33,318,113,189,26,833,3,0,16,7,41,7,73,14,9,46,36,529,29,659,3,3,17,25,231,47,333,507,245,1663,1086,6602,429,10532,0,0,8,16,26,0,59,3,0,15,9,34,3,63,0,3,30,18,78,13,143,4,11,49,50,98,4,216,0,0,19,33,76,14,147,0,0,12,12,57,3,85,4,8,88,94,384,48,628,8,4,56,69
3014,17,6,108,110,311,34,595,27,14,125,172,884,25,1246,62,29,263,295,2171,91,2902,20,9,103,101,457,9,709,51,39,525,787,8617,326,10343,38,14,193,168,603,38,1054,74,34,495,451,1827,119,2999,84,26,376,471,1580,112,2645,57,27,213,430,1069,111,1906,27,15,128,117,243,14,548,83,49,391,419,364,43,1344,33,28,210,185,498,61,1012,356,130,1503,605,638,93,3326,30,23,204,240,882,80,1453,163,106,582,678,808,67,2401,491,349,1320,330,453,62,3010,573,178,1609,603,776,80,3822,24,8,138,148,359,30,703,37,18,170,197,1511,70,2003,90,21,323,282,1214,272,2198,2331,1125,8981,6769,25261,1739,46208,21,17,74,94,96,25,320,10,4,29,16,37,4,100,28,13,195,269,372,52,936,18,6,45,40,60,8,175,36,22,266,303,462,69,1162,16,15,141,137,224,28,559,78,52,676,832,1917,237,3792,81,47,558,702
3015,53,11,185,83,261,21,620,15,3,61,82,411,12,592,51,9,165,170,1287,61,1747,25,13,56,77,246,9,425,22,16,186,225,2615,83,3147,12,6,87,80,495,21,713,39,14,212,134,743,47,1192,20,8,82,125,412,36,686,16,10,95,115,611,62,909,6,3,39,33,83,4,171,46,22,207,119,111,9,526,10,6,54,42,139,10,266,124,49,538,143,247,29,1126,24,8,61,57,226,13,391,162,75,445,448,662,36,1825,461,154,686,148,245,38,1729,240,90,692,242,391,43,1709,10,4,32,23,80,9,155,30,14,83,80,782,23,1013,25,11,98,65,443,102,735,1393,519,4071,2518,10493,669,19665,23,8,70,64,75,16,243,0,0,19,12,39,0,72,11,9,66,90,193,16,387,5,3,16,17,24,0,65,10,12,88,89,179,19,396,6,0,39,50,112,7,214,25,14,230,244,704,70,1289,25,3,113,149
