SUA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
3006,109650,74347,78155,80652,79691,69681,58742,31607,13971,596498,70,125,89,67,73,83,85,67,41,687,903,832,1174,1089,1115,1700,2130,1023,299,10263,1073,339,796,966,859,1433,2998,2264,502,11245,2138,2890,3013,2229,2137,2341,2004,910,468,18123,293,104,177,199,200,291,454,297,60,2062,112,97,135,132,117,177,155,46,11,981,110,63,89,93,120,272,530,316,54,1650,25,20,41,21,22,24,16,0,0,174,41,24,46,32,51,132,140,84,24,574,0,0,0,0,0,0,0,0,0,4,4700,4365,5468,4761,4619,6362,8435,4939,1424,45075,4765,4489,5558,4827,4693,6441,8518,5000,1461,45761,114411,78843,83715,85477,84379,76124,67265,36608,15430,642260
3007,4052,2244,2168,2139,2466,2419,2195,1390,640,19708,3,9,0,3,4,7,3,0,0,35,0,5,3,3,11,24,17,9,0,68,0,0,3,3,9,16,14,11,0,55,77,162,105,86,130,114,79,36,23,813,0,0,0,0,0,6,7,0,0,24,3,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,8,0,0,3,7,0,0,0,0,0,0,0,0,0,0,90,171,118,95,145,172,120,58,34,1003,94,179,115,99,149,179,126,61,30,1041,4144,2423,2289,2234,2615,2600,2320,1452,673,20749
3008,8559,4731,4185,5036,5934,6873,7812,4444,1442,49013,9,5,3,9,3,3,13,9,0,61,36,24,46,49,43,169,375,160,19,923,24,13,29,28,54,249,635,274,46,1355,234,313,294,260,327,495,435,179,45,2584,8,3,0,8,7,32,133,72,3,267,0,4,0,0,4,14,21,3,0,51,3,0,0,4,11,44,122,31,0,226,0,0,0,3,0,3,3,0,0,7,0,0,5,6,3,21,12,10,0,60,0,0,0,0,0,0,0,0,0,0,304,360,380,355,453,1033,1731,743,118,5471,319,366,384,369,456,1044,1738,747,115,5536,8872,5101,4565,5397,6394,7916,9557,5189,1557,54549
3009,2181,1266,1222,1122,1104,1111,918,562,256,9754,6,8,0,0,0,3,3,0,3,27,0,3,0,0,0,17,13,5,0,40,0,0,0,0,0,0,15,6,0,29,34,69,64,76,88,67,43,14,5,455,0,0,0,0,0,0,3,0,0,4,0,0,0,3,3,6,3,0,0,15,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,36,73,65,77,88,90,80,31,7,551,42,77,65,77,95,90,85,32,8,573,2222,1342,1296,1197,1193,1201,1004,601,268,10329
3010,15842,9110,10096,9441,10004,8250,5119,2947,1227,72025,8,14,16,8,9,10,3,10,0,74,11,9,38,28,53,85,163,42,9,439,20,6,19,26,41,83,139,59,12,403,342,554,528,456,449,502,360,152,66,3409,0,5,8,5,5,20,44,9,0,93,3,3,3,6,6,17,24,3,0,62,0,0,0,0,5,13,23,4,0,54,0,3,0,0,3,3,3,0,0,9,4,0,0,3,7,0,10,0,0,26,0,0,0,0,0,0,0,0,0,0,383,578,598,528,564,731,758,272,89,4490,389,587,614,535,572,736,762,281,89,4568,16230,9698,10707,9978,10578,8987,5879,3229,1316,76594
3011,4675,2792,2449,2907,3201,3568,3265,1868,734,25456,14,17,5,7,0,9,3,5,4,58,0,4,5,8,10,25,35,19,3,110,0,4,3,0,12,32,68,15,5,135,102,171,136,122,120,122,129,67,37,1010,0,0,0,0,0,7,12,3,3,20,4,3,9,0,0,0,7,0,0,26,0,0,4,0,4,3,20,8,0,36,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,109,186,160,140,142,195,274,111,48,1349,116,196,169,141,144,200,281,109,50,1408,4789,2993,2611,3054,3341,3762,3545,1978,791,26863
3012,4217,2257,3253,2423,2295,1519,789,295,68,17114,5,0,7,6,6,8,0,0,0,36,10,3,11,10,24,49,56,17,3,188,0,5,8,9,11,22,34,9,0,106,106,153,176,175,186,201,123,36,3,1172,3,3,12,4,5,6,12,3,0,44,0,0,0,3,0,4,6,4,0,18,0,3,0,0,0,0,9,0,0,11,8,6,9,3,3,3,3,3,0,32,0,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,131,174,224,201,230,291,248,78,11,1581,139,177,227,210,236,298,245,76,8,1622,4357,2438,3478,2631,2529,1812,1036,373,81,18733
3013,15736,10111,9998,8760,9209,7926,5402,3435,1434,72010,10,9,15,8,8,10,12,8,5,91,14,12,26,37,38,88,126,44,0,378,19,11,18,22,23,76,136,42,9,355,344,629,600,435,537,528,353,172,69,3655,4,3,3,9,6,17,52,15,0,108,3,3,14,7,13,12,33,0,0,80,3,4,0,3,0,6,35,4,3,57,0,3,0,7,3,4,0,0,0,15,0,0,0,3,3,8,17,10,0,33,0,0,0,0,0,0,0,0,0,0,382,651,658,521,624,730,742,288,80,4680,398,664,671,525,630,747,752,291,86,4771,16139,10776,10670,9289,9841,8670,6156,3731,1519,76781
3014,53800,31655,29548,36496,40781,38191,33475,18606,8027,290587,47,40,44,31,30,46,57,41,14,352,199,100,244,223,303,599,1029,484,73,3260,396,98,335,383,394,1233,2847,1854,391,7919,1305,1772,1795,1385,1338,1665,1520,737,314,11837,68,25,36,61,80,209,477,238,31,1220,17,6,27,31,36,74,59,26,0,269,22,10,20,27,50,195,487,259,30,1109,12,5,14,10,7,14,14,5,0,79,10,5,11,15,29,76,152,81,11,385,0,0,0,0,0,3,0,0,0,3,2029,2031,2472,2120,2231,4069,6577,3681,853,26075,2073,2070,2513,2155,2263,4120,6629,3726,869,26424,55873,33724,32067,38654,43047,42311,40109,22335,8900,317010
3015,26100,16430,15919,15045,15473,14172,11155,6681,2992,123971,22,34,18,16,20,15,18,13,5,169,42,89,54,43,46,64,74,37,17,464,7,13,29,18,18,34,65,20,3,200,661,1194,777,500,542,576,392,213,121,4975,3,4,7,5,7,15,19,13,3,73,0,0,7,4,6,10,24,4,0,56,0,0,0,0,0,21,12,4,0,37,10,12,11,5,6,0,0,0,0,42,0,7,3,4,3,4,8,3,0,34,0,0,0,0,0,0,0,0,0,0,732,1313,890,582,629,719,590,294,141,5884,752,1352,909,596,653,733,606,310,148,6055,26850,17784,16828,15640,16122,14909,11755,6990,3141,130023
3016,34659,26012,24430,21759,20956,16885,11311,5587,2122,163726,48,33,32,27,13,32,15,10,4,214,47,118,102,73,128,245,301,115,26,1157,42,78,74,54,101,250,350,156,29,1128,890,1636,1166,809,979,1133,964,429,151,8169,3,25,27,26,29,57,87,39,9,292,26,16,26,27,39,54,52,21,5,262,7,9,11,17,18,57,70,20,8,210,23,33,22,14,14,10,6,0,0,124,7,9,12,9,29,46,28,19,0,150,0,0,0,0,0,0,0,0,0,0,1043,1925,1440,1024,1334,1850,1854,797,216,11483,1094,1961,1475,1051,1347,1879,1866,807,220,11693,35755,27974,25901,22807,22305,18764,13182,6390,2343,175421
3017,3049,1801,1425,1501,1800,1779,1641,1018,367,14373,0,3,3,0,3,3,0,3,0,29,9,8,8,13,10,22,21,7,4,94,3,0,3,3,13,4,9,5,0,39,61,116,66,56,53,66,71,27,17,533,0,0,0,0,0,0,11,6,0,11,6,0,4,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,77,123,80,68,80,95,114,39,19,702,77,129,89,73,83,98,116,42,24,723,3128,1927,1512,1572,1884,1876,1760,1061,389,15100
3018,3327,1955,1708,1939,2305,2241,1680,943,403,16493,4,6,3,3,0,3,0,4,0,25,4,4,9,0,8,49,81,19,3,183,5,5,6,5,21,87,165,70,14,372,115,161,98,76,98,124,120,38,12,854,0,0,0,0,3,11,22,18,0,56,3,0,3,0,3,3,5,3,0,28,0,0,0,0,4,11,8,11,0,34,3,5,0,3,0,0,0,0,0,11,0,0,0,0,0,4,13,0,0,18,0,0,0,0,0,0,0,0,0,0,131,180,121,89,139,294,422,159,30,1559,132,182,124,93,137,298,422,166,31,1580,3459,2136,1828,2029,2438,2534,2102,1102,432,18073
4000,44445,24221,23495,27331,35290,37292,29554,14430,6137,242193,129,100,76,76,103,100,117,61,36,799,47,64,87,107,130,302,338,58,14,1147,76,110,196,123,215,465,453,75,13,1730,37,39,104,121,143,225,205,49,3,937,903,1687,1943,1620,2030,2370,1774,641,271,13236,32,23,67,59,97,188,150,35,10,652,4,11,20,17,25,50,69,13,3,220,19,31,22,24,32,40,21,0,0,192,7,5,7,4,10,22,33,0,0,95,0,0,0,0,0,0,0,0,0,0,1126,1959,2451,2078,2687,3682,3044,869,315,18211,1249,2065,2531,2153,2790,3782,3166,930,354,19011,45695,26280,26027,29489,38073,41067,32718,15365,6488,261199
4001,217710,159054,167456,158324,163486,146671,110987,64190,32241,1220122,320,329,307,245,310,328,311,282,169,2598,95,188,402,391,448,455,330,102,28,2436,121,274,518,460,553,434,295,92,24,2772,87,146,253,234,337,332,188,41,11,1632,3925,5865,5927,3799,3645,3382,2845,1831,1316,32541,47,74,180,185,223,195,121,19,10,1052,17,20,25,37,48,59,59,13,4,286,57,107,106,91,102,114,54,11,3,647,21,37,47,48,57,42,56,5,3,320,0,0,3,0,0,0,0,0,0,5,4371,6708,7460,5247,5421,5010,3949,2123,1394,41692,4694,7038,7767,5494,5729,5333,4256,2408,1567,44294,222404,166097,175224,163818,169222,152005,115242,66593,33808,1264415
4002,5518,3223,3112,3182,3697,3350,2514,1528,681,26796,8,9,4,5,5,11,16,3,0,59,3,7,5,9,0,3,5,3,0,50,7,27,19,15,37,49,46,4,0,211,0,3,0,3,8,12,11,0,0,36,118,176,193,99,115,134,71,45,32,982,0,0,0,0,0,6,3,0,0,8,0,0,0,0,3,3,10,0,0,16,0,0,0,0,4,0,3,0,0,5,0,3,4,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,128,216,222,134,169,206,149,54,34,1318,136,229,230,140,177,222,163,55,39,1376,5650,3448,3339,3325,3872,3571,2669,1581,717,28175
4003,2952,2214,2269,1856,2140,1949,1765,1101,465,16696,14,8,5,11,4,3,4,3,0,60,3,3,0,0,0,7,3,5,0,25,3,0,5,9,13,6,13,6,3,63,0,0,0,0,0,8,3,0,0,15,48,116,96,64,87,44,42,20,10,536,0,0,0,0,4,5,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,127,108,77,106,70,63,38,19,656,71,132,114,83,110,78,69,38,16,720,3026,2345,2382,1942,2245,2027,1835,1138,478,17414
4004,2468,1512,1747,1451,1702,1577,1208,581,231,12477,6,6,3,3,7,8,6,7,0,43,6,0,3,14,3,21,33,3,0,84,0,0,3,10,10,22,46,23,0,113,0,3,0,3,7,12,10,4,0,46,116,120,180,122,130,111,55,37,9,886,6,0,8,0,11,23,21,3,0,76,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,129,131,200,151,167,188,174,67,9,1217,141,140,200,155,177,197,183,75,9,1264,2609,1652,1945,1603,1880,1776,1387,653,239,13740
4005,2898,1632,1790,1738,1920,1844,1352,807,360,14334,20,8,8,3,11,9,3,3,7,71,0,3,0,5,5,6,12,0,0,34,0,0,3,4,3,16,9,0,0,34,0,3,5,3,0,3,8,0,0,20,73,125,149,103,95,115,68,31,18,778,0,4,7,14,6,3,10,3,0,57,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,141,163,133,119,147,110,34,18,933,89,148,173,134,126,153,109,37,18,996,2982,1785,1962,1870,2050,1997,1457,847,377,15337
4006,2356,1632,1338,1436,1826,1679,1462,942,397,13071,9,12,3,8,6,6,6,8,3,57,3,4,7,12,6,11,0,3,0,44,3,3,9,3,11,3,7,0,0,39,11,10,8,16,18,3,3,3,0,72,78,113,162,117,120,85,46,16,13,744,0,0,12,3,7,0,3,0,0,27,0,3,3,0,3,3,3,3,0,12,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,93,127,192,150,158,111,75,19,13,938,101,138,195,154,165,117,79,24,12,998,2456,1775,1531,1586,1993,1802,1548,968,411,14069
4007,3102,1660,1507,1981,2467,3619,4784,2944,1257,23337,0,7,3,3,10,10,14,7,8,71,0,0,0,3,8,6,19,3,0,37,3,3,3,9,12,9,13,7,0,67,6,3,3,4,5,10,6,4,0,49,93,97,95,65,103,183,129,70,31,851,3,0,6,3,3,9,5,3,0,39,0,0,3,0,3,0,3,0,0,17,0,3,0,0,3,4,5,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,106,107,113,82,135,227,183,91,31,1072,113,112,110,85,146,235,197,96,41,1145,3213,1775,1623,2065,2616,3851,4986,3045,1299,24475
4008,3996,2439,2544,2408,2989,2476,1853,1186,405,20296,13,13,8,7,8,10,11,3,0,72,3,3,8,4,6,9,3,0,0,40,0,3,4,12,4,11,5,3,0,40,0,0,0,3,3,3,0,0,0,15,133,199,194,123,160,149,76,39,16,1091,0,5,11,7,7,10,4,0,0,41,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,209,215,148,176,178,106,40,18,1235,145,225,227,157,188,188,117,42,24,1307,4143,2667,2775,2566,3176,2667,1964,1232,424,21604
5000,51821,26085,34081,35719,39685,36311,24653,10981,3373,262712,129,125,171,104,124,106,95,32,23,901,132,127,568,562,666,1006,1057,179,16,4306,279,126,557,587,614,1222,1378,233,17,5005,84,180,873,932,1033,1121,836,112,4,5170,43,43,221,261,344,507,574,86,12,2092,1795,3615,10093,8416,8708,7517,4882,1551,323,46892,26,26,88,100,148,211,152,16,0,769,22,38,81,74,54,61,31,8,0,368,6,0,11,18,26,64,67,18,0,201,0,0,0,0,0,0,3,0,0,3,2386,4149,12490,10942,11599,11694,8975,2200,373,64809,2512,4280,12659,11048,11718,11801,9067,2231,391,65713,54332,30361,46739,46764,51409,48108,33722,13212,3760,328419
5001,5959,3583,3301,3597,4092,4010,3209,2020,945,30718,4,7,0,0,7,9,7,9,3,47,0,10,14,17,19,21,15,3,0,92,0,3,3,9,13,26,23,5,0,85,0,3,0,0,7,19,24,0,0,57,3,0,3,0,3,14,30,0,0,56,122,195,201,163,203,215,155,55,42,1344,0,0,0,0,0,5,13,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,207,220,180,253,304,259,66,42,1664,131,215,227,186,258,308,271,77,43,1714,6094,3792,3529,3783,4348,4321,3478,2097,992,32429
5002,3145,1267,2322,2154,1771,1478,600,189,42,12975,6,6,8,7,4,8,6,3,0,54,22,19,37,38,90,141,204,35,0,583,87,47,73,84,129,299,397,80,4,1199,12,4,25,31,62,97,117,14,0,371,3,9,11,10,41,100,131,27,4,345,188,174,356,252,376,678,947,303,34,3306,3,0,7,3,0,20,24,9,0,70,4,6,10,7,6,11,9,0,0,52,3,0,3,3,10,31,19,0,0,74,0,0,0,0,0,0,0,0,0,0,329,261,518,431,716,1381,1845,470,49,6000,332,266,533,436,723,1389,1858,469,49,6053,3475,1532,2853,2593,2497,2865,2454,659,88,19027
5003,14797,8131,8636,9002,9179,7921,5668,2950,1274,67565,8,3,11,7,8,8,9,8,7,66,0,0,9,13,17,14,16,0,0,67,3,3,13,13,20,9,13,3,3,84,3,0,11,6,8,10,15,7,0,57,3,3,0,8,12,5,10,0,0,33,295,390,476,258,282,274,161,106,33,2273,0,0,0,0,0,3,3,0,0,11,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,307,401,508,294,328,312,222,119,40,2530,313,404,520,303,334,324,232,127,48,2598,15115,8533,9164,9304,9517,8245,5900,3075,1315,70164
5004,7228,3298,3419,4539,4459,4096,3556,1898,801,33296,7,7,3,6,3,11,13,6,4,66,18,5,6,12,15,38,35,3,3,139,4,6,7,5,18,29,19,0,0,100,6,4,10,11,22,23,12,0,0,94,3,0,0,0,0,15,8,7,0,36,235,226,255,209,231,315,285,99,34,1887,0,3,0,3,4,15,0,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,269,242,280,246,297,446,359,114,43,2290,278,247,284,252,298,453,379,119,42,2357,7507,3545,3701,4794,4755,4551,3936,2019,841,35645
5005,2320,1351,1237,1309,1631,1360,1075,580,223,11083,6,0,3,8,3,4,0,0,0,20,0,3,8,0,7,12,32,6,3,66,7,4,5,6,16,16,19,0,0,86,0,3,3,3,3,16,20,4,0,46,0,0,0,0,8,11,17,0,0,36,64,92,95,71,79,102,68,18,10,598,0,0,0,0,7,8,22,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,102,113,85,120,158,179,27,12,868,84,102,114,90,119,163,179,25,12,892,2401,1450,1350,1403,1755,1518,1252,606,237,11972
5006,7570,4452,4199,4414,4933,4115,2908,1627,577,34804,15,12,6,9,3,4,11,12,0,68,4,3,8,3,9,32,47,4,0,109,0,3,3,11,17,29,42,4,0,106,4,9,14,10,7,24,26,3,0,91,0,3,9,7,9,21,19,4,0,76,188,233,276,190,250,258,155,96,47,1697,0,0,0,0,0,3,14,0,0,18,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,3,192,251,317,215,285,371,313,117,46,2116,210,270,320,224,287,378,316,130,47,2186,7780,4720,4524,4638,5222,4497,3229,1756,630,36986
5007,6732,3560,4924,4233,3862,2862,1259,532,147,28102,5,4,9,3,3,3,8,0,0,38,6,6,3,7,12,45,35,0,0,114,5,13,18,22,34,38,89,6,0,228,0,6,7,13,12,26,30,5,0,100,3,4,7,3,20,22,36,4,0,97,99,209,333,219,232,228,118,31,14,1489,0,0,6,0,6,18,18,0,0,47,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,246,370,266,320,373,326,49,14,2077,123,249,378,275,322,377,327,46,14,2113,6855,3807,5300,4504,4184,3243,1588,580,159,30217
5008,4052,1693,3166,2757,1893,1033,261,46,11,14916,6,0,6,4,3,3,0,0,0,21,3,3,23,35,47,34,22,9,0,167,9,6,37,59,78,62,54,10,0,306,9,9,38,60,57,52,14,5,3,241,5,0,11,20,27,23,30,11,0,122,66,115,348,351,371,298,156,49,4,1754,0,0,4,9,7,8,9,0,0,39,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,85,139,467,527,585,476,291,79,4,2650,86,137,471,534,585,475,291,79,4,2671,4138,1833,3645,3289,2481,1514,552,123,16,17584
5009,356586,237962,282718,253447,239425,196667,140328,76665,32600,1816392,203,306,294,220,186,229,273,225,88,2027,148,247,595,601,592,632,411,140,34,3395,104,188,527,491,539,604,444,168,22,3091,78,166,331,296,450,488,308,72,9,2205,32,75,159,169,227,242,178,59,21,1156,5691,8508,9431,5851,5183,4764,3782,2506,1426,47133,21,24,31,39,83,132,128,43,3,494,20,34,64,50,64,63,31,4,0,327,7,24,36,44,52,30,36,7,9,249,11,3,11,8,16,27,8,3,0,93,6110,9258,11188,7546,7202,6976,5323,3005,1525,58133,6314,9565,11483,7760,7387,7206,5598,3226,1614,60155,362896,247525,294200,261211,246814,203873,145929,79886,34217,1876548
5010,3170,1419,2952,2169,1787,1051,290,91,27,12956,6,0,4,6,3,3,0,0,0,26,7,12,39,36,51,51,46,8,0,240,13,4,53,34,40,65,59,19,0,292,13,9,56,66,101,65,39,4,0,357,0,0,20,15,26,36,27,3,0,130,59,136,490,419,455,346,131,20,3,2057,0,0,4,9,14,19,23,3,0,69,0,0,0,0,4,3,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,92,166,662,585,681,591,322,58,3,3160,97,166,669,591,684,591,322,58,3,3184,3267,1580,3617,2757,2474,1642,619,147,32,16135
5011,2760,1252,1601,1534,1493,1040,911,441,142,11172,0,0,0,0,0,0,0,3,3,15,0,0,3,0,0,3,3,0,0,11,0,0,0,0,4,3,3,3,0,13,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,4,0,0,4,31,35,45,30,26,32,24,5,3,233,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,52,30,32,41,39,9,4,275,31,40,52,30,32,44,46,13,11,293,2791,1292,1650,1568,1527,1084,956,453,149,11467
6000,25182,13788,12680,15520,21058,23350,18038,8055,2432,140106,52,67,56,33,56,92,73,47,20,503,23,30,71,67,102,121,100,32,3,544,65,58,132,103,103,148,118,14,6,732,48,50,104,66,95,130,94,18,0,605,5,7,20,14,20,41,25,0,0,136,9,10,38,17,26,54,20,8,0,185,588,851,738,546,653,765,521,205,94,4963,0,0,3,4,0,0,11,0,0,22,3,3,17,7,10,8,5,0,0,50,0,0,0,0,0,0,0,0,0,0,748,1010,1118,815,1008,1257,890,271,115,7237,804,1075,1174,853,1070,1356,966,315,133,7743,25990,14862,13852,16370,22126,24699,19001,8374,2563,147852
6001,4560,3086,2669,2785,3435,3241,2664,1726,647,24801,13,11,6,9,11,7,3,9,12,80,0,8,3,4,8,15,3,0,0,45,5,13,15,10,31,11,14,0,0,98,0,6,10,6,5,10,3,0,0,36,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,4,3,0,0,20,110,202,156,119,109,105,72,57,19,957,0,0,3,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,116,232,191,140,166,148,92,57,19,1168,126,247,198,150,175,154,95,66,31,1252,4683,3328,2869,2932,3611,3395,2757,1789,682,26052
