SOSR_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
SOSR603,3,52,0,52,..,220,3,223,3,231,..,239,18,252,4,258,..,97,8,100,0,106,..,69,14,79,0,84,..,21,6,25,0,25,..,90,26,113,3,119,..,908,273,1183,33,1214,..,6272,1090,7358,90,7449,..,249,23,269,5210,5481,73024,6518,1114,7628,5301,85960,78481,..,..,..,..,78481,..,77,0,79,0,81,..,189,59,248,0,248,..,24,0,24,0,24,..,268,57,324,5,329,..,1253,251,1506,10,1510,..,91,15,104,7,107,..,1604,330,1935,13,1948,..,96,11,106,0,107,..,162,5,164,3,170,..,218,7,225,0,224,..,354,6,360,3,366,..,418,57,476,13,484,..,40,3,43,0,43,..,207,17,226,0,225,..,167,12,178,0,180,..,54,0,54,0,54,..,75,13,85,0,85,..,282,178,464,3,470,..,826,230,1054,3,1059,..,312,30,341,4,345,..,171,23,195,3,198,..,98,54,153
SOSR611,0,43,0,43,..,100,10,115,3,117,..,40,0,43,0,43,..,26,0,26,0,26,..,17,0,21,0,20,..,3,0,3,0,3,..,37,8,46,0,46,..,340,162,502,8,508,..,2022,573,2596,37,2631,..,99,17,118,2283,2407,31136,2127,594,2715,2323,36174,33896,..,..,..,..,33896,..,27,0,27,0,27,..,53,13,71,4,69,..,6,0,6,0,6,..,64,17,80,0,86,..,299,52,347,0,349,..,10,3,13,0,13,..,371,75,442,3,447,..,13,0,13,0,13,..,75,0,78,0,78,..,50,3,51,0,51,..,80,3,83,4,82,..,37,3,40,0,40,..,14,3,17,0,17,..,44,0,44,0,44,..,25,3,29,0,29,..,21,0,23,0,23,..,10,0,6,0,6,..,196,203,394,0,394,..,303,214,516,0,516,..,86,7,92,0,93,..,31,10,42,0,38,..,33,12,43
SOSR612,0,0,0,0,..,18,0,18,0,18,..,19,3,18,0,22,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,3,0,3,..,0,3,4,0,4,..,25,16,42,6,46,..,232,56,290,10,297,..,35,0,35,629,663,9867,265,56,320,645,10829,11111,..,..,..,..,11111,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,7,8,14,0,14,..,36,25,59,0,59,..,3,0,3,0,3,..,50,29,80,0,80,..,0,0,0,0,0,..,11,0,11,0,11,..,11,0,11,0,11,..,12,0,12,0,12,..,12,0,12,0,14,..,4,0,4,0,4,..,10,3,17,0,17,..,4,0,4,0,4,..,22,3,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,48,4,48,0,48,..,14,0,14,0,14,..,6,0,8,0,8,..,5,0,6
SOSR613,0,0,0,0,..,16,0,16,3,13,..,19,0,20,0,20,..,11,0,10,0,10,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,3,0,3,..,78,13,89,0,92,..,307,37,340,7,347,..,38,0,45,783,824,13861,351,33,384,792,15036,15068,..,..,..,..,15068,..,11,0,11,0,11,..,8,0,13,0,14,..,0,0,0,0,0,..,9,5,18,0,15,..,27,3,34,0,34,..,0,0,0,0,0,..,34,14,44,3,51,..,3,0,4,0,4,..,29,0,28,0,28,..,14,0,14,0,14,..,31,0,31,0,31,..,6,0,6,0,6,..,3,0,3,0,3,..,10,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,25,0,24,0,24,..,11,0,13,0,13,..,10,0,10,0,10,..,0,0,0
SOSR614,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,15,6,21,0,21,..,60,14,73,0,73,..,12,0,12,311,322,4856,74,14,84,311,5247,5266,..,..,..,..,5266,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,4,3,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,11,3,14,0,14,..,3,0,3,0,3,..,9,0,9,0,9,..,6,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,3,0,3,0,3,..,0,0,0
SOSR615,0,3,0,3,..,23,0,23,0,23,..,34,3,31,0,31,..,3,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,3,3,3,0,3,..,117,20,144,3,147,..,540,71,608,9,616,..,87,3,91,1788,1875,26766,627,68,701,1795,29257,28467,..,..,..,..,28467,..,8,0,11,0,11,..,14,0,19,0,19,..,5,0,5,0,5,..,17,8,24,0,20,..,40,12,54,0,56,..,0,0,0,0,0,..,60,17,74,3,77,..,0,0,0,0,0,..,64,0,69,0,69,..,32,0,33,0,33,..,79,0,85,4,85,..,16,0,16,0,16,..,0,0,0,0,0,..,11,0,16,0,16,..,0,0,0,0,0,..,5,0,5,0,5,..,11,3,9,0,9,..,3,0,4,0,4,..,29,3,32,0,32,..,26,0,23,0,24,..,28,0,25,0,25,..,6,8,11
SOSR621,0,3,0,3,..,19,3,18,0,18,..,11,0,11,0,11,..,0,0,0,0,0,..,6,3,11,0,11,..,0,0,0,0,0,..,3,0,3,0,4,..,45,3,53,3,55,..,236,15,254,8,263,..,27,0,24,623,650,8520,266,17,284,628,9434,8718,..,..,..,..,8718,..,11,0,12,0,12,..,3,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,13,9,21,0,21,..,0,0,0,0,0,..,19,9,23,0,23,..,3,0,5,0,5,..,21,0,21,0,21,..,26,0,26,0,26,..,35,3,42,0,39,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,4,3,6,0,6,..,0,0,3
SOSR622,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,72,5,75,0,78,..,9,3,11,426,442,5494,79,8,91,426,6010,5352,..,..,..,..,5352,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,7,0,7,..,0,0,0,0,0,..,8,3,14,0,15,..,0,0,0,0,0,..,12,0,12,0,12,..,7,0,7,0,7,..,25,0,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0
SOSR631,0,3,0,3,..,26,4,28,0,28,..,58,7,59,0,59,..,0,0,0,0,0,..,10,0,15,0,15,..,7,0,7,0,7,..,0,0,3,0,3,..,167,48,214,8,218,..,960,118,1079,20,1100,..,112,8,122,3343,3464,46412,1076,122,1201,3360,50967,43386,..,..,..,..,43386,..,33,0,38,0,38,..,8,0,6,0,6,..,3,0,3,0,6,..,18,3,19,0,19,..,75,25,101,4,101,..,4,0,3,0,3,..,100,29,121,8,126,..,3,0,3,0,3,..,108,0,108,0,108,..,62,0,62,0,62,..,198,6,201,3,204,..,26,0,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,4,0,4,0,4,..,17,0,17,0,13,..,47,0,47,3,45,..,57,3,56,0,56,..,23,3,28
SOSR679,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,4,9,0,9,..,0,0,0,4,4,37,10,4,9,4,49,18,..,..,..,..,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR699,0,0,0,0,..,3,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,23,3,31,0,31,..,0,0,0,115,117,378,30,3,35,115,524,300,..,..,..,..,300,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,7,0,7,..,4,3,5,0,9,..,0,0,0,0,0,..,8,5,9,0,8,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR703,19,272,3,279,..,2484,117,2604,29,2632,..,164,10,175,0,172,..,239,26,264,0,266,..,187,35,222,0,220,..,24,0,27,0,27,..,306,62,372,4,377,..,1861,297,2151,51,2210,..,11479,1496,12972,170,13138,..,164,34,198,8012,8212,40690,11637,1529,13167,8178,62041,37194,..,..,..,..,37194,..,103,3,104,0,104,..,89,5,95,3,97,..,536,36,569,17,594,..,245,95,339,0,344,..,742,259,999,9,1010,..,232,73,305,0,303,..,1216,432,1643,10,1657,..,15,0,14,0,14,..,71,3,71,0,71,..,196,25,218,3,225,..,281,7,285,0,285,..,1202,235,1437,19,1455,..,146,16,161,0,161,..,261,15,280,3,277,..,181,22,198,0,203,..,211,13,222,0,226,..,127,18,148,0,147,..,587,64,658,3,664,..,1511,152,1664,9,1673,..,240,25,272,3,272,..,98,62,167,0,168,..,94,33,129
SOSR712,0,14,0,14,..,195,3,203,3,202,..,27,3,32,0,32,..,14,0,14,0,14,..,14,7,15,0,15,..,0,0,0,0,0,..,32,9,39,0,39,..,478,58,534,13,550,..,1922,216,2141,51,2185,..,48,18,63,1379,1439,7991,1966,239,2199,1427,11619,8186,..,..,..,..,8186,..,42,0,42,0,37,..,18,0,14,0,14,..,641,89,726,26,752,..,30,0,30,0,32,..,75,35,108,0,108,..,7,5,17,0,17,..,108,40,149,0,153,..,5,0,5,0,5,..,11,0,11,0,11,..,31,0,32,0,35,..,64,0,71,0,71,..,8,0,8,0,8,..,4,0,8,0,8,..,55,4,65,0,61,..,66,10,79,0,83,..,34,3,43,0,43,..,20,6,29,0,29,..,47,4,55,3,60,..,233,33,272,3,277,..,41,5,44,0,44,..,30,3,29,0,29,..,18,5,27
SOSR714,0,0,0,0,..,62,3,64,3,67,..,0,0,4,0,4,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,11,..,68,17,85,5,91,..,415,41,458,4,469,..,24,4,25,643,670,2084,440,48,488,650,3222,1952,..,..,..,..,1952,..,3,0,3,0,3,..,6,0,6,0,6,..,187,19,202,11,210,..,3,0,3,0,3,..,13,4,12,0,12,..,4,0,5,0,5,..,15,4,22,0,22,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,22,0,24,0,24,..,37,0,43,0,43,..,0,0,0,0,0,..,4,0,9,0,9,..,3,0,3
SOSR715,0,3,0,3,..,42,0,42,0,43,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,3,0,3,..,81,7,90,6,96,..,4542,940,5484,151,5635,..,54,23,77,934,1015,2429,4589,968,5560,1087,9074,2236,..,..,..,..,2236,..,5,0,5,0,3,..,3,3,7,0,7,..,4378,814,5191,151,5344,..,3,0,4,0,4,..,14,7,18,0,18,..,0,0,0,0,0,..,20,4,24,0,22,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,10,0,8,0,8,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,3,0,3,..,10,0,10,0,10,..,21,3,22,0,22,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3
SOSR721,0,5,0,5,..,30,0,30,0,30,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,52,15,76,5,76,..,3412,488,3904,107,4016,..,35,17,54,655,707,2344,3450,511,3958,765,7067,2084,..,..,..,..,2084,..,4,0,4,0,4,..,0,0,0,0,0,..,3538,389,3928,112,4042,..,0,0,0,0,0,..,16,5,22,0,22,..,0,0,0,0,0,..,17,5,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,12,0,12,0,15,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,22,0,22,0,22,..,17,0,14,0,14,..,16,0,14,0,16,..,3,4,8
SOSR722,0,3,0,4,..,10,0,13,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,3,44,16,55,..,3115,503,3619,85,3710,..,24,12,38,536,580,1664,3138,520,3660,625,5946,1579,..,..,..,..,1579,..,5,0,5,0,5,..,0,0,0,0,0,..,3398,436,3830,92,3922,..,0,0,0,0,0,..,3,0,6,0,6,..,3,0,3,0,3,..,3,3,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR731,0,3,0,3,..,73,8,76,0,76,..,15,8,24,0,24,..,0,0,0,0,0,..,14,0,12,0,12,..,0,0,0,0,0,..,74,73,146,0,146,..,169,33,204,9,213,..,3069,484,3547,98,3642,..,54,19,71,3231,3302,11263,3116,502,3620,3328,18212,9549,..,..,..,..,9549,..,10,0,10,0,10,..,3,0,4,0,4,..,2543,349,2893,65,2958,..,9,0,10,0,10,..,27,3,32,0,32,..,3,0,4,0,4,..,36,12,44,0,44,..,0,0,0,0,0,..,19,0,19,0,16,..,27,3,29,0,29,..,66,3,64,0,66,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,16,3,22,0,22,..,3,3,4,0,4,..,4,3,10
SOSR779,0,0,0,0,..,23,3,26,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,12,36,0,37,..,0,0,0,5,3,16,26,12,37,3,61,10,..,..,..,..,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0
SOSR799,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,18,0,18,..,196,32,226,7,234,..,45,16,65,307,371,720,244,48,294,312,1332,642,..,..,..,..,642,..,0,0,0,0,0,..,0,0,0,0,0,..,101,19,123,12,133,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,14,0,14,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
SOSR802,18,224,0,224,..,1943,94,2037,15,2054,..,1343,142,1486,15,1505,..,918,54,967,9,975,..,299,62,363,5,367,..,130,17,143,3,147,..,1560,357,1913,10,1922,..,6117,1005,7122,155,7276,..,36280,4735,41014,401,41419,..,421,72,495,10594,11082,142380,36701,4807,41506,10996,194879,145337,..,..,..,..,145337,..,322,6,334,0,335,..,1191,242,1436,16,1448,..,66,0,66,0,64,..,1671,361,2029,11,2043,..,5472,1134,6611,32,6644,..,379,118,490,0,490,..,7521,1609,9131,47,9177,..,1062,117,1176,11,1188,..,325,8,328,0,328,..,1063,26,1095,11,1108,..,1034,18,1047,9,1052,..,1107,142,1250,16,1263,..,868,63,930,4,939,..,1723,91,1817,7,1830,..,907,131,1033,11,1039,..,839,38,879,10,884,..,955,120,1076,10,1087,..,970,86,1058,14,1072,..,6258,533,6794,53,6850,..,1485,168,1656,10,1668,..,557,67,627,3,632,..,858,347,1202
SOSR822,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,4,4,124,3,0,3,4,135,131,..,..,..,..,131,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR831,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,8,0,12,..,21,3,25,0,25,..,0,0,0,44,44,353,21,3,25,40,422,312,..,..,..,..,312,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
SOSR879,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR899,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,6,0,6,..,38,9,45,3,42,..,0,0,0,74,78,190,37,9,44,75,312,160,..,..,..,..,160,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,8,0,8,..,0,0,0,0,0,..,3,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
