SOSR_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SOSR513,0,0,0,10,0,3,0,0,0,12,0,3,0,3,4,0,0,0,0,11,0,0,0,10,0,0,0,0,0,11,0,4,0,13,8,10,7,0,0,43,14,90,113,420,177,151,24,13,0,1012,0,0,0,10,3,7,0,0,0,25,3,7,0,15,3,0,0,0,0,27,0,3,0,20,3,3,0,0,0,31,13,61,84,266,120,45,11,0,0,598,0,0,0,13,3,0,3,0,0,18,0,5,4,35,26,26,18,5,0,111,0,0,0,11,5,13,3,0,0,39,3,31,42,135,61,25,3,5,0,301,0,0,0,0,0,0,4,0,0,3,0,9,0,28,9,4,0,0,0,49,0,0,10,64,0,0,0,0,0,74,9,14,10,119,42,12,0,0,0,207,0,0,0,5,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,3,3,24,8,6,3,0,0,57
SOSR514,0,0,0,6,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,11,13,11,0,54,3,66,61,240,105,74,39,21,3,603,0,0,0,9,6,3,6,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,11,0,17,13,81,15,20,6,0,0,156,0,0,0,3,0,4,5,6,4,31,0,10,4,42,26,36,20,16,9,172,0,0,3,10,3,3,4,0,0,28,3,30,17,101,48,29,19,3,0,238,0,0,0,0,0,0,4,3,0,10,0,3,0,3,3,0,0,0,0,15,0,0,3,49,0,0,0,0,0,53,0,5,3,25,14,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,29,7,4,3,0,0,56
SOSR515,0,0,0,3,0,4,0,0,0,13,0,3,4,39,9,7,3,3,0,78,0,0,0,4,0,0,0,0,0,3,0,3,3,27,12,16,58,22,14,151,18,80,114,444,260,247,100,17,5,1295,0,0,0,3,3,8,11,4,0,34,0,3,0,8,0,0,0,0,0,8,0,3,6,18,9,8,0,0,0,39,22,103,65,254,88,45,21,0,0,588,0,3,0,10,3,3,9,3,3,38,0,4,8,37,57,64,67,39,13,286,0,0,0,13,11,8,7,3,0,47,0,36,32,112,54,43,21,7,3,319,0,0,0,0,3,3,3,3,0,16,0,9,3,14,3,0,0,0,0,31,0,0,13,81,0,0,0,0,0,96,0,17,29,81,44,19,0,0,0,196,0,0,0,3,5,3,3,6,0,17,0,0,0,0,0,0,0,0,0,0,8,4,3,34,29,16,16,3,0,120
SOSR521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,19,38,13,3,87,3,33,40,181,180,142,41,4,0,621,0,0,0,3,4,8,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,17,7,50,29,136,44,19,14,3,0,296,0,0,0,3,0,8,0,0,0,15,0,0,5,27,26,33,41,7,3,149,0,0,4,3,6,0,0,0,0,12,0,14,17,57,34,25,12,4,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,9,57,0,0,0,0,0,66,3,0,0,24,13,7,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,14,8,0,0,51
SOSR522,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,11,3,0,36,0,11,25,88,61,66,22,11,0,280,0,0,0,4,3,3,0,3,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,3,0,4,11,22,12,11,6,3,0,68,0,0,0,0,0,3,0,0,0,3,0,0,0,6,13,12,14,9,0,49,0,0,0,3,0,4,0,0,0,7,0,8,4,21,13,8,4,3,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,10,0,0,0,10,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,3,0,0,11
SOSR531,0,0,0,3,4,3,0,0,0,11,0,0,0,4,5,14,3,6,0,27,0,0,0,3,0,0,0,0,0,3,0,0,7,49,37,73,125,29,9,328,8,62,117,624,501,383,137,33,11,1879,0,3,0,13,19,16,20,6,0,78,0,3,0,8,3,0,6,0,0,16,3,3,0,16,19,8,8,0,0,61,3,35,22,150,56,58,9,0,0,334,0,0,0,17,5,22,10,3,0,60,0,8,15,96,102,136,84,30,5,481,0,3,3,26,24,25,13,3,3,105,3,39,71,236,166,85,59,12,3,672,0,0,0,0,3,3,8,3,0,19,0,0,0,14,8,0,3,0,0,29,0,0,14,55,3,0,0,0,0,71,7,11,5,71,42,12,6,5,3,160,0,0,0,0,0,3,3,5,0,8,0,0,0,3,0,0,0,0,0,7,3,10,10,72,48,50,35,5,4,235
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,13,0,0,13,32,21,34,10,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,7,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13
SOSR603,0,0,0,0,0,0,3,0,0,9,0,5,12,26,7,13,0,0,0,62,12,47,95,68,0,3,0,0,3,230,0,0,7,24,17,48,105,74,39,312,8,38,55,240,151,148,92,36,18,788,0,0,0,5,4,12,15,8,3,51,3,20,8,52,4,0,0,0,0,90,0,0,4,24,26,11,3,3,0,71,8,25,39,161,90,83,38,8,3,459,0,0,0,45,15,28,46,33,39,215,0,14,13,39,71,63,92,79,27,393,0,5,81,44,18,21,10,7,0,190,0,20,33,118,53,69,41,22,7,353,0,0,0,0,3,3,3,5,0,15,0,5,12,40,15,9,3,7,0,95,6,3,9,54,3,3,0,0,0,83,8,28,32,113,21,13,3,0,0,230,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,3,0,3,0,16,10,33,35,114,54,48,44,8,3,352
SOSR611,0,0,0,4,0,3,0,0,0,5,0,21,18,36,7,0,0,0,0,77,4,47,72,21,0,0,0,0,0,147,0,0,3,9,3,25,71,47,15,174,0,20,19,86,63,59,29,10,10,293,0,0,0,3,5,0,4,5,0,24,3,9,3,9,0,0,0,0,0,19,0,0,0,11,14,4,4,0,0,36,0,5,15,102,52,45,15,3,0,239,0,0,0,10,4,5,8,4,10,43,0,0,3,10,22,33,45,17,9,151,0,0,20,20,3,4,3,5,0,55,0,7,15,32,17,16,10,6,3,104,0,0,0,0,0,0,0,0,0,4,0,4,0,22,6,3,3,0,0,37,0,0,0,15,4,0,0,0,0,20,0,3,5,24,10,4,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,4,32,9,14,12,7,0,93
SOSR612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,10,0,37,0,3,0,19,16,26,9,3,0,83,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,8,4,25,10,22,14,3,0,92,0,0,0,0,3,0,3,0,0,5,0,0,0,6,9,5,21,8,0,50,0,3,0,0,0,0,0,0,0,3,0,0,4,9,7,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,9,4,7,3,0,5,0,0,29,0,0,10,20,0,0,0,0,0,31,0,0,0,17,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,8,0,0,21
SOSR613,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,25,13,81,3,3,5,32,31,18,24,9,5,122,0,0,0,0,4,0,4,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,7,4,26,20,24,7,3,0,85,0,0,0,0,0,0,7,0,3,11,0,3,6,6,9,18,28,12,0,72,0,0,0,3,3,3,0,0,0,9,0,0,4,9,3,4,3,3,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,0,0,0,0,14,0,0,0,7,0,0,0,0,0,8,0,7,3,6,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,7,3,3,0,0,22
SOSR614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,4,0,26,0,0,3,13,9,14,16,5,0,60,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,9,4,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,9,3,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5
SOSR615,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,17,77,33,16,159,0,15,21,71,64,88,53,19,7,342,0,0,0,0,0,3,9,3,0,17,0,3,4,4,3,0,0,0,0,9,0,0,0,5,5,3,3,0,0,14,3,4,7,49,18,20,19,6,0,130,0,0,0,0,7,3,0,0,0,11,0,0,0,3,18,24,51,24,12,140,0,0,0,8,4,0,3,0,0,12,0,0,0,28,9,3,13,4,0,58,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,9,3,0,3,17,9,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,18,12,15,17,3,0,79
SOSR621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,22,7,10,48,0,4,3,24,14,22,20,3,3,94,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,12,0,3,0,11,6,6,5,3,0,40,0,0,0,3,4,4,0,0,0,9,0,0,0,6,4,17,14,10,3,55,0,0,0,0,4,4,0,0,0,10,0,3,0,14,4,5,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,9,0,0,32
SOSR622,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,8,0,25,0,3,3,23,12,11,20,0,0,71,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,7,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,3,12,4,4,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,0,21
SOSR631,0,0,0,3,3,3,3,0,0,12,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,6,10,18,33,45,73,36,9,225,5,26,40,153,158,142,91,15,0,636,0,0,0,4,4,4,10,3,0,27,0,0,0,0,0,0,0,0,0,8,0,0,0,13,8,8,3,0,0,26,3,8,3,78,34,29,21,3,0,180,0,0,0,5,4,7,9,0,5,36,0,0,5,15,39,50,65,24,5,204,0,4,3,12,6,6,3,0,0,35,0,6,12,37,30,39,24,8,0,165,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,3,0,0,14,0,0,0,31,0,3,0,0,0,40,3,0,0,21,6,6,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,9,19,28,37,52,39,6,3,197
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,0,3,3,13,4,3,0,4,0,24,0,5,7,44,16,4,0,0,0,82,9,30,109,298,9,13,4,0,0,460,0,3,3,29,17,19,28,11,0,114,13,73,98,410,234,211,75,25,3,1148,0,0,4,25,5,5,7,3,0,56,7,16,9,61,15,6,0,0,0,115,0,11,12,88,64,33,14,3,0,223,47,277,309,1241,389,255,112,34,13,2670,0,0,0,20,3,9,5,3,0,42,3,5,13,58,42,39,26,15,3,210,3,7,11,31,31,29,23,11,0,145,7,26,32,124,51,21,9,4,0,266,0,0,0,0,3,3,4,0,0,10,10,39,17,150,22,29,23,8,3,303,8,3,26,265,7,4,0,0,0,313,10,27,58,222,118,52,22,6,0,517,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,14,3,35,25,69,30,15,11,3,0,192
SOSR712,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,16,0,0,0,20,3,0,0,0,0,25,0,0,0,10,4,13,3,3,5,37,14,63,53,166,74,76,18,11,0,463,0,3,0,0,7,0,0,0,0,11,0,0,0,8,0,0,0,0,0,10,0,0,3,9,11,7,3,0,0,35,0,15,34,129,53,39,4,0,3,279,0,0,0,7,3,0,0,0,0,8,0,0,0,19,17,9,3,6,0,55,0,0,0,7,4,0,0,0,0,11,0,12,14,31,15,7,4,3,0,81,0,0,0,0,0,3,0,0,0,4,3,0,4,32,5,5,0,0,0,46,0,0,15,48,4,3,0,0,0,67,0,3,3,19,7,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55,28,100,54,29,5,0,0,297
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,3,19,11,17,0,0,0,49,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,9,43,23,17,7,3,0,113,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,6,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,3,0,0,0,17
SOSR715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,3,8,8,45,21,29,3,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,0,13,3,11,7,38,21,13,0,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,15,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SOSR721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,40,18,15,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,18,0,3,0,14,4,7,5,0,0,38,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,4,0,0,0,12,0,0,0,15,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,9
SOSR722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,7,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SOSR731,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,5,0,0,26,0,8,12,62,51,60,21,4,0,226,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,6,3,0,0,34,3,8,5,42,31,21,16,5,0,136,0,0,0,3,0,0,0,0,0,7,0,0,0,6,3,10,8,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,3,5,13,3,0,0,0,31,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,11,3,3,3,22,21,14,4,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,9,0,0,0,30
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,10,0,0,0,4,7,10,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6
