SOSR_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
SOSR614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,0,7,6,0,6,10,13,0,25,0,4,0,4,0,0,7,6,20,0,30,3,6,0,10,4,0,10,21,23,0,40,4,28,6,37,6,3,9,47,40,0,86,6,21,3,27,3,3,6,40,38,0,78,15,24,3,47,0,0,3,46,39,0,84,21,15,0,40,0,0,0,40,28,0,70,23,6,0,35,0,0,0,35,11,0,47,6,3,3,11,0,0,0,11,9,0,18,4,6,0,8,0,0,0,8,4,0,18,8,5,0,13,0,0,0,15,5,0,21,0,0,0,5,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,3,16,11,3,34,0,3,3,36,15,0,50,0,3
SOSR615,0,0,0,3,4,0,4,5,22,0,24,0,7,0,9,3,0,3,5,9,0,16,3,13,4,22,9,3,10,35,42,0,80,3,27,3,37,17,15,34,72,98,0,167,5,53,8,59,15,19,31,94,141,3,234,22,139,13,170,19,26,43,213,218,0,432,42,131,10,186,6,11,18,206,164,7,373,78,101,9,187,4,0,7,195,121,0,319,100,92,7,196,6,3,8,201,119,0,320,75,47,7,126,3,6,6,133,59,0,195,68,27,4,97,0,0,3,98,35,0,137,54,8,6,70,0,0,0,70,16,0,86,60,8,3,74,0,0,0,74,15,0,91,25,4,0,27,0,0,0,27,4,0,33,8,0,0,8,0,0,0,8,0,0,7,14,0,0,11,0,0,0,11,7,0,17,3,0,0,3,0,0,0,3,8,0,13,71,61,10,149,4,7,15,161,90,4,252,5,5
SOSR621,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,4,0,5,0,7,0,7,0,0,0,10,9,0,26,0,9,3,13,3,0,5,12,27,0,43,4,18,0,19,3,3,7,27,29,0,63,13,34,0,45,0,4,9,51,57,0,110,5,32,3,43,0,0,0,43,41,0,88,18,25,4,46,0,3,3,50,25,0,77,27,8,4,40,0,0,0,39,33,0,75,8,14,3,28,0,0,0,28,9,0,36,9,5,0,16,0,0,0,16,12,0,22,9,3,0,14,0,0,0,14,3,0,17,23,5,0,24,0,0,0,24,0,0,29,3,0,0,4,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,29,7,60,0,0,3,58,31,3,95,0,0
SOSR622,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,3,5,0,8,0,3,0,3,3,0,3,5,4,0,15,3,8,0,16,0,0,0,13,22,0,41,6,33,0,41,0,3,6,45,28,0,76,3,18,3,28,0,0,0,32,24,0,59,10,13,4,23,0,0,0,27,23,0,50,20,8,5,30,0,0,0,35,21,0,53,10,3,0,13,0,0,0,14,4,0,16,13,8,0,18,0,0,0,18,6,0,22,9,3,0,12,0,0,0,14,6,0,17,13,0,0,14,0,0,0,14,3,0,18,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,21,13,3,36,0,0,0,38,13,4,60,0,0
SOSR631,3,0,3,7,3,0,3,11,15,0,28,3,0,0,8,0,0,0,5,10,0,20,0,16,0,20,12,16,22,41,51,0,94,6,25,5,33,11,6,17,54,76,0,133,7,67,3,83,7,19,29,107,117,0,229,25,116,5,144,9,10,19,169,176,3,344,56,114,9,178,8,7,19,198,171,3,371,80,81,10,167,3,4,11,178,141,9,320,100,77,8,192,3,3,7,199,120,3,319,97,47,4,147,0,0,3,152,64,0,214,76,28,3,113,0,0,0,113,39,0,145,62,23,3,98,3,0,4,99,24,0,119,75,21,3,101,0,0,0,101,22,0,126,23,7,0,30,0,0,0,30,7,0,41,9,3,0,9,0,0,0,9,3,0,10,9,7,0,13,0,3,3,20,0,0,20,11,0,0,14,0,0,0,14,6,0,16,92,82,8,181,9,3,9,197,118,10,319,9,5
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,5,0,0,7,4,4,12,14,53,0,66,0,9,0,12,6,0,6,12,27,0,40,4,11,0,17,8,5,21,38,45,3,85,4,26,0,28,15,10,18,45,90,3,141,10,42,0,49,16,8,21,68,124,0,196,18,70,4,97,13,10,21,119,146,0,264,65,64,9,135,14,8,16,155,124,0,279,124,84,9,215,5,11,13,225,103,0,330,198,66,8,278,7,4,8,281,92,0,376,216,35,18,263,8,3,6,271,55,0,327,187,37,11,234,4,0,5,243,55,3,300,181,29,6,214,5,0,5,223,39,0,258,305,32,14,362,4,4,10,365,54,0,424,130,17,9,150,0,0,0,155,40,0,194,62,9,11,79,0,0,0,79,9,0,84,68,4,5,78,3,0,3,77,8,0,88,65,6,8,78,0,0,0,81,12,0,89,185,59,15,254,9,8,17,273,113,9,400,16,6
SOSR712,0,0,0,0,0,0,0,0,14,0,18,0,3,0,3,0,0,0,3,4,0,11,0,5,0,5,0,0,0,11,14,0,27,0,8,0,8,0,3,3,8,18,0,25,0,7,0,7,0,3,3,9,34,0,47,3,15,5,19,4,0,6,28,30,0,56,19,15,0,38,0,0,0,41,33,0,69,26,22,3,50,0,0,3,52,13,0,68,62,16,3,79,4,0,4,87,12,0,97,47,13,0,60,0,0,0,64,13,0,73,49,7,4,62,0,0,0,64,9,0,74,36,6,3,46,0,0,0,46,9,0,56,65,9,3,76,3,0,3,85,9,0,90,22,3,0,28,0,0,0,28,4,0,30,14,0,0,12,0,0,0,12,0,0,12,13,4,0,17,0,0,0,17,0,0,19,13,0,0,10,0,0,0,10,3,0,14,32,11,9,44,3,0,4,53,30,0,83,0,4
SOSR714,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,10,0,12,3,4,0,3,0,0,0,3,14,0,22,7,3,0,12,0,0,0,14,12,0,24,10,5,0,14,0,0,0,14,9,0,21,15,5,0,17,0,0,0,17,10,0,29,9,3,0,17,0,0,0,17,0,0,17,4,4,0,5,0,0,0,5,4,0,12,10,0,0,11,0,0,0,11,0,0,13,10,0,0,10,0,0,0,10,0,0,10,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,19,3,3,4,21,5,0,28,0,0
SOSR715,0,0,0,0,0,0,0,3,14,0,11,3,0,0,3,4,0,4,5,37,0,46,4,16,3,24,12,3,12,42,129,6,172,0,6,0,7,6,3,12,16,36,0,55,3,12,0,13,9,0,11,23,50,0,71,14,8,4,27,10,3,10,41,29,0,72,4,13,0,16,3,0,3,18,36,3,60,17,13,0,28,0,3,4,30,32,0,70,21,9,0,34,0,0,3,34,25,0,63,14,6,0,20,0,0,0,20,20,0,39,12,6,0,18,0,0,0,24,16,0,38,14,0,0,17,0,0,0,17,6,0,25,18,0,0,18,0,0,0,18,0,0,19,7,0,0,3,0,0,0,3,0,0,7,4,3,0,12,0,0,0,12,0,0,12,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,4,12,9,3,33,3,0,11,40,57,0,104,0,0
SOSR721,0,0,0,0,0,3,3,4,10,0,12,0,3,3,4,3,0,4,5,22,3,27,6,9,0,10,10,6,17,29,93,0,123,3,3,3,6,0,0,0,11,19,0,29,4,3,3,10,3,3,7,15,33,0,42,5,10,0,19,0,0,0,18,22,0,42,12,10,3,21,3,0,3,24,19,0,44,11,7,0,18,0,0,0,16,14,0,33,13,7,5,25,0,0,0,25,16,0,42,14,4,0,24,0,0,0,21,14,0,40,16,3,4,21,0,0,0,21,3,0,26,12,3,0,15,0,0,0,15,3,0,15,14,3,3,18,0,0,0,18,0,0,22,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,0,3,0,0,6,9,10,3,21,3,5,9,29,25,0,61,11,9
SOSR722,0,0,0,0,0,0,0,0,4,0,3,3,0,3,4,7,4,10,13,23,0,39,7,11,0,17,21,4,29,42,81,0,127,3,0,0,10,5,3,8,16,26,0,44,4,6,4,16,6,0,4,25,50,0,68,8,4,0,18,7,5,12,26,33,0,59,6,6,0,12,4,0,3,19,35,0,53,17,5,0,21,7,0,7,30,25,0,55,12,13,0,27,0,0,3,24,16,0,49,17,3,0,21,0,0,0,20,7,0,34,6,3,0,10,0,0,0,10,3,0,11,4,0,0,6,0,0,0,5,4,0,7,3,3,0,5,3,0,3,13,3,0,9,4,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,9,0,23,12,3,13,31,33,3,73,7,0
SOSR731,0,0,0,0,3,0,3,3,9,0,17,0,3,3,3,3,0,3,7,15,0,19,0,10,0,10,13,8,18,30,58,0,92,0,0,0,6,3,0,5,7,23,0,37,7,7,3,18,10,3,13,32,47,0,81,9,15,3,29,9,0,6,39,22,0,65,11,20,3,33,0,5,5,38,40,0,80,28,10,3,41,5,3,4,45,32,0,82,46,11,3,60,0,0,3,68,28,0,94,42,4,0,49,0,0,0,50,23,0,72,26,7,3,39,0,0,0,37,11,0,54,23,11,5,35,3,0,3,37,10,0,43,43,4,3,57,0,0,0,58,14,0,72,12,3,0,20,0,0,0,17,5,0,24,14,3,0,15,0,0,0,15,3,0,23,10,0,5,10,0,0,0,11,0,0,11,10,0,0,12,0,0,0,12,3,0,13,42,8,3,55,8,0,8,62,39,3,99,6,8
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,8,4,3,17,10,10,15,33,123,0,157,3,18,0,20,9,3,12,35,59,3,95,0,36,3,44,32,24,56,100,195,0,297,6,70,11,81,29,30,58,140,269,5,410,15,124,8,147,31,33,62,211,371,3,581,67,237,27,331,32,30,61,397,457,3,854,143,311,22,473,13,18,32,508,365,3,877,251,313,25,586,15,7,29,616,320,4,934,441,321,32,798,14,24,39,837,400,3,1241,580,245,37,869,14,3,17,881,289,3,1178,704,225,39,959,11,9,16,979,226,3,1204,640,160,31,830,9,3,15,844,194,4,1042,1249,224,58,1529,11,3,14,1546,265,4,1810,503,87,30,616,4,3,6,624,169,0,797,263,38,16,310,0,0,0,313,66,0,381,321,37,11,363,3,0,7,368,50,0,423,288,28,10,326,0,0,0,326,66,0,388,640,198,52,887,23,10,33,922,339,19,1280,25,19
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,5,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,3,0,6,0,0
SOSR921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,3,0,4,0,0,0,4,3,0,5,4,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,4,0,0,6,0,0,0,6,3,0,7,6,0,0,4,0,0,0,4,0,0,7,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,9,0,0
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
