SOSR_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SOSR714,0,0,144,149,10,39,96,145,122,105,153,385,143,65,74,282,149,64,81,287,121,37,82,244,67,16,63,141,16,0,29,42,3,0,0,6,631,326,731,1688,3,9,130,136,13,51,101,157,160,124,138,418,166,62,98,334,140,57,101,299,115,31,103,247,36,5,62,105,13,0,25,36,0,0,8,3,651,340,748,1737,4,10,275,284,20,88,193,303,283,228,290,801,315,130,167,616,287,121,182,587,235,74,185,489,108,21,124,251,27,0,48,75,3,0,3,10,1282,664,1473,3418
SOSR715,18,5,640,662,124,68,445,633,487,226,585,1300,505,209,354,1068,459,135,340,928,306,61,206,573,97,18,102,216,16,3,29,48,0,0,0,0,2011,724,2702,5437,45,30,566,636,163,87,398,651,539,278,594,1418,528,193,383,1102,421,108,389,916,254,35,301,591,51,7,103,164,6,3,46,53,0,0,4,4,2003,741,2792,5533,56,34,1205,1296,286,162,843,1286,1031,507,1178,2715,1032,400,736,2173,878,235,733,1847,564,96,510,1171,146,27,204,377,26,3,68,103,0,0,5,5,4018,1462,5493,10976
SOSR721,24,5,494,527,123,43,349,510,463,168,496,1116,445,140,270,852,330,90,233,652,241,52,158,448,103,11,67,177,13,4,20,38,4,0,3,5,1736,507,2089,4340,48,16,395,454,174,47,300,520,486,185,508,1182,434,141,315,893,347,76,320,744,173,47,238,465,60,9,105,172,4,3,46,52,0,0,9,16,1738,519,2245,4501,77,21,894,983,292,81,652,1031,949,349,1002,2301,881,278,587,1742,677,169,556,1403,416,103,396,911,160,26,173,355,21,3,68,93,4,3,14,24,3471,1027,4335,8838
SOSR722,15,5,399,427,118,46,283,439,330,128,303,761,277,134,207,612,288,99,210,596,218,44,164,431,93,29,108,229,19,6,47,71,8,0,10,20,1369,484,1734,3580,32,15,354,400,161,50,248,456,350,145,353,850,281,123,273,679,271,101,289,669,194,49,256,498,60,15,153,231,12,3,58,76,3,0,13,15,1365,505,2005,3879,51,23,759,831,272,93,533,899,680,274,655,1607,557,254,478,1298,558,204,506,1264,416,93,421,928,150,42,257,453,37,9,104,150,7,0,26,33,2734,987,3741,7462
SOSR731,10,12,889,910,83,114,606,802,551,430,712,1699,946,381,504,1833,1096,409,611,2113,849,249,563,1664,531,100,357,986,126,11,117,253,14,3,25,35,4202,1705,4384,10288,22,18,722,766,113,180,416,706,744,479,522,1737,1094,388,412,1892,1091,413,477,1983,776,208,427,1412,376,66,288,724,68,10,116,194,7,0,29,41,4291,1758,3407,9453,36,31,1605,1675,195,293,1014,1507,1291,909,1232,3437,2040,767,919,3725,2190,820,1088,4096,1628,455,993,3078,900,161,646,1709,192,25,227,441,18,3,51,73,8492,3468,7788,19750
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,0,71,10465,10536,264,1506,10411,12181,9978,6072,12118,28167,16713,3435,5850,25998,14522,2575,5437,22537,11946,1507,4223,17683,8870,655,2447,11976,3993,151,1231,5371,1017,29,671,1715,67304,16008,52857,136174,14,155,9891,10061,679,2213,9370,12268,13360,6276,10416,30050,17203,3389,6586,27177,14376,2513,6984,23873,11365,1282,6543,19189,7672,468,5324,13462,2866,91,3607,6565,484,10,1949,2449,68024,16402,60666,145094,13,231,20356,20595,941,3722,19781,24448,23338,12349,22532,58219,33919,6823,12436,53179,28897,5086,12422,46412,23318,2794,10768,36872,16542,1122,7777,25439,6865,246,4837,11942,1498,42,2623,4160,135328,32415,113530,281271
SOSR822,0,0,5,5,0,0,4,4,0,0,0,3,5,4,6,13,12,4,3,22,9,0,0,17,18,0,3,16,11,0,4,16,0,0,0,0,61,9,22,92,0,0,14,14,0,0,3,3,0,4,0,5,13,0,4,19,10,3,4,25,12,0,8,21,15,0,3,12,9,0,3,6,0,0,0,0,59,7,37,105,0,0,16,16,0,0,10,10,0,3,3,10,20,3,9,30,25,5,8,45,25,0,5,33,30,0,5,29,15,0,8,22,0,0,0,3,122,15,58,197
SOSR831,0,0,26,26,0,0,12,9,17,5,8,35,45,11,3,53,38,11,6,59,19,6,15,39,8,0,9,17,3,0,3,5,0,0,0,0,133,38,73,238,0,0,28,28,0,0,7,13,30,8,8,44,40,9,7,57,27,8,9,46,18,4,8,32,8,0,3,14,3,0,3,8,0,0,0,0,127,33,70,230,0,0,49,49,0,4,21,24,45,15,17,81,89,15,9,114,67,19,19,98,38,7,16,67,16,3,13,33,3,0,5,13,0,0,0,0,258,66,147,471
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,25,25,0,0,26,25,27,3,37,66,57,6,12,75,58,13,21,89,49,3,26,74,42,0,15,58,5,0,3,9,0,0,0,0,229,28,165,423,0,0,25,22,5,3,16,20,41,6,17,59,60,9,11,83,51,9,14,75,47,3,14,65,12,0,12,27,5,0,3,7,0,0,3,3,220,33,107,360,0,3,50,50,5,4,39,49,65,12,50,124,112,19,21,154,110,19,40,163,99,7,37,139,50,5,25,80,8,0,6,16,0,0,3,3,453,60,274,780
SOSR921,0,0,12,12,0,4,7,7,9,8,0,17,21,17,14,43,23,5,18,51,27,9,14,48,36,3,10,46,5,0,5,15,3,0,3,11,118,44,91,258,0,3,17,19,0,0,7,5,12,15,8,31,25,13,13,47,28,13,17,55,24,9,26,66,23,3,22,49,3,0,14,20,0,0,4,7,114,52,129,291,0,3,27,32,0,3,8,11,17,21,13,44,41,24,22,91,46,19,34,103,54,19,48,111,60,5,34,96,15,0,23,33,7,0,13,15,236,101,220,549
SOSR922,0,0,12,12,3,0,11,16,24,0,3,25,37,4,5,47,26,6,10,35,33,0,3,39,28,0,0,30,8,0,8,10,0,0,0,0,152,11,54,225,0,0,23,23,6,0,4,7,37,0,5,43,30,7,8,49,32,0,7,37,31,3,8,42,17,0,3,22,5,0,5,13,0,0,0,0,161,11,66,238,0,0,32,32,10,0,18,26,56,3,6,70,69,12,20,96,54,8,17,75,69,7,9,80,45,0,8,51,11,0,9,18,0,0,0,0,311,25,118,462
SOSR931,0,0,28,28,0,3,14,11,8,7,12,31,33,16,19,63,36,16,20,72,49,10,31,91,38,3,17,56,18,0,13,34,7,0,3,10,190,57,154,398,0,0,24,24,0,3,0,4,20,13,19,46,37,15,29,73,35,18,29,91,44,12,26,83,42,3,26,76,14,0,19,40,0,0,11,10,192,63,190,448,0,0,53,53,0,6,16,18,24,19,30,73,70,26,45,141,70,39,56,165,88,25,57,172,81,10,40,127,36,0,28,68,9,0,13,25,377,125,340,846
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
