SOSR_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SOSR501,54465,1939,74,56478,1005,125,23,15,1172,251,31,282,1455,110,3,1568,2460,284,64,40,2847,253,52,300,3145,114,4,3265,3468,405,88,56,4020,501,77,581,4600,228,7,4834,49221,5854,984,699,56754,2001,308,2309,59061,2165,81,61309,19248,2432,561,481,22720,1216,163,1381,24098,2683,68,26847,88,17,0,49,155,11,4,15,172,20,197,389,68556,8298,1546,1230,79629,3231,474,3703,83333,4877,341,88544,9476,1252,164,65,10951,401,78,478,11431,644,9,12076,16696,1845,266,155,18951,506,65,569,19523,536,18,20074,431,78,101,6,613,22,0,21,636,33,0,670,160,20,7,145,339,16,0,21,356,21,12,393,26759,3192,537,367,30859,942,140,1084,31944,1230,43,33217,552,56,10,16,637,168,11,175,817,56,0,873,1068,139,40,19,1263,115,26,139,1409,59,3,1468,1619,199,54,31,1905,281,34,314,2220,114,3,2337,28384,3391,591,397,32767,1224,179,1405,34164,1343,44,35557,8294,1061,247,224
SOSR511,2058,80,3,2142,26,3,0,0,31,16,0,16,47,5,0,55,88,5,3,5,106,5,3,10,112,6,0,120,118,7,3,8,141,25,3,27,162,13,0,172,1816,189,79,40,2129,78,12,87,2218,86,3,2310,724,68,44,19,852,34,0,34,886,74,0,962,3,0,0,0,7,0,0,0,7,0,3,9,2550,257,118,67,2992,114,12,121,3115,157,11,3284,362,22,10,3,393,15,0,16,413,25,0,432,766,59,25,11,857,24,0,24,886,25,0,905,15,0,3,0,23,3,0,3,24,0,0,24,6,0,0,10,20,0,0,0,16,4,0,21,1144,85,35,24,1288,43,0,43,1333,48,0,1384,15,0,3,3,25,4,0,4,33,4,0,39,55,3,0,0,60,3,0,3,59,0,0,59,70,3,4,3,84,15,0,15,91,4,0,101,1213,89,41,28,1374,50,0,56,1424,55,0,1479,309,22,16,6
SOSR512,3507,119,0,3630,45,3,4,4,55,10,0,10,65,5,0,68,98,9,0,0,107,12,0,10,120,18,0,132,141,10,4,10,158,21,0,27,185,18,0,201,3070,338,86,72,3571,100,19,118,3689,138,0,3834,1070,154,52,28,1298,67,9,78,1380,153,9,1534,8,0,0,3,14,0,0,0,14,0,15,24,4153,488,134,105,4879,174,26,199,5082,288,21,5397,685,76,10,15,785,18,0,24,808,25,0,835,1072,142,31,17,1255,30,0,31,1286,50,0,1336,29,3,8,0,44,0,0,0,46,0,0,46,9,3,0,16,31,3,0,3,32,0,0,33,1801,220,47,43,2109,52,3,52,2168,79,3,2248,20,0,0,0,21,5,0,5,28,3,0,29,45,0,0,3,57,3,0,8,61,4,0,67,63,6,0,4,78,11,0,9,82,9,0,90,1859,226,50,54,2187,60,4,66,2253,85,3,2339,401,64,21,11
SOSR513,1952,71,3,2021,20,0,0,0,26,14,0,14,44,5,0,47,53,3,3,5,63,4,0,4,67,0,0,70,79,8,3,4,93,15,0,20,109,7,0,118,1736,158,66,35,1995,56,4,64,2059,78,3,2141,638,60,31,33,755,17,3,18,776,71,6,852,8,3,0,0,10,0,0,0,10,0,8,22,2379,215,99,67,2760,79,6,85,2843,150,15,3009,411,36,11,3,460,3,4,10,465,18,0,479,484,50,8,3,549,7,0,9,557,13,0,573,15,0,7,0,27,0,0,0,27,0,0,27,14,3,0,8,19,0,0,0,19,0,0,19,923,87,29,14,1053,12,7,14,1065,30,0,1097,13,0,0,0,13,8,0,8,24,0,0,24,21,0,4,0,28,3,0,4,34,0,0,34,34,0,4,0,41,13,0,13,56,0,0,53,960,91,35,13,1091,19,6,28,1121,28,3,1157,206,26,12,8
SOSR514,1088,42,0,1129,14,0,0,0,14,5,0,5,20,0,0,23,36,3,0,0,37,3,0,7,41,3,0,45,50,3,0,0,55,10,0,11,63,4,0,68,913,142,31,22,1112,25,11,38,1149,46,0,1196,318,44,19,13,392,37,0,39,431,68,0,501,0,0,0,0,0,0,0,0,0,0,7,7,1231,190,56,32,1510,60,7,71,1581,115,9,1699,136,26,3,4,173,4,3,4,181,8,0,187,333,47,3,7,394,7,0,7,405,16,0,415,5,3,3,0,12,3,0,3,14,0,0,14,3,0,0,4,7,0,0,0,7,0,0,7,482,82,7,15,586,15,3,12,603,22,0,624,11,0,0,0,11,10,0,10,18,3,0,23,20,0,0,0,20,5,0,5,26,0,0,30,26,0,0,0,30,15,0,15,44,4,0,44,510,80,7,15,620,27,3,28,645,28,0,674,142,10,9,0
SOSR515,2580,83,3,2665,57,0,3,3,59,11,0,14,76,8,0,86,73,3,7,0,79,15,0,15,93,5,0,99,128,8,11,3,140,30,0,31,173,13,0,187,2247,271,95,42,2658,85,14,97,2757,93,3,2857,844,98,61,31,1039,65,9,77,1111,167,0,1280,9,0,0,0,8,0,0,0,8,0,15,24,3097,375,163,71,3705,150,24,168,3879,259,14,4159,505,62,12,3,576,14,4,21,599,26,3,632,671,95,25,12,805,19,0,19,818,20,0,843,21,5,14,0,34,0,0,0,40,3,0,39,8,0,0,12,28,0,0,0,29,0,0,29,1197,166,46,31,1440,33,7,40,1480,48,8,1539,28,0,0,0,28,10,3,10,39,3,0,43,26,3,6,0,32,8,0,8,42,5,0,44,55,3,9,0,60,15,3,16,79,9,0,90,1251,167,53,32,1507,54,5,58,1566,62,8,1628,287,34,18,8
SOSR521,1101,57,0,1158,11,0,0,0,6,11,0,11,22,12,0,29,24,4,3,4,35,8,3,10,46,8,0,50,32,8,3,4,42,14,3,22,62,16,0,80,926,142,46,16,1125,32,5,39,1161,72,0,1239,435,39,33,24,527,50,4,55,582,124,7,717,0,0,0,0,0,0,0,0,0,0,19,16,1358,178,74,44,1659,81,9,91,1748,198,25,1975,175,28,3,0,205,3,0,3,212,14,0,227,317,58,20,0,391,9,0,9,400,28,0,428,11,0,3,0,15,0,0,0,15,0,0,15,3,0,0,3,11,0,0,0,11,4,0,10,500,88,26,5,616,17,0,17,635,50,0,683,9,0,0,0,9,6,0,6,15,0,0,17,3,0,0,0,4,4,4,6,13,3,0,15,11,0,0,0,11,11,4,17,30,3,0,36,516,88,26,5,635,30,4,31,665,49,0,719,204,13,19,8
SOSR522,411,36,3,446,5,5,3,0,13,12,0,12,23,0,0,24,12,3,0,0,15,0,4,4,19,0,0,19,13,9,3,0,27,12,4,18,43,0,0,46,322,73,7,15,423,22,4,29,454,35,3,488,155,37,3,13,211,40,8,49,254,119,3,378,6,4,0,0,5,0,0,0,5,4,3,9,480,109,14,29,636,63,13,79,715,155,10,881,58,11,0,0,73,0,0,0,77,11,0,87,114,26,3,3,142,9,0,11,151,16,0,171,8,0,0,0,11,3,0,3,7,0,0,7,0,0,0,9,5,0,0,0,5,0,0,7,177,41,6,11,235,8,0,10,247,27,0,275,0,5,0,0,6,11,0,11,12,3,0,17,3,0,0,0,6,0,3,4,8,0,0,8,3,3,0,0,11,9,3,14,26,3,0,24,187,39,9,11,243,22,4,29,271,27,0,303,62,20,0,8
SOSR531,4955,159,9,5123,31,8,0,3,35,17,0,17,61,15,0,72,101,3,5,0,112,21,3,25,134,9,0,144,132,11,5,3,151,39,3,44,193,29,0,219,4342,471,130,91,5030,107,16,120,5152,181,9,5342,1361,151,104,40,1657,84,12,97,1751,227,5,1985,22,3,0,0,32,0,0,0,32,0,33,62,5722,624,235,131,6717,193,28,221,6932,418,44,7389,953,82,16,6,1067,28,3,32,1103,47,0,1152,1617,242,35,15,1904,27,0,27,1933,61,7,2000,44,9,18,0,60,0,0,0,60,0,0,63,20,5,0,27,49,0,0,0,49,0,0,48,2638,336,67,52,3087,56,3,62,3151,110,11,3264,20,4,0,0,24,10,0,10,28,4,0,38,44,6,0,0,56,14,3,14,70,0,0,73,63,13,0,0,74,24,3,25,102,7,0,110,2697,347,67,49,3162,82,4,83,3250,119,11,3375,590,84,48,21
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,5189,239,5,5426,34,5,0,3,39,13,0,13,53,3,4,64,83,10,0,4,99,6,3,8,109,5,0,114,112,20,0,7,139,21,0,25,161,11,4,180,4310,780,82,65,5234,98,18,117,5352,248,6,5607,1008,187,14,24,1230,66,15,77,1311,312,7,1626,9,0,0,0,6,4,0,5,14,3,5,21,5318,968,101,87,6474,164,33,201,6672,566,22,7255,885,122,18,7,1025,17,4,17,1043,66,0,1111,1501,215,23,8,1752,14,4,20,1774,73,0,1845,44,3,8,0,58,0,0,0,53,10,0,69,9,0,0,7,16,0,0,0,16,10,0,26,2438,343,48,21,2851,32,7,35,2885,161,0,3051,13,3,0,0,15,10,0,8,26,4,0,30,38,3,0,3,46,3,0,3,44,3,0,55,49,7,0,3,57,9,0,16,70,8,0,83,2485,356,48,24,2909,42,8,52,2958,172,0,3135,420,103,16,13
SOSR611,1957,114,0,2073,8,0,0,0,10,3,0,3,17,13,0,28,52,9,0,0,66,7,0,4,68,3,0,75,61,13,0,0,74,10,0,13,85,17,0,99,1672,264,26,24,1980,54,15,66,2044,130,0,2174,490,109,8,25,630,38,10,46,668,174,7,849,3,0,0,0,12,0,0,0,12,0,8,15,2166,369,34,46,2612,88,25,114,2725,304,12,3043,315,48,3,5,367,5,3,7,376,22,3,401,632,78,3,3,718,9,3,11,731,38,0,772,13,3,0,0,15,0,0,0,19,0,0,18,5,0,0,8,15,0,0,0,11,0,0,11,958,131,12,9,1116,13,7,23,1138,62,7,1203,0,0,0,0,4,3,0,3,4,0,0,6,30,3,0,0,29,3,0,4,31,3,0,36,32,4,0,0,30,3,0,7,40,3,0,46,993,137,12,9,1147,24,9,31,1180,70,7,1248,233,38,5,10
