UCL_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
UCL613002,39,3,0,3,43,19,0,66,0,0,0,0,0,0,0,0,0,0,0,0,170,42,12,0,221,14,3,11,237,38,0,273,32,6,0,0,44,0,0,0,44,0,0,47,53,5,0,0,66,3,0,3,67,3,0,68,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,6,0,0,6,91,14,0,3,113,3,0,3,117,4,0,126,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,10,0,0,6,98,14,0,3,122,3,0,3,125,8,0,137,9,0,0,0,9,0,0,0,9,5,0,13,0,0,0,0,5,0,0,0,5,0,0,5,109,20,0,3,135,3,0,3,143,16,0,150,54,9,0,0,61,3,0,3,64,4,0,67,70,6,3,0,80,3,0,3,88,4,0,94
UCL614001,33,0,0,4,31,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,78,17,3,0,102,4,0,10,110,17,0,125,16,3,0,0,24,0,0,0,24,0,0,22,16,0,0,0,18,0,0,0,22,5,0,28,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,3,43,0,0,0,47,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,34,5,0,3,47,0,0,0,47,3,0,54,10,3,0,0,13,3,0,3,18,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,49,9,0,4,60,4,0,4,68,16,0,83,23,3,0,0,28,0,0,0,28,3,0,35,20,3,0,0,26,0,0,0,26,3,0,27
UCL614002,27,3,0,3,26,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,58,20,0,0,82,7,0,4,85,13,0,97,12,3,0,0,12,0,0,0,12,0,0,16,14,0,0,0,15,0,0,3,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,28,0,0,3,27,3,0,28,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,3,28,0,0,3,27,3,0,36,10,3,0,0,13,0,0,0,15,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,3,40,0,0,4,43,9,0,55,12,0,0,0,18,0,0,0,18,0,0,17,28,4,0,0,30,0,0,0,34,0,0,38
UCL615001,3,0,0,0,8,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,3,0,3,10,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,5,0,0,0,7,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,7,0,0,0,7,3,0,11,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,4
UCL615002,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,7,0,17,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,8,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,10,0,0,9,3,0,0,0,7,0,0,0,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,13,0,0,0,13,3,0,17,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,7,0,0,0,4,0,0,6
UCL615003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,20,0,0,0,20,0,0,20,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,3,0,9
UCL615004,22,0,0,0,22,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,55,4,3,0,67,0,0,0,66,7,0,69,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,17,0,0,0,20,0,0,20,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,24,0,0,0,21,0,0,21,3,0,0,0,3,0,0,0,4,0,0,4,14,3,0,0,18,0,0,0,23,0,0,23
UCL615005,18,0,0,0,24,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,80,11,3,0,103,3,0,3,103,9,0,116,13,0,0,0,16,0,0,0,16,4,0,18,17,14,0,0,36,0,0,0,36,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,3,0,52,0,0,0,52,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,3,0,52,0,0,0,52,5,0,55,5,0,0,0,10,0,0,0,9,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,38,13,3,0,57,0,0,0,56,6,0,70,24,3,0,0,22,0,0,0,24,0,0,24,15,12,0,0,31,0,0,0,31,4,0,35
UCL615006,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,26,0,0,0,26,0,0,31,5,0,0,0,9,0,0,0,9,0,0,9,6,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,18,0,0,0,18,0,0,18,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,17,0,0,0,17,0,0,17,3,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,11,0,0,0,11,0,0,10
UCL615007,26,8,0,8,34,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,54,13,4,3,73,8,0,8,86,12,0,103,15,3,0,0,13,0,0,0,13,0,0,13,20,6,0,0,25,3,0,3,25,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,40,3,0,3,39,3,0,42,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,3,3,0,3,3,0,0,3,36,9,0,0,40,3,0,3,47,3,0,47,9,3,0,0,10,0,0,0,9,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,42,10,0,0,55,5,0,5,56,11,0,70,17,0,0,0,18,0,0,0,18,0,0,18,21,9,0,0,23,0,0,0,23,0,0,28
UCL615008,11,0,0,0,11,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,50,6,0,0,52,0,0,0,57,9,0,64,8,3,0,0,11,0,0,0,11,0,0,14,17,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,28,0,0,0,28,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,29,0,0,0,29,0,0,29,8,0,0,0,8,0,0,3,7,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,34,0,0,3,39,4,0,43,17,4,0,0,18,0,0,0,22,0,0,20,20,0,0,0,26,0,0,0,26,0,0,26
UCL615009,3,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,21,0,0,0,19,10,0,29,8,0,0,0,8,0,0,0,8,0,0,8,9,0,0,0,8,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,17,4,0,0,18,0,0,0,18,0,0,16,3,0,0,0,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,20,0,0,0,20,5,0,27,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,5,0,0,0,5,0,0,5
UCL615010,8,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,3,63,0,0,0,59,6,0,68,14,3,0,0,13,0,0,0,18,0,0,18,17,6,0,4,25,0,0,0,25,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,3,4,42,0,0,0,44,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,3,4,47,0,0,0,45,4,0,51,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34,9,3,4,43,0,0,0,50,4,0,50,14,3,0,0,19,0,0,0,16,0,0,21,12,0,0,0,17,0,0,0,17,0,0,19
UCL615011,13,3,0,3,19,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,81,11,0,0,90,8,0,5,102,8,0,106,26,0,0,0,25,0,0,0,28,0,0,28,27,3,0,0,28,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,57,0,0,3,56,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,57,0,0,3,56,0,0,58,12,3,0,0,19,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,60,6,0,3,73,3,0,3,73,0,0,78,21,0,0,0,19,0,0,0,19,0,0,20,45,3,0,0,50,0,0,3,47,0,0,47
UCL615012,17,0,0,0,17,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,51,7,0,0,55,0,0,0,55,12,0,72,7,0,0,0,11,0,0,0,11,0,0,11,11,3,0,0,10,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,22,0,0,0,22,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,22,0,0,0,22,7,0,28,6,3,0,0,10,0,0,0,10,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,3,38,0,0,0,38,10,0,49,14,3,0,0,21,0,0,0,21,3,0,26,22,5,0,0,27,0,0,0,27,0,0,27
UCL615013,13,0,0,0,13,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,0,72,0,0,0,68,3,0,76,10,0,0,0,10,0,0,0,10,0,0,10,20,5,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,42,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,42,0,0,0,42,0,0,42,5,0,0,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,40,4,3,0,48,0,0,0,48,0,0,44,17,0,3,0,17,0,0,0,17,3,0,20,30,3,0,0,30,0,0,0,30,0,0,32
UCL615014,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,57,0,0,0,57,3,0,60,8,0,0,0,8,0,0,0,8,3,0,11,24,0,0,0,24,0,0,0,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,35,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,36,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,36,3,0,41,17,3,0,0,22,0,0,0,22,0,0,24,21,0,0,0,21,0,0,0,21,3,0,27
UCL615015,8,3,0,3,11,3,0,17,4,0,0,0,4,0,0,0,4,0,3,4,55,8,0,0,63,3,0,3,66,7,3,71,11,3,0,0,15,0,0,0,15,0,0,15,22,3,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,39,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,39,0,0,0,39,0,0,39,0,0,0,0,0,3,0,3,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,41,3,0,3,45,3,0,46,13,3,0,0,15,0,0,0,13,0,0,13,23,5,0,0,28,0,0,0,28,0,0,28
UCL615016,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,67,4,0,4,79,0,0,0,74,4,0,82,10,0,0,0,10,0,0,0,10,0,0,11,18,0,0,0,18,0,0,0,18,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,30,0,0,0,30,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,30,0,0,0,30,3,0,36,13,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,45,0,0,0,45,3,0,45,12,3,0,0,16,0,0,0,16,0,0,18,24,4,0,0,24,0,0,0,24,0,0,23
UCL615017,6,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,49,5,4,0,62,3,0,3,65,3,0,64,12,0,0,0,12,0,0,0,12,0,0,12,20,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,34,0,0,0,34,3,0,32,20,0,0,0,21,0,0,0,21,0,0,21,14,0,0,0,12,0,0,0,12,0,0,12
UCL615018,3,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,7,0,0,9,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,4,0,0,3
UCL615019,9,3,0,3,15,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,26,8,0,8,34,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10,6,0,6,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,6,0,6,15,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,6,0,6,15,0,0,19,4,0,0,0,4,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,8,0,8,17,9,0,23,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,7,4,0,4,9,0,0,15
UCL615020,7,0,0,0,8,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,8,0,8,41,8,0,49,4,0,0,0,4,0,0,0,4,0,0,4,13,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,19,0,0,0,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,19,0,0,0,17,0,0,18,4,0,0,0,4,3,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,19,3,0,3,21,3,0,25,3,3,0,0,4,0,0,0,4,0,0,4,15,0,0,3,23,0,0,0,23,0,0,23
UCL615021,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,14,0,0,0,14,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,8,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,8,7,0,12,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,5,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,8,3,0,8
UCL615022,12,0,0,0,12,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,57,9,4,3,73,0,0,0,73,10,0,80,8,3,0,0,12,0,0,0,12,0,0,12,21,3,0,0,26,0,0,0,26,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,3,0,39,0,0,0,39,0,0,43,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,4,0,0,4,34,8,0,3,44,0,0,0,44,0,0,43,3,0,0,0,4,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,8,3,5,53,0,0,0,53,7,0,54,12,5,0,0,20,0,0,0,20,0,0,22,17,7,0,0,24,0,0,0,24,4,0,30
