UCL_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL315094,10,0,0,0,0,10,11,0,0,0,0,11,9,0,0,0,0,9,6,0,0,0,0,6,13,0,0,0,0,13,35,0,0,0,0,35,39,0,0,0,0,39,33,0,0,0,0,34,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,9,180,0,3,0,0,179
UCL315095,11,0,0,0,0,11,7,0,0,0,0,7,9,0,0,0,0,9,11,0,0,0,0,11,16,0,0,0,0,16,55,0,0,0,0,57,44,0,0,0,0,44,18,0,0,0,0,18,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,180,3,0,0,0,184
UCL315096,17,0,0,0,0,17,6,0,0,0,0,6,4,0,0,0,0,4,13,0,0,0,0,13,17,0,0,0,0,17,48,0,0,0,0,50,88,0,0,0,0,88,136,0,0,0,0,141,74,0,0,0,0,74,57,0,0,0,0,64,11,0,0,0,0,11,10,0,0,0,0,12,484,3,0,0,0,487
UCL315097,3,0,0,0,0,3,6,0,0,0,0,6,9,0,0,0,0,9,6,0,0,0,0,6,7,0,0,0,0,7,48,0,0,0,0,48,50,0,0,0,0,50,41,0,0,0,0,41,13,0,0,0,0,13,16,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,7,203,0,0,0,0,203
UCL315098,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,22,5,3,0,0,31,32,7,0,0,0,42,59,21,0,0,0,84,66,3,0,0,0,68,44,3,0,0,0,47,17,4,0,0,0,19,18,0,0,0,0,15,271,53,5,4,0,334
UCL315099,8,0,0,0,0,8,9,0,0,0,0,9,10,0,0,0,0,10,10,0,0,0,0,10,24,0,0,0,0,24,76,3,0,0,0,83,127,0,0,0,0,127,231,0,0,0,0,227,72,0,0,0,0,72,25,0,0,0,0,25,9,0,0,0,0,9,7,0,0,0,0,7,606,6,0,0,0,612
UCL315100,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8,6,0,0,0,0,4,40,0,0,0,0,36,33,0,0,0,0,33,43,0,0,0,0,46,27,0,0,0,0,27,14,0,0,0,0,14,8,0,0,0,0,8,10,0,0,0,0,12,202,0,0,0,3,207
UCL315101,8,0,0,0,0,8,10,0,0,0,0,10,3,0,0,0,0,3,8,0,0,0,0,8,13,0,0,0,0,13,46,0,0,0,0,51,61,0,0,0,0,61,90,0,0,0,0,92,11,0,0,0,0,11,12,0,0,0,0,12,4,0,0,0,0,6,11,0,0,0,0,11,277,0,3,0,3,286
UCL315102,14,0,0,0,0,14,3,0,0,0,0,3,11,0,0,0,0,11,19,0,0,0,0,19,23,0,0,0,0,23,44,4,0,0,0,43,32,0,0,0,0,32,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,180,4,0,0,0,186
UCL315103,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,21,3,3,0,0,28,16,0,0,0,3,20,23,0,0,0,0,22,14,0,0,0,0,12,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,97,3,11,0,5,112
UCL315104,6,0,0,0,0,13,6,0,0,0,0,6,5,0,0,0,0,5,19,0,0,0,0,19,16,0,0,0,0,16,39,0,0,0,0,39,60,0,0,0,0,60,58,0,0,0,0,55,23,0,0,0,0,23,6,0,0,0,0,6,3,0,0,0,0,3,13,0,0,0,0,13,247,0,0,0,3,249
UCL315105,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,9,0,0,0,0,12,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,60,0,0,0,0,57
UCL315106,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,11,0,0,0,0,11,12,0,0,0,0,12,52,0,0,0,0,52,83,0,0,0,0,83,62,0,0,0,0,62,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,263,0,0,0,0,263
UCL315107,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,3,12,0,0,0,0,12,14,3,0,0,0,19,41,8,0,0,0,45,53,4,0,0,0,58,62,0,0,0,3,61,21,0,0,0,0,19,5,0,0,0,0,5,5,0,0,0,0,5,13,0,0,0,0,18,236,17,3,0,3,257
UCL315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
UCL315109,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,8,44,7,0,0,0,50,145,10,0,0,0,156,188,4,0,0,0,196,42,0,0,0,0,42,18,0,0,0,0,26,14,0,0,0,0,14,16,0,0,0,0,18,505,30,0,0,0,528
UCL315110,9,0,0,0,0,9,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,21,0,0,0,0,17,24,0,0,0,0,24,18,0,0,0,0,18,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,4,4,0,0,0,0,4,108,0,0,0,0,109
UCL321001,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,12,12,0,0,0,0,7,17,0,3,0,0,21,7,0,0,0,0,10,6,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,5,68,0,3,0,5,83
UCL321002,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,11,13,0,0,0,0,13,33,0,0,0,0,33,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,89,0,0,0,0,89
UCL321003,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,11,0,0,0,0,11,10,0,0,0,0,10,23,0,0,0,0,23,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,79
UCL321004,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,18,0,0,0,0,18,18,0,0,0,0,18,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,73
UCL321005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,19,25,0,0,0,0,27,10,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,92,0,0,0,0,95
UCL321006,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,15,13,0,0,0,0,13,29,0,0,0,0,29,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,82,0,0,0,0,82
UCL321007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL321008,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,25,0,0,0,0,25,26,0,0,0,0,26,33,0,0,0,0,33,26,0,0,0,0,26,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,152,0,0,0,0,152
UCL321009,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,25,0,0,0,0,25,20,0,0,0,0,20,18,0,0,0,0,18,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,105,0,0,0,0,105
UCL321010,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,16,12,0,0,0,0,12,31,0,0,0,0,37,18,0,0,0,0,18,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,4,105,0,0,0,0,106
UCL321011,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,14,0,0,0,0,14,21,0,0,0,0,22,29,0,0,0,0,29,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,108,0,0,0,0,108
UCL321012,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,6,10,0,0,0,0,10,19,0,0,0,0,22,18,0,0,0,3,21,15,0,0,0,0,15,3,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,83,0,3,0,0,93
UCL321013,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,17,0,0,0,0,17,19,0,0,0,0,19,31,0,0,0,0,31,28,0,0,0,0,28,27,0,0,0,0,27,8,0,0,0,0,9,9,0,0,0,0,9,148,0,0,0,0,151
UCL321014,5,0,0,0,0,5,8,0,0,0,0,8,10,0,0,0,0,10,11,0,0,0,0,11,8,0,0,0,0,8,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,59,0,0,0,0,63
UCL321015,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,14,0,0,0,0,14,18,0,0,0,0,18,30,0,0,0,0,30,17,0,0,0,0,17,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,110,0,0,0,0,110
UCL321016,4,0,0,0,0,4,6,0,0,0,0,6,8,0,0,0,0,8,8,0,0,0,0,8,10,0,0,0,0,10,30,0,0,0,0,30,43,0,0,0,0,43,49,0,0,0,0,49,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14,184,0,0,0,0,184
UCL321017,3,0,0,0,0,3,11,0,0,0,0,11,10,0,0,0,0,10,16,0,0,0,0,16,13,0,0,0,0,13,25,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,91,0,0,0,0,93
UCL321018,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,11,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,47,0,0,0,0,50
UCL321019,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,11,0,0,0,0,11,17,0,0,0,0,17,28,0,0,0,0,29,20,0,0,0,0,21,18,0,0,0,0,18,5,0,0,0,0,5,9,0,0,0,0,7,126,0,0,0,0,128
UCL321020,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,28,0,0,0,0,28,21,0,0,0,0,21,37,0,0,3,0,38,10,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,123,0,0,3,0,125
UCL321021,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,28,0,0,0,0,28,30,0,0,0,0,30,54,0,0,0,0,54,36,0,0,0,0,36,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,194,0,0,0,0,194
UCL321022,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,9,0,0,0,0,10,9,0,0,0,0,9,30,0,0,0,0,30,18,0,0,3,0,20,20,0,0,0,0,20,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,11,111,0,0,3,0,118
UCL321023,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,9,23,0,0,0,0,25,27,0,0,0,0,26,25,0,0,0,0,25,16,0,0,0,0,16,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,120,0,0,3,0,122
UCL321024,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,14,0,0,0,0,14,15,0,0,0,0,15,24,0,0,0,0,24,22,0,0,0,0,22,19,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,6,114,0,0,0,0,115
UCL321025,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,6,12,0,0,0,0,12,26,0,0,0,0,26,21,0,0,0,0,21,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,87,0,0,3,0,91
UCL321026,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,12,0,0,0,0,12,5,0,0,0,0,12,17,0,0,0,0,17,12,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,70,3,0,0,0,76
UCL321027,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,16,0,0,0,0,16,25,0,0,0,0,25,37,0,0,0,0,37,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,113,0,0,0,0,115
UCL321028,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,22,0,0,0,0,22,20,0,0,0,0,20,30,0,0,0,0,30,15,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,111,0,3,0,0,114
UCL321029,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16,9,0,0,0,0,9,16,0,0,0,0,16,18,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,90,0,0,0,0,90
UCL321030,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,9,13,0,0,0,0,13,20,0,0,0,0,20,12,0,0,0,0,13,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,85,0,0,0,0,87
UCL321031,9,0,0,0,0,9,7,0,0,0,0,7,5,0,0,0,0,5,5,0,0,0,0,5,18,0,0,0,0,18,40,0,0,0,0,40,39,0,0,0,0,39,15,0,0,0,0,15,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,15,173,0,0,0,0,173
UCL321032,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,19,0,0,0,0,19,40,0,0,0,0,40,41,0,0,0,0,41,58,0,0,0,0,58,39,0,0,3,0,41,28,0,0,0,0,32,4,0,0,0,0,4,9,0,0,0,0,8,266,0,0,3,0,272
UCL321033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,29,0,0,0,0,30,18,0,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,74,0,3,0,0,71
UCL321034,12,0,0,0,0,12,11,0,0,0,0,11,5,0,0,0,0,5,12,0,0,0,0,12,8,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,63,0,0,0,3,60
UCL321035,12,0,0,0,0,12,8,0,0,0,0,8,10,0,0,0,0,10,20,0,0,0,0,20,20,0,0,0,0,20,68,0,0,0,0,68,56,0,0,0,0,56,27,0,0,0,0,27,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,242,0,0,0,0,242
UCL321036,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,20,0,0,0,0,20,9,0,0,0,0,9,28,0,0,0,0,28,26,0,0,0,0,26,16,0,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,132,0,0,0,0,132
UCL321037,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,11,0,0,0,0,11,9,0,0,0,0,9,22,0,0,0,0,22,18,0,0,0,0,18,46,0,0,0,0,46,26,0,0,0,0,26,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,154,0,0,0,0,154
UCL321038,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,18,0,0,0,0,20,11,0,0,0,0,11,8,0,0,0,0,8,3,0,0,0,0,4,3,0,0,0,0,3,3,0,0,3,0,4,72,0,0,3,0,75
UCL321039,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,10,0,0,0,0,10,17,0,0,0,0,17,13,0,0,0,0,13,13,0,0,0,0,13,6,0,0,0,0,6,11,0,0,0,0,11,3,0,0,0,0,3,5,0,0,0,0,5,86,0,0,0,0,86
UCL321040,11,0,0,0,0,11,8,0,0,0,0,8,8,0,0,0,0,8,18,0,0,0,0,18,14,0,0,0,0,14,42,0,0,0,0,42,26,0,0,0,0,26,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,139,0,0,0,0,139
UCL321041,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,18,0,0,0,0,18,31,0,0,0,0,27,44,0,0,0,0,41,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,152,0,0,0,0,151
UCL321042,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,14,20,0,0,0,0,20,24,0,0,0,0,24,11,0,0,0,0,11,3,0,0,0,0,3,10,0,0,0,0,10,10,0,0,0,0,10,118,0,0,0,3,120
UCL321043,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,8,0,0,0,0,8,12,0,0,0,0,12,30,0,0,0,0,30,27,0,0,0,0,27,6,0,0,0,0,6,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,124,0,0,0,0,124
UCL321044,7,0,0,0,0,7,6,0,0,0,0,6,8,0,0,0,0,8,6,0,0,0,0,14,7,0,0,0,0,7,16,0,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,3,0,0,56
UCL321045,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16,7,0,0,0,0,7,31,0,0,0,0,35,17,0,0,0,0,17,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,100,0,0,0,3,99
UCL321046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
UCL321047,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,26,0,0,0,0,26,19,0,0,0,0,19,12,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,87,0,0,0,0,88
UCL321048,14,0,0,0,0,14,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,5,9,0,0,0,0,9,22,0,0,0,0,21,40,0,0,0,0,40,65,0,0,0,0,65,53,0,0,0,0,54,45,0,0,0,0,45,21,0,0,0,0,21,10,0,0,0,0,10,290,0,0,0,3,296
UCL321049,21,0,0,0,0,19,16,0,0,0,0,19,17,0,0,0,0,17,28,0,0,0,0,34,25,0,0,0,0,25,53,0,0,0,0,50,22,0,0,0,0,22,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,214,0,0,5,0,216
UCL321050,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,8,12,0,0,0,0,12,15,0,0,0,0,15,35,0,0,0,0,35,67,0,0,0,0,74,30,0,0,0,0,30,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,214,0,0,0,0,214
UCL321051,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,7,0,0,0,0,7,17,0,0,0,0,17,12,0,0,0,0,12,13,0,0,0,0,13,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,75,0,0,0,0,75
UCL321052,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,10,38,0,0,0,0,40,19,0,0,0,0,19,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,103,0,0,0,0,106
UCL321053,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,11,0,0,0,0,11,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
UCL321054,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13,31,0,0,0,0,31,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,95,0,0,0,0,95
UCL321055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,24,0,0,0,0,24,18,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,68,0,0,0,0,68
UCL321056,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,11,17,0,0,0,0,17,29,0,0,0,0,29,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,92
UCL321057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
UCL321058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
UCL321059,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,14,0,0,0,0,14,12,0,0,0,0,12,11,0,0,0,0,11,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,69,0,0,0,0,69
UCL321060,0,0,0,0,0,3,5,0,0,0,0,10,3,0,0,0,0,3,16,0,0,0,0,16,8,3,0,0,0,11,13,7,0,0,0,18,4,3,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,7,53,24,0,0,5,81
UCL321061,6,0,0,0,0,6,7,0,0,0,0,12,10,0,0,0,0,10,12,0,0,0,0,16,9,0,0,0,0,9,24,0,0,0,0,22,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,78,0,0,0,4,78
