UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL222014,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,0,0,10,0,3,9,4,0,0,0,3,0,19,3,3,5,4,3,5,0,3,0,28,6,7,9,4,11,3,0,8,0,47,6,22,8,3,16,3,3,3,0,63,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,42,35,20,31,14,6,12,0,187
UCL222015,0,0,0,3,6,10,0,0,0,13,0,4,4,3,3,3,0,5,0,22,0,8,7,0,5,0,6,6,0,39,0,5,12,7,4,0,4,0,0,37,11,3,13,8,14,0,12,7,0,69,9,10,3,3,5,6,10,10,0,59,0,3,5,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,27,49,22,36,19,31,29,3,247
UCL222016,0,0,4,3,0,3,0,5,0,17,0,0,3,0,0,0,0,5,0,17,0,3,7,4,3,0,3,3,0,27,6,9,9,5,9,6,6,6,0,53,3,3,11,4,9,3,12,3,0,60,5,5,3,3,5,0,4,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,45,22,22,18,25,23,3,199
UCL222017,0,0,0,0,0,5,0,0,0,4,0,0,4,3,0,4,0,4,0,20,3,4,12,8,10,3,6,12,0,58,9,3,6,4,4,6,5,7,0,46,7,3,12,3,8,4,9,12,0,53,4,4,4,3,0,0,0,9,3,26,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,36,26,22,23,16,41,3,218
UCL222018,3,0,4,0,0,0,0,5,0,12,0,0,0,0,0,3,0,0,0,12,3,3,12,5,3,4,3,3,0,41,8,3,11,3,6,3,5,8,0,39,3,12,6,6,3,0,6,3,0,45,3,6,8,3,3,3,3,4,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,37,22,14,19,20,24,0,177
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,8,0,5,0,4,0,4,3,3,0,17,0,0,3,0,0,0,0,6,0,15,0,0,3,0,3,0,7,3,0,15,8,0,0,4,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,12,5,7,17,18,0,84
UCL222020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,8,0,0,4,0,0,0,3,6,0,19,7,3,3,0,3,0,0,6,0,24,6,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,14,0,3,3,4,19,0,72
UCL222021,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,8,3,0,0,0,0,0,0,13,0,21,7,0,0,7,3,3,0,3,0,24,6,8,0,3,0,3,3,0,0,29,3,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,6,12,9,8,3,21,0,95
UCL222022,0,0,0,0,0,4,0,4,0,6,0,0,3,0,0,6,0,0,0,16,3,0,9,0,3,3,3,0,0,20,4,3,13,5,8,0,0,9,0,40,9,10,8,6,12,3,4,0,0,53,7,3,9,7,4,6,3,10,0,47,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,20,40,16,33,18,17,19,0,188
UCL222023,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,3,0,0,0,8,0,0,3,4,3,0,0,0,0,15,4,3,3,0,0,0,0,6,0,22,6,7,0,4,3,3,0,5,0,33,3,5,6,0,6,0,3,3,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,16,13,12,11,5,16,0,109
UCL222024,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,13,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,4,3,0,0,14,3,4,6,5,3,3,4,5,0,29,0,4,3,4,3,0,0,3,0,23,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,21,15,6,6,9,15,0,105
UCL222025,0,0,3,0,0,7,0,0,0,13,0,0,3,0,0,3,0,0,0,12,6,8,11,0,9,9,4,3,0,49,11,15,13,12,11,0,4,4,0,60,3,10,3,3,3,3,7,4,0,45,0,3,3,0,8,0,3,0,0,20,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,39,21,25,26,19,15,3,199
UCL222026,0,0,0,0,0,0,0,4,0,13,0,0,10,3,0,3,3,5,0,30,12,0,4,6,0,3,4,8,0,42,10,3,3,3,0,5,0,3,0,31,9,0,6,3,3,0,0,0,0,25,4,0,0,3,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,17,26,7,9,13,27,0,151
UCL222027,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,5,0,4,0,0,3,3,0,18,0,0,3,5,3,0,0,0,0,18,0,3,0,3,8,3,5,3,0,23,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,7,12,12,3,7,12,3,76
UCL222028,0,0,0,3,0,5,0,3,0,11,0,0,0,0,0,3,0,0,0,9,3,9,3,4,3,3,0,3,0,25,7,9,5,3,5,3,3,3,0,35,3,7,3,13,6,0,0,3,0,32,8,16,6,4,4,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,14,27,17,21,7,12,0,152
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,10,0,7,3,3,4,0,29,3,5,4,8,0,4,8,3,0,32,3,3,0,6,0,3,0,5,0,24,0,4,4,4,3,5,3,8,0,32,3,0,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,26,16,11,13,15,31,0,147
UCL222030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,0,0,0,12,3,0,6,5,0,0,3,11,0,24,3,5,0,3,6,5,0,9,0,34,0,3,3,4,6,3,0,6,3,25,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,12,12,17,12,4,18,3,110
UCL222031,3,0,3,0,0,4,0,3,0,10,0,0,0,3,0,0,0,0,0,7,0,3,4,0,6,0,3,4,0,20,7,6,4,4,3,0,0,6,0,29,5,3,0,3,4,3,3,3,0,22,3,3,4,0,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,26,9,13,15,10,17,4,118
UCL222032,0,0,3,0,0,6,0,7,0,9,0,3,4,0,3,0,0,0,0,8,0,6,9,6,3,4,3,0,0,36,9,10,10,7,3,3,0,7,0,43,4,5,15,8,6,5,10,3,0,54,3,3,13,4,6,3,0,0,0,33,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,49,29,22,17,19,15,0,196
UCL222033,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,7,0,0,8,0,0,3,3,0,29,3,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,4,19,4,0,8,15,3,70
UCL222034,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,3,0,11,6,3,3,0,0,0,0,0,0,16,0,7,3,0,0,0,0,4,0,11,6,3,5,0,3,0,0,3,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,16,9,4,3,0,7,0,75
UCL222035,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,3,0,12,4,0,8,0,6,5,0,3,0,23,8,0,0,4,4,0,6,3,0,25,6,0,3,3,3,0,0,3,0,20,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,12,7,18,12,13,21,0,104
UCL222036,0,0,0,3,0,4,0,0,0,3,0,5,3,4,0,0,0,3,0,11,0,9,3,3,0,0,3,0,0,28,12,13,3,0,0,3,0,5,0,34,7,5,3,3,0,0,0,3,3,35,11,0,0,0,0,0,0,7,0,26,12,0,0,3,0,3,0,5,0,22,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,47,36,18,17,6,15,0,20,5,162
UCL222037,0,0,3,0,0,0,0,8,0,9,0,0,4,0,0,0,0,0,0,10,0,0,3,3,3,0,0,0,0,14,7,6,3,7,3,0,0,3,0,35,12,0,3,4,0,0,0,3,0,23,9,4,0,0,3,5,0,0,0,27,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,22,21,7,6,6,20,0,122
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,5,0,0,0,3,0,17,0,0,8,3,3,0,0,5,0,18,0,0,0,0,3,0,0,7,0,14,3,3,4,6,4,0,3,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,21,14,12,5,8,18,5,84
UCL222039,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,0,6,0,3,0,6,3,3,3,7,0,24,3,0,3,0,3,0,3,3,0,20,0,0,3,4,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,11,16,13,6,6,16,0,77
UCL222040,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,3,0,7,3,0,0,0,3,0,0,3,0,16,3,0,0,0,4,0,3,4,0,14,4,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,8,9,3,6,5,0,8,21,3,70
UCL222041,0,0,0,0,0,5,0,4,0,8,0,0,0,0,0,0,0,4,0,3,3,4,8,5,5,0,0,6,0,24,3,4,0,0,4,3,3,0,0,16,3,11,3,3,9,5,0,3,0,34,0,0,0,7,0,0,4,7,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,7,10,17,11,7,17,0,109
UCL222042,0,0,0,0,0,0,0,0,0,8,3,0,3,3,0,0,0,0,0,12,0,3,3,0,0,0,0,0,0,11,0,9,5,5,0,3,0,0,0,23,3,7,4,8,5,0,3,0,0,29,5,0,3,3,0,0,0,3,0,22,0,3,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,20,19,7,10,3,6,0,111
UCL222043,0,0,3,3,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,5,3,4,0,3,5,0,26,5,5,8,0,3,0,3,7,0,37,10,6,3,7,8,6,0,6,4,44,4,7,7,5,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,33,15,25,13,13,22,4,156
UCL222044,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,7,4,0,0,3,0,3,0,16,4,7,13,4,8,4,0,4,0,41,4,3,4,4,8,0,4,0,0,31,4,7,3,3,0,5,3,3,0,32,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,27,12,17,14,8,12,0,133
UCL222045,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,0,0,5,0,23,7,3,6,3,3,4,3,0,3,29,6,4,0,0,0,7,0,3,0,23,3,4,5,4,3,3,3,0,0,26,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,23,19,12,15,7,16,4,125
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,3,0,0,0,4,7,0,18,0,0,0,0,0,0,0,0,0,12,3,3,7,0,4,0,4,5,0,22,0,4,3,0,3,3,6,5,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,13,10,12,9,15,22,0,93
UCL222047,0,0,0,0,0,4,0,4,0,10,0,0,7,0,0,3,0,3,0,16,5,3,5,6,3,0,4,4,0,40,0,4,5,5,11,0,0,10,0,38,9,3,4,3,5,4,3,8,0,49,10,7,6,3,0,3,3,11,4,44,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,32,15,23,20,18,42,4,200
UCL222048,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,3,0,3,0,19,3,3,0,0,8,3,3,8,0,28,0,4,0,4,3,0,0,0,0,29,4,5,9,3,4,4,6,10,0,41,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,16,23,13,21,14,11,20,5,137
UCL222049,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,11,4,0,0,0,0,0,4,5,0,14,0,0,0,0,0,0,3,4,0,10,0,3,3,4,0,0,4,3,0,22,3,0,4,0,0,3,4,10,0,33,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,10,9,4,9,17,24,0,94
UCL222050,0,0,5,0,0,4,0,3,0,11,0,3,0,0,0,5,0,3,0,13,0,0,5,3,0,0,3,0,0,19,8,3,9,3,3,3,0,0,0,31,3,6,9,5,10,0,3,3,0,41,0,3,5,0,4,0,3,0,3,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,33,13,27,11,12,17,3,145
UCL222051,0,0,0,0,0,8,0,3,0,12,0,0,3,0,3,0,0,5,0,14,4,0,0,3,0,0,3,4,0,20,3,0,4,4,3,0,0,3,0,23,0,7,3,6,3,3,3,4,0,37,6,0,0,3,0,3,0,7,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,13,20,19,7,14,15,28,4,140
UCL222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,3,0,3,0,0,15,6,4,0,3,6,0,0,3,0,23,3,3,0,4,3,3,4,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,10,9,3,8,11,0,70
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,6,0,0,3,0,0,3,0,0,14,4,0,0,0,0,0,0,0,0,7,0,9,4,6,0,3,5,4,0,38,6,3,0,0,0,0,3,3,0,18,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,16,15,9,15,3,3,15,17,0,94
UCL222054,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,6,0,0,4,0,0,0,0,3,0,14,7,3,0,0,6,0,0,0,0,15,3,0,7,6,0,0,0,3,0,20,3,10,3,0,3,0,0,6,0,31,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,21,9,9,4,6,20,0,101
UCL222055,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,7,0,15,3,3,0,0,0,3,0,22,0,15,0,6,7,3,3,3,0,37,15,10,5,6,7,4,3,0,4,53,11,14,0,4,4,3,0,4,0,51,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,53,12,22,17,16,7,22,7,174
UCL222056,0,0,0,3,0,9,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,4,9,3,4,3,0,3,0,25,3,0,0,3,3,0,0,6,0,19,3,3,3,3,0,4,0,4,0,26,4,4,11,3,3,3,0,5,0,43,10,3,0,0,7,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,17,20,12,21,3,22,0,137
UCL222057,0,0,0,0,0,13,0,5,0,17,0,0,9,0,0,0,0,0,0,20,3,6,11,3,3,3,4,4,0,44,7,0,11,0,0,3,0,0,0,32,3,6,10,5,6,6,4,4,0,53,11,5,3,0,9,7,8,8,0,38,0,0,3,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,29,22,44,16,20,29,16,23,4,213
UCL222058,0,0,0,3,0,0,0,0,0,8,4,3,0,5,0,0,0,3,0,12,3,3,4,5,0,0,3,0,0,20,3,3,9,3,4,0,4,9,0,43,6,3,5,3,5,0,4,0,3,34,3,10,0,3,3,3,4,0,0,27,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,25,23,12,6,22,19,9,155
UCL222059,0,0,6,0,0,3,0,0,0,7,0,0,7,0,0,0,0,3,0,12,3,4,3,9,5,3,7,3,0,36,5,3,3,9,3,3,3,11,0,37,7,0,3,3,4,0,11,11,0,42,6,5,3,5,3,4,0,9,0,30,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,25,25,13,17,12,40,3,171
UCL222060,0,0,0,0,0,4,0,3,0,8,0,0,4,0,0,0,0,3,0,4,0,3,5,0,3,0,3,0,0,25,4,0,4,8,7,0,0,0,0,31,3,4,0,3,0,3,0,0,0,18,3,6,5,3,3,4,0,5,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,14,16,18,7,7,11,0,120
UCL222061,0,0,0,0,0,0,0,3,0,7,0,0,4,3,0,0,0,0,0,9,0,0,0,5,0,3,0,4,0,9,5,0,0,3,0,0,0,0,0,18,3,0,4,7,0,3,3,4,0,20,10,5,3,4,4,0,5,4,0,37,3,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,14,20,10,6,9,21,3,111
UCL222062,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,7,5,0,21,3,3,7,16,3,4,3,11,0,47,3,11,0,3,0,3,0,0,0,28,0,3,0,4,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,14,29,5,7,8,16,0,125
UCL222063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,0,3,0,3,0,4,0,17,0,9,4,0,7,0,0,5,0,26,3,7,8,3,8,3,3,9,0,35,3,0,3,7,6,3,0,6,0,22,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,16,11,21,16,12,19,0,119
UCL222064,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,3,7,0,22,3,4,3,3,3,8,3,13,0,42,3,3,0,0,4,0,0,0,0,13,0,0,3,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,7,13,9,10,9,26,3,95
UCL222065,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,6,0,3,0,3,0,0,3,0,0,18,0,6,0,3,0,0,0,3,0,10,3,0,0,0,4,0,3,0,0,18,3,0,0,0,0,3,0,0,0,15,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,9,7,4,7,17,0,80
UCL222066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,14,8,3,3,0,3,0,3,3,0,22,4,0,0,3,0,0,10,3,0,27,3,3,0,0,0,0,0,5,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,5,9,6,5,15,16,0,85
UCL222067,0,0,0,0,0,0,0,10,0,9,0,0,8,5,3,0,0,0,0,15,0,0,6,0,0,0,0,0,0,10,4,8,4,0,3,0,3,0,0,26,6,3,10,3,3,0,7,3,0,39,0,3,3,0,3,3,7,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,35,13,13,5,22,16,0,124
UCL222068,0,0,0,0,0,0,0,8,0,5,0,0,0,0,4,0,0,0,0,7,3,3,4,3,0,0,0,0,0,23,0,8,4,3,3,0,6,3,0,32,3,14,6,13,0,3,3,3,3,54,7,3,16,11,6,3,4,6,0,55,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,34,30,26,12,16,16,24,5,179
UCL222069,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,9,8,0,0,4,0,6,0,25,0,6,5,4,0,6,0,0,0,21,7,14,10,0,5,3,0,0,0,37,10,5,11,4,11,3,0,3,0,47,3,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,37,13,19,23,3,15,5,162
UCL222070,0,0,3,5,0,14,0,0,0,24,0,0,3,0,0,0,0,0,0,13,6,9,4,4,3,0,0,4,0,36,6,15,11,10,6,6,0,3,0,59,11,21,13,3,12,6,0,0,0,70,10,6,3,8,6,7,0,3,0,46,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,53,40,29,37,28,3,16,0,253
UCL222071,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,4,0,8,0,0,3,0,3,0,0,0,0,11,3,3,6,0,4,3,3,4,0,29,0,3,5,3,4,3,4,11,0,35,4,3,5,0,0,0,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,24,10,19,10,12,20,0,117
UCL222072,0,0,4,4,0,5,0,4,0,15,0,0,0,3,0,0,0,3,0,9,0,0,3,0,0,3,0,0,0,10,0,3,3,0,3,0,3,3,0,13,5,0,3,0,3,3,3,0,0,21,3,7,5,5,0,7,3,3,0,28,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,20,14,8,12,6,21,0,108
UCL222073,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,3,0,5,0,11,4,3,3,3,0,0,0,3,0,15,0,0,0,3,0,0,0,0,3,7,0,0,5,6,0,3,0,5,0,18,3,3,4,0,0,3,6,4,0,22,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,14,16,5,9,9,17,6,90
UCL222074,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,4,0,16,3,4,3,0,0,0,0,6,0,18,0,3,3,0,0,3,3,3,0,17,0,0,4,8,0,0,6,5,0,27,3,0,3,0,3,3,3,5,0,21,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,14,15,5,20,13,30,0,116
