UCL_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL115028,303,299,603,71,70,146,93,91,183,0,0,3,15,8,18,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,107,213,0,3,9,9,5,11,193,187,379,49,40,86,537,525,1066
UCL115029,638,685,1317,118,143,264,252,301,561,8,8,20,6,11,12,0,7,11,5,10,14,0,0,0,0,0,0,13,17,24,0,0,0,289,350,642,9,17,26,18,27,46,442,534,979,66,89,148,1141,1307,2446
UCL115030,566,619,1187,75,102,181,153,131,277,4,6,14,0,3,5,0,0,0,0,3,8,0,0,0,0,4,6,3,3,9,0,0,0,161,149,310,22,21,40,7,4,13,262,283,543,34,41,72,861,940,1804
UCL115031,720,708,1428,176,186,358,242,251,486,26,29,53,23,38,59,3,3,4,6,3,12,0,0,4,9,11,21,166,162,327,0,0,0,478,499,972,35,35,66,10,4,12,697,719,1416,106,87,196,1528,1513,3040
UCL115032,497,484,981,62,75,138,160,160,323,3,3,11,3,3,7,0,3,3,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,173,173,347,5,3,6,3,0,3,243,253,490,47,63,111,787,798,1581
UCL115033,714,781,1488,152,191,340,292,314,610,12,4,15,24,24,52,0,0,3,0,3,3,0,0,0,0,0,0,3,0,5,0,0,0,334,353,690,25,22,43,14,4,15,517,565,1087,66,80,147,1293,1426,2721
UCL115034,808,802,1608,143,142,283,350,358,710,12,11,22,18,9,24,4,0,6,0,0,0,0,0,3,3,9,9,16,10,28,0,0,0,402,406,806,17,23,36,11,5,13,569,569,1146,98,108,209,1484,1475,2962
UCL115035,361,345,703,61,66,123,101,106,207,0,4,8,3,3,8,0,0,3,3,0,5,0,0,0,0,0,0,4,4,7,0,0,0,108,118,230,9,10,19,0,0,7,179,199,379,23,20,43,562,567,1124
UCL115036,396,437,828,76,76,152,90,125,218,0,3,6,0,5,10,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,101,134,232,4,3,9,0,3,3,180,217,395,47,54,98,621,706,1328
UCL115037,876,822,1704,267,266,530,194,202,401,18,15,35,53,52,103,16,14,26,19,8,26,11,18,36,3,0,3,0,0,0,3,0,3,317,319,637,34,44,82,6,0,9,625,634,1261,256,227,479,1756,1688,3441
UCL115038,393,381,777,36,29,68,172,176,350,0,3,3,10,10,18,3,0,3,0,0,0,0,3,3,0,0,0,3,0,9,0,0,0,188,193,386,0,4,7,0,0,4,229,229,462,49,41,85,666,658,1322
UCL115039,717,759,1477,215,241,461,115,139,250,8,6,19,24,25,49,0,3,3,4,6,7,0,0,0,6,6,13,4,9,6,0,0,0,158,188,347,15,22,34,6,6,18,398,459,861,152,145,295,1270,1366,2635
UCL115040,395,461,858,111,105,215,142,128,272,4,8,13,13,11,19,0,0,0,4,3,5,0,0,0,0,0,3,4,6,7,0,0,0,168,159,328,3,0,3,3,3,4,282,268,552,82,97,175,760,823,1582
UCL115041,662,736,1402,173,232,405,103,115,216,11,7,14,17,10,25,3,3,9,7,3,6,3,3,6,0,0,0,0,0,0,0,0,0,138,143,281,10,8,15,9,5,12,319,386,709,131,161,293,1118,1284,2400
UCL115042,588,596,1177,178,182,356,93,121,207,3,3,6,14,15,24,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,112,137,250,8,17,26,4,0,9,303,340,642,199,213,410,1087,1145,2237
UCL115043,304,291,598,115,124,238,159,185,349,12,14,31,25,22,47,0,0,0,0,5,9,0,0,0,0,0,0,3,0,5,0,0,0,202,235,436,20,19,36,8,3,13,344,382,728,47,43,93,699,722,1418
UCL115044,586,624,1217,146,166,310,104,115,218,0,3,8,8,10,13,4,0,3,3,0,3,3,4,7,0,0,0,16,14,25,0,0,0,142,140,284,6,8,16,3,0,0,291,317,606,74,77,155,949,1025,1982
UCL115045,943,930,1872,163,163,328,314,314,624,10,7,20,21,24,52,3,0,3,7,8,11,0,0,3,0,0,0,3,7,12,0,0,0,362,365,723,12,20,29,27,22,52,567,569,1136,169,149,320,1676,1651,3325
UCL115046,343,315,655,68,77,144,60,56,112,16,20,33,4,4,11,5,4,6,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,90,80,177,0,3,8,3,3,6,163,168,332,51,42,85,555,522,1072
UCL115047,446,529,978,118,121,238,143,145,289,14,12,23,8,14,21,0,3,3,4,3,12,0,0,0,3,3,3,19,20,47,0,0,0,190,203,395,6,14,19,11,31,40,329,364,693,78,101,176,855,987,1850
UCL115048,347,365,704,85,86,170,106,123,232,3,0,3,3,3,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,113,129,245,4,4,7,4,4,5,209,222,431,52,39,90,599,627,1225
UCL115049,285,327,611,59,76,132,61,78,137,0,6,3,10,11,21,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,79,98,173,3,9,15,0,5,3,139,194,331,24,29,53,448,546,992
UCL115050,337,321,663,13,17,28,110,121,233,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,125,236,0,0,0,3,3,3,129,139,272,34,29,67,507,493,1001
UCL115051,612,635,1247,138,203,341,121,118,245,3,10,12,6,4,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,135,136,266,4,4,7,4,9,9,278,341,625,87,85,178,981,1066,2047
UCL115052,812,822,1631,155,196,353,196,195,391,63,53,115,7,10,22,8,3,11,8,13,16,0,3,0,4,3,3,13,15,23,0,0,0,295,297,593,4,12,16,9,7,18,462,511,978,123,149,272,1400,1480,2881
UCL115053,437,514,943,99,90,190,644,801,1442,46,93,139,27,26,53,10,15,23,10,10,22,4,12,20,10,10,18,20,32,49,0,0,0,763,1002,1767,83,84,167,3,5,10,947,1178,2126,65,78,138,1442,1772,3214
UCL115054,703,688,1385,206,225,433,216,226,440,8,15,21,52,49,98,3,3,9,3,3,9,7,4,8,0,7,3,8,5,15,0,0,0,295,312,607,10,10,20,4,5,15,521,552,1069,119,142,266,1341,1384,2719
UCL115055,374,407,773,109,102,214,120,157,281,5,4,8,3,0,4,0,0,0,0,0,0,0,3,3,0,0,3,3,3,5,0,0,0,136,165,299,4,13,24,0,3,3,253,285,541,107,126,236,732,815,1549
UCL115056,450,501,955,156,156,315,53,59,117,43,54,102,25,28,54,0,3,0,0,3,10,4,3,7,0,0,0,0,0,0,0,0,0,135,160,287,18,21,41,3,0,6,309,334,646,92,97,185,853,932,1782
UCL115057,449,415,859,91,91,187,257,260,515,31,18,54,106,48,152,18,15,30,11,7,12,7,6,16,15,12,26,13,13,30,0,0,0,467,376,846,14,16,36,12,8,24,589,495,1081,68,43,110,1110,952,2061
UCL115058,289,335,625,76,91,164,66,111,182,0,4,4,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,74,119,196,3,4,4,3,3,6,157,222,373,36,42,76,477,601,1076
UCL115059,397,400,797,34,44,78,133,136,267,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,135,143,278,3,13,13,9,3,11,180,199,383,40,31,64,611,630,1245
UCL115060,305,324,633,28,31,54,142,170,309,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,147,175,320,17,16,32,0,0,0,188,215,405,12,9,21,509,558,1063
UCL115061,1054,1146,2200,247,237,485,435,489,927,8,4,12,25,20,42,0,0,0,10,11,17,0,4,4,4,5,9,16,18,28,0,0,0,490,550,1041,29,28,50,7,7,15,767,820,1592,165,197,357,1984,2162,4144
UCL115062,641,715,1364,207,248,460,133,141,274,7,4,13,6,15,23,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,151,166,318,11,8,20,11,16,27,378,440,820,139,114,256,1157,1273,2437
UCL115063,757,700,1453,90,93,189,229,252,484,3,3,5,9,4,14,0,3,3,0,0,3,0,0,0,4,0,6,0,0,0,0,0,0,243,267,512,7,8,20,7,4,9,349,380,727,58,56,113,1161,1136,2298
UCL115064,595,656,1248,184,225,411,160,178,343,0,0,4,12,26,37,0,0,3,0,3,7,0,3,7,0,0,0,0,0,0,0,3,4,179,222,401,0,6,9,3,12,11,375,456,828,70,98,169,1037,1216,2251
UCL115065,15,16,27,29,30,57,249,280,536,6,15,21,20,22,35,3,3,6,3,0,3,0,0,3,12,5,19,214,198,408,0,0,0,507,527,1033,48,47,95,6,9,11,587,608,1193,41,45,89,637,668,1307
UCL115066,380,352,729,32,26,61,142,120,263,0,4,3,7,3,10,0,0,0,0,0,0,3,3,8,0,0,0,0,4,3,0,0,0,157,137,289,0,3,4,0,0,0,186,166,349,45,39,86,616,553,1167
UCL115067,556,588,1145,141,157,305,94,94,191,0,9,11,11,12,28,0,0,0,4,4,8,0,0,0,0,0,0,15,13,30,0,0,0,127,133,261,6,6,12,0,0,0,281,305,584,70,88,156,903,976,1881
UCL115068,716,651,1362,133,150,284,323,323,646,5,4,12,9,14,29,0,0,0,3,3,7,0,0,0,0,3,3,0,0,0,0,0,0,344,353,694,0,8,12,9,9,16,491,516,1008,75,72,147,1281,1237,2522
UCL115069,456,454,912,146,162,304,121,161,288,3,0,7,7,10,17,0,4,3,3,0,3,0,0,0,0,3,6,0,0,0,0,0,0,150,183,328,0,3,6,3,3,6,295,348,649,111,116,230,868,919,1791
UCL115070,416,450,865,105,98,205,94,98,190,6,14,21,72,63,131,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,178,177,355,3,3,4,4,0,3,291,282,570,39,39,82,752,774,1522
UCL115071,549,585,1138,135,138,275,70,106,181,3,7,12,5,7,15,0,0,0,0,0,4,0,0,0,0,0,0,6,3,11,0,0,0,92,131,221,8,10,17,3,3,3,243,280,526,81,85,163,877,948,1821
UCL115072,533,554,1091,123,137,263,104,121,223,3,7,10,26,32,60,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,140,159,294,16,20,37,8,8,13,280,324,600,86,91,175,899,968,1870
UCL115073,546,608,1156,103,130,232,98,143,236,3,3,6,9,14,21,3,3,7,0,3,4,0,0,0,0,0,0,13,22,35,0,0,0,137,184,318,0,7,13,3,0,3,242,324,565,56,72,129,851,997,1847
UCL115074,659,637,1295,157,170,328,438,438,877,6,10,15,24,33,55,0,3,4,3,4,11,8,7,13,3,4,4,3,3,6,0,0,3,489,502,994,5,8,11,7,3,9,654,684,1341,80,96,180,1397,1421,2817
UCL115075,634,630,1265,133,156,294,94,110,206,21,17,41,11,9,20,7,3,10,3,3,7,0,0,0,3,3,6,3,0,4,0,0,0,145,156,297,19,22,45,7,4,10,302,342,640,152,151,296,1081,1119,2206
UCL115076,584,578,1162,77,68,150,263,264,528,3,7,15,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,275,278,560,6,10,13,0,0,0,362,358,718,67,60,124,1017,988,2005
UCL115077,270,265,534,73,84,152,52,55,107,10,14,27,6,7,12,0,3,5,0,4,5,3,0,3,0,0,0,0,0,0,0,0,0,72,76,152,29,23,54,3,0,3,179,185,361,59,65,125,511,516,1028
UCL115078,346,355,702,61,88,150,63,77,142,15,18,38,6,8,19,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,94,112,210,0,7,10,4,9,10,162,218,381,61,73,136,572,651,1216
UCL115079,635,606,1241,96,117,212,91,113,202,117,128,241,27,22,50,8,5,9,9,3,11,8,4,11,4,4,7,3,0,6,0,0,0,258,277,538,16,11,30,3,3,7,380,404,790,121,119,240,1137,1130,2268
UCL115080,498,465,964,78,95,166,100,91,193,7,7,12,69,76,152,3,0,3,3,3,4,3,0,4,8,6,11,0,0,0,0,0,0,191,190,380,6,3,8,4,0,5,271,296,563,74,61,136,842,817,1662
UCL115081,375,339,710,121,108,228,172,164,337,14,12,21,32,25,63,8,8,12,6,4,12,0,0,8,0,0,0,9,8,14,0,0,0,247,217,467,60,50,108,3,0,6,432,376,806,107,79,186,913,793,1708
UCL115082,312,311,625,56,64,124,110,146,257,14,15,34,6,7,11,3,6,10,3,4,9,0,0,0,7,0,6,3,4,9,0,0,0,151,185,338,0,3,7,0,0,8,205,261,465,45,51,97,567,622,1183
UCL115083,344,379,727,131,104,236,62,70,125,3,11,10,15,13,26,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,78,89,174,7,4,6,0,0,3,215,201,415,33,29,58,594,606,1203
UCL115084,1029,990,2021,259,286,543,206,227,428,15,19,32,17,26,46,0,8,5,4,0,5,0,0,4,0,3,3,7,7,17,0,0,0,253,293,546,67,46,111,17,8,21,598,631,1224,1062,210,1278,2692,1832,4519
UCL115085,352,341,692,87,88,169,69,74,138,0,0,0,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,77,156,0,3,7,5,3,8,164,174,340,94,78,165,606,591,1198
UCL115086,362,335,695,43,41,85,132,118,248,5,3,8,8,4,17,0,0,0,6,0,5,0,5,4,3,3,3,0,0,0,0,0,0,150,135,286,6,3,12,3,3,7,200,180,385,62,50,113,623,564,1186
UCL115087,387,429,816,81,102,191,161,200,360,3,0,3,10,6,19,0,3,3,0,6,8,0,0,0,0,3,3,0,0,0,0,0,0,174,220,396,3,7,11,3,6,8,269,334,595,54,70,121,702,833,1538
UCL115088,271,291,561,87,79,159,126,116,243,0,0,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,125,254,7,5,12,0,0,3,221,210,428,18,30,49,509,529,1038
UCL115089,679,755,1437,167,204,374,115,128,246,10,11,24,54,68,117,4,6,6,0,3,5,0,3,3,3,0,4,0,0,3,0,0,0,189,217,407,11,12,24,5,10,18,374,439,815,173,178,352,1227,1374,2601
UCL115090,307,317,626,75,94,167,62,55,115,3,3,5,6,6,8,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,68,70,145,4,7,18,3,6,8,158,182,338,97,103,197,562,599,1158
UCL115091,786,820,1600,134,150,284,290,328,614,13,12,21,30,31,58,0,0,4,4,5,7,7,5,9,6,5,11,11,11,20,0,0,0,357,397,748,9,14,19,3,11,9,499,565,1063,71,64,132,1348,1444,2793
UCL115092,640,593,1232,144,136,275,300,309,607,11,11,14,26,21,38,11,3,18,3,3,8,3,3,8,5,4,10,6,4,14,0,0,0,357,348,706,10,10,19,3,3,7,516,496,1008,110,106,219,1267,1197,2461
UCL115093,380,331,712,100,118,222,72,78,156,3,0,5,9,27,36,0,0,0,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0,98,111,203,4,7,11,0,3,3,202,240,437,111,97,201,687,663,1350
UCL115094,689,777,1465,127,145,275,225,250,479,8,5,15,26,35,60,0,0,0,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,269,297,565,12,12,20,6,12,16,419,463,881,142,155,298,1254,1392,2644
UCL115095,650,729,1380,199,226,430,135,152,287,4,6,10,66,73,137,0,0,0,0,4,4,0,3,4,0,0,0,5,0,8,0,0,0,216,237,454,10,9,25,8,18,25,436,493,928,95,123,221,1179,1350,2531
UCL115096,508,546,1055,96,96,187,212,214,426,15,13,30,20,15,36,4,3,3,8,3,12,4,6,14,3,3,3,53,64,117,0,0,0,316,329,641,11,11,28,3,3,13,427,443,864,104,99,203,1031,1093,2127
UCL115097,517,558,1077,135,153,293,137,156,296,0,0,0,26,26,44,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,166,186,353,3,3,5,12,9,23,319,358,675,106,140,244,942,1052,1989
UCL115098,278,305,584,83,138,222,118,156,270,3,3,3,6,11,15,0,0,0,5,0,3,3,3,5,0,0,0,14,5,18,0,0,0,142,176,320,0,5,6,13,21,31,234,334,572,47,48,95,561,684,1250
UCL115099,412,442,850,124,150,267,104,137,241,0,4,0,5,16,17,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,110,156,267,14,8,18,0,4,4,246,320,564,50,68,121,708,827,1530
UCL115100,692,689,1379,165,187,353,150,170,319,7,4,15,13,10,22,0,0,0,0,7,5,0,3,4,0,0,0,18,27,43,0,0,0,196,221,411,13,13,25,3,8,7,376,427,800,111,119,224,1173,1232,2401
UCL115101,724,844,1566,151,201,350,180,257,438,50,56,106,43,65,112,4,9,11,16,13,33,3,0,3,5,3,9,3,3,3,0,0,0,307,402,711,37,44,82,11,16,28,512,661,1170,165,189,352,1396,1695,3089
UCL115102,503,474,975,21,30,54,41,53,93,7,11,17,7,7,17,3,3,4,3,4,10,3,3,5,0,0,3,161,164,323,0,0,0,223,245,470,7,9,12,0,3,0,254,284,538,44,29,73,801,790,1591
UCL115103,850,871,1720,195,219,412,215,218,428,40,42,84,17,23,40,4,3,12,11,13,26,6,4,6,3,3,7,47,51,94,0,0,0,344,362,704,17,12,32,9,3,18,564,596,1154,176,161,341,1591,1626,3213
UCL115104,934,1013,1945,250,326,577,174,155,329,21,22,41,12,18,35,5,6,14,7,7,13,0,0,3,5,5,6,3,4,6,0,0,0,225,219,439,37,31,71,5,10,12,510,587,1095,226,239,466,1675,1837,3509
UCL115105,896,951,1842,271,316,587,175,205,380,4,3,7,17,20,38,0,0,3,5,7,10,3,0,3,0,0,0,3,0,3,0,0,0,206,241,442,6,9,13,6,4,17,488,570,1058,166,191,356,1551,1708,3258
UCL115106,562,527,1087,116,124,243,96,115,214,3,5,3,24,23,46,0,0,0,4,7,10,3,3,5,0,4,6,7,3,8,0,0,0,134,154,291,14,16,25,0,3,3,262,301,558,101,93,201,926,919,1846
UCL115107,636,628,1264,185,187,370,164,155,315,8,5,8,9,13,17,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,178,177,358,11,6,18,0,0,0,377,379,753,150,146,303,1165,1153,2316
UCL115108,1037,1123,2156,196,226,426,300,316,623,36,53,82,62,90,154,7,10,13,0,3,5,0,5,4,4,8,15,3,4,4,0,0,0,420,482,906,42,55,97,21,19,39,676,784,1462,222,234,454,1941,2133,4079
UCL115109,749,878,1627,201,248,447,472,503,975,14,8,27,29,34,62,5,0,3,4,11,14,3,3,6,0,3,3,3,11,10,0,0,0,534,571,1106,21,19,33,8,13,22,765,846,1614,139,175,311,1651,1902,3553
UCL115110,363,392,761,80,92,177,164,205,364,0,0,0,10,8,17,5,4,12,0,0,0,0,0,0,3,3,5,7,4,14,0,0,0,189,227,419,3,0,3,0,6,6,272,332,609,54,58,106,688,781,1471
UCL115111,404,424,826,87,126,209,96,119,218,20,24,45,9,15,21,0,0,3,8,15,21,4,4,7,3,3,3,7,10,19,0,0,0,148,186,332,3,12,19,7,3,5,242,324,572,47,86,133,698,833,1528
UCL115112,871,930,1804,180,196,376,345,404,746,4,0,3,21,18,31,0,0,0,5,3,3,3,0,4,3,6,8,0,0,0,0,0,0,379,425,808,14,14,23,15,5,18,582,645,1228,85,104,193,1540,1683,3218
UCL115113,360,386,747,124,125,250,537,540,1074,5,6,13,7,6,13,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,553,1104,9,15,29,8,4,12,699,695,1395,50,41,89,1110,1116,2227
UCL115114,580,553,1140,68,70,136,144,137,281,0,3,3,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,149,305,6,6,9,3,3,3,229,226,454,131,126,257,942,904,1851
UCL115115,685,711,1395,175,221,396,187,200,391,6,3,6,30,28,55,4,0,4,7,3,11,3,0,3,3,0,6,0,3,3,0,0,0,233,237,473,7,12,18,8,5,14,425,479,903,95,135,233,1208,1326,2532
UCL115116,898,993,1885,157,202,361,472,564,1041,5,4,10,20,14,37,3,3,5,0,0,0,0,0,0,7,0,4,4,7,10,0,0,0,516,600,1117,21,22,40,16,11,30,710,836,1541,77,99,181,1683,1925,3611
UCL115117,330,385,714,68,58,122,140,142,279,0,4,5,0,3,3,0,0,0,3,8,14,0,0,0,0,0,0,0,3,5,0,0,0,145,160,308,7,9,11,4,6,5,217,233,454,48,43,90,597,661,1262
UCL115118,885,931,1812,141,171,308,325,382,707,29,43,76,58,67,125,12,7,22,11,12,23,8,12,16,0,8,9,4,9,13,0,0,0,445,528,976,25,28,61,8,4,16,623,733,1360,98,110,206,1606,1770,3379
UCL115119,1243,1293,2544,333,356,693,319,365,688,10,11,18,37,32,76,3,7,8,7,3,14,0,0,3,3,8,7,0,0,3,0,0,0,383,433,814,94,75,172,12,12,25,815,881,1698,207,209,414,2272,2384,4658
UCL115120,796,840,1634,150,151,305,320,319,646,8,9,15,11,11,23,4,8,12,4,5,12,0,0,0,0,0,3,0,10,12,0,0,0,360,361,725,11,16,24,7,7,10,529,538,1064,115,113,223,1436,1485,2919
UCL115121,1405,1374,2778,115,117,236,503,459,963,0,0,0,4,12,18,3,7,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,513,479,988,7,10,17,7,7,16,637,617,1255,114,96,209,2154,2085,4244
UCL115122,330,320,644,36,28,67,93,115,207,23,20,39,9,6,13,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,127,140,268,4,4,9,4,7,7,179,178,360,25,18,45,528,515,1046
UCL115123,311,287,601,67,82,145,130,141,274,5,3,6,6,8,14,0,0,0,9,6,14,0,0,0,0,0,0,3,0,3,0,0,0,154,158,309,3,10,14,10,4,17,230,260,488,37,43,77,586,587,1170
UCL115124,429,461,893,76,114,196,150,209,354,22,29,47,48,57,101,3,3,3,3,10,20,4,5,5,3,3,7,3,3,5,0,0,0,233,318,544,29,43,72,9,6,15,349,478,829,69,73,143,850,1014,1867
UCL115125,413,373,793,77,72,144,119,121,244,3,4,6,6,9,9,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,132,134,263,18,20,40,4,8,7,234,224,458,31,17,50,680,618,1301
UCL115126,920,938,1852,168,185,354,344,313,659,15,11,23,21,17,38,0,0,0,5,3,10,0,4,4,3,0,5,19,12,33,0,0,0,404,372,776,8,9,20,7,6,8,576,575,1155,124,107,235,1619,1622,3243
UCL115127,1081,1143,2220,231,254,484,497,547,1042,5,5,14,10,16,22,3,0,5,0,3,6,0,0,3,3,0,4,3,3,3,0,0,0,521,570,1097,26,28,56,18,14,39,806,866,1676,140,163,309,2026,2176,4196
UCL115128,1012,1033,2039,256,250,514,393,412,802,23,12,32,25,22,47,3,0,4,3,6,8,0,0,3,0,0,3,5,5,14,0,0,0,464,451,910,14,14,31,10,14,20,743,736,1476,151,152,310,1909,1925,3833
UCL115129,421,426,847,92,88,187,77,97,177,20,18,35,9,4,17,0,0,3,3,3,3,0,4,3,0,4,4,22,22,48,0,0,0,135,152,285,13,12,22,3,3,5,246,260,497,73,61,142,742,745,1490
UCL115130,604,638,1242,125,160,286,262,268,532,3,5,12,13,12,31,0,0,7,5,3,5,0,3,4,3,3,3,3,4,12,0,0,0,291,309,595,13,10,28,3,4,8,430,480,914,74,69,147,1112,1193,2304
UCL115131,1140,1163,2304,276,352,632,235,233,470,9,23,30,12,13,25,0,0,5,3,0,3,0,3,3,4,6,8,11,14,25,0,0,0,283,290,573,17,13,29,5,7,14,582,665,1249,123,130,255,1843,1964,3802
UCL115132,686,800,1485,166,217,381,108,127,229,0,3,4,100,106,203,0,0,0,0,0,4,0,0,0,0,4,5,0,3,3,0,0,0,215,246,457,4,6,12,4,3,13,392,481,865,191,235,421,1273,1504,2779
UCL115133,502,537,1038,68,59,124,158,160,316,0,3,0,3,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,165,173,339,0,6,7,3,5,3,231,238,469,23,29,53,758,805,1568
UCL115134,831,829,1665,177,180,354,267,286,548,4,5,7,9,12,17,0,0,0,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0,276,306,589,3,8,18,4,9,6,459,507,965,90,94,178,1381,1427,2806
UCL115135,605,619,1228,144,179,321,39,41,75,140,140,284,16,21,38,3,3,4,6,7,19,3,0,3,3,3,8,0,0,0,0,0,0,210,221,432,13,11,25,3,3,9,369,411,785,105,113,220,1078,1145,2230
UCL115136,237,222,459,36,39,66,97,104,197,8,4,9,8,3,7,0,0,0,4,0,8,0,3,3,0,6,3,26,28,61,0,0,0,142,149,295,4,5,7,0,0,0,184,189,372,75,52,128,490,464,960
UCL115137,367,356,727,125,140,265,74,82,156,15,13,31,11,4,13,3,0,5,0,3,3,0,0,0,0,0,0,5,8,15,0,0,0,111,113,222,8,11,22,4,0,10,248,266,516,57,71,126,681,695,1376
UCL115138,661,653,1305,96,109,209,159,180,337,16,15,30,17,13,31,4,0,4,7,7,12,0,5,5,3,4,8,41,42,82,0,0,0,237,266,498,9,9,18,3,4,6,346,388,737,60,71,131,1060,1106,2170
UCL115139,629,675,1300,135,155,289,168,234,404,3,7,11,21,26,50,0,3,3,4,0,3,4,3,3,5,3,5,0,0,3,0,0,0,206,280,488,0,5,11,5,6,16,349,445,800,79,100,180,1053,1217,2273
UCL115140,674,676,1353,120,133,254,244,276,516,14,8,24,39,23,63,0,12,14,3,0,3,4,0,5,3,8,10,0,0,0,0,0,0,306,327,633,5,4,9,7,5,17,435,472,913,123,122,242,1235,1273,2507
UCL115141,301,330,633,40,49,91,142,174,310,14,10,20,24,35,61,0,0,0,7,5,9,0,0,0,0,0,0,6,4,8,0,0,0,189,226,418,12,8,17,0,3,4,239,292,530,33,36,72,576,661,1234
