UCL_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
UCL515003,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,53,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,0,0,0,0,0,20,26,0,0,0
UCL515004,94,0,0,0,0,0,96,10,6,0,0,6,0,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,10,0,0,10,0,15,0,0,0,0,0,0,0,104,11,0,0,11,0,109,101,0,0,0,0,0,101,6,9,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,8,0,0,0,0,0,0,0,102,8,0,0,8,0,114,35,0,0,0,0,0,35,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,41,26,0,0,0,0,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,0,0,0,31,5,0,0,5,0,33,22,0,0,0
UCL515005,82,0,0,0,0,0,85,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,83,3,0,0,3,0,91,87,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,93,53,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,36,34,0,0,0
UCL515006,139,6,0,0,6,0,141,15,10,0,0,13,0,28,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,13,3,0,17,0,31,0,0,0,0,0,9,6,157,21,3,0,23,9,183,143,10,0,0,10,4,159,12,13,0,0,13,0,30,0,4,3,0,5,0,5,0,0,0,0,0,0,0,12,17,3,0,23,0,34,0,0,0,0,0,0,0,156,33,3,0,33,4,189,75,3,0,0,3,0,76,12,8,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,11,0,20,0,0,0,0,0,0,0,84,14,0,0,14,0,99,43,3,0,0,3,0,51,4,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,6,0,0,0,0,0,0,0,50,10,0,0,10,0,56,26,3,0,0
UCL515007,113,0,0,0,0,0,113,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,120,3,0,0,3,0,116,119,0,0,0,0,0,119,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,124,0,0,0,0,0,123,46,0,0,0,0,0,46,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,50,3,0,0,3,0,52,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,27,0,0,0
UCL515008,64,0,0,0,0,0,67,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,66,7,0,0,7,0,71,106,0,0,0,0,0,106,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,107,0,0,0,0,0,111,55,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,57,24,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,28,0,0,0,0,0,26,30,0,0,0
UCL515009,86,0,0,0,0,0,86,4,9,0,0,9,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,14,0,0,14,0,21,0,0,0,0,0,0,0,87,14,0,0,14,0,101,82,3,0,0,3,0,82,8,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,7,0,0,0,0,0,0,0,82,7,0,0,7,0,91,54,0,0,0,0,0,54,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,55,4,0,0,4,0,62,26,0,0,0,0,0,26,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,32,0,0,0,0,0,35,39,0,0,0
UCL515010,107,4,0,0,4,0,117,7,26,0,0,26,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,0,29,0,36,0,0,0,0,0,0,0,116,26,0,0,26,0,149,129,3,0,0,3,0,129,4,27,0,0,27,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,27,0,31,0,0,0,0,0,3,3,133,29,0,0,29,3,163,63,0,0,0,0,0,63,0,17,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,19,0,0,0,0,0,0,0,68,17,0,0,17,0,80,33,0,0,0,0,0,33,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,33,12,0,0,12,0,42,21,0,0,0
UCL515011,114,0,0,0,0,0,114,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,114,0,5,0,3,0,116,108,0,0,0,0,0,108,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,115,0,0,0,3,0,114,63,0,0,0,0,0,63,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,69,0,0,0,0,0,66,39,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,3,0,38,30,0,0,0
UCL515012,142,0,0,0,0,0,144,4,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,11,0,0,0,0,0,0,0,146,8,0,0,8,0,152,101,0,0,0,0,0,101,0,7,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,0,0,0,0,0,0,100,8,0,0,8,0,105,52,0,0,0,0,0,52,3,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,11,0,0,0,0,0,0,0,53,8,0,0,8,0,61,35,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,38,44,3,0,0
UCL515013,121,0,0,0,0,0,121,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,121,6,0,0,6,0,130,110,0,0,0,0,0,110,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,110,5,0,0,5,0,115,67,0,0,0,0,0,67,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,67,3,0,0,3,0,68,36,0,0,0,0,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,3,0,0,3,0,35,40,0,0,0
UCL515014,27,3,0,0,3,0,25,0,24,0,0,24,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,0,21,0,0,0,0,0,0,0,30,27,0,0,27,0,55,20,0,0,0,0,0,20,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,20,19,0,0,19,0,37,11,0,0,0,0,0,11,0,8,0,0,8,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,11,10,0,0,10,0,15,3,0,0,0,0,0,3,0,3,0,0,3,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,8,4,0,0,0
UCL515015,78,0,0,0,0,0,78,0,29,0,0,31,0,31,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,31,0,0,29,0,29,0,0,0,0,0,0,0,79,31,0,0,29,0,107,94,0,0,0,0,0,94,0,32,0,0,32,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,38,0,36,0,0,0,0,0,0,0,95,32,0,0,38,0,128,34,3,0,0,3,0,38,0,23,0,0,26,0,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,21,0,0,25,0,25,0,0,0,0,0,0,0,35,24,0,0,26,0,66,25,0,0,0,0,0,27,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,28,16,0,0,16,0,37,28,0,0,0
UCL515016,53,0,0,0,0,0,53,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,53,0,0,0,0,0,55,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,53,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,7,0,0,0
UCL515017,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,43,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,17,0,0,0
UCL515018,106,0,0,0,0,0,106,14,5,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,5,0,22,0,0,0,0,0,0,0,120,5,0,0,5,0,125,96,0,0,0,0,0,96,8,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,7,0,10,0,0,0,0,0,0,0,102,7,0,0,7,0,105,42,0,0,0,0,0,42,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,44,0,0,0,0,0,43,30,0,0,0,0,0,30,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,30,5,0,0,5,0,36,40,0,0,0
UCL515019,87,0,0,0,0,0,87,6,18,3,0,16,0,23,0,7,22,0,30,0,30,0,0,0,0,0,0,0,6,28,25,0,53,0,57,0,0,0,0,0,0,0,90,28,25,0,53,0,139,79,0,0,0,0,0,79,0,29,0,0,27,0,32,0,6,24,0,31,0,31,0,0,0,0,0,0,0,0,39,22,0,57,0,57,4,0,0,0,0,0,4,84,35,22,0,60,0,140,70,0,0,0,0,0,70,3,12,0,0,8,0,16,0,0,6,0,6,0,6,0,0,0,0,0,0,0,3,12,11,0,14,0,20,0,0,0,0,0,0,0,71,12,11,0,14,0,87,26,0,0,0,0,0,26,3,9,0,0,9,0,8,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,9,8,0,14,0,16,0,0,0,0,0,0,0,31,9,8,0,14,0,45,27,0,0,0
UCL515020,203,4,0,0,4,0,205,13,17,0,0,17,0,25,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,14,0,0,18,0,29,0,0,0,0,0,0,0,217,19,0,0,20,0,241,141,0,0,0,0,0,145,3,22,0,0,24,0,26,0,0,4,0,4,0,4,0,0,0,5,5,0,5,3,22,4,5,36,0,33,0,0,0,0,0,0,3,148,22,4,5,33,0,186,50,0,0,0,0,0,54,3,9,0,0,9,0,14,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,9,3,0,16,0,19,0,0,0,0,0,0,0,58,12,3,0,16,0,75,29,0,0,0,0,0,29,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,8,0,0,0,0,0,0,0,34,3,0,0,6,0,40,31,3,0,0
UCL515021,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,47,103,3,0,0,3,0,105,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,101,3,0,0,3,0,104,63,0,0,0,0,0,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,60,0,0,0,0,0,63,33,0,0,0,0,0,33,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,4,0,0,4,0,39,38,0,0,0
UCL515022,160,0,0,0,0,0,160,8,11,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,11,0,21,0,0,0,0,0,0,0,174,11,0,0,11,0,183,167,9,0,0,9,0,175,0,11,0,0,11,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,9,0,0,9,0,10,0,0,0,0,0,0,0,166,20,0,0,20,0,189,105,0,0,0,0,0,105,4,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,11,0,12,0,0,0,0,0,0,0,110,11,0,0,11,0,120,67,3,0,0,3,0,66,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,68,8,0,0,8,0,75,84,0,0,0
UCL515023,112,0,0,0,0,0,112,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,7,0,0,0,0,0,0,0,113,9,0,0,9,0,121,93,0,0,0,0,0,93,3,11,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,15,0,0,0,0,0,0,0,94,11,0,0,11,0,108,49,0,0,0,0,0,49,3,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,7,0,0,0,0,0,0,0,46,7,0,0,7,0,52,43,0,0,0,0,0,43,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,43,3,0,0,3,0,45,38,0,0,0
UCL515024,57,0,0,0,0,0,60,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,57,3,0,0,3,0,61,69,0,0,0,0,0,69,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,67,5,0,0,5,0,77,35,0,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,33,4,0,0,4,0,38,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,26,0,0,0
UCL515025,62,0,0,0,0,0,62,0,12,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,11,0,0,0,0,0,0,0,65,10,0,0,10,0,76,64,0,0,0,0,0,64,3,0,0,0,0,0,6,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,3,3,0,7,0,8,0,0,0,0,0,0,0,62,3,3,0,7,0,69,37,3,0,0,3,0,40,3,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,5,0,0,0,0,0,0,0,40,3,3,0,7,0,49,23,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,23,4,0,0,4,0,28,26,3,0,0
UCL515026,144,3,0,0,3,0,150,5,18,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,18,0,23,0,0,0,0,0,3,3,152,18,0,0,18,3,172,163,6,0,0,6,0,167,7,11,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,11,0,19,0,0,0,0,0,4,3,171,17,0,0,17,4,194,72,3,0,0,3,0,78,0,10,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,11,0,0,0,0,0,0,0,79,12,0,0,12,0,90,60,0,0,0,0,0,60,3,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,8,0,0,0,0,0,0,3,59,6,0,0,6,0,67,57,0,0,0
UCL515027,282,9,0,0,9,0,292,11,34,0,0,40,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,0,0,43,0,53,0,0,0,0,0,0,0,296,49,0,0,49,0,348,298,6,0,0,6,0,300,12,28,0,0,28,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,0,32,0,42,0,0,0,0,0,0,0,307,36,0,0,36,0,343,112,0,0,0,0,0,112,4,21,0,0,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,25,0,26,3,0,0,0,0,0,3,119,26,0,0,25,0,142,63,0,0,0,0,0,58,4,15,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,16,0,23,0,0,0,0,0,0,0,61,18,0,0,18,0,83,65,0,0,0
