UCL_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
UCL315051,40,2058,658,400,1720,0.8,1685,2.9
UCL315052,38,1352,748,200,1669,0.7,1335,2.3
UCL315053,34,1387,486,280,1133,0.8,980,2.7
UCL315054,59,888,415,245,796,0.8,706,1.9
UCL315055,51,1278,483,200,1201,0.8,936,2.3
UCL315056,56,1645,512,340,1221,0.7,947,2.1
UCL315057,31,2032,780,320,1988,0.8,1868,2.9
UCL315058,31,2000,739,450,1735,0.8,1705,3.2
UCL315059,31,1690,751,360,1866,0.8,1745,3.1
UCL315060,30,800,1375,47,2587,0.9,2407,3
UCL315061,38,1300,666,180,1406,0.7,1035,2.2
UCL315062,42,1138,607,220,1315,0.7,1127,2.4
UCL315063,49,1036,483,160,1088,0.7,749,2
UCL315064,40,1820,616,360,1528,0.8,1433,2.9
UCL315065,46,1408,463,290,1012,0.7,895,2.4
UCL315066,42,1401,559,220,1300,0.8,977,2.4
UCL315067,49,867,436,175,876,0.8,737,2.1
UCL315068,34,1329,780,137,2020,0.7,1809,2.4
UCL315069,36,2167,681,360,1643,0.8,1482,2.7
UCL315070,36,1070,657,200,1277,0.9,1097,2.4
UCL315071,43,867,460,198,1082,0.7,849,2.3
UCL315072,47,1083,446,200,955,0.8,775,2.2
UCL315073,53,1500,521,270,1103,0.7,792,1.9
UCL315074,39,1300,571,260,1279,0.8,1101,2.6
UCL315075,24,0,303,120,927,1.5,1119,4.3
UCL315076,41,1733,610,370,1480,0.8,1285,2.7
UCL315077,43,1320,588,265,1414,0.8,1165,2.5
UCL315078,45,1608,548,330,1272,0.8,1103,2.4
UCL315079,42,1700,751,320,1511,0.8,1248,2.1
UCL315080,43,1517,583,250,1355,0.8,1050,2.4
UCL315081,49,1300,496,260,1071,0.7,907,2.1
UCL315082,44,1950,706,400,2078,0.7,1940,2.9
UCL315083,52,1207,452,280,1030,0.7,964,2.3
UCL315084,40,1400,501,285,1301,0.8,1100,2.5
UCL315085,55,975,402,230,797,0.8,695,1.9
UCL315086,43,2225,815,640,2650,0.8,2644,3.2
UCL315087,39,1733,573,250,1471,0.8,1208,2.4
UCL315088,38,1254,645,200,1492,0.8,1226,2.5
UCL315089,47,1170,494,230,1161,0.7,853,2.2
UCL315090,28,1690,788,151,2033,1.1,1987,3.3
UCL315091,30,0,1362,15,3000,0.9,3000,3.3
UCL315092,62,1100,424,235,803,0.7,704,1.9
UCL315093,54,1083,445,220,1048,0.7,776,2.1
UCL315094,47,1387,461,310,983,0.7,927,2.4
UCL315095,38,1300,602,240,1354,0.8,1131,2.5
UCL315096,34,2000,771,300,1971,0.8,1733,2.7
UCL315097,43,1582,674,280,1705,0.8,1586,2.9
UCL315098,31,2200,1319,450,2777,1,2484,2.9
UCL315099,31,1900,818,380,2094,0.8,2046,3.2
UCL315100,41,1733,625,220,1726,0.8,1208,2.4
UCL315101,36,1733,757,320,1930,0.8,1814,2.9
UCL315102,50,1083,469,200,1089,0.7,855,2.2
UCL315103,47,1517,633,260,1246,0.8,1037,2.1
UCL315104,37,1600,500,300,1276,0.8,1092,2.5
UCL315105,64,1300,444,280,934,0.7,804,2
UCL315106,30,1625,722,330,1638,0.8,1520,2.9
UCL315107,41,1600,564,290,1340,0.8,1085,2.4
UCL315108,23,0,288,130,869,1.6,1129,4.8
UCL315109,25,1842,797,390,1621,0.8,1551,2.9
UCL315110,48,1400,611,280,1281,0.8,1097,2.4
UCL321001,43,1907,565,300,1351,0.7,1137,2.3
UCL321002,45,1083,444,240,1062,0.8,814,2.2
UCL321003,53,1083,469,228,1011,0.7,772,2.2
UCL321004,48,1196,433,260,885,0.8,775,2.3
UCL321005,38,2000,686,290,1812,0.8,1575,2.5
UCL321006,46,1200,500,200,1184,0.8,832,2.2
UCL321007,25,0,368,108,815,1.2,850,3.4
UCL321008,35,1900,762,340,1861,0.8,1631,2.6
UCL321009,54,1452,437,250,916,0.8,810,2.1
UCL321010,42,1149,722,150,1687,0.8,1253,2.2
UCL321011,46,1733,570,378,1550,0.8,1484,2.6
UCL321012,34,1469,644,250,1423,0.8,1198,2.6
UCL321013,40,2167,682,340,2166,0.8,2021,3.1
UCL321014,57,835,408,180,796,0.7,699,1.9
UCL321015,48,1788,551,430,1245,0.7,1217,2.5
UCL321016,37,1717,692,320,1737,0.8,1599,2.7
UCL321017,48,858,487,142,1187,0.7,859,2.1
UCL321018,55,900,415,220,831,0.7,705,2
UCL321019,47,2167,892,380,2307,0.7,2237,2.7
UCL321020,39,1733,654,300,1595,0.8,1428,2.7
UCL321021,36,1950,717,350,1762,0.9,1730,2.9
UCL321022,44,1373,457,300,1187,0.8,1017,2.7
UCL321023,44,1647,646,255,1550,0.8,1380,2.5
UCL321024,40,2134,769,450,2018,0.8,1903,2.9
UCL321025,46,1149,602,230,1303,0.7,1085,2.3
UCL321026,43,1733,769,283,1968,0.8,1512,2.4
UCL321027,37,1733,632,365,1507,0.8,1345,2.8
UCL321028,32,1744,779,175,1992,0.8,1673,2.6
UCL321029,58,1230,472,275,1108,0.7,824,1.9
UCL321030,46,1083,486,250,1153,0.8,966,2.6
UCL321031,42,1300,482,300,1131,0.8,959,2.4
UCL321032,45,1889,557,400,1412,0.8,1343,2.9
UCL321033,43,1322,608,230,1301,0.8,953,2.2
UCL321034,41,600,550,105,1254,0.8,873,2.3
UCL321035,44,1269,423,260,949,0.8,880,2.6
UCL321036,37,2167,897,520,2542,0.8,2530,3.4
UCL321037,40,1831,682,340,1708,0.8,1631,2.9
UCL321038,42,1733,533,250,1219,0.8,938,2.3
UCL321039,50,1350,507,260,1162,0.8,930,2.2
UCL321040,55,1083,438,233,928,0.8,780,2.1
UCL321041,40,1733,623,400,1430,0.8,1303,2.7
UCL321042,58,1733,548,318,1383,0.7,1173,2.2
UCL321043,43,1630,641,388,1384,0.9,1284,2.8
UCL321044,51,867,450,230,870,0.7,727,2.1
UCL321045,39,2037,743,333,2068,0.8,2029,2.9
UCL321046,31,1590,1241,30,2671,1,2512,2.9
UCL321047,44,1300,531,325,1352,0.8,1214,2.6
UCL321048,40,2167,695,350,1857,0.9,1807,3.1
UCL321049,55,858,381,228,769,0.8,697,2.1
UCL321050,36,1950,808,370,1982,0.9,1875,3
UCL321051,49,1300,720,340,1833,0.7,1738,2.7
UCL321052,39,1138,478,230,1119,0.8,937,2.5
UCL321053,49,888,441,175,837,0.7,735,2
UCL321054,31,1218,624,240,1375,0.9,1287,2.7
UCL321055,34,1211,571,270,1182,0.7,1049,2.5
UCL321056,47,1020,473,210,1033,0.8,787,2.2
UCL321057,26,1215,316,110,745,1.1,770,3.4
UCL321058,26,2432,562,183,1437,1.3,1421,3.2
UCL321059,53,1411,557,273,1210,0.8,1070,2.2
UCL321060,42,867,637,135,1422,0.7,1163,2.2
UCL321061,48,816,540,180,1135,0.7,900,2
UCL321062,18,0,351,120,872,1.4,942,4.4
UCL321063,50,936,481,150,1238,0.7,914,2.2
UCL321064,39,1350,537,253,1304,0.8,996,2.5
UCL321065,52,1000,647,150,1458,1,1125,1.9
UCL321066,43,1800,684,430,1895,0.8,1837,3.1
UCL321067,50,1083,459,208,1072,0.8,843,2.4
UCL321068,58,1517,485,260,1007,0.9,809,1.9
UCL321069,29,0,342,65,841,1.2,944,3.4
UCL321070,48,1733,616,350,1493,0.8,1514,2.8
UCL321071,57,1200,530,250,1081,0.7,835,1.9
UCL321072,44,1311,472,300,1230,0.8,1103,2.7
UCL321073,25,0,336,110,810,1.3,982,4
UCL321074,41,1700,731,398,1625,0.8,1425,2.4
UCL321075,54,1300,492,300,1196,0.7,935,2.1
UCL321076,40,1336,674,273,1461,0.9,1279,2.5
UCL321077,47,1550,647,345,1632,0.8,1431,2.6
UCL321078,35,1640,553,330,1597,0.8,1514,3
UCL321079,37,1800,637,240,1827,0.7,1473,2.5
UCL321080,46,1300,587,300,1273,0.8,1019,2.2
UCL321081,43,1000,572,165,1326,0.8,961,2.3
UCL321082,37,2200,787,500,2012,0.8,1994,3.2
UCL321083,25,0,278,120,770,1.3,813,3.7
UCL321084,34,1667,1105,210,2150,0.7,1788,2.3
UCL321085,48,1733,700,308,1819,1,1381,2.5
UCL321086,31,900,647,150,1587,1.1,1495,3
UCL321087,37,1650,662,310,1620,0.7,1469,2.8
UCL321088,54,1127,411,220,848,0.8,777,2.3
UCL321089,44,1617,602,250,1614,0.8,1375,2.7
UCL321090,38,1560,497,300,1449,0.8,1322,2.8
UCL321091,53,1668,644,320,1418,0.7,1229,2
UCL321092,31,0,330,90,733,1.1,748,3.1
UCL321093,47,2058,978,363,2451,0.7,2285,2.7
UCL321094,39,837,728,130,1518,0.7,1097,2.2
UCL321095,48,1235,429,220,859,0.8,726,2.1
UCL321096,38,737,671,121,1437,0.8,1187,2.1
UCL321097,55,800,405,130,794,1.1,535,1.7
UCL321098,42,2184,706,500,1942,0.8,1614,2.8
UCL321099,57,867,408,113,781,1.1,555,1.7
UCL321100,46,1489,469,310,1195,0.8,1147,2.9
UCL321101,47,1633,614,300,1473,0.7,1269,2.4
UCL321102,41,1733,646,280,1358,0.8,1192,2.4
UCL321103,40,1325,783,138,1880,0.8,1608,2.5
UCL321104,43,1733,507,300,1327,0.8,1292,2.9
UCL321105,36,1070,553,160,1047,0.7,921,2.2
UCL321106,48,867,586,150,1388,0.8,1037,2.2
UCL321107,53,867,460,163,964,0.7,737,2
UCL321108,40,1733,644,335,1850,0.8,1827,3.1
UCL321109,46,1300,489,285,1352,0.8,1196,2.5
UCL321110,46,1614,653,350,1479,0.8,1357,2.6
UCL321111,46,1500,514,250,1238,0.8,888,2.2
UCL321112,55,1477,533,275,1203,0.7,967,2
UCL321113,39,1192,630,240,1351,0.8,1149,2.5
UCL321114,46,1040,672,110,1442,0.8,1097,2
UCL321115,53,1548,494,340,1104,0.7,917,2.2
UCL321116,44,1343,548,260,1184,0.8,959,2.4
UCL321117,23,0,319,120,716,1.2,740,3.5
UCL321118,46,1517,493,275,1196,1,1021,2.5
UCL321119,54,847,412,200,798,0.7,729,2.1
UCL322001,45,1625,765,283,2068,0.8,1735,2.6
UCL322002,43,1138,715,90,1524,0.7,1105,2.3
UCL322003,56,1300,514,220,1458,0.9,933,2.2
UCL322004,56,1625,533,255,1213,0.7,866,2
UCL322005,35,505,608,110,1270,0.8,979,2.1
UCL322006,42,1517,535,273,1273,0.8,1148,2.7
UCL322007,59,1127,486,225,984,0.7,794,1.7
UCL322008,46,429,513,75,1220,0.7,784,2.2
UCL322009,52,758,567,100,1463,0.7,1050,1.8
UCL322010,57,849,384,210,773,0.8,663,1.9
UCL322011,54,1890,545,200,1307,0.7,900,2.2
UCL322012,36,1792,558,300,1521,0.8,1458,2.8
UCL322013,44,1066,493,113,1336,0.7,1009,2.4
UCL322014,46,1444,541,280,1052,0.9,869,2.1
UCL322015,43,1582,825,87,1981,0.8,1974,2.3
UCL322016,22,0,288,73,817,1,693,3.7
UCL322017,60,1300,429,235,819,0.7,767,1.9
UCL322018,59,1042,452,250,949,0.7,670,1.9
UCL322019,39,906,771,100,1687,0.8,1292,2.4
UCL322020,62,850,474,250,1125,0.8,912,2.1
UCL322021,41,1517,536,325,1424,0.7,1284,2.6
UCL322022,43,0,772,135,1187,1.4,956,2.7
UCL322023,58,1270,426,298,979,0.6,880,2.1
UCL322024,52,1600,451,340,1138,0.7,1048,2.5
UCL322025,45,1929,737,360,1731,0.7,1516,2.4
UCL322026,32,0,624,130,1374,0.9,1125,2.4
UCL322027,51,1174,541,200,1312,0.9,1042,2.2
UCL322028,46,620,561,160,1267,0.7,1083,2.3
UCL322029,46,577,550,85,1166,0.8,638,1.9
UCL322030,48,1345,509,230,1339,0.8,974,2.4
UCL322031,24,0,430,100,1337,1.3,1478,3.4
UCL322032,46,1040,409,258,796,0.8,789,2.3
UCL322033,56,1400,494,193,1271,0.8,941,1.9
UCL322034,52,908,483,115,1541,1,680,2.1
UCL322035,20,0,563,79,900,0.9,850,3.5
UCL322036,50,1083,451,150,1009,0.8,764,2
UCL322037,48,867,529,125,1147,0.8,939,2.3
UCL322038,58,1300,469,288,1044,0.7,835,2
UCL322039,46,620,774,110,1875,0.7,1138,1.9
UCL322040,44,979,418,110,774,0.8,692,2.1
UCL322041,48,1083,497,268,1140,0.8,1012,2.2
UCL322042,40,2500,1020,295,2633,0.7,2516,3.1
UCL322043,26,0,362,150,737,1,850,3.4
UCL322044,39,1688,505,210,1233,0.9,1116,2.4
UCL322045,45,1852,725,260,1937,0.8,1593,2.7
UCL322046,46,1509,450,170,1319,0.8,1042,2.1
UCL322047,46,1100,522,220,1260,0.8,1069,2.2
UCL322048,27,1083,444,278,1075,0.8,763,2.2
UCL322049,32,0,949,0,0,0,0,0
UCL322050,36,667,594,135,1275,0.9,1047,2.5
UCL322051,50,867,600,190,1416,0.7,1021,2.1
UCL322052,45,1200,779,280,1656,0.7,1542,2.5
UCL322053,45,1105,519,238,1100,0.7,1062,2.4
UCL322054,46,2113,735,223,1424,0.7,1333,2.2
UCL322055,55,1733,543,260,1100,0.7,890,2
UCL322056,55,956,479,145,1197,0.8,918,2
UCL322057,22,0,452,120,1138,1.1,1125,4
UCL322058,37,1315,634,258,1420,0.7,1234,2.7
UCL322059,59,1300,484,255,1142,0.7,992,2
UCL322060,25,0,368,120,742,1,900,4.1
UCL322061,52,1149,433,250,953,0.8,737,2.2
UCL322062,41,867,629,150,1387,0.7,987,2.1
UCL322063,42,669,763,115,1483,0.8,1069,2.1
UCL322064,38,1278,645,220,1375,0.8,1174,2.4
UCL322065,40,1092,471,220,1013,0.8,883,2.4
UCL322066,59,1209,495,235,1325,0.8,820,1.7
UCL322067,52,1300,477,235,979,0.7,836,2
UCL322068,57,1127,515,250,1062,0.8,870,2
UCL322069,49,1000,429,153,962,0.7,713,1.9
UCL322070,59,867,409,200,744,0.8,510,1.8
UCL322071,34,0,392,112,833,1,833,3
UCL322072,41,1300,442,275,1102,0.7,942,2.6
UCL322073,64,1387,519,198,1108,0.8,916,1.9
UCL322074,63,1042,413,205,811,0.7,725,1.7
UCL322075,22,0,369,100,939,1,1125,4.2
UCL322076,27,0,364,122,1015,1,962,3.3
UCL322077,25,0,320,120,933,1.2,1020,3.8
UCL322078,39,1543,627,235,1343,0.8,1228,2.5
UCL322079,31,1495,668,320,1712,0.7,1625,2.8
UCL322080,53,1552,509,235,1166,0.8,1028,2.2
UCL322081,51,1083,436,200,883,0.8,745,2.2
UCL322082,46,1530,506,180,1300,0.7,1014,2
UCL322083,46,1300,496,230,1125,0.8,987,2.2
UCL322084,51,800,386,165,900,0.9,749,2.3
UCL322085,41,1733,719,328,1766,0.9,1363,2.6
UCL322086,42,1546,480,200,1656,0.8,1062,2.3
UCL322087,47,1826,775,280,1708,0.8,1442,2.2
UCL322088,55,841,464,160,1187,0.8,840,1.8
UCL322089,40,1083,487,220,1406,0.8,1105,2.5
UCL322090,39,1509,620,305,1666,0.8,1625,2.9
UCL322091,50,1245,528,200,1312,0.8,1239,2.6
UCL322092,23,0,470,120,939,1.2,912,3.7
UCL322093,49,1556,689,270,1514,0.8,1210,2.1
UCL322094,53,1600,770,92,1875,0.7,1468,2.3
UCL322095,62,1083,452,260,1017,0.8,771,1.9
UCL322096,47,1767,543,325,1525,0.9,1397,2.7
UCL322097,37,1950,764,285,1739,0.8,1715,3.1
UCL322098,55,1213,613,220,1166,0.7,787,1.8
UCL322099,36,1900,771,360,2017,0.8,1968,3.3
UCL322100,63,1042,388,220,775,0.7,718,1.8
UCL322101,54,593,394,165,766,0.8,661,2.1
UCL322102,20,0,319,70,816,1.2,1149,4.5
UCL322103,45,2167,637,250,1430,0.7,1337,2.4
UCL322104,47,1700,735,300,1649,0.8,1278,2.2
UCL322105,43,1086,552,180,1350,0.7,982,2.1
UCL322106,55,2000,521,250,1158,0.8,900,1.8
UCL322107,25,0,592,120,1297,1.2,1261,2.9
UCL322108,54,1347,606,270,1468,0.8,1281,1.9
UCL322109,47,1300,479,231,1083,0.9,907,2.4
UCL322110,42,1213,446,253,1107,0.8,969,2.6
UCL322111,45,910,554,200,1329,0.8,1035,2.2
UCL322112,35,1322,627,240,1562,0.8,1208,2.6
UCL322113,46,1300,495,300,1091,0.7,936,2
UCL322114,26,0,421,110,949,1.1,971,3.6
UCL322115,50,867,570,154,1375,0.8,988,2.2
UCL322116,46,820,614,100,1212,0.7,1017,2.2
UCL322117,41,2457,704,503,2031,0.7,2114,3.1
UCL322118,53,1215,535,250,1149,0.7,1050,2.4
UCL322119,62,1281,488,150,1180,0.7,765,1.9
UCL322120,38,1083,571,240,1478,0.8,1221,2.3
UCL322121,39,715,863,90,1410,0.7,1366,2
UCL322122,41,1600,610,300,1642,0.7,1424,2.7
UCL322123,42,999,515,171,1218,0.7,1046,1.9
UCL322124,56,880,412,240,807,0.7,744,2.1
UCL322125,59,1950,582,258,1224,0.8,989,1.8
UCL322126,50,1733,587,328,1375,0.8,1109,2.2
UCL322127,55,1616,493,250,1328,0.9,1031,2
UCL322128,50,950,425,225,860,0.7,738,2.2
UCL322129,53,1300,596,150,1718,0.8,1375,2.5
UCL322130,55,1067,504,220,1215,0.8,880,2
UCL322131,20,0,332,125,846,1.4,991,4.5
UCL322132,46,1447,509,280,1199,1,973,2.2
UCL322133,49,915,406,180,792,0.7,740,2
UCL322134,44,1733,548,220,1458,0.8,1268,2.8
UCL322135,45,1170,489,106,1199,0.8,949,2.3
UCL322136,36,1105,827,200,1642,0.6,1300,2.2
UCL322137,25,0,341,120,840,1.1,1017,4.5
UCL322138,66,719,384,150,697,0.8,537,1.5
UCL322139,30,0,294,100,682,1.1,811,3.3
UCL322140,42,2000,667,320,2125,0.8,2125,2.8
UCL322141,50,983,476,160,1339,0.7,900,2.2
UCL322142,47,629,401,170,833,0.9,731,2.4
UCL322143,24,0,324,120,706,0.8,862,3.7
UCL331777,44,1677,597,220,1490,0.8,1305,2.7
UCL379997,56,0,606,0,0,0,0,0
UCL399994,45,0,407,0,0,0,0,0
UCL401001,39,1517,612,285,1572,0.8,1246,2.4
UCL412001,40,1480,601,265,1518,0.8,1196,2.5
UCL412002,40,1170,589,190,1386,0.8,1049,2.3
UCL412003,40,1213,497,178,1384,0.7,982,2.2
UCL413001,44,1842,825,370,2254,0.8,1894,2.7
UCL413002,37,1625,656,311,1686,0.8,1362,2.6
UCL413003,40,1161,514,220,1173,0.8,927,2.3
UCL413004,39,1200,593,180,1338,0.8,1078,2.3
UCL413005,40,1300,603,220,1398,0.8,1081,2.3
UCL413006,43,1000,475,170,1187,0.7,867,2.2
UCL413007,59,1200,479,255,1037,0.7,818,2
UCL414001,60,1200,468,250,992,0.7,796,2
UCL414002,39,1083,641,200,1385,0.8,1116,2.3
UCL414003,43,1408,613,270,1478,0.7,1126,2.3
UCL414004,45,1428,542,275,1318,0.7,1057,2.4
UCL415001,43,1380,640,225,1438,0.7,1158,2.3
UCL415002,36,1800,719,253,1984,0.8,1847,3.2
UCL415003,47,900,531,200,1311,0.7,963,2.2
UCL415004,44,1690,707,300,1792,0.8,1417,2.4
UCL415005,51,1040,448,165,1016,0.7,742,2
UCL415006,41,1083,519,185,1151,0.7,893,2.2
UCL415007,41,975,664,200,1370,0.7,1084,2.3
UCL415008,39,1279,727,208,1555,0.8,1267,2.3
UCL415009,44,1300,628,230,1421,0.7,1127,2.2
UCL415010,45,550,509,150,1317,0.8,842,2
UCL415011,50,1042,500,176,1284,0.7,874,2.2
UCL415012,34,1365,658,280,1625,0.8,1443,2.8
UCL415013,49,1733,619,315,1832,0.8,1405,2.4
UCL415014,48,1053,608,188,1479,0.7,1108,2.1
UCL415015,44,1151,501,221,1248,0.7,940,2.3
UCL415016,44,1198,524,220,1243,0.7,979,2.3
UCL415017,52,1083,528,180,1193,0.7,897,2
UCL415018,53,1040,533,179,1150,0.7,902,2.1
UCL415019,43,1517,622,320,1674,0.8,1555,2.8
UCL415020,41,1405,625,285,1477,0.8,1221,2.5
UCL415021,47,1083,541,190,1276,0.7,919,2.2
UCL415022,40,1450,660,240,1606,0.8,1415,2.6
UCL415023,53,953,483,180,1244,0.7,911,2.2
UCL415024,53,997,458,200,953,0.7,775,2.1
UCL415025,35,1918,756,330,2005,0.8,1855,3.1
UCL415026,52,1500,551,300,1414,0.7,1097,2.3
UCL415027,46,975,483,155,1182,0.7,886,2.2
UCL415028,56,1196,459,240,1082,0.7,840,2.1
UCL415029,37,1625,603,300,1425,0.8,1372,2.9
UCL415030,35,1517,703,312,1677,0.8,1450,2.6
UCL415031,59,1083,480,260,1100,0.6,851,2
UCL415032,43,1000,660,180,1392,0.8,1132,2.3
UCL415033,53,555,424,140,859,0.7,682,1.9
UCL415034,62,1200,492,200,1231,0.6,828,1.9
UCL415035,43,991,494,178,1109,0.8,883,2.2
UCL415036,53,1300,644,220,1415,0.6,1045,2
UCL415037,30,2000,1439,198,2761,0.8,2479,2.7
UCL415038,49,867,466,200,1060,0.7,780,2.1
UCL415039,46,1400,676,273,1635,0.7,1226,2.3
UCL415040,57,1146,555,185,1199,0.7,846,1.9
UCL415041,37,1560,671,235,1606,0.8,1379,2.7
UCL415042,53,867,475,170,1006,0.7,763,2
UCL415043,54,1192,466,230,1023,0.7,809,2.1
UCL415044,38,1517,653,287,1684,0.8,1440,2.8
UCL415045,43,1517,666,310,1678,0.8,1373,2.6
UCL415046,44,1517,572,295,1473,0.8,1193,2.5
UCL421001,46,1300,564,250,1328,0.9,1013,2.2
UCL421002,59,1083,469,190,1045,0.7,768,1.9
UCL421003,40,1517,620,278,1605,0.7,1255,2.6
UCL421004,53,812,482,168,1169,0.7,832,1.9
UCL421005,50,888,575,158,1408,0.7,1016,2
UCL421006,40,1876,678,300,1891,0.8,1789,3
UCL421007,54,1300,614,250,1149,0.7,996,2
UCL421008,50,1200,532,200,1284,0.7,1037,2.2
UCL421009,47,1083,692,158,1434,0.7,1155,2.1
UCL421010,34,1625,737,300,1881,0.9,1617,2.8
UCL421011,54,867,445,190,956,0.6,780,1.9
UCL421012,49,616,437,153,944,0.7,786,2.2
UCL421013,40,1400,692,285,1709,0.8,1538,2.8
UCL421014,46,1408,569,270,1480,0.8,1177,2.4
UCL421015,44,997,522,228,1256,0.8,1075,2.5
UCL421016,32,1517,758,295,1687,0.8,1509,2.9
UCL421017,44,850,634,150,1378,0.7,1061,2.1
UCL421018,48,867,600,120,1370,0.7,1109,2.1
UCL421019,51,728,561,135,1366,0.7,1135,2.1
UCL421020,44,1430,666,280,1592,0.8,1350,2.4
UCL421021,40,1192,590,250,1422,0.7,1270,2.4
UCL421022,34,1517,697,290,1619,0.8,1455,2.6
UCL421023,52,876,480,170,1071,0.7,797,2.1
UCL421024,48,1415,600,253,1359,0.7,1075,2.2
UCL421025,52,1018,455,220,990,0.7,788,2.1
UCL421026,56,1051,477,190,1094,0.7,781,2
UCL421027,46,1300,504,230,1143,0.8,923,2.2
UCL421028,43,1500,796,285,2213,0.8,2125,3
UCL421029,52,822,470,140,1220,0.7,821,2.1
UCL421030,45,1116,679,185,1435,0.7,1143,2.3
UCL421031,47,650,579,160,1474,0.8,1007,2.1
UCL421032,53,1160,487,150,1307,0.8,949,2.2
UCL421033,39,867,590,200,1116,0.8,914,2.3
UCL421034,50,953,504,175,1189,0.7,890,2.1
UCL421035,54,1018,491,203,1057,0.7,795,2
UCL421036,35,1600,746,280,2016,0.8,1802,3
UCL421037,60,1092,450,220,1007,0.7,818,1.9
UCL421038,49,1083,539,201,1317,0.7,933,2.2
UCL421039,43,1733,704,330,2025,0.8,1722,2.6
UCL421040,34,1961,746,250,1918,0.8,1875,3.2
UCL421041,42,1842,641,358,1722,0.9,1548,3
UCL421042,43,867,619,180,1412,0.7,1136,2.2
UCL421043,53,1083,450,228,1027,0.7,763,2.1
UCL421044,51,956,473,190,1067,0.7,775,2
UCL422001,33,1171,555,245,1525,0.9,1156,2.7
UCL422002,25,0,261,80,743,1.7,1298,4.4
UCL422003,57,829,421,180,883,0.8,659,2.1
UCL422004,53,929,475,115,1300,0.7,708,1.8
UCL422005,50,1062,475,193,1069,0.7,844,2.1
UCL422006,52,1300,620,210,1363,0.7,1023,1.9
UCL422007,55,1278,510,170,1180,0.7,942,2.2
UCL422008,55,650,453,150,974,0.8,720,1.7
UCL422009,35,1083,552,200,1242,0.8,1078,2.4
UCL422010,59,726,486,151,1343,0.6,718,1.9
UCL422011,47,1825,754,320,1763,0.7,1476,2.6
UCL422012,56,906,413,175,781,0.7,681,1.8
UCL422013,39,1168,594,295,1412,0.8,1263,2.5
UCL422014,37,1647,757,380,2125,0.8,2016,3.1
UCL422015,49,1408,752,295,2031,0.8,1916,2.7
UCL422016,60,962,448,210,1010,0.7,742,1.7
UCL422017,47,754,482,180,1208,0.8,1113,2.4
UCL422018,59,962,468,180,1014,0.6,794,2.3
UCL422019,45,650,427,148,1036,0.7,725,2.3
UCL422020,46,1083,466,220,1149,0.7,929,2.3
UCL422021,63,986,417,200,1008,0.7,732,1.8
UCL422022,47,1163,504,150,1266,0.8,844,2.1
UCL422023,48,661,606,138,1375,0.7,1125,2
UCL422024,47,1700,746,225,2011,0.8,1704,2.8
UCL422025,27,0,286,75,725,1.2,1536,3.8
UCL422026,42,650,441,155,883,0.8,751,2.3
UCL422027,30,0,257,75,669,1.2,850,3.7
UCL422028,55,650,441,150,1083,0.7,758,2
UCL422029,37,1842,727,290,1812,0.8,1597,2.6
UCL422030,51,891,489,168,1340,0.7,946,2.1
UCL422031,37,0,971,50,1656,0.8,1458,2.5
UCL422032,54,697,474,130,1042,0.7,827,1.9
UCL422033,28,0,263,65,715,1.3,979,3.5
UCL422034,54,894,409,160,791,0.6,684,1.9
UCL422035,48,455,423,138,949,0.7,753,2.2
UCL422036,42,1400,645,295,1542,0.9,1454,2.7
UCL422037,45,1733,784,120,2305,0.7,1781,2.4
UCL422038,46,1083,701,220,1625,0.7,1391,2.4
UCL422039,35,1417,622,270,1366,0.8,1158,2.4
UCL422040,42,622,454,135,1181,0.7,780,2.2
UCL422041,41,1092,470,220,1264,0.7,1015,2.4
UCL422042,43,951,531,200,1187,0.8,864,2.5
UCL422043,52,867,456,200,887,0.8,866,2
UCL422044,50,1250,585,200,1197,0.7,1007,2.2
UCL422045,61,1500,476,226,1073,0.7,955,2.1
UCL422046,56,979,412,151,942,0.7,749,1.8
UCL422047,60,1300,450,175,1166,0.8,819,1.7
UCL422048,62,1300,467,178,988,0.6,817,1.8
UCL422049,65,1064,469,200,928,0.6,784,1.8
UCL422050,26,0,298,75,725,1.4,1093,4.2
UCL422051,55,789,479,185,990,0.7,754,1.9
UCL422052,55,1400,610,150,1228,0.7,1160,2.1
UCL422053,53,531,461,150,1009,0.6,716,2.1
UCL422054,48,1083,637,225,1952,0.7,1562,2.2
UCL422055,52,715,426,122,1023,0.8,844,2.3
UCL422056,45,1040,620,250,1264,0.7,1007,2.2
UCL422057,56,811,429,150,949,0.7,700,1.8
UCL422058,48,953,430,153,1062,0.7,812,2.2
UCL422059,48,737,432,150,988,0.7,775,2.1
UCL422060,45,932,667,120,1421,0.6,1192,2.1
UCL422061,39,1040,598,230,1386,0.9,1229,2.7
UCL422062,52,725,455,183,1097,0.8,772,2.2
UCL422063,41,1343,528,258,1404,0.7,1047,2.5
UCL422064,48,900,485,150,1093,0.7,927,2.3
UCL422065,56,650,428,150,1016,0.7,737,2
UCL422066,48,0,1179,120,2083,0.5,1562,1.4
UCL422067,35,1504,703,250,1625,0.8,1428,2.8
UCL422068,29,0,267,75,849,1.3,1075,3.8
UCL431777,45,1300,623,150,1498,0.8,1274,2.6
