SED_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED50904,27,181,10,68,23,8,0,3,3,324,8,39,0,5,12,0,0,0,0,63,212,1513,85,317,366,130,11,99,26,2759,3,0,0,19,7,3,0,0,0,32,86,230,40,191,188,65,4,48,9,857,114,200,84,575,368,123,12,68,15,1552,198,187,437,907,674,327,57,181,27,2987,20,16,15,71,113,85,8,37,0,369,33,25,33,142,144,64,16,41,0,491,15,25,7,35,33,14,6,17,4,151,28,43,24,76,74,64,11,46,28,392,781,2711,731,2447,2053,892,120,558,124,10429,3,24,0,3,6,0,0,0,0,40,13,71,3,3,3,0,0,0,0,94,111,358,27,53,79,34,27,24,10,722,13,22,0,3,4,0,0,0,0,45,42,267,18,84,35,17,6,3,3,470,23,56,4,9,13,0,0,3,3,110,518,2217,253,452,494,208,86,194,42,4461,6,3,9,22,8,4,3,0,0,57
SED51005,22,127,3,30,35,10,0,4,0,226,3,36,3,3,5,0,0,0,0,59,132,1188,95,338,366,175,20,143,29,2486,0,0,0,7,3,0,0,3,0,11,26,95,19,79,74,24,3,23,7,358,65,76,61,255,104,57,7,50,7,682,56,64,142,349,205,119,22,76,14,1035,8,0,4,27,35,31,3,17,3,127,5,13,13,57,58,28,5,14,3,202,4,19,11,16,21,18,3,16,0,115,6,22,12,58,27,18,4,19,21,190,390,1961,384,1290,1052,530,80,412,87,6185,3,18,0,0,3,0,0,0,0,28,18,132,0,0,5,3,3,5,0,173,132,529,85,123,185,99,53,95,23,1312,4,23,0,4,4,4,0,0,0,47,37,187,21,29,48,15,9,12,4,362,9,44,4,0,13,3,3,0,0,81,411,2094,397,504,588,310,201,387,65,4957,0,0,5,7,3,0,3,3,0,23
SED51104,39,260,6,19,24,3,0,0,3,357,10,43,0,7,11,0,0,0,0,68,283,1552,58,165,338,98,4,29,22,2543,0,0,0,3,0,3,0,0,0,12,48,187,28,80,118,27,0,12,3,504,56,91,40,125,129,53,0,13,7,510,44,49,95,209,181,77,3,24,8,696,9,3,7,18,42,15,0,6,0,100,20,17,12,53,88,30,0,3,3,228,6,22,0,10,24,8,0,3,0,84,16,31,6,21,31,14,3,3,11,140,605,2675,262,725,1033,337,21,90,64,5821,9,26,3,4,4,0,0,0,0,42,40,202,3,6,6,0,0,0,3,259,228,587,23,16,73,9,5,8,15,958,17,50,3,0,12,0,0,0,0,84,91,361,13,22,37,9,4,0,4,545,31,56,3,10,12,0,0,0,3,114,844,2765,179,264,483,177,34,77,53,4871,0,4,0,3,0,3,0,0,0,11
SED51201,24,81,0,6,12,0,0,0,0,130,6,18,0,0,0,0,0,0,0,33,183,529,26,59,106,25,7,33,8,972,0,4,0,0,0,3,0,0,0,7,68,97,13,65,48,12,6,16,0,322,60,45,6,117,102,30,11,14,3,381,116,56,100,308,217,66,27,64,10,954,19,4,14,32,67,25,3,21,0,198,28,9,12,52,58,20,3,23,0,215,8,11,0,6,11,0,0,11,0,48,37,16,7,39,34,17,3,35,13,215,574,944,191,690,669,193,60,217,41,3580,0,6,0,0,0,0,0,0,0,10,10,32,3,0,3,0,0,0,0,43,40,66,8,7,8,4,0,4,0,144,0,8,0,0,0,0,0,0,0,13,28,106,0,11,15,3,3,3,0,174,14,27,0,6,3,0,0,0,0,45,365,736,62,83,120,35,27,50,14,1500,0,4,0,0,0,4,0,0,0,10
SED51304,46,316,4,22,49,5,0,6,6,452,12,50,3,0,5,3,0,0,0,79,430,2136,82,262,503,157,5,87,37,3703,0,0,0,3,0,0,0,0,0,8,55,199,18,72,133,41,5,20,6,556,60,75,27,123,127,45,0,34,7,494,53,27,69,128,134,42,3,18,4,473,4,3,7,18,27,21,0,0,0,84,23,25,9,24,68,27,0,16,8,195,11,34,0,18,18,10,0,4,0,92,13,28,7,19,32,16,3,7,8,131,879,3640,249,729,1192,399,24,216,91,7419,17,52,0,3,8,0,0,0,0,77,84,513,6,9,7,3,3,0,4,624,490,1007,43,50,153,67,22,59,25,1914,33,67,0,8,6,3,0,0,3,121,125,495,17,29,56,6,4,12,5,743,26,70,3,6,13,0,0,0,0,122,1338,4044,222,388,710,323,79,242,76,7420,0,0,3,3,0,0,0,0,0,10
SED51405,34,170,6,26,20,3,0,3,3,265,6,65,0,0,11,0,0,0,0,94,209,1414,75,197,345,114,11,56,23,2444,6,3,3,7,4,3,0,0,0,21,60,134,26,112,136,37,3,24,8,533,81,132,70,223,267,93,13,39,6,925,96,109,269,471,421,183,34,90,18,1692,19,3,4,44,65,52,0,18,3,220,22,19,27,85,127,43,6,23,0,340,3,25,3,26,33,17,0,10,3,117,15,31,5,45,49,32,6,25,12,222,628,2399,505,1265,1553,578,72,303,92,7393,3,20,0,3,3,0,0,0,0,28,12,129,4,0,3,0,0,0,0,153,149,434,28,46,101,20,15,12,15,814,6,33,0,0,5,0,0,0,0,48,68,229,15,31,26,3,0,4,3,376,16,81,3,9,17,0,0,0,0,132,533,2287,265,278,462,180,88,109,44,4253,7,3,9,4,4,3,3,3,0,33
SED51506,9,109,4,19,12,3,0,0,0,148,11,30,0,3,0,0,0,0,0,43,115,898,24,93,133,27,8,38,11,1344,3,3,0,4,3,0,0,0,0,14,52,127,19,66,82,16,3,14,0,376,50,69,40,204,121,45,3,18,3,545,99,88,228,521,388,178,39,110,12,1664,14,7,6,60,80,57,11,33,0,271,25,16,15,70,83,42,9,20,4,275,0,15,0,9,9,3,0,12,0,53,24,21,10,43,42,32,5,27,5,206,412,1491,350,1107,961,403,74,269,44,5116,3,18,0,0,3,0,0,0,0,26,5,55,3,0,0,0,0,0,0,68,48,147,11,16,19,4,0,0,0,242,3,28,0,0,0,0,0,0,0,33,24,145,5,25,14,3,0,3,3,219,12,33,3,5,4,0,0,0,0,60,259,1310,85,119,151,50,28,68,19,2089,3,3,0,4,3,0,3,0,0,16
SED51604,63,259,3,20,40,13,0,0,5,407,11,43,0,3,8,0,0,0,0,68,438,2036,61,229,430,164,7,32,36,3429,0,3,0,0,0,0,0,0,0,5,79,164,23,71,127,36,3,12,11,513,51,84,16,68,81,36,0,3,8,346,46,36,57,98,83,39,0,12,0,365,6,3,0,14,12,13,0,6,0,52,18,13,6,32,49,12,3,3,3,143,16,24,0,5,19,6,0,3,0,74,18,44,3,13,19,18,0,9,6,133,922,3557,185,585,957,350,14,83,83,6739,12,48,3,0,0,3,0,0,0,72,67,567,3,3,16,4,0,0,11,676,489,1074,32,37,109,29,7,8,33,1817,15,66,0,3,14,5,0,0,0,100,116,382,14,31,56,18,0,3,8,619,20,60,3,3,16,3,0,0,0,99,1351,3983,176,345,600,302,37,99,104,6999,3,3,0,0,0,0,0,0,0,7
SED51702,28,211,3,31,19,7,0,3,4,318,6,64,3,0,9,3,0,0,0,86,226,1615,98,250,365,144,14,54,30,2789,0,3,0,12,6,4,0,0,0,30,67,182,43,134,184,51,7,28,5,706,122,186,60,346,315,127,11,50,7,1226,153,129,353,634,583,234,51,110,21,2264,29,12,9,51,123,55,5,15,0,293,41,23,22,99,142,55,13,29,3,426,9,23,8,23,22,9,9,9,0,115,19,42,16,53,65,43,4,27,11,278,771,2826,635,1689,1923,764,115,332,96,9142,5,23,3,3,8,0,0,0,0,40,16,100,3,7,6,0,4,3,3,131,167,531,55,65,140,45,45,21,11,1076,13,33,0,3,7,0,3,3,0,64,62,302,13,42,29,9,8,6,3,474,19,84,7,4,15,3,0,0,0,138,625,2626,269,360,551,236,131,143,56,4986,3,5,7,18,6,7,4,0,3,48
SED51806,12,115,0,17,10,3,0,0,0,159,4,37,0,3,3,0,0,0,0,45,85,763,34,88,113,47,3,32,12,1183,0,0,0,10,4,0,0,0,0,14,44,129,21,99,101,27,8,8,3,434,73,76,27,193,117,70,6,30,10,600,76,70,164,446,254,140,29,95,10,1292,11,3,6,31,31,24,5,22,6,141,22,15,15,58,72,48,7,21,0,264,8,15,0,13,26,9,0,5,0,79,6,30,10,44,45,26,8,19,15,201,373,1350,292,1006,795,405,66,234,62,4582,3,12,3,0,0,0,0,0,0,16,8,20,4,0,5,0,0,0,0,37,60,132,14,19,21,7,3,8,3,268,3,16,4,0,3,0,0,0,0,21,27,148,5,13,14,0,0,0,0,220,8,40,4,3,8,0,0,0,0,63,222,1113,95,130,142,86,40,59,16,1904,3,3,3,10,4,0,5,0,0,28
SED51903,23,137,3,24,23,3,0,3,0,218,8,27,0,0,4,0,0,0,0,47,177,987,34,130,147,44,22,51,10,1607,0,3,0,10,3,3,0,0,0,16,70,120,23,66,97,25,9,13,3,428,84,104,36,181,175,50,39,37,6,707,133,117,222,428,373,160,84,95,17,1625,20,8,14,40,72,69,12,32,3,285,37,16,14,73,88,32,14,40,0,318,6,16,3,13,11,3,0,6,3,63,36,31,21,51,37,31,15,58,25,309,620,1722,388,1042,1057,431,198,334,70,5857,0,17,0,0,0,0,0,0,0,23,4,52,0,3,0,0,0,0,0,68,72,249,26,20,34,10,23,7,0,440,3,16,0,0,4,0,0,0,0,24,45,200,9,29,22,3,4,3,0,318,15,37,3,7,4,0,0,0,0,73,401,1564,132,173,175,62,98,80,18,2699,0,3,0,10,3,3,0,3,0,25
SED52002,14,80,3,16,14,3,0,0,0,144,3,34,0,3,5,0,0,0,0,49,109,808,65,153,241,85,8,52,14,1536,4,0,4,4,9,0,0,0,0,21,42,95,29,99,118,28,4,20,0,424,74,88,49,191,197,51,16,25,7,693,96,79,180,480,363,132,35,101,16,1492,20,9,5,33,64,35,0,20,3,185,15,17,13,79,90,27,11,16,3,279,8,8,7,15,23,5,4,3,3,81,10,11,6,40,68,32,13,21,15,215,429,1373,378,1131,1237,431,89,256,69,5395,0,9,0,0,0,0,0,0,0,18,9,50,4,0,0,0,0,0,0,65,77,223,35,45,66,24,16,17,9,505,4,16,0,0,0,3,0,0,0,21,32,132,14,20,24,8,3,0,3,238,10,36,0,5,12,3,0,4,0,78,268,1303,219,210,336,128,76,115,28,2677,5,0,7,3,9,0,0,3,0,30
SED52105,59,361,9,36,38,8,0,3,5,516,18,64,0,9,15,3,0,3,0,110,407,2016,76,280,365,119,14,42,41,3359,0,0,0,4,3,3,0,0,0,15,65,202,24,93,114,44,3,8,3,556,69,124,38,148,120,55,3,13,5,576,67,57,139,214,175,87,11,44,13,814,11,3,8,25,26,21,3,12,0,107,14,16,6,47,57,26,0,10,0,182,9,22,10,16,19,10,0,5,0,91,14,31,15,32,23,20,7,14,20,167,881,3673,336,933,1033,418,44,155,94,7573,12,30,0,3,3,3,0,0,0,50,72,440,4,3,16,0,0,0,3,535,300,877,30,48,88,29,8,5,8,1397,17,42,0,3,5,0,0,0,0,74,109,498,17,50,54,17,3,8,3,755,34,89,3,13,17,3,3,3,0,164,947,3416,238,391,501,193,56,109,71,5926,3,0,0,4,3,3,0,0,0,17
SED52201,13,145,4,17,15,0,0,3,0,196,9,36,0,5,4,0,0,0,0,52,88,892,17,108,95,23,0,35,11,1266,0,0,3,4,0,3,0,3,0,12,42,121,13,69,72,25,3,13,6,364,51,85,25,225,127,40,4,19,5,583,95,94,178,406,342,137,25,101,13,1395,20,8,7,37,76,37,0,19,4,212,23,14,8,61,68,30,0,26,0,227,5,12,3,14,17,5,5,0,3,61,22,25,7,45,24,19,7,23,15,184,392,1556,266,989,851,321,48,234,54,4712,0,13,0,0,0,0,0,0,0,17,3,40,0,4,3,0,0,0,0,48,63,160,8,8,13,3,3,4,0,262,5,18,0,0,0,0,0,0,0,19,28,197,4,20,21,3,0,3,0,271,19,41,9,8,5,0,0,0,0,75,224,1260,65,138,120,31,16,56,16,1929,3,0,4,10,0,3,0,3,0,27
SED52304,11,144,3,36,19,5,0,0,0,216,10,32,0,5,4,0,0,0,0,50,170,1133,73,176,339,119,11,48,23,2086,3,0,0,4,3,0,0,0,0,16,54,116,16,96,119,38,4,23,10,469,81,105,60,255,235,85,8,37,11,880,86,88,181,444,341,148,30,95,17,1419,20,10,3,37,59,36,3,18,0,189,22,19,15,88,90,29,4,22,4,300,6,19,4,23,21,17,3,6,4,116,11,24,10,53,60,37,0,38,22,253,527,1892,379,1243,1348,529,66,291,88,6362,6,19,0,0,6,0,0,0,0,29,4,64,0,3,3,0,0,0,0,80,135,310,33,34,68,38,11,22,6,652,3,20,0,0,6,0,0,0,0,34,36,200,12,42,18,5,7,0,0,318,15,47,0,9,7,0,0,0,0,87,462,1931,223,300,483,198,100,129,47,3868,4,0,3,8,7,0,3,0,0,28
SED52402,13,75,3,20,9,7,0,0,0,129,0,25,0,3,7,0,0,0,0,38,70,649,41,170,213,70,3,70,11,1286,0,0,0,3,0,0,0,3,0,8,36,86,28,65,79,30,7,18,8,344,48,64,46,210,160,66,6,36,10,644,64,63,154,436,298,129,34,81,19,1284,4,9,6,37,39,35,4,26,7,172,16,13,21,61,74,31,7,20,0,239,3,12,4,11,21,6,3,7,3,77,12,19,10,47,33,27,8,23,18,187,291,1149,307,1086,958,415,74,304,76,4657,0,11,0,0,3,0,0,0,0,14,10,56,3,0,4,0,0,8,0,83,64,197,32,37,63,30,29,22,4,474,9,16,0,0,6,0,3,0,0,32,17,114,5,19,22,10,6,3,3,200,9,39,4,5,6,0,0,0,0,66,189,1070,171,246,311,119,98,134,21,2354,5,0,3,8,0,0,0,3,0,22
SED52504,33,205,3,14,36,9,0,0,4,312,6,35,0,4,3,0,0,0,0,58,263,1359,35,131,310,98,0,19,20,2247,0,0,0,0,0,0,0,0,0,9,62,180,31,96,138,44,3,14,7,574,77,68,23,113,166,54,3,9,3,529,50,68,101,241,227,70,6,35,13,819,8,10,4,19,34,22,0,11,3,103,21,16,14,43,94,36,3,14,3,244,7,7,3,4,22,7,0,0,0,54,13,34,10,28,46,15,0,10,12,168,604,2296,240,721,1132,354,23,117,66,5553,5,29,0,0,0,0,0,0,0,38,21,165,0,0,6,0,0,3,0,196,231,398,19,26,55,16,0,8,6,756,17,31,0,3,5,3,0,0,0,56,73,280,8,23,53,15,0,4,9,463,23,51,6,10,6,0,0,0,0,98,749,2317,139,219,437,179,23,53,49,4168,3,0,0,0,3,0,0,0,0,15
SED52605,28,197,6,25,19,9,0,0,6,283,9,57,4,4,19,3,0,0,0,100,216,1456,81,181,359,120,8,47,19,2481,3,0,3,3,3,0,0,0,0,10,50,176,24,99,144,43,6,13,5,566,76,122,47,184,198,70,11,33,3,730,63,74,153,360,338,100,20,60,8,1178,3,5,5,35,48,44,0,8,0,159,19,20,15,62,101,26,3,10,0,262,12,21,5,8,32,9,0,6,4,103,18,21,7,31,44,11,0,11,14,163,567,2487,368,1023,1370,444,53,193,69,6571,7,21,0,3,0,0,0,0,0,36,32,167,6,0,11,3,0,0,0,219,185,494,35,29,89,23,8,13,5,892,9,25,0,0,9,0,3,0,0,51,73,317,13,28,32,9,3,6,4,492,21,78,3,9,21,3,0,0,0,139,622,2553,215,257,518,201,73,115,37,4591,7,0,0,4,3,0,4,0,0,18
SED52704,14,159,0,27,21,3,0,0,3,227,6,42,0,3,7,0,0,0,0,60,160,1159,61,181,254,120,7,37,9,1998,0,0,0,11,0,0,0,3,0,20,45,154,19,103,121,29,0,15,0,493,79,115,42,247,194,73,7,26,7,792,85,92,164,419,320,138,22,66,15,1320,11,6,7,29,46,28,0,13,0,144,16,19,16,57,89,29,7,13,0,246,12,15,5,13,20,3,4,7,0,79,8,17,14,41,45,30,0,8,15,186,481,2040,339,1153,1141,485,43,208,59,5950,3,21,0,0,0,0,0,0,0,26,18,93,0,0,4,6,0,3,0,134,113,342,25,30,40,17,7,23,0,596,5,32,0,5,0,0,0,0,0,42,24,229,8,34,26,4,0,3,4,338,15,59,3,8,17,0,0,0,0,104,412,1879,191,279,350,193,50,105,29,3486,3,0,0,9,3,0,3,7,0,26
SED52802,28,162,3,16,29,8,0,0,4,243,5,36,0,3,8,0,0,0,0,55,138,931,51,127,201,60,3,40,7,1558,0,0,0,6,0,0,0,0,0,9,41,157,16,74,97,27,3,15,3,442,55,82,32,166,144,47,4,16,8,560,69,66,112,309,211,86,13,50,9,922,10,3,10,23,30,22,4,21,0,117,12,18,12,62,75,25,4,14,3,234,4,12,3,19,15,5,0,3,0,61,8,21,6,37,32,16,3,22,14,157,432,1760,246,853,874,297,40,197,58,4763,3,8,0,0,0,0,0,0,0,19,26,128,4,3,6,0,0,0,0,165,134,330,18,35,48,16,14,12,3,611,13,21,0,0,3,0,0,0,0,41,51,258,6,22,34,10,4,3,3,387,14,62,7,10,10,0,0,0,0,101,443,1561,161,181,281,110,46,81,28,2886,0,0,0,3,0,0,0,0,0,9
SED52903,3,15,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,6,12,53,0,9,6,0,0,7,0,80,0,0,0,0,0,0,0,0,0,0,4,4,0,7,3,0,0,0,0,15,4,4,3,10,10,3,3,0,0,33,11,3,7,22,15,4,13,7,0,82,0,0,0,5,4,0,0,0,0,11,3,7,0,6,3,0,3,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,16,38,97,11,61,40,8,17,21,10,302,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,18,0,3,0,0,3,4,0,34,5,0,0,0,0,0,0,0,0,6,6,19,3,0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,9,23,117,10,10,6,0,12,3,0,189,0,0,0,0,0,0,0,0,0,0
SED53003,22,131,0,39,14,3,0,0,0,206,7,39,0,0,6,0,0,0,0,58,166,877,35,146,196,46,3,46,7,1519,3,4,0,3,0,0,0,0,0,9,44,108,8,64,58,22,3,8,0,322,68,80,25,157,130,35,5,22,6,524,89,80,85,250,252,98,3,48,18,916,7,24,8,46,53,27,4,10,4,186,19,22,7,54,57,15,0,13,3,188,4,11,0,9,11,10,0,4,3,48,15,27,19,50,44,18,5,25,25,232,493,1615,189,826,849,279,28,192,77,4537,3,9,0,3,0,0,0,0,0,15,6,31,0,3,0,0,0,0,0,44,85,246,9,25,35,10,3,12,7,424,5,18,0,4,7,0,0,0,0,33,37,188,3,43,18,4,0,4,0,295,16,48,0,4,6,0,0,0,0,75,340,1276,84,235,251,62,18,76,25,2361,3,4,3,9,0,0,0,0,0,16
SED53104,25,176,6,25,18,3,0,3,0,264,9,36,0,3,5,0,0,0,0,59,191,1218,45,144,240,82,4,13,7,1959,0,0,0,0,0,0,0,0,0,0,33,169,25,107,127,40,0,8,0,510,65,88,27,133,208,52,6,18,4,592,74,65,119,299,277,93,18,38,3,989,11,7,3,27,50,28,0,9,0,134,18,17,7,61,104,38,0,4,6,264,3,14,3,18,28,10,0,0,0,77,8,31,4,36,35,26,3,3,3,158,478,2055,258,867,1137,382,30,103,37,5360,0,21,0,0,6,0,0,0,0,26,17,104,0,4,0,0,0,0,3,125,127,337,19,22,52,14,3,7,6,584,6,21,4,0,3,3,0,0,0,33,58,269,15,31,34,11,0,4,4,414,22,55,3,13,6,0,0,3,0,107,521,2113,149,217,349,152,37,58,32,3624,0,0,5,0,0,0,0,0,0,10
SED53205,20,138,4,51,26,12,0,3,0,246,8,62,0,5,4,0,0,0,0,82,153,1181,76,251,293,109,20,72,15,2158,4,0,0,7,8,3,0,0,0,24,52,124,35,131,113,41,9,34,3,539,91,137,60,364,239,95,14,37,10,1048,148,138,333,773,565,263,46,151,21,2449,21,16,12,63,101,64,11,33,3,323,24,21,15,108,97,58,7,26,10,367,5,15,3,16,29,19,4,9,3,102,16,29,14,71,46,44,7,51,28,299,583,2081,562,1864,1570,726,118,436,100,8036,4,23,0,0,3,0,0,0,0,29,7,69,3,5,0,0,0,0,0,83,94,346,27,57,104,36,20,17,7,701,12,20,0,0,4,0,0,0,0,43,27,212,6,52,33,13,7,3,4,356,15,74,4,16,9,7,0,0,0,124,357,1814,308,346,396,176,135,165,46,3739,4,3,3,7,9,0,4,3,0,33
