SED_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SED53802,16,126,99,95,181,161,75,94,9,851,39,97,89,67,162,164,73,100,162,962,553,2204,2073,1998,3767,3519,1567,2457,331,18472
SED53902,22,111,74,94,149,107,49,89,9,712,25,108,80,61,111,149,63,97,115,825,648,2395,2151,2067,3477,3640,1781,2869,299,19324
SED54006,18,76,48,83,96,98,71,125,8,617,39,85,37,63,73,126,50,131,150,753,882,2146,1704,1968,2695,2372,1712,3378,355,17220
SED54104,12,91,34,42,55,61,31,66,4,388,29,115,59,54,44,124,51,133,95,703,603,3078,2001,1865,2247,3489,1775,3477,267,18812
SED54203,9,23,14,17,18,60,20,76,3,246,40,41,21,20,47,48,23,257,132,625,914,710,589,795,1031,1296,1082,7179,293,13887
SED54304,23,134,84,112,117,163,73,106,4,821,39,106,69,65,97,203,64,155,135,942,759,3129,2261,2470,3493,4448,2019,3471,293,22343
SED54404,16,112,98,94,191,144,90,150,11,909,48,108,100,98,169,280,106,184,181,1279,1038,2654,2987,2537,5020,6309,3218,5270,399,29437
SED54503,50,81,63,65,112,100,82,331,12,889,64,76,39,52,97,110,85,298,185,994,1328,1386,1091,1426,2413,2781,3288,9384,496,23599
SED54605,14,105,77,76,109,104,44,73,5,618,23,97,59,56,120,156,51,93,93,753,552,2611,2023,1919,3245,3216,1498,2142,232,17448
SED54705,19,83,71,77,99,96,41,70,0,557,33,63,48,49,125,140,61,91,130,739,666,1704,1519,1651,2688,2572,1568,2507,274,15148
SED54804,29,108,87,108,131,158,71,111,5,801,28,92,67,63,110,179,66,156,127,886,778,2341,2033,2175,3371,4506,2385,3806,272,21670
SED54905,10,106,61,67,114,89,57,78,0,581,27,107,74,78,99,165,49,127,109,828,609,2558,2040,1896,2963,3740,1899,3183,265,19141
SED55005,20,149,99,97,226,212,94,154,11,1071,30,119,97,114,209,275,91,142,171,1254,820,3069,2524,2725,5126,5158,2269,3411,429,25528
SED55102,26,146,84,108,190,224,104,183,8,1083,37,119,74,85,187,182,85,175,157,1105,924,2758,2243,2501,3750,4182,2133,4088,361,22933
SED55206,32,110,72,78,76,114,52,84,7,623,23,88,63,61,83,85,48,100,125,666,923,2570,2025,2370,2398,2491,1499,2965,305,17545
SED55305,27,117,108,97,172,157,82,70,5,831,34,110,94,66,160,186,71,118,202,1048,802,2800,2758,2266,4411,4646,2165,3233,407,23486
SED55401,15,59,56,47,62,114,59,83,10,492,38,64,40,48,45,80,31,82,150,580,796,1574,1287,1509,1599,2380,1436,4026,328,14928
SED55504,33,148,107,143,226,216,111,175,11,1159,34,103,72,78,149,217,78,154,165,1065,850,2777,2259,2625,4342,4429,2041,3478,388,23184
SED55605,35,148,105,97,204,209,100,146,5,1049,61,114,76,80,175,238,82,222,192,1237,1222,3235,2573,2819,4924,5012,2775,5004,459,28022
SED55706,36,77,72,61,75,104,36,87,7,560,63,125,61,69,70,120,43,118,135,804,1051,2547,2028,2253,2157,2627,1360,3300,357,17675
SED55802,34,149,115,136,279,270,134,176,12,1306,35,116,87,107,298,285,92,162,251,1437,996,2958,2591,2954,6160,5131,2532,4161,539,28026
SED55905,12,91,71,83,110,119,59,88,6,643,39,84,61,63,130,141,62,107,114,801,637,2174,1864,1930,2889,3053,1612,2391,266,16820
SED59494,0,6,3,3,8,6,7,5,0,44,17,9,8,8,6,7,10,27,33,126,140,151,146,136,200,222,136,587,60,1773
SED59797,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,50,0,60,16,12,11,0,4,14,11,274,4,334
SED60101,3,24,15,13,25,16,7,23,3,129,13,22,9,15,24,22,8,19,55,199,186,576,437,506,631,558,332,825,110,4174
SED60106,15,80,72,63,115,114,61,65,6,602,16,42,35,40,59,55,32,55,90,417,595,1808,1567,2020,3067,2392,1374,1880,208,14915
SED60112,8,73,49,58,106,55,34,57,11,450,14,38,23,16,45,43,15,24,55,281,462,1523,1269,1483,2289,1837,1003,1295,144,11301
SED60115,16,61,39,52,89,88,35,37,7,419,24,69,41,52,117,73,38,52,135,595,518,1841,1475,1718,2677,1783,1000,1293,276,12580
SED60207,19,87,57,69,134,84,49,70,8,572,21,59,40,53,70,58,31,47,96,475,585,1785,1463,1747,2418,1986,1192,1637,213,13022
SED60208,14,69,50,67,114,97,56,64,5,540,22,60,24,35,80,71,30,49,98,473,618,1726,1411,1688,2420,1889,1198,1681,251,12886
SED60209,16,68,56,48,94,87,39,65,6,478,31,64,36,47,56,69,31,57,117,506,615,1709,1445,1599,2252,1932,1250,2318,258,13377
SED60214,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,12,8,16,17,13,7,17,5,101
SED60302,4,23,20,25,51,32,9,11,0,168,6,19,9,23,33,33,8,7,30,165,173,534,423,616,1149,715,359,377,87,4426
SED60303,14,85,74,83,138,109,52,77,7,637,27,72,37,50,86,78,18,29,147,542,554,1840,1503,2060,3509,2302,1204,1375,274,14623
SED60304,7,85,54,77,86,57,45,64,3,476,15,55,33,29,55,48,17,40,66,375,670,2261,1811,2207,3340,2480,1575,2120,179,16641
SED60305,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,14,35,14,28,53,38,19,25,3,219
SED60310,6,48,28,39,46,33,28,36,0,262,18,42,41,34,32,26,9,31,63,293,392,1752,1260,1279,1706,1525,835,1350,125,10227
SED60402,0,12,3,11,27,17,10,13,0,96,0,4,0,10,13,13,3,0,7,58,88,214,193,244,477,368,198,218,20,2025
SED60405,23,93,71,77,102,116,53,58,6,607,28,67,48,49,56,64,21,61,100,499,647,2105,1875,2079,2724,2431,1204,1896,252,15203
SED60410,3,22,15,24,25,30,15,26,0,167,3,16,11,13,15,15,5,14,22,111,202,643,549,632,1022,732,414,498,47,4736
SED60411,13,87,76,98,122,82,41,53,5,576,19,42,26,29,61,51,22,40,85,368,625,1864,1619,2025,3230,2467,1286,1609,208,14938
SED60413,15,48,41,49,69,78,39,48,3,391,22,34,20,27,47,40,18,32,50,287,419,1190,1061,1251,2019,1661,834,1047,126,9617
SED60501,8,45,21,27,48,32,15,38,10,240,25,46,24,32,39,42,14,34,87,348,395,1122,859,1029,1178,1119,600,1153,201,7660
SED60502,10,33,36,42,103,71,24,38,0,361,10,21,28,41,71,70,23,38,109,414,408,1032,1006,1248,1995,1452,786,1025,219,9182
SED60512,7,24,18,19,24,20,17,24,0,157,6,19,9,16,19,30,17,11,47,166,231,509,500,490,606,540,330,505,90,3803
SED60513,7,38,36,28,57,53,22,20,3,277,16,23,20,32,34,32,15,23,50,255,338,913,818,1017,1419,1155,567,783,132,7144
SED60514,20,58,61,75,94,88,38,61,11,503,40,59,39,42,74,73,22,65,123,530,646,1662,1517,1766,2330,2049,1158,2061,313,13501
SED69494,0,0,0,0,0,0,0,0,3,6,3,5,0,0,0,7,0,4,0,18,14,38,27,28,45,38,17,39,10,247
SED69797,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,4,0,23,0,47
SED70001,3,35,14,18,48,38,0,16,14,177,8,8,3,0,9,7,0,3,94,132,31,165,88,112,358,241,67,142,122,1330
SED70002,4,20,14,11,55,48,27,33,0,220,9,7,9,13,41,37,16,21,46,204,246,339,311,508,1560,1318,673,984,99,6039
SED70003,8,24,15,16,20,37,8,18,18,163,12,9,3,5,7,3,3,6,102,152,122,166,130,161,299,340,160,501,189,2057
SED70004,14,19,11,20,45,21,4,19,7,151,13,8,8,12,31,28,6,23,65,196,134,163,137,199,589,404,171,672,119,2581
SED70005,10,4,15,19,34,38,18,28,0,172,5,14,0,14,24,30,8,47,52,193,215,291,227,361,1017,846,490,1108,102,4651
SED70006,3,14,9,14,99,54,33,31,0,269,12,5,10,16,49,33,19,32,49,219,238,373,285,471,1460,1018,591,886,115,5442
SED70007,6,13,9,18,42,35,21,28,3,171,5,17,8,12,32,25,18,44,35,197,196,276,231,334,1007,888,499,1082,95,4605
SED70008,7,17,8,9,30,27,11,17,3,128,0,11,9,8,33,30,10,27,46,168,229,454,444,398,964,902,456,762,98,4696
SED70009,3,12,23,16,48,38,9,25,7,178,12,18,5,16,24,30,8,27,43,182,157,201,205,259,580,548,230,737,94,3011
SED70010,3,9,10,9,27,28,16,25,3,127,8,9,6,11,34,34,16,34,48,201,166,208,252,333,958,707,423,741,90,3883
SED70011,6,9,9,7,21,33,14,17,6,123,8,11,14,12,20,34,11,35,43,188,185,288,285,353,886,887,457,1108,96,4549
SED70012,5,18,4,13,40,33,16,25,0,166,4,11,6,14,18,40,15,29,55,196,173,262,269,320,980,937,604,1156,116,4822
SED70013,3,13,11,28,38,58,22,40,7,216,18,19,12,24,35,48,11,54,49,260,247,334,298,427,864,922,437,1166,114,4810
SED70014,0,12,18,17,32,24,17,18,3,135,8,18,18,11,42,34,9,24,44,210,148,298,314,367,913,754,345,609,97,3848
SED70015,0,15,11,15,37,38,19,20,3,154,8,13,15,13,24,27,9,20,40,169,140,325,289,318,934,703,294,593,87,3679
SED70016,12,17,10,10,32,35,15,34,7,174,11,13,10,5,19,22,3,25,33,139,197,246,201,297,957,787,450,939,79,4152
SED70017,8,16,20,19,39,29,6,29,13,181,10,7,8,12,17,25,14,19,32,136,115,155,179,270,555,680,257,616,85,2915
SED70018,3,16,5,29,36,48,25,41,0,205,21,12,4,15,43,41,20,78,62,298,330,331,300,434,952,1050,569,1818,138,5920
SED70019,4,15,30,28,49,36,11,14,5,192,4,4,7,8,16,17,7,9,49,111,116,180,234,308,577,522,299,396,71,2702
SED70020,0,12,8,16,31,23,15,29,0,137,7,13,8,8,28,29,8,20,37,162,148,329,295,444,957,843,462,924,84,4500
SED70021,0,9,7,15,43,29,17,33,3,159,6,9,12,11,31,34,16,85,37,240,243,273,364,424,1196,1097,700,1858,86,6250
SED70022,4,11,10,9,32,28,16,24,3,133,3,11,10,13,32,39,11,33,57,215,168,318,296,377,1026,844,421,708,129,4285
SED70023,3,22,18,20,38,40,22,32,0,190,7,11,9,11,40,34,20,60,43,227,197,287,250,368,1098,968,584,1244,100,5095
SED70024,3,15,20,20,34,18,10,15,8,134,3,3,0,8,7,9,3,13,31,71,74,122,131,178,358,192,110,324,59,1547
SED70025,3,15,9,11,21,31,11,30,0,135,7,14,9,8,37,28,14,31,38,197,223,338,290,383,1118,952,531,832,92,4750
SED79494,0,0,0,0,0,0,0,0,0,9,4,3,7,0,3,3,0,5,4,36,52,28,40,30,78,93,56,175,18,574
SED79797,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,6,9,3,3,0,0,0,0,0,14,10,28
SED80001,27,165,114,140,271,233,145,205,8,1307,46,95,74,69,194,214,68,123,270,1165,1651,3659,2842,3722,9015,7854,4041,4481,552,37825
SED80002,20,170,119,151,246,201,112,145,10,1173,39,136,73,56,147,165,64,95,238,996,1635,3947,3288,3988,9334,7488,3892,4495,581,38651
SED80003,33,168,116,107,179,161,88,153,21,1025,43,125,82,74,106,132,63,120,217,964,1617,4667,3391,3540,8342,8239,4855,7347,748,42748
SED80004,31,138,122,137,221,183,111,177,8,1120,31,106,70,72,133,140,58,90,193,894,1679,3846,3210,4128,8224,7473,3873,5054,484,37969
SED80005,39,173,141,145,364,257,163,184,15,1479,34,132,74,100,220,249,97,127,299,1330,1891,4453,3758,4560,11997,10354,4810,5762,653,48238
SED89494,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,5,11,9,28,14,22,35,46,12,35,6,202
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,5,5,7,4,8,9,3,8,3,58,5,13,7,10,16,16,4,13,24,111,121,204,149,209,503,331,236,331,69,2151
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,11
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
