SED_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SED51903,255,17,0,17,277,36,0,310,0,0,0,0,0,0,0,0,0,0,3,3,1131,76,34,42,1281,34,3,38,1319,61,4,1386,237,17,0,0,260,8,0,5,263,6,3,270,275,24,12,8,318,0,0,6,325,11,0,332,12,3,0,0,15,0,0,0,15,0,0,15,3,0,0,9,11,0,0,0,11,0,0,11,529,41,15,15,598,4,4,11,605,9,3,621,0,0,0,0,4,0,0,0,10,0,0,10,6,0,0,0,6,0,0,0,7,3,0,13,9,0,0,0,8,0,0,4,12,3,0,18,536,41,15,15,610,13,3,11,622,12,3,638,116,14,4,6,137,8,3,13,148,20,0,164,0,0,0,0,0,0,0,0,0,0,3,4,652,53,18,22,742,22,4,23,766,38,5,809,355,22,8,6,387,11,3,13,398,11,0,406,329,33,6,6,378,4,0,6,381,8,0,391
SED52002,246,8,8,10,253,50,0,301,0,0,0,0,0,0,0,0,3,0,3,6,805,104,23,22,954,41,12,52,997,83,3,1089,139,16,0,0,161,9,0,7,165,7,0,179,209,30,4,0,243,6,0,6,252,13,0,263,9,0,0,0,5,0,0,0,5,0,0,5,0,0,0,4,7,0,0,0,7,0,0,7,361,46,3,7,416,13,0,15,431,20,0,456,12,0,0,0,12,0,0,0,12,0,0,10,7,0,0,0,7,0,0,6,10,0,0,14,22,0,0,0,22,8,0,9,23,4,0,25,376,46,3,7,438,21,3,19,457,24,0,481,108,11,3,3,130,5,0,9,132,25,0,158,5,0,0,0,5,0,0,0,3,0,7,12,489,62,12,6,570,24,0,28,598,49,6,648,253,27,8,0,289,17,0,16,305,12,0,313,277,35,4,0,313,7,0,15,329,16,0,345
SED52105,156,4,3,8,162,13,0,174,0,0,0,0,0,0,0,0,0,0,0,3,698,97,13,3,812,25,8,34,850,32,0,886,131,21,4,0,157,3,0,7,168,11,0,178,188,31,0,3,225,12,0,9,233,3,0,242,3,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,328,53,8,3,388,18,0,17,410,17,0,425,0,0,0,0,0,4,0,4,4,0,0,4,7,0,0,0,7,3,0,4,15,0,0,15,11,0,0,0,11,10,0,7,15,0,0,15,334,53,8,3,400,21,3,28,427,17,0,441,60,7,0,0,62,0,0,3,71,12,0,80,0,0,0,0,0,0,0,0,0,0,0,0,390,62,5,3,467,23,3,27,495,27,0,522,193,14,3,0,207,7,0,7,214,20,0,231,221,31,7,5,259,6,0,13,271,15,0,282
SED52201,149,12,3,11,159,35,3,197,0,0,0,0,0,0,3,3,3,0,0,3,677,81,22,21,796,33,3,35,831,71,3,908,165,14,5,3,185,4,0,4,188,10,0,200,199,30,3,0,237,6,0,5,243,12,0,253,5,0,3,0,6,0,0,0,5,0,0,9,3,0,0,0,3,0,0,0,8,6,0,8,368,46,9,4,428,14,0,19,445,22,0,470,6,0,0,0,6,3,0,3,10,0,0,13,7,0,0,0,10,0,0,0,9,0,0,9,15,4,0,3,17,3,0,3,21,0,0,22,383,50,9,8,447,19,0,21,467,22,0,493,69,6,0,3,77,3,0,3,82,15,0,95,0,0,0,0,0,0,0,0,5,0,0,5,453,51,9,10,527,22,4,29,550,45,0,592,238,32,11,7,281,17,0,17,294,8,0,306,261,43,21,3,329,3,0,0,332,6,0,337
SED52304,319,15,6,28,343,77,4,422,3,0,0,3,4,0,0,0,4,0,3,8,1095,159,22,38,1315,43,11,59,1370,122,11,1505,211,26,3,3,241,6,0,6,251,17,5,274,306,56,0,3,372,6,3,11,384,12,0,400,3,0,6,0,11,0,0,0,14,0,0,14,4,0,0,12,14,0,0,0,14,0,0,14,530,85,8,19,639,16,4,19,658,36,5,699,3,3,0,0,6,3,3,4,14,0,0,13,19,5,0,0,22,3,0,3,26,3,0,29,25,4,0,0,31,5,3,6,42,3,0,45,555,90,8,16,674,21,5,28,701,39,5,740,124,31,5,5,166,11,6,14,174,46,0,223,3,0,0,3,4,0,0,0,4,0,0,6,676,126,12,24,838,32,11,42,881,91,10,975,362,40,6,3,416,17,0,18,438,29,0,461,394,62,3,5,461,14,7,23,484,16,0,507
SED52402,263,27,3,27,291,87,0,381,0,0,0,0,3,0,0,0,3,0,7,7,697,110,15,13,831,60,6,64,895,128,7,1025,140,12,4,0,149,9,0,13,161,19,0,183,155,31,4,7,195,9,0,9,204,16,0,222,3,7,3,0,8,0,0,0,12,0,0,12,0,0,0,3,10,0,3,3,10,0,0,10,297,54,4,6,360,20,4,26,387,34,0,424,3,0,0,0,3,3,0,3,6,3,0,7,14,0,0,0,15,3,0,4,14,0,0,14,14,0,0,0,15,7,0,3,22,3,0,28,310,49,8,6,378,25,3,30,412,31,0,447,112,20,4,0,137,20,3,18,155,52,0,204,0,0,0,0,0,0,0,0,0,0,0,5,423,71,11,6,513,44,5,53,566,84,0,654,175,28,3,4,210,11,0,12,220,15,0,240,195,40,0,4,245,11,0,11,258,16,0,275
SED52504,180,10,0,10,192,8,0,195,0,0,0,0,0,0,0,0,0,0,0,0,870,95,16,8,978,38,0,36,1019,30,0,1051,164,14,3,0,175,5,0,5,183,8,0,190,285,31,9,0,326,6,0,8,332,4,0,339,3,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,3,0,0,0,3,0,0,3,454,42,17,0,515,11,0,10,525,7,0,533,3,0,0,0,3,4,0,4,6,0,0,6,14,0,0,0,12,3,0,3,19,0,0,19,15,0,0,0,21,6,0,6,23,0,0,22,473,44,15,0,532,12,0,18,551,13,0,563,95,5,0,0,104,0,0,0,102,14,0,114,0,0,0,0,0,0,0,0,0,0,0,0,572,49,17,3,640,15,0,15,653,26,0,675,253,30,8,0,286,15,0,12,302,13,0,313,379,38,3,0,425,6,0,12,438,21,0,453
SED52605,193,5,0,11,200,20,0,225,3,0,0,0,3,0,0,0,3,0,0,3,971,96,17,21,1110,37,0,39,1143,46,0,1191,220,23,3,0,244,9,0,12,254,8,0,258,307,29,0,9,344,5,0,8,355,11,0,360,8,0,4,0,8,0,0,0,8,0,0,12,0,0,0,3,8,0,0,0,8,0,0,11,537,51,13,7,602,14,0,16,617,18,0,642,12,0,0,0,12,0,0,0,12,0,0,12,12,0,0,0,14,0,0,0,17,0,0,19,25,0,0,0,27,0,0,0,28,0,0,28,562,49,13,7,628,15,0,19,648,21,0,668,92,3,4,0,99,7,3,13,110,7,0,120,0,0,0,0,0,0,0,0,0,0,0,0,654,52,15,10,730,24,4,29,760,30,0,791,358,31,3,0,399,13,8,19,417,13,0,428,361,44,3,3,413,27,0,27,436,17,0,452
SED52704,120,8,0,8,125,16,0,140,0,0,0,0,0,0,0,0,0,0,0,4,643,71,11,8,732,29,5,27,761,36,0,798,110,13,5,0,127,9,0,9,135,3,0,140,200,26,0,0,222,3,0,7,229,4,0,236,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,4,9,0,0,0,9,0,0,9,319,31,5,8,361,13,0,9,378,5,0,380,7,0,0,0,7,0,0,0,6,0,0,6,4,0,0,0,9,3,0,3,11,0,0,11,10,0,0,0,10,3,0,3,13,0,0,13,330,32,5,8,373,11,0,12,391,5,0,394,75,5,0,7,93,0,0,4,93,12,0,112,0,0,0,0,0,0,0,0,0,3,0,4,408,36,11,15,470,15,0,17,484,21,0,507,231,28,4,4,268,13,0,11,278,7,0,289,282,24,3,4,313,15,0,12,328,8,0,334
SED52802,206,7,3,14,219,44,0,265,0,0,0,0,0,0,0,0,0,4,0,3,779,97,15,10,907,29,0,29,937,76,3,1015,155,19,3,0,168,3,0,3,177,10,0,186,212,27,6,0,246,4,0,4,247,7,0,253,7,0,3,0,11,0,0,0,11,0,0,11,8,0,0,0,9,0,0,0,8,0,0,11,373,46,7,0,431,6,0,6,439,22,0,459,14,0,0,0,14,0,0,0,14,0,0,12,9,0,0,0,13,0,0,0,13,0,0,14,26,0,0,0,23,0,0,0,26,3,0,32,396,45,7,3,456,7,0,7,465,23,0,486,115,22,3,5,137,7,0,7,144,20,0,171,0,0,0,0,0,0,0,0,0,0,0,0,516,65,13,4,597,12,0,16,610,49,0,655,209,26,9,3,244,3,0,5,245,12,0,258,324,56,12,0,386,7,0,9,397,9,3,412
SED52903,15,4,4,3,17,15,0,37,0,0,0,0,0,0,0,0,0,0,14,14,24,14,3,0,43,6,5,10,52,27,17,94,3,0,0,0,4,0,0,0,4,3,0,10,3,4,0,0,9,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,12,3,0,0,11,0,0,0,11,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,12,3,0,0,11,0,0,3,14,11,0,25,7,0,0,0,7,0,0,6,13,8,0,21,0,0,0,0,0,0,0,0,0,0,3,3,14,3,0,0,18,5,3,5,28,19,3,48,4,0,0,0,4,0,0,0,4,0,0,3,0,4,0,0,5,0,0,0,5,0,0,5
SED53003,86,36,4,44,127,117,0,243,3,0,0,0,3,0,0,0,3,3,7,9,471,93,18,23,605,64,17,82,689,164,14,857,111,20,4,0,132,4,3,9,140,11,0,155,75,21,0,3,100,4,0,4,103,6,0,112,3,3,4,0,9,0,0,0,9,0,0,9,5,0,0,3,8,0,0,0,8,0,0,8,189,49,7,3,248,13,3,14,263,18,0,279,5,0,0,0,4,8,0,6,14,3,0,17,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,7,7,0,7,19,4,0,20,195,52,11,3,257,17,5,21,274,26,0,303,33,8,0,3,43,14,0,16,55,84,3,143,0,0,0,0,0,0,0,0,0,0,9,12,227,52,11,10,302,34,3,37,339,111,12,456,116,17,0,0,136,0,0,0,137,12,0,149,73,13,3,0,85,3,0,3,92,5,0,95
SED53104,172,3,0,3,178,9,0,186,0,0,0,0,0,0,0,0,0,0,0,0,844,90,12,9,961,27,4,26,992,28,0,1017,161,14,7,0,185,7,0,11,195,5,0,198,234,23,9,0,263,11,0,11,276,7,0,276,16,0,3,0,18,0,0,0,16,0,0,16,3,0,0,0,5,0,0,0,5,4,0,4,415,44,18,3,472,15,0,20,487,16,0,505,6,0,0,0,8,0,0,3,11,0,0,8,11,0,0,0,11,0,0,0,8,3,0,13,15,0,0,0,19,3,0,6,23,3,0,22,430,46,18,3,488,20,0,22,508,20,0,526,91,5,3,0,99,5,0,5,108,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,519,47,17,3,594,23,0,24,618,16,0,636,275,28,4,3,310,12,0,12,322,9,0,331,313,33,3,0,350,11,0,11,362,7,0,371
SED53205,378,25,3,22,398,55,0,461,0,0,0,0,4,0,0,0,4,0,8,11,1177,163,49,27,1413,73,9,80,1489,100,14,1605,224,27,3,3,262,5,0,7,269,10,0,281,249,35,12,0,299,8,0,9,306,20,0,329,10,0,5,0,21,0,0,0,23,0,0,23,5,0,0,3,11,0,0,0,9,0,0,11,489,65,23,6,581,21,3,21,609,33,0,637,15,5,0,0,20,4,0,4,20,0,0,23,28,6,0,0,33,3,0,3,37,0,0,37,46,7,0,0,56,9,0,9,65,0,0,63,537,74,23,6,635,29,3,33,670,30,0,705,160,29,7,6,206,14,3,16,218,41,3,265,3,0,0,0,4,0,0,0,4,0,7,6,696,102,31,8,844,41,3,47,889,74,12,972,296,41,7,3,347,17,0,20,362,27,0,388,310,42,6,8,363,16,0,15,387,20,0,407
SED53306,188,19,0,19,208,44,0,252,0,0,0,0,0,0,0,0,0,0,0,0,633,71,30,15,743,42,4,46,796,82,0,878,110,11,3,0,126,9,0,6,136,8,0,142,166,15,4,3,188,5,3,8,197,10,0,209,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,278,31,10,5,322,13,0,16,343,14,0,360,7,0,0,0,7,3,0,3,8,0,0,8,9,0,0,0,9,3,0,0,18,0,0,18,13,0,0,0,16,4,0,5,25,0,0,25,292,29,10,6,343,17,3,25,367,14,0,377,101,8,5,5,119,9,0,10,129,30,0,152,0,0,0,0,0,0,0,0,0,0,0,0,396,45,12,9,457,28,3,36,493,46,0,537,177,18,5,0,202,9,0,5,209,16,0,225,237,26,5,0,278,12,6,14,292,14,0,304
SED53402,143,12,3,10,154,18,0,174,0,0,0,0,0,0,0,0,0,0,0,3,600,82,8,7,702,37,6,41,737,42,4,783,128,12,0,0,140,3,3,3,143,9,0,149,159,16,3,3,183,8,0,9,187,4,0,194,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,285,26,9,6,323,7,4,15,333,10,0,350,6,0,0,0,6,3,0,3,6,3,0,8,5,0,0,0,8,0,0,0,11,0,0,8,11,0,0,0,12,6,0,6,15,3,0,19,295,32,9,6,338,14,4,17,351,14,0,364,60,10,0,0,72,0,0,0,72,14,0,83,0,0,0,0,0,0,0,0,0,0,5,5,361,42,9,6,407,14,4,17,421,27,5,449,170,30,0,0,200,4,3,8,212,15,0,225,190,24,3,4,225,0,0,0,225,13,0,240
SED53502,174,8,0,9,188,32,0,221,0,0,0,0,0,0,0,0,0,0,7,6,661,67,20,9,759,23,6,29,784,59,3,852,146,6,0,0,154,0,0,5,162,10,0,168,183,24,7,3,218,7,0,11,227,8,0,237,3,0,3,0,11,0,0,0,11,0,0,11,0,0,0,0,5,0,0,0,5,0,0,5,335,30,10,4,384,15,3,17,399,16,0,411,9,0,0,0,11,3,0,3,14,0,0,12,7,0,3,0,13,0,0,3,10,0,0,10,15,3,3,0,19,5,0,6,23,0,0,29,354,37,14,4,400,14,4,19,422,16,0,443,83,3,3,0,90,0,0,0,88,18,0,108,0,0,0,0,0,0,0,0,0,0,3,3,433,41,14,4,488,22,4,26,516,37,0,554,222,24,10,0,258,8,0,8,268,12,0,277,229,27,3,6,260,6,3,13,276,10,0,280
SED53602,255,35,10,43,300,143,3,446,3,0,0,5,9,0,0,0,9,0,3,15,605,141,14,28,786,69,9,81,864,197,10,1071,130,6,0,0,136,5,0,10,146,16,0,157,152,39,4,0,191,3,0,3,199,24,0,224,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,7,0,0,9,277,47,4,3,342,17,0,18,353,36,0,391,13,5,0,0,22,3,0,3,24,0,0,23,9,3,0,0,11,0,0,0,14,4,0,18,18,8,0,0,31,3,0,4,34,7,0,36,300,57,10,3,372,14,3,22,385,41,0,433,78,34,4,3,117,17,4,26,139,88,0,225,3,0,0,6,8,0,0,0,8,0,3,6,378,93,11,7,491,34,9,44,531,126,4,669,208,26,3,0,235,5,0,7,243,37,0,277,224,56,0,3,284,7,3,11,296,36,0,330
SED53701,187,4,0,4,191,35,0,224,0,0,0,0,0,0,0,0,0,0,3,6,640,74,39,20,772,33,3,35,810,55,6,871,128,21,3,0,148,3,0,3,154,3,0,153,139,27,6,3,168,0,0,0,172,3,0,176,3,0,3,0,3,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,8,265,45,13,6,329,5,0,5,337,10,0,343,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,4,3,3,3,8,0,0,10,4,0,0,0,5,0,3,3,11,0,0,11,269,44,13,5,340,7,3,13,350,8,0,356,78,9,3,3,88,0,0,0,89,19,0,109,0,0,0,0,0,0,0,0,0,0,0,0,347,54,16,10,427,8,3,9,440,26,0,467,151,13,11,0,181,3,0,3,184,12,0,194,154,31,14,3,200,4,0,4,207,13,0,220
SED53802,189,7,4,9,202,42,3,243,0,0,0,0,0,0,0,0,0,0,3,3,620,80,11,20,724,34,13,44,771,63,8,841,103,16,0,0,122,3,3,3,131,11,0,135,170,31,0,3,204,6,0,4,216,6,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,52,0,0,339,7,3,14,348,17,0,364,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,7,3,0,3,12,0,0,14,6,0,0,0,8,5,0,5,15,5,0,13,287,53,0,0,345,13,3,16,361,21,0,376,80,6,0,5,102,4,3,8,108,24,0,130,0,0,0,0,0,0,0,0,0,0,0,0,371,62,4,13,442,22,7,21,466,43,0,508,191,25,0,0,216,3,3,6,224,8,0,236,209,38,3,0,248,6,0,6,255,14,0,267
SED53902,164,7,0,7,171,23,0,201,0,0,0,0,0,0,0,0,0,0,0,0,639,85,12,7,742,38,3,37,783,42,0,828,113,17,3,0,129,6,0,6,136,10,0,149,159,23,3,3,190,9,0,9,203,5,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,278,43,8,3,325,15,0,17,344,10,0,354,4,0,0,0,9,0,0,0,9,0,0,9,5,0,0,0,5,3,0,3,11,0,0,11,10,0,0,0,12,3,0,3,12,0,0,12,288,40,4,3,342,15,0,17,358,10,0,367,73,15,0,0,82,7,0,3,88,9,0,97,0,0,0,0,0,0,0,0,0,0,0,0,356,52,8,3,422,19,3,20,448,23,0,473,199,23,3,0,229,5,0,6,235,16,0,249,244,39,3,4,291,15,0,15,305,11,0,309
SED54006,258,9,0,9,270,27,0,297,0,0,0,0,0,0,0,0,0,0,3,6,939,76,46,19,1084,45,3,50,1131,57,9,1199,169,10,5,0,179,8,0,5,184,13,0,203,271,22,5,0,300,5,0,3,307,5,0,319,8,0,0,0,8,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,445,33,10,0,494,9,3,12,507,21,0,530,8,0,0,0,8,0,0,0,10,0,0,6,20,0,0,0,23,6,0,4,33,0,0,35,25,0,0,0,31,5,0,4,34,5,0,41,477,38,11,0,527,15,3,17,545,25,5,570,111,18,4,7,132,11,0,11,141,28,0,171,0,0,0,0,0,0,0,0,0,0,0,3,580,55,20,7,659,26,3,32,688,53,4,745,246,15,4,3,268,15,0,15,283,17,0,301,305,37,11,4,354,4,3,13,362,8,0,376
SED54104,237,0,0,0,239,7,0,248,0,0,0,0,0,0,0,0,0,3,3,4,875,94,7,6,980,29,7,40,1023,56,4,1081,147,15,0,0,166,9,3,14,171,14,0,190,232,17,0,0,258,9,0,7,262,13,0,279,8,0,0,0,11,0,0,0,11,0,0,11,0,0,0,3,3,0,0,0,3,0,0,3,386,33,4,9,434,14,3,16,454,33,0,483,10,0,0,0,10,0,0,0,11,0,0,11,20,0,0,0,15,0,0,0,17,0,0,17,23,0,0,0,30,4,0,4,26,0,0,26,413,37,4,9,464,14,3,21,482,33,0,508,121,7,0,0,129,0,0,0,131,11,0,140,0,0,0,0,0,0,0,0,0,0,0,3,537,44,4,9,590,16,3,24,612,36,0,656,210,25,0,0,235,3,0,3,240,18,0,255,295,26,0,0,328,14,4,18,342,20,0,363
SED54203,61,7,0,7,64,28,0,95,0,0,0,0,3,0,0,0,3,0,3,6,283,49,19,14,365,16,0,16,376,44,3,424,68,11,0,3,83,0,0,0,87,8,0,92,49,8,0,0,62,0,0,0,58,4,0,66,4,0,3,0,8,0,0,0,8,0,0,8,0,0,0,3,8,0,0,0,8,0,0,8,123,21,7,5,154,3,0,3,159,8,0,169,0,0,0,0,0,4,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,123,26,7,5,155,3,0,3,164,8,0,172,20,0,0,0,29,4,0,4,27,15,0,49,0,0,0,0,0,0,0,0,0,0,0,0,142,25,10,10,181,11,0,11,191,27,0,222,65,12,3,0,82,0,0,0,81,3,0,87,36,8,3,0,52,0,0,0,47,7,0,55
SED54304,263,9,0,9,274,15,0,288,0,0,0,0,0,0,0,0,0,0,3,3,1305,121,23,32,1485,52,5,54,1537,47,6,1594,243,28,0,3,273,12,3,13,287,7,0,295,438,26,5,0,474,7,0,7,477,9,0,494,3,3,4,0,10,0,0,0,10,0,0,10,3,0,0,3,7,0,0,0,7,0,0,7,683,59,13,11,759,23,3,23,781,23,0,803,14,0,0,0,14,3,0,3,10,0,0,10,22,0,0,0,25,0,0,0,24,4,0,28,33,0,0,0,35,3,0,3,37,4,0,41,717,59,13,8,792,26,3,27,819,27,0,840,141,14,10,4,168,5,0,5,172,25,0,195,0,0,0,0,0,0,0,0,0,0,0,3,858,68,22,15,960,25,3,30,990,48,3,1039,426,43,7,3,479,17,3,22,501,16,0,516,561,50,4,3,621,14,0,20,639,18,0,655
