SED_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SED52504,62,22,140,74,70,50,13,31,6,469,0,0,0,3,4,0,0,0,0,5,21,22,14,24,18,7,6,4,3,113,21,26,43,15,30,18,12,17,36,226,2017,4106,1947,1039,1462,629,253,395,177,12023
SED52605,71,23,206,99,112,84,30,57,3,697,4,0,4,0,4,0,0,4,0,16,20,31,26,21,14,6,10,12,0,145,31,25,58,29,35,24,23,22,50,290,1854,4562,2452,1375,1849,720,518,636,193,14172
SED52704,71,27,261,130,100,94,42,68,5,790,0,0,3,3,3,3,0,4,0,16,14,36,20,27,11,6,0,8,3,137,20,30,50,29,29,23,17,29,42,270,1362,3515,2790,1544,1497,772,434,719,180,12815
SED52802,52,12,180,81,66,44,23,41,8,514,0,0,3,7,0,3,0,6,0,20,18,22,19,19,12,15,8,5,6,134,20,17,48,16,26,19,25,36,28,242,1424,3085,2005,1145,1199,528,488,565,153,10580
SED52903,14,0,24,8,7,3,11,8,0,63,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,15,5,10,7,3,0,3,12,15,4,53,94,209,293,102,63,16,177,70,11,1031
SED53003,82,21,172,104,80,48,21,39,6,571,0,3,3,0,3,0,0,0,0,10,6,28,12,28,14,4,7,11,7,121,45,36,71,92,45,26,27,62,67,471,1206,2513,1428,1348,1034,425,323,648,199,9125
SED53104,63,16,157,80,79,69,29,45,3,540,0,3,3,0,3,0,0,0,0,12,20,25,15,7,23,8,5,3,7,111,14,17,44,29,31,25,11,19,22,208,1495,3747,2083,1190,1503,662,336,455,139,11604
SED53205,112,37,476,194,164,136,110,125,13,1364,3,3,0,0,3,0,8,10,0,23,18,20,31,26,32,9,38,16,10,211,38,29,94,53,35,54,90,89,60,543,1529,3499,4254,2522,2054,1081,1276,1257,287,17765
SED53306,75,8,275,101,80,81,52,67,16,756,0,0,0,0,0,4,0,3,0,9,11,25,16,11,7,9,13,16,0,110,21,14,57,31,29,24,33,40,32,271,900,1901,2360,1393,946,625,687,752,164,9722
SED53402,96,21,301,118,81,62,41,80,13,808,6,3,5,3,0,0,3,6,0,34,31,58,15,34,28,5,10,8,12,211,21,44,48,25,34,28,25,23,38,281,2085,5699,2250,1588,1759,834,509,785,206,15732
SED53502,65,18,243,125,73,71,51,69,4,728,0,4,0,3,0,3,3,0,0,20,10,29,29,25,23,4,22,9,5,162,32,16,60,42,23,27,51,57,45,346,1170,2490,2396,1453,1368,648,691,720,174,11096
SED53602,70,14,266,130,86,65,63,82,5,784,7,3,4,9,0,0,5,14,5,49,10,8,25,20,16,10,26,18,9,143,17,18,63,44,27,15,47,89,79,406,963,2096,2196,1778,1332,757,785,1085,237,11231
SED53701,74,13,151,58,68,34,51,75,0,515,4,0,0,0,0,4,0,5,4,18,21,17,6,8,13,13,19,7,4,115,69,15,74,36,37,24,66,78,30,439,1768,1403,1793,812,908,354,682,942,139,8806
SED53802,77,28,309,148,97,80,52,62,12,863,3,0,4,3,3,3,3,7,0,29,20,25,22,25,27,11,16,17,3,164,16,24,40,40,29,24,27,35,57,281,1289,3473,2219,1440,1561,792,559,824,189,12352
SED53902,88,24,234,110,74,67,19,41,5,657,0,0,3,4,0,0,7,4,3,19,33,39,18,20,24,17,15,11,7,184,18,34,37,24,28,21,14,30,34,242,2031,5338,1752,1349,1638,841,374,645,177,14142
SED54006,45,21,194,80,58,56,82,79,11,623,0,3,3,3,0,3,0,3,3,15,17,11,23,6,5,4,23,15,8,116,32,22,86,38,29,26,64,62,52,413,1044,1747,2742,1189,987,522,835,890,195,10151
SED54104,49,20,109,61,36,25,3,14,3,318,0,0,5,7,6,3,0,0,0,21,28,67,12,13,29,13,3,4,3,175,24,54,22,12,11,13,0,7,33,182,2479,8147,850,921,1482,663,152,358,188,15236
SED54203,54,12,148,49,37,25,99,96,7,528,3,0,3,0,0,0,3,10,0,14,9,12,23,10,14,3,36,13,3,121,21,20,65,17,23,7,59,53,47,319,913,1481,3264,560,616,171,1018,946,159,9129
SED54304,71,23,243,128,125,102,28,63,4,787,0,0,3,3,0,9,0,4,0,19,24,29,25,26,16,7,10,14,4,157,28,26,54,27,43,30,10,21,41,277,2278,4393,2871,1533,1844,916,421,604,236,15094
