SED_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED30040,103,0,0,0,102,15,0,116,1740,177,32,19,1959,59,17,83,2035,152,3,2188,2281,241,40,18,2582,44,11,53,2630,108,5,2741,233,35,23,0,295,9,0,9,307,15,0,320,18,8,0,28,52,3,0,3,61,8,0,66,4264,461,98,64,4883,123,27,149,5031,278,9,5320,117,17,0,5,143,20,0,20,164,18,0,179,139,17,0,9,163,26,8,41,206,3,0,208,259,37,0,10,309,49,8,64,368,20,0,384,4520,500,96,76,5193,169,39,211,5402,292,9,5703,1829,293,43,51,2221,89,9,93,2315,365,11,2691,13,0,0,8,24,0,0,0,24,3,22,50,6365,792,140,132,7429,261,44,306,7736,661,42,8438
SED30041,101,8,0,8,103,16,0,120,2046,216,34,21,2316,52,12,63,2387,189,0,2573,2566,252,29,27,2868,58,8,68,2937,144,11,3096,237,36,34,14,315,0,0,0,316,20,0,337,26,0,0,21,47,0,0,0,47,3,0,51,4869,509,97,78,5552,111,22,135,5690,353,10,6061,122,19,0,0,141,25,0,25,167,18,3,193,133,24,3,10,169,8,0,8,182,7,0,186,256,47,9,9,310,41,0,41,348,23,3,382,5124,552,103,87,5867,151,22,174,6038,377,18,6435,1833,267,47,70,2207,114,21,127,2339,491,3,2835,4,0,0,6,14,0,0,0,14,4,33,56,6957,817,148,162,8086,264,42,307,8390,875,58,9325
SED30042,105,0,0,0,107,11,0,121,2134,232,42,11,2417,65,12,76,2492,131,0,2624,2959,289,55,15,3315,50,11,61,3380,86,0,3470,273,39,46,3,371,3,0,3,368,18,0,392,25,6,0,33,64,6,0,6,64,8,0,75,5396,563,145,61,6162,119,22,144,6308,245,0,6559,115,13,3,0,130,38,0,38,164,4,0,172,202,41,3,6,254,10,3,12,267,5,0,270,319,52,4,8,388,49,3,51,437,10,0,445,5712,616,152,68,6553,172,25,193,6744,259,0,7004,2134,203,62,41,2446,107,16,121,2564,260,7,2831,9,0,0,11,19,0,0,0,19,0,23,42,7853,821,213,123,9013,277,37,314,9331,517,26,9876
SED30043,68,0,0,0,68,10,0,81,1815,245,30,19,2105,52,16,63,2174,101,0,2268,3123,465,50,43,3682,63,12,68,3749,123,3,3878,207,30,42,3,280,0,0,4,284,15,0,292,26,3,0,28,59,3,3,4,60,7,0,67,5168,741,117,91,6124,113,33,147,6267,239,4,6509,70,21,3,0,90,23,0,23,115,13,0,126,172,19,0,7,202,9,3,10,215,0,0,215,246,38,3,5,290,35,3,33,327,17,0,340,5409,778,123,97,6411,149,36,184,6591,256,4,6855,1392,193,46,46,1675,65,18,79,1758,199,9,1963,6,0,0,10,16,0,0,0,16,4,16,34,6806,973,171,154,8107,209,50,264,8365,458,27,8850
SED30044,61,0,0,0,61,6,0,71,2105,186,38,29,2359,53,8,53,2414,150,5,2566,2794,280,69,14,3155,60,11,72,3229,121,0,3349,231,31,44,0,298,11,6,16,315,19,0,335,26,3,4,40,67,3,0,3,70,8,0,75,5148,497,158,76,5877,123,24,143,6021,291,5,6323,83,11,5,4,99,40,0,40,135,8,0,145,145,7,4,4,160,20,5,33,191,5,0,195,226,20,11,4,260,58,5,70,330,14,0,341,5374,516,167,79,6134,184,28,211,6346,305,5,6666,1266,204,56,31,1552,88,13,106,1653,237,6,1891,11,7,0,0,16,0,0,0,16,0,17,36,6646,720,223,109,7704,271,45,312,8013,542,31,8591
SED30045,67,0,0,0,70,13,0,84,2314,142,49,21,2525,52,0,57,2585,139,4,2725,2843,360,48,40,3295,35,18,54,3342,133,3,3480,235,29,42,0,309,0,0,0,309,5,0,319,36,0,0,44,80,0,0,0,80,14,3,97,5429,528,147,109,6204,88,16,105,6312,291,6,6620,65,16,0,4,84,9,4,16,98,9,0,111,184,15,0,8,210,10,3,10,224,4,0,228,248,36,4,10,296,22,5,24,321,17,0,340,5676,564,145,121,6500,111,21,134,6635,314,9,6957,1799,267,60,49,2176,104,23,126,2308,427,4,2734,23,3,0,7,30,0,0,0,30,0,25,60,7498,835,210,174,8711,216,43,265,8974,737,38,9749
SED30046,126,0,0,0,124,25,0,151,2353,209,38,15,2610,49,13,65,2676,144,0,2824,2324,318,50,15,2702,41,11,43,2746,114,3,2866,234,33,32,3,300,3,0,3,310,13,0,323,35,11,0,56,99,0,0,0,99,9,3,112,4938,575,122,86,5719,94,21,114,5838,290,3,6127,112,14,0,0,129,32,0,32,157,7,0,168,165,26,0,7,201,12,0,15,212,8,0,222,277,42,0,7,327,47,3,44,376,19,0,393,5212,615,118,99,6048,142,23,161,6209,306,3,6522,2065,359,63,74,2559,111,29,139,2702,423,13,3133,11,0,0,12,26,0,4,4,32,4,26,65,7289,974,186,183,8639,252,49,305,8944,727,48,9715
SED30047,141,3,0,3,144,11,0,157,2253,195,35,8,2494,74,9,82,2575,126,0,2701,2872,314,27,18,3228,56,3,62,3285,72,0,3356,274,33,36,0,340,3,0,3,348,10,0,355,42,3,0,38,80,3,0,3,86,6,0,90,5444,544,97,61,6139,131,16,144,6289,220,0,6504,96,21,0,3,122,12,0,12,129,13,0,144,118,10,0,3,139,5,0,5,141,7,0,155,214,33,4,8,259,16,0,16,279,21,0,294,5658,581,98,62,6400,156,16,169,6563,237,0,6801,1237,140,39,34,1448,45,10,58,1503,156,4,1669,3,0,0,6,12,0,0,0,12,0,16,28,6897,722,141,102,7858,202,22,218,8076,393,24,8495
SED30048,31,3,0,3,36,0,0,36,1137,84,27,10,1261,54,8,57,1319,60,0,1381,1804,189,45,29,2062,63,0,68,2125,61,0,2193,165,8,26,5,203,9,0,9,209,8,0,217,14,7,0,20,44,0,0,0,44,3,3,45,3118,286,100,62,3567,123,10,131,3696,133,3,3837,69,13,0,3,78,17,0,17,99,19,0,121,122,18,0,5,149,17,7,18,167,19,3,187,191,34,0,8,231,37,7,39,271,36,3,305,3307,318,100,68,3796,155,15,169,3963,173,3,4138,1097,124,31,22,1272,120,4,120,1400,150,13,1557,9,0,0,0,9,0,0,0,9,0,7,17,4417,442,130,96,5083,272,13,290,5372,325,23,5719
SED30049,229,7,3,9,239,45,0,286,2269,249,22,14,2552,66,20,88,2641,161,0,2799,2879,326,14,29,3252,56,6,62,3313,108,0,3421,254,39,25,0,322,3,0,3,324,9,0,330,19,5,0,31,55,0,0,0,57,6,3,67,5424,627,61,68,6177,128,24,151,6334,279,3,6618,103,11,0,0,126,27,0,27,148,14,3,169,120,18,0,0,138,16,8,23,167,3,0,171,226,35,4,0,262,42,8,51,312,15,3,337,5647,654,64,76,6442,170,33,209,6651,299,9,6950,1442,229,18,37,1718,45,13,58,1784,300,4,2086,3,3,0,5,12,3,0,3,14,0,7,27,7090,885,85,108,8177,222,44,269,8445,599,18,9060
SED30050,67,3,0,3,72,12,0,83,1154,199,8,9,1372,29,12,37,1410,83,0,1498,2137,362,20,23,2545,32,6,42,2585,79,10,2667,155,16,25,0,208,5,0,5,208,4,0,213,16,3,0,17,35,0,0,0,35,0,3,35,3455,580,60,48,4149,73,18,86,4238,164,10,4411,47,4,0,3,54,9,3,13,64,3,0,69,92,28,0,0,122,15,3,12,133,3,0,139,140,34,0,3,174,24,5,27,204,4,0,211,3595,615,62,54,4324,95,17,110,4437,174,10,4620,951,217,26,23,1212,42,8,53,1264,151,0,1411,0,0,0,3,5,0,0,0,5,0,12,17,4550,828,87,73,5544,131,30,165,5703,320,23,6045
SED30051,16,0,0,0,19,6,0,26,1096,187,19,9,1320,37,8,44,1365,134,3,1501,1490,292,40,13,1834,59,12,71,1909,209,9,2124,157,17,29,0,199,10,0,10,205,8,0,210,20,3,0,36,59,0,0,0,59,18,0,73,2759,498,89,62,3410,108,18,121,3534,359,10,3905,61,16,0,4,84,49,0,49,133,35,0,169,60,11,3,0,73,14,0,11,85,23,0,113,117,29,3,9,155,58,0,63,219,56,0,280,2878,531,92,75,3568,167,21,187,3755,424,10,4182,1012,215,63,36,1316,166,31,200,1511,605,15,2135,7,0,0,7,15,4,0,4,14,0,29,48,3895,744,155,110,4901,336,52,384,5285,1028,56,6365
SED30052,152,3,0,3,156,22,0,178,1783,222,16,12,2034,42,10,48,2083,130,3,2217,2442,389,29,14,2867,66,19,77,2948,103,10,3063,180,18,15,3,213,13,0,13,228,7,0,230,31,0,0,23,55,4,0,4,57,0,0,57,4435,628,64,53,5176,114,27,139,5319,242,15,5568,50,13,0,0,69,13,0,13,82,3,0,84,122,27,3,4,156,7,0,8,162,14,0,175,172,35,10,4,219,21,0,25,243,19,0,266,4606,668,70,56,5399,140,29,162,5564,259,15,5833,1288,232,40,31,1589,38,13,53,1642,216,6,1858,10,5,4,3,24,0,0,0,24,3,8,32,5900,900,114,88,7011,180,36,215,7222,479,21,7722
SED30053,32,0,0,0,27,8,0,35,1610,130,35,6,1793,33,5,39,1828,79,0,1912,2779,234,75,34,3121,40,3,40,3161,86,3,3248,235,13,36,4,292,4,0,4,295,4,0,304,44,3,3,43,90,3,0,3,94,8,0,102,4664,381,159,95,5291,82,10,90,5383,174,3,5562,80,12,3,5,100,16,0,16,119,23,0,138,216,8,4,0,230,7,7,15,239,0,0,246,299,15,9,4,330,22,7,31,360,25,0,380,4963,398,165,95,5619,107,11,122,5745,193,3,5939,1986,134,88,73,2287,94,7,104,2384,220,4,2611,20,4,0,3,30,6,0,6,33,0,17,52,6971,535,253,170,7936,205,17,222,8157,416,25,8604
SED30054,356,9,0,9,363,42,0,407,2858,310,38,20,3225,82,6,90,3313,143,0,3455,3760,415,55,29,4256,87,5,93,4349,78,0,4426,283,13,42,0,339,5,0,5,346,3,0,352,31,3,0,40,69,0,0,0,69,0,4,75,6931,739,129,87,7885,174,14,191,8075,227,4,8306,85,11,3,0,101,16,0,16,115,0,0,115,199,12,6,3,225,4,3,14,237,3,0,237,286,22,7,7,322,22,3,22,348,3,0,356,7213,765,143,91,8211,199,18,212,8428,229,4,8663,1836,141,53,19,2046,63,11,74,2122,150,0,2271,12,0,0,3,17,0,0,0,17,3,3,20,9063,905,193,118,10274,259,27,289,10563,388,10,10958
SED30055,109,0,0,0,115,10,0,126,2215,189,52,23,2483,76,11,84,2565,171,3,2740,3129,361,46,37,3571,75,12,86,3656,152,4,3819,245,34,38,6,319,3,0,3,321,14,3,334,44,3,0,37,86,3,0,3,89,7,3,105,5629,591,132,101,6455,159,25,178,6635,345,12,6991,102,21,12,8,138,24,5,31,165,11,0,178,185,25,3,16,234,14,0,14,244,43,0,285,283,42,14,25,364,40,5,42,409,57,0,462,5915,630,148,127,6818,198,28,223,7046,399,12,7460,2297,307,60,86,2752,114,27,140,2896,430,10,3340,12,4,0,11,22,0,0,0,22,0,25,52,8227,947,207,216,9596,308,58,370,9963,835,53,10850
SED30056,169,6,3,3,171,19,0,192,1652,192,20,16,1876,61,10,65,1941,103,0,2046,2269,244,15,16,2541,32,7,39,2582,50,0,2627,247,15,20,0,290,3,0,3,289,8,0,302,21,7,0,13,43,3,0,3,46,7,0,48,4186,461,60,40,4746,100,10,110,4856,166,0,5023,46,5,0,0,48,7,0,7,54,10,0,60,84,13,0,0,103,10,0,14,115,4,0,112,130,21,0,0,145,13,0,14,164,15,0,177,4317,475,60,40,4898,113,14,124,5018,179,0,5198,1030,90,23,11,1162,31,10,40,1197,98,0,1297,3,0,0,0,4,0,0,0,4,0,5,11,5357,570,83,50,6059,145,21,166,6226,273,5,6505
SED30057,7,0,0,0,7,0,0,7,1382,74,18,17,1485,22,3,25,1516,82,0,1601,1227,96,14,27,1359,20,3,23,1382,47,0,1430,136,10,19,0,169,0,0,0,169,3,0,173,18,6,0,26,47,0,0,0,47,4,0,53,2758,183,51,68,3058,50,5,51,3111,141,0,3258,32,9,4,5,49,32,0,32,80,13,0,96,45,3,3,3,58,13,0,14,74,10,0,82,75,15,6,12,107,39,0,43,153,24,0,173,2833,193,59,76,3174,89,4,92,3264,170,0,3434,1010,143,32,60,1250,94,24,121,1369,249,8,1622,14,0,0,0,14,4,0,4,18,6,31,56,3867,338,98,137,4436,189,29,217,4654,422,42,5115
SED30058,294,3,9,12,308,39,0,342,2492,267,13,8,2784,72,17,83,2873,129,0,3002,3216,346,34,20,3615,80,3,78,3697,108,3,3806,358,28,38,0,425,5,0,5,436,7,3,442,55,3,0,34,87,0,0,0,87,0,5,93,6128,647,85,63,6918,153,17,173,7091,251,6,7350,59,7,0,5,73,13,0,17,90,8,0,96,142,15,0,0,153,4,3,4,162,9,0,169,198,22,0,5,227,22,4,19,244,16,0,260,6323,671,82,67,7146,169,19,189,7339,268,6,7612,1530,161,25,29,1750,81,16,100,1847,240,5,2085,16,0,0,4,22,0,0,0,22,0,3,26,7868,834,112,101,8911,247,40,291,9202,506,20,9719
SED30059,172,5,3,10,184,27,0,210,2440,308,28,18,2784,60,10,69,2854,146,4,3007,3489,524,59,38,4103,44,8,59,4158,124,6,4289,263,26,48,0,342,11,0,11,349,6,0,355,62,3,3,74,136,3,0,3,140,7,3,146,6250,860,135,123,7363,117,19,134,7499,287,12,7800,55,8,0,0,60,5,0,5,67,0,0,67,183,19,0,12,211,9,3,12,224,5,0,233,235,31,3,12,274,14,3,15,296,5,0,296,6487,883,138,132,7643,130,27,155,7793,290,12,8103,1610,200,61,46,1913,77,10,84,1999,241,11,2255,12,0,0,0,18,0,0,0,18,0,18,33,8115,1084,196,181,9575,201,33,239,9815,535,39,10389
SED30060,45,0,0,0,49,12,0,55,1945,240,40,19,2236,46,19,66,2300,163,3,2468,2229,351,43,38,2662,68,10,73,2734,186,5,2922,199,23,41,3,262,4,4,3,271,13,0,284,24,5,0,40,70,8,0,8,79,27,5,108,4399,612,125,95,5233,126,33,152,5386,385,14,5785,81,15,4,6,105,56,0,56,153,36,0,193,98,28,3,0,126,3,11,17,140,21,5,161,172,40,7,6,229,57,11,67,296,55,5,359,4575,654,127,104,5461,178,42,224,5681,439,14,6140,1359,279,53,93,1782,174,44,217,1995,674,6,2678,4,0,0,8,13,0,0,0,13,7,45,67,5938,934,182,199,7253,352,88,443,7698,1117,72,8885
SED30061,115,0,0,0,115,18,0,134,1713,226,47,8,1996,63,13,79,2076,171,0,2245,1920,237,21,12,2198,44,13,60,2251,87,0,2342,171,27,23,0,228,3,0,4,233,19,3,249,20,7,0,11,44,0,6,5,52,0,0,55,3830,504,94,38,4460,119,36,149,4615,273,3,4895,85,18,0,3,105,48,4,46,152,5,0,162,85,14,0,3,102,21,11,34,137,10,0,146,166,38,0,11,209,65,17,81,288,17,0,302,3994,539,92,47,4672,181,49,230,4903,292,3,5198,920,218,32,12,1177,102,26,132,1308,319,5,1632,14,0,0,0,14,0,0,0,14,4,16,25,4924,758,126,58,5865,282,80,363,6224,611,28,6857
SED30062,152,7,0,7,160,19,0,178,3307,329,43,25,3712,88,25,112,3825,232,3,4058,3934,385,58,39,4410,89,19,109,4517,142,8,4670,369,48,63,5,483,10,0,10,491,16,0,508,30,17,0,57,100,4,0,4,109,8,7,116,7635,774,167,129,8700,193,45,235,8941,397,19,9353,210,21,0,3,235,46,0,52,284,24,0,310,267,32,4,3,308,45,3,46,356,21,0,376,475,52,11,12,545,89,4,95,639,43,0,685,8114,832,171,137,9246,280,51,330,9581,437,19,10035,2866,379,114,104,3462,155,24,172,3633,395,8,4035,8,0,0,3,15,0,0,0,15,7,49,72,10985,1209,286,249,12723,433,69,503,13227,835,76,14137
SED30063,24,0,0,0,28,8,0,38,1379,172,16,24,1582,17,7,26,1607,120,0,1731,2205,310,53,22,2594,23,9,34,2625,141,8,2772,155,13,19,0,189,6,3,10,194,9,0,206,20,5,0,28,57,7,0,7,62,16,3,75,3757,495,85,76,4414,52,15,73,4487,286,11,4787,63,4,0,0,67,29,3,35,99,24,0,125,69,8,7,0,79,7,0,7,82,18,0,99,130,14,7,0,147,35,3,37,185,39,0,226,3886,511,92,76,4563,92,19,110,4673,324,11,5010,1499,265,66,47,1878,110,35,147,2027,560,0,2589,5,3,0,4,19,3,0,3,23,0,17,38,5396,776,155,127,6458,210,55,258,6722,890,29,7640
SED30064,83,5,0,5,85,15,0,94,1418,253,36,11,1718,25,5,35,1744,98,0,1845,2720,437,53,16,3225,61,0,67,3288,133,5,3433,189,33,23,0,250,0,0,0,250,20,0,274,25,6,0,32,69,4,0,4,71,5,3,75,4361,728,107,60,5259,93,8,102,5356,257,13,5628,40,19,0,0,67,12,3,12,78,13,0,92,109,17,4,3,131,9,0,9,143,17,4,157,146,33,6,3,195,17,3,22,216,30,4,252,4510,768,115,66,5453,111,15,124,5577,291,12,5876,1429,278,60,36,1812,70,3,74,1883,309,0,2200,8,0,0,3,15,0,0,0,15,0,9,29,5949,1044,182,104,7274,177,15,195,7471,599,30,8102
SED30065,60,0,0,0,62,12,0,77,1608,268,23,17,1916,28,12,38,1956,99,3,2059,2672,506,42,23,3250,59,11,70,3321,153,3,3476,114,26,16,0,151,3,0,3,157,7,0,162,33,0,0,32,60,3,0,3,67,11,3,74,4425,795,79,76,5381,91,25,121,5494,268,8,5773,57,9,0,0,63,13,0,13,75,8,0,85,108,27,0,0,141,18,3,24,160,14,0,174,165,37,0,0,198,31,3,33,236,17,0,254,4593,830,84,76,5578,124,27,154,5726,288,10,6028,1054,245,37,49,1388,39,14,49,1437,225,4,1667,9,0,3,10,21,0,0,0,21,0,8,30,5653,1073,127,128,6985,160,38,205,7186,511,25,7722
SED30066,127,3,0,3,132,23,0,157,1986,248,26,11,2272,85,8,94,2370,135,3,2502,2440,303,27,13,2789,66,5,69,2857,81,7,2949,365,42,32,0,441,10,0,10,452,8,0,456,48,4,0,34,85,4,0,5,92,8,0,101,4837,596,84,65,5577,171,11,186,5763,238,9,6007,83,18,3,0,104,19,3,26,125,12,0,136,106,23,4,14,148,11,3,8,155,4,0,160,190,43,6,14,244,27,8,34,280,13,0,295,5019,637,87,74,5824,196,24,222,6047,251,8,6306,1392,228,29,37,1688,81,6,91,1773,276,6,2061,7,4,0,3,16,0,0,0,16,0,26,43,6422,872,119,117,7531,285,26,310,7840,529,45,8412
SED30067,120,0,0,3,127,27,0,153,2516,252,32,14,2809,39,16,59,2866,156,3,3022,3443,330,63,17,3850,67,3,68,3922,135,5,4059,327,32,42,0,408,5,0,8,421,17,0,438,33,4,4,36,75,0,0,0,76,0,4,82,6318,620,143,69,7146,111,25,138,7284,309,5,7602,98,8,3,4,109,27,0,26,141,0,0,143,176,26,6,0,203,10,0,10,214,0,0,214,271,29,7,5,312,35,0,42,356,0,0,354,6591,651,154,68,7459,151,24,176,7638,305,5,7954,1986,243,66,61,2356,65,5,76,2431,239,3,2672,10,3,0,11,20,0,0,0,20,0,26,41,8582,899,218,136,9833,219,32,252,10087,542,35,10669
SED30068,55,0,0,4,55,8,0,67,1127,136,27,10,1299,23,17,40,1342,109,0,1451,1524,247,33,21,1821,46,20,64,1889,115,3,1999,153,38,26,3,218,0,7,10,223,4,0,235,21,0,0,25,44,3,7,7,51,6,0,57,2827,426,82,50,3387,79,40,120,3508,235,3,3739,86,14,4,3,105,32,0,32,138,21,0,167,152,26,5,3,182,21,0,26,210,20,0,224,240,34,10,7,289,54,0,57,348,42,0,396,3061,462,94,60,3678,133,43,170,3851,277,4,4135,1265,242,56,33,1596,136,31,174,1768,448,8,2222,12,0,0,6,13,0,0,0,13,3,3,16,4338,704,144,102,5290,272,77,346,5637,728,18,6374
SED30069,76,4,0,4,81,15,0,97,1258,151,19,12,1449,36,12,49,1496,88,0,1584,1780,243,39,11,2082,40,6,47,2127,125,6,2258,151,16,35,0,207,4,0,4,210,18,0,221,33,0,0,31,67,4,0,4,68,6,8,83,3225,416,97,60,3791,84,21,105,3902,235,13,4152,58,13,0,0,71,12,3,16,85,13,0,103,120,17,6,3,140,3,0,8,142,22,0,164,181,22,5,3,209,13,7,22,232,38,0,270,3403,442,102,60,4008,105,27,125,4131,275,13,4419,1101,171,17,43,1337,50,9,59,1393,221,11,1622,4,0,0,0,4,0,0,0,4,3,14,19,4509,608,122,111,5349,148,33,184,5532,495,35,6064
SED30070,144,8,0,7,155,23,0,175,2301,248,34,14,2593,43,9,51,2650,131,0,2778,3229,318,37,40,3627,74,8,79,3708,111,0,3822,248,24,36,3,304,0,0,0,305,9,0,314,36,0,0,33,68,0,0,0,68,6,0,76,5809,585,109,87,6593,118,17,136,6734,249,0,6986,78,4,3,3,88,10,0,10,97,9,3,107,124,17,0,5,154,4,0,4,155,9,0,162,199,22,7,12,237,12,0,12,251,13,3,270,6013,606,113,102,6834,134,17,152,6981,267,8,7252,1438,144,39,24,1640,61,9,71,1712,226,3,1940,4,0,0,0,4,0,0,0,4,0,6,9,7453,747,151,123,8482,199,24,217,8703,491,14,9208
SED30071,28,3,0,4,35,12,0,40,1563,156,34,7,1758,73,12,87,1845,127,0,1974,1928,222,39,23,2214,81,13,99,2307,79,0,2389,205,20,21,0,253,10,0,10,260,9,0,266,16,5,0,34,57,0,0,0,56,5,0,60,3711,407,93,59,4269,169,22,191,4462,220,3,4688,73,13,0,0,86,26,3,31,117,13,0,130,108,8,8,5,133,15,4,20,155,12,0,163,179,24,8,5,217,45,9,55,275,26,0,294,3895,426,104,64,4486,212,31,246,4739,248,3,4982,1295,164,55,37,1557,130,17,146,1702,313,3,2019,6,3,0,4,17,0,0,0,17,0,3,16,5196,595,161,109,6062,339,51,394,6457,560,7,7018
SED30072,149,3,4,5,160,30,0,187,2169,261,31,13,2476,56,15,68,2541,164,0,2715,2752,328,36,29,3150,46,17,59,3205,100,0,3308,248,31,36,6,315,5,0,5,323,6,0,333,45,14,3,41,100,7,0,7,109,12,12,124,5217,631,103,85,6038,115,30,140,6177,287,12,6477,95,11,0,0,106,3,0,3,114,3,0,119,156,10,0,0,168,11,7,23,193,11,0,205,255,19,0,0,281,22,7,30,307,21,0,324,5476,651,104,85,6312,136,38,168,6485,306,12,6800,1447,189,44,46,1718,38,3,41,1764,210,3,1977,6,0,0,5,14,0,0,0,14,0,29,45,6923,839,150,138,8050,178,39,215,8260,519,41,8825
SED30073,131,3,0,8,134,31,0,161,1298,220,9,8,1529,51,11,59,1589,138,4,1735,1533,223,13,3,1774,17,7,21,1799,77,0,1878,163,16,18,0,199,3,0,3,202,5,0,210,25,0,0,16,46,3,0,3,47,3,0,50,3018,457,39,31,3541,76,22,92,3632,231,4,3865,60,14,0,0,71,11,4,13,88,9,0,99,101,21,0,3,124,11,0,9,136,3,0,137,156,38,0,3,194,22,3,29,228,8,0,238,3173,494,39,33,3741,97,27,122,3862,239,4,4102,809,105,12,6,930,33,4,45,972,168,0,1140,7,0,0,0,8,0,0,0,8,3,4,19,3981,596,51,44,4673,129,30,160,4840,413,10,5260
