SED_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SED40045,9,3,4,0,20,0,0,0,20,0,0,24,3,0,0,3,8,0,0,0,8,0,0,8,620,77,16,9,718,13,0,17,734,31,0,764,10,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,9,0,0,0,14,0,0,14,19,0,0,0,24,0,3,3,20,0,0,20,641,77,16,9,739,13,0,14,759,31,0,788,69,22,0,0,92,0,0,0,93,8,0,104,0,0,0,0,0,0,0,0,0,0,0,0,707,104,21,9,837,17,0,17,854,38,0,897,169,19,0,0,191,9,0,9,201,11,0,211,193,34,8,6,238,6,0,6,239,6,0,248,8,0,4,0,13,0,0,0,13,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,370,59,12,4,442,13,0,13,455,22,0,479,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0
SED40046,4,3,0,0,10,0,0,0,10,0,0,10,0,0,0,3,4,0,0,0,4,0,0,4,334,64,3,3,405,14,3,12,420,20,0,443,0,0,0,0,0,4,0,9,5,0,0,5,8,3,0,0,6,0,0,0,10,0,0,10,8,3,0,0,7,9,0,11,15,0,0,15,341,70,3,3,416,20,4,20,443,20,0,462,59,16,0,3,81,5,0,6,82,30,0,114,0,0,0,0,0,0,0,0,0,0,0,0,405,83,3,3,497,25,3,31,529,51,0,581,77,8,0,0,91,5,3,6,95,6,0,103,70,22,3,0,92,7,0,7,97,7,0,106,4,4,0,0,12,0,0,0,12,0,0,12,3,0,0,0,5,0,0,0,5,0,0,5,152,36,3,0,197,8,3,10,206,16,0,227,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,0
SED40047,13,3,0,0,15,0,0,0,17,0,0,16,4,0,0,3,7,0,0,0,7,0,0,8,599,54,17,9,682,14,3,15,693,25,0,720,5,0,0,0,5,0,0,3,13,0,0,13,16,3,0,0,21,0,0,3,23,0,0,25,29,3,0,0,33,4,0,5,33,0,0,36,629,60,13,9,708,14,7,21,733,28,0,759,108,4,3,0,114,0,0,5,121,28,0,154,0,0,0,0,0,0,0,0,0,0,0,0,732,64,18,9,826,18,9,26,852,58,0,906,150,14,4,0,174,4,0,3,175,7,0,185,157,20,0,0,183,6,0,9,189,7,0,193,4,0,4,0,8,0,0,0,8,0,0,11,0,0,0,3,3,0,0,0,3,0,0,3,318,38,9,4,367,7,3,8,379,19,0,395,3,3,0,0,3,3,0,3,9,0,0,9,7,3,0,0,5,0,0,3
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,14,0,3,3,23,0,0,0,23,0,0,23,0,3,0,5,8,0,0,0,8,0,0,8,510,74,11,14,608,4,0,5,611,26,0,640,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,3,6,0,0,0,8,0,0,0,5,0,0,10,517,78,14,14,614,7,0,8,619,26,0,649,87,21,3,0,116,0,0,0,114,26,0,142,3,0,0,0,3,0,0,0,3,0,0,3,604,94,16,16,735,7,4,10,739,54,0,793,19,4,0,0,22,0,0,3,27,0,0,30,31,9,0,0,37,0,3,3,40,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,49,11,0,3,67,0,3,5,68,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50205,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,3,8,0,0,0,8,0,0,8,591,59,5,7,664,13,3,21,685,19,0,699,3,0,0,0,3,4,0,4,4,0,0,9,11,0,0,0,11,0,0,0,15,0,0,17,16,0,0,0,15,6,0,6,24,3,0,25,612,61,7,7,685,21,3,21,705,20,0,723,134,19,4,3,158,8,0,8,163,22,0,187,4,0,0,0,7,0,0,0,7,0,0,7,746,82,12,10,845,24,3,33,877,37,0,915,139,16,3,0,162,9,0,5,172,13,0,178,182,28,3,0,217,4,3,9,224,10,0,236,3,0,0,0,7,0,0,0,7,4,0,7,3,0,0,3,3,0,0,0,3,0,0,3,333,52,7,3,387,14,3,13,403,26,0,424,0,0,0,0,0,3,0,3,3,0,0,3,4,0,0,0,4,0,0,0
SED50302,11,0,0,0,10,0,0,0,9,0,0,9,0,0,0,4,3,0,0,0,3,0,0,3,341,48,8,10,410,15,0,17,425,33,0,454,8,0,0,0,6,0,0,0,7,0,0,7,9,3,0,0,10,4,0,4,18,3,0,20,20,3,0,0,24,8,0,8,25,3,0,29,361,50,8,10,430,17,0,23,455,36,0,487,148,25,4,4,182,6,0,10,187,37,0,221,0,0,0,0,0,0,0,0,0,0,3,3,509,78,16,15,615,23,7,28,640,66,3,710,63,3,0,0,68,3,0,4,75,0,0,75,59,3,0,4,63,5,0,5,71,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,117,9,0,7,138,9,3,10,142,9,0,152,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
SED50404,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,332,49,6,3,391,17,0,22,409,6,0,422,4,0,0,0,4,0,0,0,3,0,0,3,3,3,0,0,9,3,0,3,11,0,0,12,6,3,0,0,14,3,0,3,14,0,0,15,340,53,6,3,403,23,0,27,427,11,0,440,67,4,0,0,65,0,0,5,71,11,0,79,0,0,0,0,0,0,0,0,0,0,0,0,405,56,6,3,467,24,5,27,500,20,0,520,92,12,0,0,99,5,0,10,105,4,0,113,88,17,0,0,102,4,0,4,110,4,0,111,3,4,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,181,32,0,4,211,7,0,11,224,9,0,227,4,0,0,0,4,3,0,3,8,0,0,8,4,0,0,0,4,0,0,0
SED50502,9,0,0,0,13,0,0,0,13,0,0,13,3,0,0,0,5,0,0,0,5,0,0,5,397,63,14,3,476,21,0,21,497,29,0,522,6,0,0,0,7,4,0,4,12,0,0,16,9,0,0,0,16,0,4,3,17,4,0,18,19,0,0,0,20,4,4,8,27,5,0,31,412,63,14,3,497,22,4,25,529,31,0,558,103,22,4,0,131,18,0,17,151,36,0,190,0,0,0,0,0,0,0,0,0,0,0,0,523,85,18,6,631,41,5,50,674,66,0,742,90,13,0,0,111,0,0,0,110,7,0,117,100,18,0,0,112,3,0,3,118,8,0,121,4,3,0,0,9,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,198,29,0,0,230,3,0,3,236,16,0,256,7,0,0,0,7,3,0,3,5,0,0,10,0,0,0,0,3,0,0,0
SED50605,11,0,0,0,11,0,0,0,11,0,0,14,4,0,0,0,4,0,0,0,4,0,0,4,612,57,13,3,682,14,7,27,704,22,0,725,3,0,0,0,5,3,0,3,11,3,0,10,18,0,0,0,16,0,0,0,19,0,0,19,22,3,0,0,25,4,0,7,26,3,0,28,633,58,15,3,707,18,7,31,735,22,0,758,107,13,3,0,123,13,0,13,135,23,0,154,0,0,0,0,5,0,0,0,5,0,4,7,743,69,17,3,835,30,7,44,872,45,3,918,169,28,3,0,200,0,3,4,208,11,0,219,178,23,0,0,200,8,7,10,210,3,0,219,7,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,352,51,5,0,410,11,10,15,427,12,0,444,7,0,0,0,7,3,0,3,11,0,0,11,10,0,0,0,8,0,0,0
SED50702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,37,4,3,311,12,3,16,326,24,0,355,8,0,0,0,10,4,0,6,15,0,0,15,11,0,0,0,10,3,0,5,17,0,0,14,16,5,0,0,21,4,0,4,29,0,0,33,288,42,5,0,337,13,6,18,359,24,3,384,69,12,0,3,89,10,6,13,101,23,0,123,0,0,0,0,0,0,0,0,0,0,0,0,356,56,5,8,423,22,10,33,456,49,3,505,58,3,0,0,66,0,0,0,70,8,0,80,59,13,0,0,67,3,0,3,71,8,0,75,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,117,20,3,0,139,7,0,7,141,17,0,158,0,0,0,0,0,3,0,4,8,0,0,8,3,3,0,0,5,0,0,0
SED50806,9,0,6,0,14,0,0,0,14,0,0,14,3,0,0,4,9,0,0,0,9,0,0,9,396,35,11,8,452,8,0,8,457,24,0,483,9,0,0,0,5,0,0,0,7,0,0,7,21,0,0,0,17,0,0,0,21,0,0,21,23,0,0,0,25,3,0,3,25,0,0,25,418,33,11,6,472,12,0,12,487,24,0,510,66,8,5,3,84,3,0,3,88,19,0,106,0,0,0,0,0,0,0,0,0,0,0,0,480,40,18,16,557,17,0,17,572,37,0,613,12,4,0,0,15,0,0,0,21,0,0,23,21,6,0,0,22,0,0,0,22,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,34,11,0,3,43,0,0,0,50,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50904,15,3,9,0,25,0,0,0,28,0,0,26,5,3,0,3,14,0,0,0,14,0,0,15,986,128,30,15,1163,55,0,57,1217,35,4,1258,20,4,0,0,26,10,0,10,37,3,0,42,25,3,0,0,26,6,3,8,32,7,0,39,46,8,0,0,54,10,3,14,69,12,0,77,1034,142,33,20,1223,64,3,66,1290,41,4,1337,197,32,6,7,244,18,0,20,263,51,0,311,3,0,0,3,4,0,0,0,8,0,0,5,1232,171,36,29,1469,84,3,91,1562,93,6,1653,165,21,3,3,190,5,0,5,201,4,0,205,163,32,0,0,202,11,0,11,209,3,3,219,4,0,4,0,4,3,0,3,5,0,0,5,0,0,0,3,3,0,0,0,3,0,0,6,336,51,6,5,401,15,0,15,419,6,3,431,3,0,0,0,5,0,0,0,10,0,0,10,13,0,0,0,13,3,0,3
SED51005,0,3,0,0,4,0,0,0,4,0,0,5,3,5,0,0,9,0,0,0,9,0,0,4,331,71,7,3,413,24,3,28,443,27,0,466,8,0,0,0,12,6,3,8,22,0,0,22,11,5,0,0,18,0,0,0,15,0,0,17,20,7,0,0,28,12,3,14,42,0,0,42,354,77,7,3,440,31,3,36,481,24,0,503,115,32,8,0,148,12,4,18,166,66,0,234,0,0,0,0,0,0,0,0,0,0,0,3,466,107,9,6,596,45,8,57,650,94,4,742,94,15,3,0,114,0,3,3,114,6,0,121,80,31,4,0,116,12,0,12,128,14,0,143,0,0,7,0,9,0,0,0,9,0,0,11,3,0,0,3,10,0,0,0,10,0,0,11,180,50,10,8,245,15,3,14,258,21,0,283,3,0,3,0,3,7,0,4,11,0,0,15,0,0,0,0,3,0,0,0
SED51104,7,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,8,0,0,0,8,0,0,8,624,62,6,3,696,18,9,25,723,22,0,744,6,0,0,0,6,0,0,0,6,0,0,6,16,3,0,0,19,0,0,0,19,3,0,24,21,3,0,0,26,0,0,0,26,3,0,26,645,64,6,4,718,18,9,25,743,29,0,776,104,8,3,0,114,3,0,3,122,16,0,134,0,0,0,0,0,0,0,0,0,0,0,0,748,73,12,6,837,23,9,25,867,43,0,909,139,25,0,0,165,0,0,0,168,3,0,167,196,15,3,0,218,8,0,8,221,9,0,234,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,5,342,38,5,3,390,7,0,7,395,12,0,411,3,0,0,0,3,3,0,3,3,0,0,3,7,0,0,0,7,0,0,0
SED51201,0,0,3,0,7,0,0,0,7,0,0,3,3,0,0,0,8,0,0,0,8,0,0,8,210,39,7,3,263,7,0,4,268,18,0,293,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,7,0,0,6,7,0,0,0,11,0,0,0,9,0,0,11,219,41,7,3,270,7,0,8,282,22,0,304,52,3,0,5,55,7,0,7,63,22,0,84,0,0,0,0,0,0,0,0,0,0,0,4,267,44,14,4,332,18,0,20,347,38,0,391,12,0,0,0,17,0,0,0,17,0,0,15,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,22,0,0,0,22,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED51304,6,0,3,0,12,0,0,0,12,3,0,8,12,0,0,3,11,0,0,0,11,4,0,17,725,100,10,3,842,24,0,24,866,34,0,906,3,0,0,0,3,0,0,0,3,0,0,3,16,0,0,0,16,0,0,0,17,0,0,21,16,0,0,0,20,3,0,3,19,0,0,23,746,102,10,3,857,25,0,32,886,35,0,925,175,13,3,0,191,6,0,6,194,9,0,204,0,0,0,0,0,0,0,0,0,0,0,0,919,112,15,4,1047,34,0,39,1082,47,0,1133,164,8,0,0,176,9,0,14,185,10,0,196,250,37,0,0,289,6,6,8,296,13,0,310,14,0,0,0,11,0,0,0,11,3,0,15,3,0,0,0,3,0,0,0,3,0,0,7,429,45,3,4,479,15,7,19,501,25,0,528,0,0,0,0,0,0,0,0,5,0,0,5,7,0,0,0,8,0,0,0
SED51405,16,0,3,0,18,0,0,0,25,0,0,25,3,0,0,3,9,0,0,0,9,0,0,4,629,67,12,11,718,28,7,35,751,36,0,791,10,0,0,0,10,0,0,0,11,6,0,19,18,0,0,3,16,4,0,7,29,0,0,31,23,4,0,3,30,7,0,10,39,5,0,46,653,68,12,11,749,36,5,41,792,40,4,836,151,15,6,4,179,8,0,8,186,33,0,220,0,0,0,0,0,0,0,0,0,0,0,0,804,86,18,18,930,41,5,47,981,69,0,1057,128,13,0,0,142,3,0,10,147,9,0,157,144,19,3,0,163,0,0,0,170,7,0,178,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,9,0,0,0,6,0,0,11,268,32,10,5,318,5,3,11,323,20,0,340,5,0,0,0,7,0,0,0,9,0,0,9,9,0,0,0,6,0,0,0
SED51506,13,4,3,0,19,0,0,0,19,0,0,19,10,0,0,3,8,0,0,0,8,0,0,8,667,64,19,5,756,18,0,17,776,33,4,812,0,3,0,0,6,0,0,0,5,0,0,11,20,5,3,0,27,0,0,0,26,0,0,24,20,3,3,0,26,4,0,4,32,3,0,37,684,74,21,9,788,19,0,21,813,38,4,850,153,22,6,0,182,0,0,0,188,18,0,203,0,0,0,0,3,0,0,0,3,0,0,4,836,94,34,12,973,26,0,28,999,55,4,1059,33,3,0,0,32,0,0,0,38,5,0,39,40,8,0,0,55,3,0,3,56,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15,0,0,87,3,0,3,94,6,0,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
SED51604,3,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,5,0,0,0,5,0,0,5,580,87,0,7,680,18,0,18,693,23,0,712,8,0,0,0,7,0,0,0,14,0,0,10,13,0,0,0,14,0,0,0,14,0,0,14,19,0,0,0,20,0,0,0,25,0,0,23,599,87,0,12,694,17,0,16,716,23,0,735,212,29,3,0,246,5,0,3,247,23,0,278,0,0,0,0,0,0,0,0,0,0,0,0,811,117,9,12,943,24,5,22,968,47,3,1015,148,19,0,0,167,4,0,4,173,15,0,188,172,21,0,6,196,3,0,3,206,8,0,216,4,0,0,0,3,0,0,0,3,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,328,37,3,3,372,10,3,12,385,27,0,407,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,12,0,0,0
SED51702,10,3,6,0,19,0,0,0,19,0,0,18,10,0,0,9,15,0,0,0,15,0,0,15,854,110,24,11,997,31,0,33,1034,27,0,1061,13,0,0,0,13,5,0,5,21,0,0,21,27,0,0,0,31,0,0,0,31,4,0,32,44,0,0,0,43,10,0,10,52,4,0,54,898,110,23,11,1044,36,0,37,1087,33,0,1114,227,33,4,3,267,15,0,16,282,28,0,306,3,0,0,3,4,0,0,0,4,0,0,5,1126,144,29,20,1312,54,3,59,1368,57,3,1425,188,17,3,0,209,12,0,12,218,3,0,221,142,18,3,0,161,14,0,14,174,0,0,175,7,0,3,0,14,0,0,0,14,0,0,10,4,0,0,5,7,0,0,0,7,0,0,12,347,33,9,7,391,21,0,21,414,8,0,418,7,0,0,0,8,0,0,0,8,0,0,9,8,0,0,0,6,3,0,3
SED51806,13,0,6,0,14,0,0,0,14,0,0,21,5,0,3,7,10,0,0,0,10,0,0,10,470,54,19,11,553,19,0,21,581,20,4,605,14,0,0,0,18,3,0,3,20,0,0,24,7,0,0,3,11,3,0,3,14,0,0,14,20,3,3,3,28,8,0,8,36,0,0,40,490,58,20,17,589,27,0,26,618,22,4,642,85,9,3,14,111,10,0,10,123,16,0,138,0,0,0,0,0,0,0,0,0,0,3,3,579,68,27,30,703,36,0,36,738,43,3,779,69,6,0,0,75,0,0,0,75,7,0,82,72,10,0,3,83,6,0,6,91,4,0,97,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,142,18,3,6,172,9,0,9,177,10,0,181,4,0,0,0,4,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0
SED51903,6,0,0,0,15,0,0,0,12,0,0,12,7,0,0,13,19,0,0,0,19,0,0,19,701,55,11,29,793,16,4,19,812,15,4,830,6,3,0,0,8,0,0,0,10,0,0,10,7,0,0,0,7,3,0,3,9,0,0,9,15,4,0,0,17,7,0,7,18,0,0,18,716,60,11,29,812,19,4,17,834,15,4,854,127,6,4,0,139,5,0,10,145,16,0,169,0,0,0,0,0,0,0,0,0,0,0,0,847,64,20,27,950,26,5,26,980,39,4,1019,22,0,0,0,24,0,0,0,24,0,0,23,19,8,0,0,24,0,0,0,24,0,0,24,0,0,3,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,7,3,0,48,0,0,0,48,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED52002,7,0,7,0,15,0,0,0,13,0,0,13,4,0,0,0,7,0,0,0,7,0,0,11,540,60,12,7,619,26,4,29,649,24,0,679,15,0,0,0,15,3,0,3,19,0,0,19,7,0,0,0,10,3,0,3,17,0,0,17,27,0,0,0,26,12,0,12,38,0,0,38,564,61,12,7,647,36,4,36,685,24,0,710,135,20,0,7,165,4,3,10,172,24,0,192,0,0,0,0,0,0,0,0,0,0,0,0,703,84,15,12,808,41,4,48,853,45,3,907,88,3,0,0,92,4,0,4,96,3,0,104,77,17,3,0,94,3,0,3,93,4,0,98,3,0,0,0,7,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,168,17,3,3,193,5,0,5,196,9,0,212,5,0,0,0,5,0,0,0,7,0,0,7,3,3,0,0,4,3,0,3
