SED_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SED52704,1016,27,4,1052,23,0,3,0,26,0,0,0,26,0,0,26,46,14,0,3,62,7,0,7,68,0,0,65,68,10,3,3,80,12,0,12,89,0,0,91,942,92,25,14,1077,30,0,30,1105,27,4,1146,279,30,5,9,323,13,3,17,343,37,0,377,0,0,0,0,0,0,0,0,0,0,4,8,1227,121,31,25,1395,45,3,50,1445,68,11,1526,154,19,4,3,184,3,0,3,184,8,0,193,341,36,3,3,383,12,0,16,400,10,0,408,6,3,0,0,12,3,0,3,12,0,0,15,4,0,0,0,7,0,0,0,7,0,0,10,504,54,13,6,578,19,5,19,601,19,0,618,16,0,0,0,16,0,0,0,16,0,0,16,13,4,0,0,14,0,0,0,16,0,0,16,29,4,0,0,34,0,0,0,34,0,0,34,534,59,13,6,612,19,5,26,635,19,0,656,107,8,0,0
SED52802,1100,36,0,1141,18,4,0,0,27,3,0,3,30,0,0,32,52,7,0,3,60,5,0,5,65,5,0,66,71,9,0,3,81,13,0,13,90,6,0,101,980,148,19,18,1168,25,5,28,1198,43,0,1240,439,53,16,11,518,21,0,22,535,62,0,600,0,0,0,0,0,0,0,0,0,0,3,3,1417,198,35,26,1681,47,4,50,1731,103,4,1839,198,26,3,0,226,5,0,8,235,11,0,250,353,48,5,3,407,7,0,7,412,11,0,422,5,3,0,0,9,0,0,0,9,0,0,10,3,0,0,0,9,0,0,0,9,0,0,5,555,83,9,11,655,10,0,14,671,26,0,698,14,0,0,0,14,0,0,0,17,0,0,17,26,0,0,0,22,4,0,4,30,3,0,28,38,0,0,0,41,5,0,5,48,3,0,47,596,83,12,11,694,15,0,16,715,26,0,739,185,22,3,0
SED52903,57,17,0,78,8,0,0,0,8,0,0,0,4,11,0,14,0,0,0,0,0,3,0,3,6,0,0,6,8,0,0,0,6,0,0,3,11,11,0,22,43,16,0,3,65,4,0,6,67,25,0,95,15,5,5,0,32,3,3,3,35,38,0,77,0,0,0,0,0,0,0,0,0,0,12,18,63,26,7,3,98,9,5,12,108,65,11,189,10,0,0,0,10,0,0,0,10,5,0,17,3,4,0,0,7,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,4,17,4,0,0,19,0,0,0,21,6,0,30,0,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,4,0,3,3,0,0,5,18,9,0,0,28,3,0,5,32,6,0,35,13,4,0,0
SED53003,931,73,0,1011,10,7,3,0,16,24,0,28,41,9,0,50,9,0,0,0,6,3,3,10,16,3,0,24,16,5,3,0,28,26,3,35,58,15,0,75,746,133,35,17,936,50,4,58,996,88,0,1083,171,44,8,3,236,65,10,75,311,205,7,522,3,4,0,0,11,0,0,0,11,4,9,25,926,176,50,25,1182,122,10,131,1312,293,16,1621,235,23,6,0,274,9,3,10,286,25,0,303,158,41,5,9,210,0,3,3,217,17,0,232,4,0,3,0,15,0,0,0,15,0,0,15,0,3,0,6,10,0,0,0,15,0,0,15,411,69,17,13,507,14,7,19,525,42,0,565,6,0,0,0,6,15,3,14,19,3,0,21,4,0,0,0,4,0,3,3,8,3,0,10,4,3,0,0,12,13,5,17,29,4,0,33,415,70,17,13,522,29,10,39,555,45,3,604,53,21,0,11
SED53104,1267,28,0,1294,7,0,0,0,10,0,5,5,14,3,0,12,41,0,0,0,41,3,0,3,47,7,0,48,51,0,0,0,51,3,5,7,54,5,0,63,1150,101,14,16,1286,30,12,42,1325,33,0,1362,349,22,6,10,391,17,0,14,404,9,0,421,0,3,0,0,3,0,0,0,3,0,0,3,1501,128,19,31,1676,41,16,54,1730,46,0,1785,203,25,3,4,234,9,0,4,245,9,0,251,450,44,4,3,511,11,4,8,516,4,0,522,11,3,0,0,14,0,0,0,14,0,0,18,0,0,0,0,3,0,0,0,3,0,0,5,669,74,12,9,764,13,4,16,783,17,0,798,8,0,0,0,8,0,3,4,8,0,0,9,16,0,0,0,20,3,0,3,19,0,0,19,23,0,0,0,20,3,3,5,26,0,0,33,687,81,11,9,787,17,4,25,811,15,0,826,158,13,0,4
SED53205,1836,64,6,1907,60,5,0,0,73,12,0,10,82,9,0,84,111,11,0,0,122,16,3,22,149,3,0,150,174,13,3,0,194,25,3,31,225,7,0,237,1675,194,51,31,1957,98,6,107,2062,72,6,2145,865,121,27,25,1041,59,8,69,1107,100,0,1211,12,0,0,0,17,0,0,0,16,0,9,26,2558,318,81,56,3006,157,17,177,3185,180,15,3374,309,39,7,3,361,10,3,15,371,21,0,396,465,58,20,3,548,17,0,23,571,18,4,593,12,3,3,0,23,0,0,0,23,3,0,27,8,0,0,9,15,0,0,0,14,0,0,16,801,104,30,15,952,32,3,36,981,45,3,1025,26,3,0,0,29,11,0,12,40,0,0,41,46,4,3,0,47,9,0,13,59,0,0,63,65,9,3,0,84,17,3,20,102,3,0,103,871,109,38,10,1029,51,6,55,1086,42,3,1134,304,50,10,11
SED53306,869,64,5,932,21,9,3,0,34,5,0,5,38,3,0,42,52,12,3,0,68,0,0,0,73,3,0,76,73,21,3,0,98,4,0,6,110,7,0,116,806,81,37,14,939,34,4,42,976,71,5,1047,382,57,22,9,473,31,3,35,513,75,0,588,0,0,0,0,0,4,0,4,4,0,7,10,1191,138,59,25,1415,70,8,78,1492,148,10,1653,137,15,0,0,157,8,0,8,165,18,0,186,292,28,7,3,333,6,0,9,345,13,0,355,3,4,7,0,10,0,0,0,13,0,0,13,3,0,0,3,4,0,0,0,11,0,0,11,437,50,13,6,511,17,0,21,529,34,0,562,14,3,0,0,19,7,0,7,23,3,0,26,25,5,3,0,32,6,0,6,33,0,0,34,35,9,7,0,47,12,0,12,58,4,0,59,474,59,16,11,559,26,0,30,584,34,0,623,153,11,8,13
SED53402,1128,36,0,1161,17,3,0,0,19,7,0,7,22,0,0,21,53,3,0,3,57,7,4,5,66,4,0,66,65,7,0,3,76,9,4,11,88,3,0,88,1018,133,8,8,1173,36,8,44,1213,42,0,1258,308,41,5,12,361,22,3,25,389,46,0,433,0,0,0,0,8,0,3,3,9,0,3,7,1329,175,17,23,1536,54,12,67,1607,83,3,1695,175,26,3,0,201,10,0,7,212,5,0,224,273,37,5,0,314,7,0,12,324,8,4,331,13,0,3,0,15,0,0,0,15,0,0,12,0,0,0,0,3,0,0,0,3,0,0,3,453,67,7,0,531,19,3,24,551,18,4,574,15,3,0,0,12,9,0,9,21,0,0,24,7,0,0,0,13,0,0,0,13,0,0,13,22,3,0,0,24,9,0,9,29,3,0,32,479,69,7,5,555,23,3,27,582,22,4,606,124,18,3,0
SED53502,924,52,0,970,14,0,0,0,14,3,0,3,18,3,0,21,20,0,4,0,28,3,3,10,40,0,0,41,36,0,4,0,45,8,3,10,51,8,0,60,798,90,17,8,924,40,11,57,977,60,0,1031,376,50,12,11,452,22,3,24,474,52,0,525,0,0,0,0,0,0,0,0,0,0,9,6,1181,138,33,21,1370,64,15,82,1454,109,9,1568,180,11,3,0,194,4,0,4,202,8,0,215,298,28,4,0,336,5,3,10,346,15,0,361,4,3,3,0,13,0,0,0,13,0,0,13,3,0,0,4,8,0,0,0,8,0,0,8,491,48,14,4,555,10,3,17,566,28,0,590,13,4,0,0,11,4,0,4,15,0,0,15,14,0,3,0,15,0,0,0,13,0,0,17,19,4,3,0,26,3,0,3,36,0,0,34,510,50,17,4,581,20,3,19,597,27,0,626,145,19,9,4
SED53602,867,59,6,927,37,9,0,3,48,3,0,7,49,11,0,58,44,10,0,3,64,7,0,10,66,9,0,79,78,18,3,6,107,11,4,14,118,15,0,137,751,142,7,22,930,45,11,55,983,76,6,1060,408,144,16,22,590,61,14,77,668,237,4,907,5,4,0,7,12,0,0,0,12,4,12,33,1165,288,30,55,1530,112,20,129,1666,316,19,2004,157,24,3,0,183,11,0,13,196,22,0,214,219,49,4,3,277,12,0,12,289,23,0,317,7,3,0,0,12,0,0,0,10,3,0,15,0,0,0,7,9,3,0,3,5,0,0,7,387,76,8,13,479,22,0,22,503,49,3,554,20,5,0,0,25,5,0,5,25,4,0,29,14,0,0,0,22,3,0,3,25,3,0,28,32,3,0,0,46,7,0,7,53,6,0,56,421,80,5,9,519,31,0,34,552,53,3,608,179,64,8,15
SED53701,1005,29,4,1032,3,3,0,3,11,6,0,6,17,0,0,19,17,0,3,0,26,3,0,3,28,0,0,31,21,7,3,4,31,9,0,12,42,4,0,44,887,83,31,22,1031,17,0,19,1046,32,4,1077,328,35,24,21,411,20,0,20,427,46,0,476,0,3,0,0,5,0,0,0,5,0,6,11,1221,122,53,46,1439,35,0,39,1475,77,14,1563,198,14,5,3,224,3,0,3,233,13,0,246,269,31,18,5,328,5,0,5,337,7,0,345,7,0,4,0,10,0,0,0,10,0,0,10,3,0,0,6,9,0,0,0,9,0,0,9,480,50,28,18,575,15,0,15,588,20,3,608,8,0,0,0,8,4,0,4,15,5,0,18,5,3,0,0,7,7,3,5,16,0,0,18,13,3,0,0,16,12,3,16,31,6,0,33,492,52,28,18,586,26,3,25,615,22,3,639,143,18,12,6
SED53802,937,35,3,975,15,0,0,0,20,7,0,7,26,6,0,29,43,3,0,0,43,10,0,10,51,5,0,58,55,3,0,0,63,16,0,16,75,10,0,87,824,111,13,8,952,56,6,65,1018,46,3,1060,305,56,11,15,385,28,5,34,417,63,0,486,0,0,0,0,0,0,0,0,0,0,3,8,1128,162,27,21,1339,81,15,94,1434,108,9,1552,160,26,0,0,185,8,4,16,195,5,0,204,273,25,3,4,310,4,0,7,321,14,3,333,4,0,0,0,4,3,0,3,4,0,0,8,4,0,0,0,8,0,0,0,8,0,0,13,439,52,9,10,510,17,5,24,530,20,3,547,5,0,0,0,4,3,0,3,5,3,0,9,22,3,0,0,22,3,0,3,25,3,0,28,25,3,0,3,26,8,0,8,33,3,0,40,465,59,9,8,534,24,5,32,567,21,3,588,152,29,0,11
SED53902,949,35,0,980,17,4,0,0,25,8,0,8,29,3,0,28,35,3,0,0,36,4,0,4,43,0,0,42,49,6,0,0,56,6,0,6,67,7,0,76,828,109,12,15,968,45,6,45,1017,38,0,1052,299,33,0,0,339,10,0,10,347,41,0,388,0,0,0,0,0,0,0,0,0,0,9,8,1132,144,16,18,1304,53,6,56,1366,80,9,1450,148,26,0,0,179,11,0,14,194,11,0,202,314,36,3,6,355,13,0,15,367,8,0,376,5,0,5,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,7,471,66,9,7,550,25,3,27,577,22,0,599,12,0,0,0,11,3,0,3,14,0,0,14,10,3,0,0,16,0,0,0,16,0,0,16,22,3,7,0,29,6,0,6,29,0,0,29,494,64,9,7,574,32,3,34,609,22,0,631,149,18,0,0
SED54006,1202,50,0,1252,35,0,0,0,36,4,0,4,38,3,0,47,56,0,3,4,60,6,0,6,68,4,0,72,91,3,3,4,96,9,0,9,112,6,0,112,1103,92,43,21,1255,43,18,54,1315,49,0,1363,443,48,35,14,538,32,0,32,568,53,3,626,3,0,0,0,3,0,0,0,3,0,5,12,1546,141,80,32,1799,74,18,89,1882,105,12,1999,224,12,6,3,243,10,3,9,252,16,0,268,442,44,22,3,507,15,0,15,522,16,0,538,15,3,3,0,20,0,0,0,20,0,0,20,4,0,0,9,12,0,0,0,10,0,0,10,685,54,26,12,783,24,3,26,807,26,0,838,12,0,0,0,14,3,0,3,20,0,0,21,26,0,3,0,30,7,0,7,38,0,0,38,41,0,3,4,44,14,0,14,55,0,0,57,724,54,28,17,825,33,3,37,860,29,0,889,220,21,11,4
SED54104,1210,29,0,1236,22,3,0,0,30,3,0,3,31,0,0,31,45,5,0,0,50,3,0,3,49,7,0,57,67,11,0,0,74,3,0,4,81,7,0,90,1081,149,7,10,1253,37,4,40,1287,35,0,1326,471,35,7,3,521,9,10,12,536,43,0,578,0,0,0,0,0,0,0,0,0,0,0,3,1555,187,15,13,1772,45,13,49,1822,75,4,1903,206,40,3,3,250,17,0,18,270,25,0,295,400,31,0,3,434,6,3,12,447,17,0,465,10,0,0,0,15,0,0,0,15,0,0,15,4,0,0,5,10,0,0,0,10,0,0,10,621,76,3,7,703,23,7,30,738,38,0,780,11,0,0,0,18,0,0,0,18,0,0,18,25,3,0,0,24,3,3,3,33,0,0,31,37,4,0,0,42,3,3,3,42,0,0,45,661,75,3,7,745,27,7,36,782,39,0,831,218,18,0,0
SED54203,636,16,0,653,4,0,0,0,4,3,0,3,10,0,0,10,15,0,0,0,13,0,4,4,17,0,0,17,20,0,0,0,18,3,4,3,26,0,0,26,539,77,20,10,647,10,3,14,663,16,0,681,187,17,12,6,229,21,0,22,246,59,0,304,3,0,0,0,3,0,0,0,3,0,3,4,732,94,35,19,880,29,6,34,914,76,3,989,122,18,0,0,144,0,0,0,142,7,0,150,107,19,3,0,131,5,0,5,133,3,0,142,7,3,4,0,10,0,0,0,10,0,0,10,3,0,0,6,10,0,0,0,10,0,0,10,229,47,13,11,298,6,0,6,305,14,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,0,0,7,0,0,3,0,7,0,0,0,6,0,0,6,235,48,12,11,302,10,0,10,309,14,0,317,50,3,3,3
SED54304,1663,42,0,1705,22,3,0,0,27,6,0,6,33,0,0,39,78,8,0,0,87,4,0,4,92,0,0,94,101,11,0,0,113,7,0,7,125,3,0,131,1509,155,27,24,1721,58,5,65,1785,47,3,1833,424,42,14,7,492,25,0,22,513,20,3,537,0,0,0,7,7,0,0,0,7,0,6,12,1931,198,42,43,2219,81,10,89,2307,69,8,2381,347,37,3,3,389,20,0,18,407,16,0,425,657,59,10,4,730,15,0,20,753,10,0,767,11,3,3,0,14,3,0,3,17,0,0,17,4,0,0,13,16,0,0,0,16,0,0,13,1012,99,22,24,1151,34,5,39,1190,32,3,1222,18,0,0,0,18,5,0,5,26,0,0,25,44,6,0,0,44,0,0,0,44,0,0,44,60,6,0,0,58,7,0,7,73,0,0,71,1067,101,22,24,1215,44,5,51,1261,31,3,1296,237,17,7,7
SED54404,1012,34,0,1046,19,0,0,0,19,0,0,0,19,0,0,25,28,0,0,3,30,6,0,8,33,0,0,39,43,0,0,3,49,9,0,9,56,3,0,57,901,101,11,4,1019,38,4,45,1070,37,0,1108,261,19,3,6,287,9,0,9,290,36,0,331,0,0,0,0,0,0,0,0,0,0,0,0,1164,122,13,13,1309,44,4,52,1365,70,0,1437,112,17,9,0,131,9,0,9,140,13,0,157,252,28,5,8,282,6,0,6,294,3,0,299,6,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,4,0,0,3,6,0,0,6,373,41,11,7,426,19,0,22,449,18,0,468,5,0,0,0,3,3,0,3,9,0,0,9,8,0,0,0,10,3,0,3,15,0,0,15,13,3,0,0,12,7,0,7,18,0,0,18,385,42,11,7,443,25,0,23,468,18,0,488,71,19,3,0
SED54503,1595,55,0,1651,38,0,0,0,39,14,0,14,55,0,0,53,64,3,3,0,71,10,0,5,82,7,0,88,98,8,3,3,110,22,0,25,136,8,0,143,1497,100,46,29,1675,56,0,59,1734,64,0,1796,618,46,27,32,729,28,7,30,757,82,6,845,3,3,0,4,14,0,0,0,14,0,4,20,2124,152,77,66,2414,82,8,86,2505,148,16,2660,330,24,4,3,358,7,0,6,369,23,0,385,371,41,6,0,424,8,0,8,431,7,0,434,8,0,10,0,15,4,0,4,17,0,0,17,9,0,0,3,11,0,0,0,11,0,0,11,724,68,19,5,814,15,0,13,828,27,0,856,23,0,0,0,23,7,0,7,31,0,0,35,25,0,4,0,27,0,0,3,31,0,0,33,51,0,4,0,50,7,0,10,64,0,0,68,768,68,18,5,862,25,3,30,890,31,0,922,189,19,16,5
SED54605,1237,55,0,1290,23,8,0,0,36,8,0,8,43,6,0,53,95,8,0,0,103,3,0,5,110,0,0,114,119,18,0,0,142,13,0,13,155,6,0,158,1128,178,12,19,1335,48,13,58,1391,59,0,1455,440,52,18,3,512,27,10,34,552,57,0,605,3,0,0,0,4,0,0,0,4,0,6,4,1565,229,29,22,1853,72,21,91,1945,122,3,2070,282,62,3,3,344,20,3,29,367,24,0,398,404,49,4,0,459,3,0,3,466,13,0,474,8,0,0,0,11,0,0,0,11,0,0,14,5,0,0,0,3,0,0,0,3,0,0,8,694,107,9,3,812,31,3,30,846,41,0,889,28,4,0,0,27,6,0,6,40,3,0,38,47,5,3,0,52,3,3,5,64,0,0,62,71,6,3,0,82,14,3,15,98,3,0,105,766,117,8,4,897,41,10,50,944,41,0,987,229,31,9,6
SED54705,675,24,0,703,19,3,0,0,25,4,3,8,34,7,0,32,46,5,0,0,53,3,0,3,60,0,0,60,64,8,0,0,77,11,5,13,90,7,0,96,631,70,20,10,732,24,5,31,764,28,0,796,311,48,18,8,393,28,0,25,420,41,0,461,0,0,0,0,3,0,0,0,3,0,0,3,950,122,43,16,1125,54,3,60,1185,75,7,1265,115,13,4,0,129,4,0,3,134,15,0,146,211,11,5,3,230,14,0,14,247,12,0,267,7,0,3,0,8,0,0,0,8,0,0,10,3,0,0,4,7,0,0,0,4,0,0,4,335,29,15,3,384,20,0,21,406,28,0,430,5,0,0,0,6,5,0,5,15,6,0,19,21,3,0,0,30,0,0,0,31,0,0,33,27,3,0,0,37,3,0,7,44,5,0,45,361,34,11,4,420,26,0,28,446,33,0,477,136,26,6,3
SED54804,1056,19,0,1080,19,0,0,0,22,3,0,3,20,0,0,19,36,0,0,3,41,5,0,5,43,4,0,50,57,0,0,3,62,10,0,10,69,5,0,75,956,102,18,6,1078,43,3,46,1128,24,0,1148,273,26,7,5,302,9,0,12,313,26,0,337,3,0,0,0,5,0,0,0,5,0,0,5,1231,125,23,7,1384,53,3,56,1442,47,0,1493,167,16,0,0,188,6,0,10,195,10,0,200,362,37,8,0,402,10,3,12,412,12,0,424,10,3,0,0,12,0,0,0,12,0,0,12,3,0,0,0,3,0,0,0,3,0,0,5,534,59,10,3,602,16,3,17,621,15,0,647,3,0,0,0,3,4,0,4,9,0,0,9,11,0,0,0,16,3,0,3,19,0,0,19,16,0,0,0,17,9,0,9,29,0,0,29,554,63,10,3,625,27,3,28,654,15,0,676,127,11,0,0
SED54905,946,31,0,978,13,0,0,0,16,3,0,7,28,6,0,29,25,3,0,0,29,4,0,7,37,3,0,43,41,8,0,3,50,11,4,11,63,4,0,71,873,80,3,10,964,35,13,46,1012,37,0,1053,288,37,3,0,331,17,10,21,352,32,0,386,0,0,0,0,0,0,0,0,0,0,0,0,1162,118,5,12,1300,47,22,71,1364,71,0,1442,161,18,0,0,181,13,6,14,194,18,0,214,285,23,3,4,319,7,0,6,324,14,3,344,3,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,451,45,3,6,504,15,6,22,530,24,3,554,3,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,17,0,0,0,21,0,0,21,18,0,0,0,17,3,0,3,25,0,0,25,464,45,3,6,521,19,6,28,554,24,3,577,114,24,3,7
SED55005,1908,85,3,1990,48,6,0,0,54,9,0,9,62,6,0,67,83,14,3,3,109,13,8,17,127,3,0,133,129,23,3,3,161,20,8,31,192,7,0,198,1710,219,34,39,2000,80,13,95,2094,90,3,2190,737,96,19,14,867,37,4,39,911,84,0,997,9,0,0,0,9,3,0,3,9,0,7,17,2458,312,56,52,2874,119,19,143,3017,175,9,3198,390,49,5,0,444,22,3,25,469,24,0,497,606,55,12,13,681,15,0,15,698,13,0,716,19,0,0,0,22,0,0,0,24,0,0,24,14,0,0,6,24,0,0,0,24,0,3,27,1019,108,15,20,1166,47,3,47,1213,43,7,1256,24,0,0,0,21,7,0,10,28,6,0,35,31,5,4,0,43,4,0,4,52,0,0,55,59,9,4,0,71,13,0,12,83,8,0,90,1081,119,19,20,1229,58,4,63,1291,50,7,1349,359,36,6,3
SED55102,1570,44,3,1614,20,0,0,3,23,4,0,4,22,0,0,29,69,3,0,0,70,9,0,8,80,4,0,83,86,3,0,3,96,8,0,11,104,3,0,110,1411,157,29,28,1624,44,6,47,1670,51,3,1724,573,52,20,18,666,23,3,23,688,26,0,710,3,0,0,3,6,0,0,0,3,0,0,10,1991,205,50,46,2289,63,6,69,2366,70,4,2443,339,35,12,0,390,9,0,13,399,16,3,421,536,72,11,6,627,13,0,10,641,12,0,655,16,0,0,0,14,0,0,0,14,0,0,14,5,0,0,9,12,0,0,0,15,0,0,15,897,103,23,19,1046,26,3,23,1074,30,3,1107,16,0,0,0,16,0,0,0,14,0,0,18,36,3,0,0,38,3,0,3,39,0,0,46,50,3,0,0,55,5,0,5,56,3,0,60,952,106,23,19,1105,29,3,29,1132,27,3,1166,243,18,18,11
